,accepted_price,day,segment_demand,segment_hour,year
0,70.46976960924378,1,41646.72580135631,31.0,2013
1,70.27345815087861,1,40569.78485031294,62.0,2013
2,66.05954212671804,1,36105.07151218895,93.0,2013
3,65.19222942865291,1,35246.85810314043,124.0,2013
4,64.8464380293689,1,33352.61080242926,155.0,2013
5,64.60272584140843,1,32754.86683270286,186.0,2013
6,64.60272584140843,1,32749.022967077046,217.0,2013
7,64.18347265388545,1,31798.977383908554,248.0,2013
8,64.18347265388545,1,31642.027849958045,279.0,2013
9,63.88875150543571,1,31504.279588778078,310.0,2013
10,63.88875150543571,1,30892.343373960408,341.0,2013
11,63.88875150543571,1,30879.820804762236,372.0,2013
12,62.426660733250024,1,28227.540648587976,403.0,2013
13,61.90979435193099,1,27133.06810066715,434.0,2013
14,56.35980008353152,1,23088.278249655417,465.0,2013
15,46.90579613966743,1,21354.31983468094,496.0,2013
16,42.67315340715149,1,21108.877478396633,527.0,2013
17,41.540351735282755,1,20808.335817640345,558.0,2013
18,40.95649306019587,1,17976.565502958856,589.0,2013
19,39.12453130270165,1,17687.711573454202,620.0,2013
20,38.02954953255231,1,16430.445625957058,651.0,2013
21,36.27152368031902,1,13864.15377827696,682.0,2013
22,36.27152368031902,1,13515.191516621044,713.0,2013
23,36.27152368031902,1,12504.202763354748,744.0,2013
