,accepted_price,day,segment_demand,segment_hour,year
0,64.7318291310131,4,29870.94397082522,43.0,2013
1,64.23613928013265,4,28607.101478441826,86.0,2013
2,63.95628032399603,4,28405.348844284978,129.0,2013
3,63.95628032399603,4,28016.06402595592,172.0,2013
4,62.01473374002731,4,27109.51033943619,215.0,2013
5,62.01473374002731,4,26695.339733634035,258.0,2013
6,62.01473374002731,4,26674.89783678114,301.0,2013
7,60.917881462453856,4,26531.804558810865,344.0,2013
8,60.917881462453856,4,26407.37562144541,387.0,2013
9,59.31712693288126,4,25155.087244674527,430.0,2013
10,59.31712693288126,4,24596.045804654026,473.0,2013
11,59.31712693288126,4,24372.962495520245,516.0,2013
12,59.00164204820724,4,24252.088670650952,559.0,2013
13,57.54361169851619,4,24061.001373982577,602.0,2013
14,54.935212119016334,4,23312.650193541773,645.0,2013
15,47.755375971628695,4,17402.275668682727,688.0,2013
16,46.4139425497965,4,17396.054221814455,731.0,2013
17,35.90855726140539,4,10983.520056873396,774.0,2013
18,22.53250734811353,4,9472.597246007175,817.0,2013
19,15.50013564497911,4,7170.661904746283,860.0,2013
20,13.25622177299859,4,5748.616906283958,903.0,2013
21,13.044093107508449,4,5525.53359715018,946.0,2013
22,10.90596695796604,4,4792.291644818042,989.0,2013
23,10.90596695796604,4,4751.40785111225,1032.0,2013
