,estimator,mean_fit_time,mean_score_time,mean_test_score,param_model__estimator__C,param_model__estimator__activation,param_model__estimator__alpha,param_model__estimator__gamma,param_model__estimator__hidden_layer_sizes,param_model__estimator__kernel,param_model__estimator__learning_rate,param_model__estimator__n_estimators,param_model__estimator__n_neighbors,param_model__estimator__solver,params,rank_test_score,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,std_fit_time,std_score_time,std_test_score
2,GradientBoostingRegressor,33.19342312216759,0.02092599868774414,-2686.4414099880173,,,,,,,1.0,16,,,"{'model__estimator__learning_rate': 1.0, 'model__estimator__n_estimators': 16}",3,-3249.4174261743087,-2980.25337215346,-2240.993117272405,-2560.525964118793,-3303.4513237607957,-2289.49716651488,-2620.0832096923064,-2247.309700217191,17.355316345017584,0.005801232027263396,411.25606079079273
3,GradientBoostingRegressor,45.553966730833054,0.017826735973358154,-2812.445825330238,,,,,,,1.0,32,,,"{'model__estimator__learning_rate': 1.0, 'model__estimator__n_estimators': 32}",4,-3403.198401004475,-3085.014121995715,-2383.0629385186016,-2674.1832927892624,-3423.7997219415447,-2359.4172090904217,-2865.3896198094867,-2305.501297492399,17.864227436291728,0.006837435453211449,428.011767816725
0,SVR,242.06829699873924,39.276203006505966,-6257.171701067353,1,,,0.001,,rbf,,,,,"{'model__estimator__C': 1, 'model__estimator__gamma': 0.001, 'model__estimator__kernel': 'rbf'}",3,-5942.757084654787,-6401.755252910912,-6189.342718373533,-6547.106401851197,-6358.904383970251,-6547.766469670584,-6311.8312795263155,-5757.910017581245,210.46365058374812,22.51138878114554,263.5025171877722
1,SVR,242.17970278859138,39.15184971690178,-6259.06939332542,1,,,0.0001,,rbf,,,,,"{'model__estimator__C': 1, 'model__estimator__gamma': 0.0001, 'model__estimator__kernel': 'rbf'}",4,-5943.404487253528,-6402.798664391346,-6191.028267918434,-6549.49527523975,-6360.270472085133,-6549.932322404624,-6314.478802983082,-5761.1468543274605,210.57454488951754,22.353595267974367,263.4196232473802
2,SVR,239.5710068643093,34.727381467819214,-6238.159530998491,10,,,0.001,,rbf,,,,,"{'model__estimator__C': 10, 'model__estimator__gamma': 0.001, 'model__estimator__kernel': 'rbf'}",1,-5936.260665214929,-6391.341818117556,-6172.598257631097,-6526.087756141275,-6345.170274353229,-6523.146855642396,-6285.062485604486,-5725.6081352829615,200.75735342720412,19.00051425590408,264.4301837086659
3,SVR,201.41041788458824,26.25667107105255,-6257.160072735404,10,,,0.0001,,rbf,,,,,"{'model__estimator__C': 10, 'model__estimator__gamma': 0.0001, 'model__estimator__kernel': 'rbf'}",2,-5942.752016973606,-6401.747343484308,-6189.331413498436,-6547.089251503553,-6358.896238028145,-6547.752326290164,-6311.817513399314,-5757.894478705705,152.22246436569785,13.245211175988109,263.5017159483623
0,MLPRegressor,124.61698415875435,0.028997689485549927,-37999.86224762043,,tanh,5e-05,,"(1,)",,,,,adam,"{'model__estimator__activation': 'tanh', 'model__estimator__alpha': 5e-05, 'model__estimator__hidden_layer_sizes': (1,), 'model__estimator__solver': 'adam'}",7,-39893.99957357936,-41066.97394598708,-39224.973071455155,-37195.79599088539,-38180.13515644789,-35433.84249608307,-35094.642855386825,-37908.53489113871,64.21752785375247,0.00707254503523573,1943.1914967951059
1,MLPRegressor,367.2014390826225,0.08761394023895264,-37790.57948965458,,tanh,5e-05,,"(50,)",,,,,adam,"{'model__estimator__activation': 'tanh', 'model__estimator__alpha': 5e-05, 'model__estimator__hidden_layer_sizes': (50,), 'model__estimator__solver': 'adam'}",5,-39835.50036905385,-40969.127429363114,-39077.94636889189,-37009.56528901778,-37945.09029291791,-35159.659360478785,-34781.60355250941,-37546.1432550039,186.90621632183004,0.005975619908818498,2019.0178506187824
2,MLPRegressor,129.48419407010078,0.024732232093811035,-37999.86854465734,,tanh,0.0005,,"(1,)",,,,,adam,"{'model__estimator__activation': 'tanh', 'model__estimator__alpha': 0.0005, 'model__estimator__hidden_layer_sizes': (1,), 'model__estimator__solver': 'adam'}",8,-39894.07418343952,-41067.54322065006,-39224.93094386113,-37195.44250617202,-38180.006126965956,-35433.49448285863,-35094.97948808267,-37908.47740522874,65.96140854670652,0.0024896077958182373,1943.3212613353448
3,MLPRegressor,366.1017001271248,0.1015709638595581,-37790.5948922625,,tanh,0.0005,,"(50,)",,,,,adam,"{'model__estimator__activation': 'tanh', 'model__estimator__alpha': 0.0005, 'model__estimator__hidden_layer_sizes': (50,), 'model__estimator__solver': 'adam'}",6,-39835.39141746318,-40969.27819817778,-39077.92853052396,-37009.332932457204,-37945.30635102876,-35159.50356913698,-34782.01417786601,-37546.003961446135,180.84589967357442,0.028509844169311956,2018.9966059713818
4,MLPRegressor,136.60210037231445,0.02850690484046936,-37270.07695114501,,relu,5e-05,,"(1,)",,,,,adam,"{'model__estimator__activation': 'relu', 'model__estimator__alpha': 5e-05, 'model__estimator__hidden_layer_sizes': (1,), 'model__estimator__solver': 'adam'}",3,-39817.2466638349,-40940.24373825266,-38878.72597269939,-36728.76159834181,-37253.53408546114,-34465.46115894049,-33811.81507851107,-36264.82731311865,68.52075637996643,0.00390469278190421,2336.5363574882285
5,MLPRegressor,314.53715443611145,0.05213230848312378,-18162.552214490475,,relu,5e-05,,"(50,)",,,,,adam,"{'model__estimator__activation': 'relu', 'model__estimator__alpha': 5e-05, 'model__estimator__hidden_layer_sizes': (50,), 'model__estimator__solver': 'adam'}",2,-37517.7794669232,-33301.6221830451,-26335.64537442398,-17845.051696587365,-9383.029958240142,-8191.628644066356,-6684.07688172124,-6041.583510916401,131.0817777532171,0.01461359631481438,11863.22640588963
6,MLPRegressor,133.9854753613472,0.025822311639785767,-37275.76101061225,,relu,0.0005,,"(1,)",,,,,adam,"{'model__estimator__activation': 'relu', 'model__estimator__alpha': 0.0005, 'model__estimator__hidden_layer_sizes': (1,), 'model__estimator__solver': 'adam'}",4,-39824.213624349526,-40900.68553448244,-38994.36252973464,-36817.2727429893,-37269.931594660426,-34329.9220077082,-33790.012481068035,-36279.68756990546,67.50233751840751,0.0022836176325713594,2361.6492575348634
7,MLPRegressor,223.04332700371742,0.0462765097618103,-17952.10297899253,,relu,0.0005,,"(50,)",,,,,adam,"{'model__estimator__activation': 'relu', 'model__estimator__alpha': 0.0005, 'model__estimator__hidden_layer_sizes': (50,), 'model__estimator__solver': 'adam'}",1,-37547.13612208227,-33234.975394170026,-26469.452027669915,-16855.682247833873,-9140.711116704948,-7597.643628878366,-6720.495556816098,-6050.727737784763,68.80789091839064,0.02926253959075913,11957.874389267388
0,KNeighborsRegressor,0.7209477424621582,25.850676596164703,-2694.4946003336536,,,,,,,,,5,,{'model__estimator__n_neighbors': 5},1,-2543.2566101030166,-3291.190792363423,-2214.834444141616,-2320.662334100534,-4320.19940323762,-2087.9767488703824,-2404.5251905029704,-2373.3112793496653,0.42760162690942777,12.892471869202641,702.3856400361105
1,KNeighborsRegressor,0.7136751115322113,35.07911196351051,-2727.5426334176173,,,,,,,,,20,,{'model__estimator__n_neighbors': 20},2,-2439.2606850394427,-3357.907972241014,-2328.729216195786,-2524.5052672381353,-4254.36188339454,-2376.1949680439648,-2415.7868846656356,-2123.594190522422,0.4004803565329657,17.831291731120984,670.5697976898971
2,KNeighborsRegressor,0.6024309396743774,41.66164204478264,-2863.5597847654044,,,,,,,,,50,,{'model__estimator__n_neighbors': 50},3,-2577.93652512422,-3510.0882324967483,-2454.9210583807176,-2834.6629067215868,-4303.01621355085,-2595.822902022492,-2541.728457583933,-2090.301982242688,0.332109846599918,21.035564797507355,662.6293458173112
0,LinearRegression,0.48576444387435913,0.003363370895385742,-4759.182754469831,,,,,,,,,,,{},1,-3870.917444455669,-12303.412676230242,-4459.299490859226,-4046.7078197026162,-4459.213826497397,-1903.7925295774965,-2671.6114904177143,-4358.5067580182895,0.20293378632128758,0.00034678258940667837,2980.429931415373
0,Lasso,0.5758998692035675,0.0029813051223754883,-3402.0123751585515,,,,,,,,,,,{},1,-3531.4887367920855,-4643.895077526341,-3149.066619989973,-2964.2628984824,-4121.396901565494,-1894.8014350978808,-2584.2470618938582,-4326.940269920378,0.13387834640739546,0.0006657079766084806,875.219512951607
0,Ridge,0.06377512216567993,0.0037265121936798096,-2617.589832957768,,,,,,,,,,,{},1,-2269.265707315613,-2529.936636621467,-2567.7948358177678,-1778.4241882558074,-3095.679014944026,-1957.8463822288074,-2442.7390211551124,-4299.032877323545,0.009864455437622127,0.00045256978110376353,738.0163874253334
0,ElasticNet,0.03207787871360779,0.003320634365081787,-2710.8015899658203,,,,,,,,,,,{},1,-2536.272968862248,-2044.6768803505145,-2570.578967799629,-1801.9530247246169,-3014.905413748205,-2488.0637235093386,-2850.966343203723,-4378.995397528288,0.0026779609363637934,0.0003096215868963144,730.1077400874823
0,llars,0.6211822330951691,0.003437519073486328,-13115.012413878214,,,,,,,,,,,{},1,-84106.04468013243,-4229.999172280534,-3046.1481319978498,-1744.2362264999676,-3193.4048316069125,-1960.880241048848,-2397.956790421939,-4241.429237037222,0.08741641192969007,0.0003239425311017837,26846.31125206075
0,ExtraTreesRegressor,3.4862750470638275,0.04933685064315796,-2425.596090756705,,,,,,,,16,,,{'model__estimator__n_estimators': 16},2,-2415.451613726163,-1699.8931910701842,-1660.1397933401913,-1826.5011148663361,-1911.1868801838434,-2324.5523112999613,-3490.6815161311374,-4076.3623054358236,1.609833750237725,0.011672607699936962,837.0968046304058
1,ExtraTreesRegressor,6.071769088506699,0.06237530708312988,-2374.9063446246882,,,,,,,,32,,,{'model__estimator__n_estimators': 32},1,-2329.378235819944,-1628.5740678947334,-1624.817536899164,-1792.0116967084648,-1953.0418796668193,-2284.93441085151,-3389.9314386116,-3996.5614905452694,2.086509856910704,0.024948864145963538,814.5236334354919
0,RandomForestRegressor,4.823510825634003,0.03352019190788269,-2504.69742971199,,,,,,,,16,,,{'model__estimator__n_estimators': 16},2,-2384.9160578032483,-2023.4519028512489,-2024.7585662661088,-1930.0246683565176,-2167.8356082375485,-2288.220035824299,-3110.3966386657507,-4107.975959691201,2.3693752957707908,0.0029835628029372925,698.5920532328271
1,RandomForestRegressor,8.467667281627655,0.04952573776245117,-2472.86192418613,,,,,,,,32,,,{'model__estimator__n_estimators': 32},1,-2363.8057513102463,-1970.4643704352245,-1984.1633058426398,-1912.3719062595248,-2185.7006956689747,-2258.101609202205,-3092.9675599271263,-4015.3201948430974,3.7612164505990613,0.012596261976834625,680.951910093027
0,AdaBoostRegressor,3.5132479667663574,0.03724825382232666,-2622.4338285079875,,,,,,,,16,,,{'model__estimator__n_estimators': 16},2,-2586.144391577777,-2006.2004110361486,-2090.9820921536325,-2027.7163733758262,-2457.253196468215,-2317.501778582335,-3209.1636220024134,-4284.508762867555,1.2081802010886766,0.010520426927802333,728.371769928307
1,AdaBoostRegressor,5.557272404432297,0.04885828495025635,-2597.519769938991,,,,,,,,32,,,{'model__estimator__n_estimators': 32},1,-2557.900544226133,-1972.4106551324774,-2044.9034759932092,-1990.6951038547625,-2401.649223266908,-2339.9613236334253,-3203.8209639661923,-4268.8168694388205,1.6461280480733151,0.01368806289092365,735.8234153955677
0,GradientBoostingRegressor,1.639037400484085,0.007856756448745728,-2929.9094732491317,,,,,,,0.8,16,,,"{'model__estimator__learning_rate': 0.8, 'model__estimator__n_estimators': 16}",1,-2770.6109845663227,-2596.9778885670316,-2178.9832618157066,-2250.006107677387,-2279.7619747930094,-2745.2697420373825,-4394.204597566825,-4223.461228969388,0.8013897674126892,0.0035476527105096603,824.3632517000115
1,GradientBoostingRegressor,3.1003499031066895,0.006962686777114868,-2971.8483726231902,,,,,,,0.8,32,,,"{'model__estimator__learning_rate': 0.8, 'model__estimator__n_estimators': 32}",2,-2835.2906706970075,-2646.958639140167,-2212.993058645607,-2274.083795376386,-2344.0154285884987,-2768.5150509220475,-4395.443140631016,-4297.4871969847945,1.3843774069691346,0.0020991070643498525,822.0703390809858
2,GradientBoostingRegressor,1.607892006635666,0.005849868059158325,-3248.2653101038986,,,,,,,1.0,16,,,"{'model__estimator__learning_rate': 1.0, 'model__estimator__n_estimators': 16}",3,-3003.958072275696,-2853.3605519595585,-2579.15959223871,-2408.931131711866,-2610.324701605047,-3104.9040375174886,-5012.429118309999,-4413.055275212827,0.7102807196444612,0.0012565936393568273,884.89762109872
3,GradientBoostingRegressor,2.702941417694092,0.005836606025695801,-3301.0790227068414,,,,,,,1.0,32,,,"{'model__estimator__learning_rate': 1.0, 'model__estimator__n_estimators': 32}",4,-3057.0864639437864,-2865.9894698324692,-2558.5842407817204,-2403.519496718021,-2673.391337781443,-3136.4056081283575,-5219.837490288267,-4493.8180741806655,1.1017273379412489,0.0010455244538665432,944.1342963750916
0,SVR,0.42796191573143005,0.07501986622810364,-5406.966977718246,1,,,0.001,,rbf,,,,,"{'model__estimator__C': 1, 'model__estimator__gamma': 0.001, 'model__estimator__kernel': 'rbf'}",3,-5662.689763598709,-5018.423698787603,-5926.213101882745,-5035.633723759234,-5224.6413035860505,-5344.917707418653,-5766.830923084548,-5276.385599628423,0.3461285844719386,0.038827573001904946,317.7088416788224
1,SVR,0.4444237947463989,0.07259887456893921,-5407.456417286771,1,,,0.0001,,rbf,,,,,"{'model__estimator__C': 1, 'model__estimator__gamma': 0.0001, 'model__estimator__kernel': 'rbf'}",4,-5662.928325985649,-5018.780708042047,-5926.702175263541,-5036.279651494796,-5225.184698509387,-5345.655678875511,-5767.364644022455,-5276.755456100789,0.3646116422862339,0.036787000880708645,317.68341855395147
2,SVR,0.46456214785575867,0.07111889123916626,-5402.073266835536,10,,,0.001,,rbf,,,,,"{'model__estimator__C': 10, 'model__estimator__gamma': 0.001, 'model__estimator__kernel': 'rbf'}",1,-5660.298498056058,-5014.847979255358,-5921.323941552771,-5029.166009144072,-5219.204644538045,-5337.529465846143,-5761.481454217562,-5272.7341420742805,0.3655561077456357,0.031554231592421766,317.96510599279947
3,SVR,0.4163362979888916,0.06306415796279907,-5406.959652686077,10,,,0.0001,,rbf,,,,,"{'model__estimator__C': 10, 'model__estimator__gamma': 0.0001, 'model__estimator__kernel': 'rbf'}",2,-5662.684121925459,-5018.418071799799,-5926.204403497489,-5035.625286499692,-5224.633623024903,-5344.908081858551,-5766.821547983166,-5276.38208489956,0.2989161168136378,0.023062792129372484,317.70822904664584
0,MLPRegressor,8.672852277755737,0.005660802125930786,-35482.75188936958,,tanh,5e-05,,"(1,)",,,,,adam,"{'model__estimator__activation': 'tanh', 'model__estimator__alpha': 5e-05, 'model__estimator__hidden_layer_sizes': (1,), 'model__estimator__solver': 'adam'}",7,-37076.05077346772,-35729.18922984451,-38194.837041668965,-36820.279705068075,-34672.649120249356,-35185.99769015809,-31402.302703254845,-34780.708851245065,3.7875171461421,0.0003041925002372429,1924.5447113235678
1,MLPRegressor,24.86373046040535,0.04171508550643921,-35456.01618912982,,tanh,5e-05,,"(50,)",,,,,adam,"{'model__estimator__activation': 'tanh', 'model__estimator__alpha': 5e-05, 'model__estimator__hidden_layer_sizes': (50,), 'model__estimator__solver': 'adam'}",3,-37057.9603011471,-35711.33683310102,-38176.70214853988,-36792.36163833565,-34644.64008646081,-35157.73166021993,-31364.57671915625,-34742.82012607794,11.598659200736332,0.017533111395245035,1930.5179104190056
2,MLPRegressor,9.634420573711395,0.005920827388763428,-35482.93513329558,,tanh,0.0005,,"(1,)",,,,,adam,"{'model__estimator__activation': 'tanh', 'model__estimator__alpha': 0.0005, 'model__estimator__hidden_layer_sizes': (1,), 'model__estimator__solver': 'adam'}",8,-37076.00107709269,-35729.10569155384,-38194.82009059181,-36820.44700372307,-34673.27921094707,-35186.00742123071,-31402.63153303103,-34781.18903819437,4.434688531875618,0.0005635352433507778,1924.4074055826618
3,MLPRegressor,25.311478942632675,0.028722375631332397,-35456.03293586117,,tanh,0.0005,,"(50,)",,,,,adam,"{'model__estimator__activation': 'tanh', 'model__estimator__alpha': 0.0005, 'model__estimator__hidden_layer_sizes': (50,), 'model__estimator__solver': 'adam'}",4,-37057.996042990635,-35711.396979165605,-38176.558286443505,-36792.137082925714,-34644.56174303547,-35158.04544266778,-31364.58215634195,-34742.98575331871,10.606428973291576,0.008835936719667056,1930.4668112540396
4,MLPRegressor,10.057803571224213,0.007286578416824341,-35467.82211644898,,relu,5e-05,,"(1,)",,,,,adam,"{'model__estimator__activation': 'relu', 'model__estimator__alpha': 5e-05, 'model__estimator__hidden_layer_sizes': (1,), 'model__estimator__solver': 'adam'}",5,-37071.88088652475,-35725.37878295963,-38188.0574377095,-36807.401723592346,-34659.42179512693,-35164.96895287843,-31384.33162103538,-34741.13573176487,4.516081963210296,0.0001301889578204616,1929.4329655123267
5,MLPRegressor,22.89870658516884,0.020236998796463013,-35029.21109905286,,relu,5e-05,,"(50,)",,,,,adam,"{'model__estimator__activation': 'relu', 'model__estimator__alpha': 5e-05, 'model__estimator__hidden_layer_sizes': (50,), 'model__estimator__solver': 'adam'}",1,-36907.427600356714,-35606.29131612206,-38048.58103206269,-36338.37563750173,-34260.872369937766,-34732.03177596986,-30737.85294465729,-33602.25611581478,7.76067418223075,0.005617408686439103,2116.0647636004132
6,MLPRegressor,10.156852751970291,0.007535338401794434,-35471.138245632574,,relu,0.0005,,"(1,)",,,,,adam,"{'model__estimator__activation': 'relu', 'model__estimator__alpha': 0.0005, 'model__estimator__hidden_layer_sizes': (1,), 'model__estimator__solver': 'adam'}",6,-37070.236565053434,-35726.55362324934,-38186.45452043693,-36811.116675796344,-34654.75406222584,-35177.833145095305,-31391.648718331435,-34750.50865487196,4.713853067026876,0.0004884531506194044,1926.9434975881047
7,MLPRegressor,18.464837461709976,0.015138208866119385,-35029.83713993948,,relu,0.0005,,"(50,)",,,,,adam,"{'model__estimator__activation': 'relu', 'model__estimator__alpha': 0.0005, 'model__estimator__hidden_layer_sizes': (50,), 'model__estimator__solver': 'adam'}",2,-36912.62165937927,-35596.2734795427,-38039.12736522071,-36346.87160211478,-34280.48519018465,-34728.768757394944,-30756.586752780786,-33577.962312897995,3.420618785178966,0.006781661810184421,2111.779907101879
0,KNeighborsRegressor,0.027284085750579834,0.10285180807113647,-2622.6698699821486,,,,,,,,,5,,{'model__estimator__n_neighbors': 5},1,-2834.5320805033075,-1793.5451116771144,-2565.819560910832,-1612.1199026907,-1654.4304286398467,-2215.6047738157436,-3775.033401907001,-4530.273699712643,0.007680563305732068,0.04200025902862995,989.1195797473209
1,KNeighborsRegressor,0.028665125370025635,0.11189350485801697,-2725.3847228821073,,,,,,,,,20,,{'model__estimator__n_neighbors': 20},2,-3427.4061376153763,-1773.3286191657953,-2887.4109282479967,-1410.741040251655,-1895.3366278626788,-2100.732855657872,-3743.897001915709,-4564.224572339776,0.0060064294270457215,0.044629743226216496,1039.9311542501769
2,KNeighborsRegressor,0.02703002095222473,0.17011433839797974,-3072.816835597352,,,,,,,,,50,,{'model__estimator__n_neighbors': 50},3,-4552.34657142546,-2659.2541187739457,-3468.932392241379,-1538.296387147336,-2153.987208638106,-2164.9822640195052,-3464.704416949669,-4580.03132558342,0.005804044445075085,0.10922699644871932,1058.6185448997153
0,LinearRegression,0.9229041039943695,0.006632804870605469,-3237.0385186442045,,,,,,,,,,,{},1,-5003.825486538689,-4733.969629560668,-3123.300675234071,-2088.7975806329046,-2574.987227529353,-3170.4241072031714,-2329.4839846897357,-2871.5194577650436,0.12443828461425793,0.0001186760060633968,1005.8417679576778
0,Lasso,0.6724060773849487,0.005414873361587524,-3112.0196436928163,,,,,,,,,,,{},1,-4614.448364176249,-4663.651044833211,-3085.0495506883653,-2081.069910412108,-2591.82908182437,-2709.95006263426,-2272.5610043544025,-2877.598130619562,0.1811824426110824,0.000316091741559737,930.0765576840764
0,Ridge,0.13566476106643677,0.011540919542312622,-2930.8147359492914,,,,,,,,,,,{},1,-3315.7830011569986,-4529.745384338352,-3087.3268596063695,-2086.6718498154128,-2647.560700980194,-2632.4027492788705,-2261.6612885201575,-2885.366053897975,0.023114336519830234,0.003559228353237896,712.4752207672151
0,ElasticNet,0.08361035585403442,0.008587658405303955,-3871.4366262437034,,,,,,,,,,,{},1,-3563.4751884881157,-3949.701988843626,-3833.3669480669723,-2914.167977785211,-4162.192365079846,-3885.1116453072627,-4315.2614585847405,-4348.215437793856,0.013100451166485309,0.003679733161444788,437.00725145638035
0,llars,1.0524241030216217,0.011950701475143433,-2927.223588702009,,,,,,,,,,,{},1,-3877.8225248419817,-4297.470719614731,-3004.1326493575084,-1992.952030654725,-2622.2528268282144,-2492.188981838152,-2246.9619828168193,-2884.0069936639375,0.07850193486115466,0.005863346125181125,742.1994076937192
0,ExtraTreesRegressor,13.4503852725029,0.05307137966156006,-2368.534177716566,,,,,,,,16,,,{'model__estimator__n_estimators': 16},2,-2997.601347574113,-2460.9486450564746,-2608.992671048706,-1597.3814795342162,-2424.353824165475,-2158.981487249071,-2496.900997465536,-2203.1129696389357,5.904058273285561,0.008002351033746479,378.7533974108282
1,ExtraTreesRegressor,22.81486377120018,0.07516691088676453,-2321.5067115154675,,,,,,,,32,,,{'model__estimator__n_estimators': 32},1,-2932.1994704500307,-2444.8733628846826,-2518.0248982483513,-1537.7670218532296,-2444.6123539551036,-2082.1056184783233,-2469.929849625829,-2142.541116628192,9.280513925408307,0.012085851162920266,382.0272028896539
0,RandomForestRegressor,31.271901577711105,0.045584678649902344,-2381.57388904293,,,,,,,,16,,,{'model__estimator__n_estimators': 16},2,-2990.023990221403,-2408.5854693656534,-2719.0210012485027,-1514.585396730866,-2248.9756787255865,-2199.822071000823,-2543.3912059759405,-2428.186299074668,16.51733601269933,0.0066232386393831255,405.50189888618127
1,RandomForestRegressor,52.98705604672432,0.06877228617668152,-2323.3874368101538,,,,,,,,32,,,{'model__estimator__n_estimators': 32},1,-2944.0459973987504,-2375.1234106246675,-2686.250895437535,-1421.9153505430647,-2204.019223369702,-2132.4262077932162,-2429.72709072066,-2393.5913185936356,25.32812767277069,0.01265010160679158,418.2055625112947
0,AdaBoostRegressor,13.382916957139969,0.04454424977302551,-2839.9107070126042,,,,,,,,16,,,{'model__estimator__n_estimators': 16},2,-3231.3199381970826,-2822.2414110206714,-3235.168672239312,-1909.7250294624448,-2886.176952403775,-2635.954107959926,-3048.0136235947743,-2950.6859212228496,5.4457688645309155,0.013873703654775868,399.10908217631174
1,AdaBoostRegressor,20.58171060681343,0.0629003643989563,-2825.8871036046694,,,,,,,,32,,,{'model__estimator__n_estimators': 32},1,-3252.0570557402875,-2743.5699599005784,-3093.4168269598613,-1931.128259093837,-2930.5469663067447,-2631.0497273339756,-3087.637161060828,-2937.690872441239,7.873777963098339,0.017632917012006637,385.7607659413035
0,GradientBoostingRegressor,8.758040338754654,0.01312321424484253,-2777.6994442448413,,,,,,,0.8,16,,,"{'model__estimator__learning_rate': 0.8, 'model__estimator__n_estimators': 16}",1,-3544.836777825658,-2836.8428705606966,-3010.565759076906,-2229.074711728846,-2193.0073388216115,-2599.9585590849406,-3241.602754131964,-2565.7067827281076,4.626918621810075,0.0059231591516250215,444.52464794210624
1,GradientBoostingRegressor,15.350821197032928,0.010751038789749146,-2841.990584015053,,,,,,,0.8,32,,,"{'model__estimator__learning_rate': 0.8, 'model__estimator__n_estimators': 32}",2,-3573.0598796478225,-2808.389852053213,-3103.5907706208855,-2264.4589055132105,-2213.091023622062,-2669.1130426798086,-3528.8842167824932,-2575.3369812009296,6.776436864044112,0.0038376037301995273,488.09542221546536
2,GradientBoostingRegressor,8.152492552995682,0.008964747190475464,-3149.6419224753863,,,,,,,1.0,16,,,"{'model__estimator__learning_rate': 1.0, 'model__estimator__n_estimators': 16}",3,-3839.6713236598807,-2980.9087221797213,-3630.451198140561,-2765.026158756284,-2485.875785012872,-2956.05351954372,-3757.918618931252,-2781.2300535788017,3.341648992657233,0.00252259171800677,483.1547516369136
3,GradientBoostingRegressor,10.88703864812851,0.007976233959197998,-3247.631924014387,,,,,,,1.0,32,,,"{'model__estimator__learning_rate': 1.0, 'model__estimator__n_estimators': 32}",4,-3867.242368562975,-2992.400900782021,-3813.205693323727,-2769.2498762550713,-2616.5803373331196,-3034.639771519227,-4039.888771928705,-2847.8476724102507,4.21308474597031,0.002705031989688396,527.8343932213004
0,SVR,10.660260170698166,1.63534814119339,-6560.876033462416,1,,,0.001,,rbf,,,,,"{'model__estimator__C': 1, 'model__estimator__gamma': 0.001, 'model__estimator__kernel': 'rbf'}",3,-6425.487182767584,-6452.675246070728,-6836.606417173879,-5914.925110182125,-6705.872271495421,-6694.758643737132,-7166.140043402739,-6290.54335286972,9.779375101395033,0.9085332956969476,353.85204064978694
1,SVR,10.70713073015213,1.6083735227584839,-6562.3086828930855,1,,,0.0001,,rbf,,,,,"{'model__estimator__C': 1, 'model__estimator__gamma': 0.0001, 'model__estimator__kernel': 'rbf'}",4,-6426.031977309035,-6453.690207550854,-6837.9815394731595,-5916.869729583348,-6707.480658606534,-6697.036300466349,-7167.530674637183,-6291.848375518218,9.8264049391324,0.8782586330333478,353.84056271868667
2,SVR,11.113089382648468,1.468822866678238,-6546.591518515482,10,,,0.001,,rbf,,,,,"{'model__estimator__C': 10, 'model__estimator__gamma': 0.001, 'model__estimator__kernel': 'rbf'}",1,-6420.015538968389,-6442.45676225327,-6822.778176464398,-5895.634671632015,-6689.714484685964,-6671.879718479603,-7152.572745192032,-6277.680050448184,9.462825781375399,0.6584381923166946,354.0122444619263
3,SVR,9.187140047550201,1.2343467473983765,-6560.858274264141,10,,,0.0001,,rbf,,,,,"{'model__estimator__C': 10, 'model__estimator__gamma': 0.0001, 'model__estimator__kernel': 'rbf'}",2,-6425.478554484057,-6452.660587181694,-6836.583953713852,-5914.901589305686,-6705.851963291399,-6694.727621867932,-7166.1269094157105,-6290.535014852797,7.4688792192808595,0.5014994799764563,353.85167346835834
0,MLPRegressor,34.33253434300423,0.01601913571357727,-40362.97754867362,,tanh,5e-05,,"(1,)",,,,,adam,"{'model__estimator__activation': 'tanh', 'model__estimator__alpha': 5e-05, 'model__estimator__hidden_layer_sizes': (1,), 'model__estimator__solver': 'adam'}",7,-41022.31181307152,-42442.54072631118,-42193.98760353905,-40676.26453147844,-39068.66305412878,-39422.26622384126,-38133.50396487096,-39944.28247214775,17.085529946945986,0.0024303766840209832,1410.5006678501604
1,MLPRegressor,104.20828574895859,0.049448996782302856,-40291.17700638611,,tanh,5e-05,,"(50,)",,,,,adam,"{'model__estimator__activation': 'tanh', 'model__estimator__alpha': 5e-05, 'model__estimator__hidden_layer_sizes': (50,), 'model__estimator__solver': 'adam'}",5,-40994.44457295315,-42404.00550553159,-42145.60111677503,-40607.82587584876,-38990.411617765385,-39334.843705388084,-38025.79473066651,-39826.48892616039,53.47564683248724,0.0028519317295188653,1434.0606973987356
2,MLPRegressor,36.18921688199043,0.01725715398788452,-40363.02283501931,,tanh,0.0005,,"(1,)",,,,,adam,"{'model__estimator__activation': 'tanh', 'model__estimator__alpha': 0.0005, 'model__estimator__hidden_layer_sizes': (1,), 'model__estimator__solver': 'adam'}",8,-41022.813358623745,-42442.678865084155,-42194.21696851561,-40675.645187819726,-39068.45309151615,-39422.60554861187,-38133.46988452008,-39944.299775463085,18.00659428950448,0.0028691455202561047,1410.5773765331323
3,MLPRegressor,107.5961899459362,0.04816436767578125,-40291.312802273525,,tanh,0.0005,,"(50,)",,,,,adam,"{'model__estimator__activation': 'tanh', 'model__estimator__alpha': 0.0005, 'model__estimator__hidden_layer_sizes': (50,), 'model__estimator__solver': 'adam'}",6,-40994.349940879365,-42404.16754814081,-42146.11957459727,-40607.92369955117,-38990.59022282244,-39335.142270430355,-38025.733739176765,-39826.47542259006,52.77436639019471,0.009444592742413493,1434.1387055336781
