,id,average_electricity_price,carbon_emitted,attr_function,attr_m,attr_c,attr_a,attr_d,run_number
160,161,3.208273410797119,0.0,0.0,11.538893699645996,165.9283905029297,0.0,0.0,1
161,162,3.457054376602173,0.0,0.0,3.733707904815674,147.48544311523438,0.0,0.0,1
162,163,3.719826459884644,0.0,0.0,7.163466930389404,139.39768981933594,0.0,0.0,1
163,164,3.977279901504517,0.0,0.0,7.209994316101074,177.184814453125,0.0,0.0,1
164,165,4.016091823577881,0.0,0.0,-1.38102924823761,229.91514587402344,0.0,0.0,1
165,166,4.103005886077881,0.0,0.0,12.40431022644043,76.74475860595703,0.0,0.0,1
166,167,4.114305973052979,0.0,0.0,3.041395902633667,177.82171630859375,0.0,0.0,1
167,168,4.144915103912354,0.0,0.0,9.621939659118652,95.72962188720703,0.0,0.0,1
168,169,4.191590785980225,0.0,0.0,11.79860782623291,88.8898696899414,0.0,0.0,1
169,170,4.294201374053955,0.0,0.0,11.629326820373535,245.8301239013672,0.0,0.0,1
170,171,4.319503784179688,0.0,0.0,7.903005123138428,235.43377685546875,0.0,0.0,1
171,172,4.406642436981201,0.0,0.0,12.77663516998291,242.1896209716797,0.0,0.0,1
172,173,4.440154552459717,0.0,0.0,5.523208141326904,67.84201049804688,0.0,0.0,1
173,174,4.460655212402344,0.0,0.0,2.220317840576172,165.2694091796875,0.0,0.0,1
174,175,4.465849876403809,0.0,0.0,12.782559394836426,135.55638122558594,0.0,0.0,1
175,176,4.46983814239502,0.0,0.0,13.379034042358398,219.8187255859375,0.0,0.0,1
176,177,4.508449077606201,0.0,0.0,7.209994316101074,95.72962188720703,0.0,0.0,1
177,178,4.541802883148193,0.0,0.0,12.927997589111328,240.28236389160156,0.0,0.0,1
178,179,4.57188892364502,0.0,0.0,0.122600480914116,127.59443664550781,0.0,0.0,1
179,180,4.635787963867188,0.0,0.0,0.0,229.91514587402344,0.0,0.0,1
180,181,4.642107963562012,0.0,0.0,11.099708557128906,240.95623779296875,0.0,0.0,1
181,182,4.679013729095459,0.0,0.0,7.163466930389404,207.86729431152344,0.0,0.0,1
182,183,4.694818019866943,0.0,0.0,-5.530961036682129,222.52061462402344,0.0,0.0,1
183,184,4.720724105834961,0.0,0.0,-0.067453503608704,176.62246704101562,0.0,0.0,1
184,185,4.736579895019531,0.0,0.0,9.431419372558594,63.38729476928711,0.0,0.0,1
185,186,4.764265537261963,0.0,0.0,2.571941375732422,109.11054229736328,0.0,0.0,1
186,187,4.773782730102539,0.0,0.0,11.538893699645996,115.09443664550781,0.0,0.0,1
187,188,4.818276882171631,0.0,0.0,12.40431022644043,70.8547592163086,0.0,0.0,1
188,189,4.833332538604736,0.0,0.0,6.154761791229248,171.41749572753906,0.0,0.0,1
189,190,4.836979389190674,0.0,0.0,4.673186779022217,165.010986328125,0.0,0.0,1
190,191,4.841670036315918,0.0,0.0,-1.443352580070496,112.19681549072266,0.0,0.0,1
191,192,4.843357563018799,0.0,0.0,2.866937875747681,67.84201049804688,0.0,0.0,1
192,193,4.844801425933838,0.0,0.0,13.747682571411133,148.96957397460938,0.0,0.0,1
193,194,4.861605167388916,0.0,0.0,-4.239141941070557,124.77099609375,0.0,0.0,1
194,195,4.87177562713623,0.0,0.0,-0.097963929176331,240.7126007080078,0.0,0.0,1
