,id,average_electricity_price,carbon_emitted,attr_function,attr_m,attr_c,attr_a,attr_d,run_number
41,42,5.937678337097168,0.0,0.0,0.6604657769203189,87.25395202636719,0.0,0.0,1
42,43,5.970940113067628,0.0,0.0,0.169221475720406,206.8431701660156,0.0,0.0,1
43,44,5.978576183319093,0.0,0.0,3.6488165855407715,49.25580978393555,0.0,0.0,1
44,45,6.047691345214844,0.0,0.0,3.2003376483917236,124.2852020263672,0.0,0.0,1
45,46,6.075362205505371,0.0,0.0,-4.346997261047363,136.91311645507812,0.0,0.0,1
46,47,6.104840278625487,0.0,0.0,-5.007299900054932,147.888671875,0.0,0.0,1
47,48,6.117335796356201,0.0,0.0,13.421096801757812,13.41143035888672,0.0,0.0,1
48,49,6.137500762939452,0.0,0.0,-3.7446625232696533,145.1352386474609,0.0,0.0,1
49,50,6.138489723205566,0.0,0.0,11.317288398742676,181.3082733154297,0.0,0.0,1
50,51,6.150821208953857,0.0,0.0,-11.08581256866455,42.51079559326172,0.0,0.0,1
51,52,6.169361114501952,0.0,0.0,13.424309730529785,21.652019500732425,0.0,0.0,1
52,53,6.195244789123535,0.0,0.0,13.578750610351562,192.5700836181641,0.0,0.0,1
53,54,6.337261199951173,0.0,0.0,2.674250364303589,217.58724975585938,0.0,0.0,1
54,55,6.389814376831055,0.0,0.0,8.619181632995605,209.11312866210938,0.0,0.0,1
55,56,6.390805721282959,0.0,0.0,13.509791374206545,75.00288391113281,0.0,0.0,1
56,57,6.450625419616699,0.0,0.0,-5.800220966339111,118.83228302001952,0.0,0.0,1
57,58,6.4890313148498535,0.0,0.0,-13.412497520446776,84.98201751708984,0.0,0.0,1
58,59,6.5951499938964835,0.0,0.0,1.229140996932983,213.154296875,0.0,0.0,1
59,60,6.728289604187013,0.0,0.0,-13.463611602783205,67.28995513916016,0.0,0.0,1
60,61,6.749691486358643,0.0,0.0,13.664315223693848,64.39708709716797,0.0,0.0,1
61,62,7.08585262298584,0.0,0.0,0.0,217.58724975585938,0.0,0.0,1
62,63,7.426260948181152,0.0,0.0,-6.7105140686035165,43.48052978515625,0.0,0.0,1
63,64,8.91605281829834,0.0,0.0,-10.972450256347656,4.617369174957275,0.0,0.0,1
64,65,9.476849555969238,0.0,0.0,-10.493731498718262,0.0,0.0,0.0,1
65,66,9.704633712768556,0.0,0.0,-11.01016330718994,21.652019500732425,0.0,0.0,1
66,67,10.032374382019043,0.0,0.0,-11.08581256866455,0.0,0.0,0.0,1
67,68,12.858664512634276,7.352822303771973,0.0,-13.657410621643065,78.91400146484374,0.0,0.0,1
68,69,12.472795486450195,26.26008033752441,0.0,-6.330313205718994,78.54386901855469,0.0,0.0,1
69,70,11.83871364593506,41.38776016235352,0.0,0.0,0.0,0.0,0.0,1
70,71,41.073875427246094,0.0,0.0,-6.7105140686035165,43.48052978515625,0.0,0.0,1
71,72,19.11864280700684,25.84573173522949,0.0,11.974248886108398,168.72320556640625,0.0,0.0,1
72,73,19.278165817260746,12.94977569580078,0.0,8.790339469909668,216.4342803955078,0.0,0.0,1
73,74,25.183578491210934,34.19997787475586,0.0,12.084826469421387,157.28089904785156,0.0,0.0,1
74,75,23.8129940032959,97.38738250732422,0.0,-13.86734390258789,129.42892456054688,0.0,0.0,1
75,76,23.81417655944824,54.8891716003418,0.0,1.8588758707046509,152.0384216308594,0.0,0.0,1
76,77,22.618791580200195,137.95921325683594,0.0,-11.046297073364258,142.38853454589844,0.0,0.0,1
77,78,24.809459686279297,43.11050415039063,0.0,4.748079776763916,244.2537384033203,0.0,0.0,1
78,79,23.64705848693848,262.6007995605469,0.0,9.922846794128418,87.25395202636719,0.0,0.0,1
79,80,25.67989730834961,44.28792572021485,0.0,10.691597938537598,213.154296875,0.0,0.0,1
80,81,3.024631261825562,0.0,0.0,10.966667175292967,130.88900756835938,0.0,0.0,2
81,82,3.847392320632935,0.0,0.0,-0.22897008061409,192.5700836181641,0.0,0.0,2
82,83,4.015120506286621,0.0,0.0,2.070987462997437,214.27970886230472,0.0,0.0,2
83,84,4.275611877441406,0.0,0.0,3.57975172996521,202.5381317138672,0.0,0.0,2
84,85,4.333421230316162,0.0,0.0,3.4916293621063232,195.51731872558597,0.0,0.0,2
85,86,4.370812892913818,0.0,0.0,4.031414031982422,243.16876220703125,0.0,0.0,2
86,87,4.411168098449707,0.0,0.0,12.25072956085205,81.3443603515625,0.0,0.0,2
87,88,4.425234794616699,0.0,0.0,11.384098052978516,202.5381317138672,0.0,0.0,2
88,89,4.478639602661133,0.0,0.0,8.790339469909668,216.4342803955078,0.0,0.0,2
89,90,4.490257740020752,0.0,0.0,0.169221475720406,193.72137451171875,0.0,0.0,2
90,91,4.503319263458252,0.0,0.0,13.424309730529785,150.07180786132812,0.0,0.0,2
91,92,4.546355724334717,0.0,0.0,13.578750610351562,55.67887878417969,0.0,0.0,2
92,93,4.567764759063722,0.0,0.0,4.748079776763916,80.20795440673827,0.0,0.0,2
93,94,4.57200288772583,0.0,0.0,9.922846794128418,198.54974365234372,0.0,0.0,2
94,95,4.715917110443115,0.0,0.0,3.4916293621063232,195.51731872558597,0.0,0.0,2
95,96,4.73391580581665,0.0,0.0,10.691597938537598,185.51893615722656,0.0,0.0,2
96,97,4.740435600280762,0.0,0.0,4.882492542266847,134.50672912597656,0.0,0.0,2
97,98,4.85249137878418,0.0,0.0,3.4916293621063232,202.5381317138672,0.0,0.0,2
98,99,4.875494480133057,0.0,0.0,8.178583145141603,77.1894302368164,0.0,0.0,2
99,100,4.9318132400512695,0.0,0.0,-3.219332456588745,41.26748275756836,0.0,0.0,2
100,101,5.003285884857178,0.0,0.0,11.839139938354492,158.363037109375,0.0,0.0,2
101,102,5.036639213562012,0.0,0.0,7.987961292266847,206.0810394287109,0.0,0.0,2
102,103,5.073112964630127,0.0,0.0,11.384098052978516,181.3082733154297,0.0,0.0,2
103,104,5.0879554748535165,0.0,0.0,-5.017305374145508,206.8431701660156,0.0,0.0,2
104,105,5.091068744659424,0.0,0.0,13.424309730529785,145.145751953125,0.0,0.0,2
105,106,5.1184258460998535,0.0,0.0,-11.838977813720705,222.7050323486328,0.0,0.0,2
106,107,5.133049011230469,0.0,0.0,-0.9067090749740601,221.8909454345703,0.0,0.0,2
107,108,5.134220600128174,0.0,0.0,11.317288398742676,176.09580993652347,0.0,0.0,2
108,109,5.185922145843506,0.0,0.0,11.317288398742676,216.4342803955078,0.0,0.0,2
109,110,5.22312593460083,0.0,0.0,10.691597938537598,0.0,0.0,0.0,2
110,111,5.239612102508545,0.0,0.0,4.4290032386779785,241.36529541015625,0.0,0.0,2
111,112,5.290557861328125,0.0,0.0,4.4290032386779785,136.91311645507812,0.0,0.0,2
112,113,5.29622745513916,0.0,0.0,-10.297779083251953,228.4533233642578,0.0,0.0,2
113,114,5.320180416107178,0.0,0.0,8.129861831665039,139.25126647949222,0.0,0.0,2
114,115,5.487404346466064,0.0,0.0,8.619181632995605,209.11312866210938,0.0,0.0,2
115,116,5.488001346588135,0.0,0.0,-12.025625228881836,244.2537384033203,0.0,0.0,2
116,117,5.49603271484375,0.0,0.0,-6.740314483642577,166.5728302001953,0.0,0.0,2
117,118,5.5235724449157715,0.0,0.0,2.070987462997437,136.91311645507812,0.0,0.0,2
118,119,5.57993221282959,0.0,0.0,7.581018924713135,162.50042724609375,0.0,0.0,2
119,120,5.609172821044922,0.0,0.0,-11.71153163909912,145.145751953125,0.0,0.0,2
120,121,5.62709379196167,0.0,0.0,13.222052574157715,76.82254791259766,0.0,0.0,2
121,122,5.630415916442871,0.0,0.0,-1.20019257068634,229.60363769531247,0.0,0.0,2
122,123,5.799546241760254,0.0,0.0,2.540735006332397,139.88139343261722,0.0,0.0,2
123,124,5.937678337097168,0.0,0.0,0.6604657769203189,87.25395202636719,0.0,0.0,2
124,125,5.970940113067628,0.0,0.0,0.169221475720406,206.8431701660156,0.0,0.0,2
125,126,5.978576183319093,0.0,0.0,3.6488165855407715,49.25580978393555,0.0,0.0,2
126,127,6.047691345214844,0.0,0.0,3.2003376483917236,124.2852020263672,0.0,0.0,2
127,128,6.075362205505371,0.0,0.0,-4.346997261047363,136.91311645507812,0.0,0.0,2
128,129,6.104840278625487,0.0,0.0,-5.007299900054932,147.888671875,0.0,0.0,2
129,130,6.117335796356201,0.0,0.0,13.421096801757812,13.41143035888672,0.0,0.0,2
130,131,6.137500762939452,0.0,0.0,-3.7446625232696533,145.1352386474609,0.0,0.0,2
131,132,6.138489723205566,0.0,0.0,11.317288398742676,181.3082733154297,0.0,0.0,2
132,133,6.150821208953857,0.0,0.0,-11.08581256866455,42.51079559326172,0.0,0.0,2
133,134,6.169361114501952,0.0,0.0,13.424309730529785,21.652019500732425,0.0,0.0,2
134,135,6.195244789123535,0.0,0.0,13.578750610351562,192.5700836181641,0.0,0.0,2
135,136,6.337261199951173,0.0,0.0,2.674250364303589,217.58724975585938,0.0,0.0,2
136,137,6.389814376831055,0.0,0.0,8.619181632995605,209.11312866210938,0.0,0.0,2
137,138,6.390805721282959,0.0,0.0,13.509791374206545,75.00288391113281,0.0,0.0,2
138,139,6.450625419616699,0.0,0.0,-5.800220966339111,118.83228302001952,0.0,0.0,2
139,140,6.4890313148498535,0.0,0.0,-13.412497520446776,84.98201751708984,0.0,0.0,2
140,141,6.5951499938964835,0.0,0.0,1.229140996932983,213.154296875,0.0,0.0,2
141,142,6.728289604187013,0.0,0.0,-13.463611602783205,67.28995513916016,0.0,0.0,2
142,143,6.749691486358643,0.0,0.0,13.664315223693848,64.39708709716797,0.0,0.0,2
143,144,7.08585262298584,0.0,0.0,0.0,217.58724975585938,0.0,0.0,2
144,145,7.426260948181152,0.0,0.0,-6.7105140686035165,43.48052978515625,0.0,0.0,2
145,146,8.91605281829834,0.0,0.0,-10.972450256347656,4.617369174957275,0.0,0.0,2
146,147,8.981444358825684,0.0,0.0,-1.20019257068634,0.0,0.0,0.0,2
147,148,9.064071655273438,0.0,0.0,8.619181632995605,0.0,0.0,0.0,2
148,149,9.476849555969238,0.0,0.0,-10.493731498718262,0.0,0.0,0.0,2
149,150,9.704633712768556,0.0,0.0,-11.01016330718994,21.652019500732425,0.0,0.0,2
150,151,10.032374382019043,0.0,0.0,-11.08581256866455,0.0,0.0,0.0,2
151,152,12.858664512634276,7.352822303771973,0.0,-13.657410621643065,78.91400146484374,0.0,0.0,2
152,153,12.472795486450195,26.26008033752441,0.0,-6.330313205718994,78.54386901855469,0.0,0.0,2
153,154,11.83871364593506,41.38776016235352,0.0,0.0,0.0,0.0,0.0,2
154,155,41.073875427246094,0.0,0.0,-6.7105140686035165,43.48052978515625,0.0,0.0,2
155,156,13.651677131652832,5.179910182952881,0.0,10.966667175292967,202.5381317138672,0.0,0.0,2
156,157,19.11864280700684,25.84573173522949,0.0,11.974248886108398,168.72320556640625,0.0,0.0,2
157,158,19.278165817260746,12.94977569580078,0.0,8.790339469909668,216.4342803955078,0.0,0.0,2
158,159,18.358640670776367,56.27159881591797,0.0,0.0,181.3082733154297,0.0,0.0,2
159,160,25.183578491210934,34.19997787475586,0.0,12.084826469421387,157.28089904785156,0.0,0.0,2
160,161,3.024631261825562,0.0,0.0,10.966667175292967,130.88900756835938,0.0,0.0,3
161,162,3.847392320632935,0.0,0.0,-0.22897008061409,192.5700836181641,0.0,0.0,3
162,163,4.015120506286621,0.0,0.0,2.070987462997437,214.27970886230472,0.0,0.0,3
163,164,4.275611877441406,0.0,0.0,3.57975172996521,202.5381317138672,0.0,0.0,3
164,165,4.333421230316162,0.0,0.0,3.4916293621063232,195.51731872558597,0.0,0.0,3
165,166,4.370812892913818,0.0,0.0,4.031414031982422,243.16876220703125,0.0,0.0,3
166,167,4.411168098449707,0.0,0.0,12.25072956085205,81.3443603515625,0.0,0.0,3
167,168,4.425234794616699,0.0,0.0,11.384098052978516,202.5381317138672,0.0,0.0,3
168,169,4.478639602661133,0.0,0.0,8.790339469909668,216.4342803955078,0.0,0.0,3
169,170,4.490257740020752,0.0,0.0,0.169221475720406,193.72137451171875,0.0,0.0,3
170,171,4.503319263458252,0.0,0.0,13.424309730529785,150.07180786132812,0.0,0.0,3
171,172,4.546355724334717,0.0,0.0,13.578750610351562,55.67887878417969,0.0,0.0,3
172,173,4.567764759063722,0.0,0.0,4.748079776763916,80.20795440673827,0.0,0.0,3
173,174,4.57200288772583,0.0,0.0,9.922846794128418,198.54974365234372,0.0,0.0,3
174,175,4.715917110443115,0.0,0.0,3.4916293621063232,195.51731872558597,0.0,0.0,3
175,176,4.73391580581665,0.0,0.0,10.691597938537598,185.51893615722656,0.0,0.0,3
176,177,4.740435600280762,0.0,0.0,4.882492542266847,134.50672912597656,0.0,0.0,3
177,178,4.85249137878418,0.0,0.0,3.4916293621063232,202.5381317138672,0.0,0.0,3
178,179,4.875494480133057,0.0,0.0,8.178583145141603,77.1894302368164,0.0,0.0,3
179,180,4.9318132400512695,0.0,0.0,-3.219332456588745,41.26748275756836,0.0,0.0,3
180,181,5.003285884857178,0.0,0.0,11.839139938354492,158.363037109375,0.0,0.0,3
181,182,5.036639213562012,0.0,0.0,7.987961292266847,206.0810394287109,0.0,0.0,3
182,183,5.073112964630127,0.0,0.0,11.384098052978516,181.3082733154297,0.0,0.0,3
183,184,5.0879554748535165,0.0,0.0,-5.017305374145508,206.8431701660156,0.0,0.0,3
184,185,5.091068744659424,0.0,0.0,13.424309730529785,145.145751953125,0.0,0.0,3
185,186,5.1184258460998535,0.0,0.0,-11.838977813720705,222.7050323486328,0.0,0.0,3
186,187,5.132588863372803,0.0,0.0,10.966667175292967,243.16876220703125,0.0,0.0,3
187,188,5.133049011230469,0.0,0.0,-0.9067090749740601,221.8909454345703,0.0,0.0,3
188,189,5.134220600128174,0.0,0.0,11.317288398742676,176.09580993652347,0.0,0.0,3
189,190,5.185922145843506,0.0,0.0,11.317288398742676,216.4342803955078,0.0,0.0,3
190,191,5.205129146575928,0.0,0.0,7.581018924713135,222.7050323486328,0.0,0.0,3
191,192,5.22312593460083,0.0,0.0,10.691597938537598,0.0,0.0,0.0,3
192,193,5.239612102508545,0.0,0.0,4.4290032386779785,241.36529541015625,0.0,0.0,3
193,194,5.290557861328125,0.0,0.0,4.4290032386779785,136.91311645507812,0.0,0.0,3
194,195,5.29622745513916,0.0,0.0,-10.297779083251953,228.4533233642578,0.0,0.0,3
195,196,5.320180416107178,0.0,0.0,8.129861831665039,139.25126647949222,0.0,0.0,3
196,197,5.461540222167969,0.0,0.0,-10.972450256347656,206.0810394287109,0.0,0.0,3
197,198,5.487404346466064,0.0,0.0,8.619181632995605,209.11312866210938,0.0,0.0,3
198,199,5.488001346588135,0.0,0.0,-12.025625228881836,244.2537384033203,0.0,0.0,3
199,200,5.49603271484375,0.0,0.0,-6.740314483642577,166.5728302001953,0.0,0.0,3
200,201,5.5235724449157715,0.0,0.0,2.070987462997437,136.91311645507812,0.0,0.0,3
201,202,5.57993221282959,0.0,0.0,7.581018924713135,162.50042724609375,0.0,0.0,3
202,203,5.609172821044922,0.0,0.0,-11.71153163909912,145.145751953125,0.0,0.0,3
203,204,5.62709379196167,0.0,0.0,13.222052574157715,76.82254791259766,0.0,0.0,3
204,205,5.630415916442871,0.0,0.0,-1.20019257068634,229.60363769531247,0.0,0.0,3
205,206,5.799546241760254,0.0,0.0,2.540735006332397,139.88139343261722,0.0,0.0,3
206,207,5.937678337097168,0.0,0.0,0.6604657769203189,87.25395202636719,0.0,0.0,3
207,208,5.970940113067628,0.0,0.0,0.169221475720406,206.8431701660156,0.0,0.0,3
208,209,5.978576183319093,0.0,0.0,3.6488165855407715,49.25580978393555,0.0,0.0,3
209,210,6.047691345214844,0.0,0.0,3.2003376483917236,124.2852020263672,0.0,0.0,3
210,211,6.075362205505371,0.0,0.0,-4.346997261047363,136.91311645507812,0.0,0.0,3
211,212,6.104840278625487,0.0,0.0,-5.007299900054932,147.888671875,0.0,0.0,3
212,213,6.117335796356201,0.0,0.0,13.421096801757812,13.41143035888672,0.0,0.0,3
213,214,6.137500762939452,0.0,0.0,-3.7446625232696533,145.1352386474609,0.0,0.0,3
214,215,6.138489723205566,0.0,0.0,11.317288398742676,181.3082733154297,0.0,0.0,3
215,216,6.150821208953857,0.0,0.0,-11.08581256866455,42.51079559326172,0.0,0.0,3
216,217,6.169361114501952,0.0,0.0,13.424309730529785,21.652019500732425,0.0,0.0,3
217,218,6.195244789123535,0.0,0.0,13.578750610351562,192.5700836181641,0.0,0.0,3
218,219,6.337261199951173,0.0,0.0,2.674250364303589,217.58724975585938,0.0,0.0,3
219,220,6.389814376831055,0.0,0.0,8.619181632995605,209.11312866210938,0.0,0.0,3
220,221,6.390805721282959,0.0,0.0,13.509791374206545,75.00288391113281,0.0,0.0,3
221,222,6.450625419616699,0.0,0.0,-5.800220966339111,118.83228302001952,0.0,0.0,3
222,223,6.4890313148498535,0.0,0.0,-13.412497520446776,84.98201751708984,0.0,0.0,3
223,224,6.5951499938964835,0.0,0.0,1.229140996932983,213.154296875,0.0,0.0,3
224,225,6.728289604187013,0.0,0.0,-13.463611602783205,67.28995513916016,0.0,0.0,3
225,226,6.749691486358643,0.0,0.0,13.664315223693848,64.39708709716797,0.0,0.0,3
226,227,7.08585262298584,0.0,0.0,0.0,217.58724975585938,0.0,0.0,3
227,228,7.3389787673950195,0.0,0.0,0.0,130.88900756835938,0.0,0.0,3
228,229,7.426260948181152,0.0,0.0,-6.7105140686035165,43.48052978515625,0.0,0.0,3
229,230,8.91605281829834,0.0,0.0,-10.972450256347656,4.617369174957275,0.0,0.0,3
230,231,8.981444358825684,0.0,0.0,-1.20019257068634,0.0,0.0,0.0,3
231,232,9.064071655273438,0.0,0.0,8.619181632995605,0.0,0.0,0.0,3
232,233,9.28049087524414,0.0,0.0,-12.025625228881836,0.0,0.0,0.0,3
233,234,9.476849555969238,0.0,0.0,-10.493731498718262,0.0,0.0,0.0,3
234,235,9.704633712768556,0.0,0.0,-11.01016330718994,21.652019500732425,0.0,0.0,3
235,236,10.032374382019043,0.0,0.0,-11.08581256866455,0.0,0.0,0.0,3
236,237,11.83871364593506,41.38776016235352,0.0,0.0,0.0,0.0,0.0,3
237,238,41.073875427246094,0.0,0.0,-6.7105140686035165,43.48052978515625,0.0,0.0,3
238,239,13.651677131652832,5.179910182952881,0.0,10.966667175292967,202.5381317138672,0.0,0.0,3
239,240,12.472795486450195,26.26008033752441,0.0,-6.330313205718994,78.54386901855469,0.0,0.0,3
240,241,3.024631261825562,0.0,0.0,10.966667175292967,130.88900756835938,0.0,0.0,4
241,242,3.847392320632935,0.0,0.0,-0.22897008061409,192.5700836181641,0.0,0.0,4
242,243,4.015120506286621,0.0,0.0,2.070987462997437,214.27970886230472,0.0,0.0,4
243,244,4.275611877441406,0.0,0.0,3.57975172996521,202.5381317138672,0.0,0.0,4
244,245,4.333421230316162,0.0,0.0,3.4916293621063232,195.51731872558597,0.0,0.0,4
245,246,4.370812892913818,0.0,0.0,4.031414031982422,243.16876220703125,0.0,0.0,4
246,247,4.411168098449707,0.0,0.0,12.25072956085205,81.3443603515625,0.0,0.0,4
247,248,4.425234794616699,0.0,0.0,11.384098052978516,202.5381317138672,0.0,0.0,4
248,249,4.478639602661133,0.0,0.0,8.790339469909668,216.4342803955078,0.0,0.0,4
249,250,4.490257740020752,0.0,0.0,0.169221475720406,193.72137451171875,0.0,0.0,4
250,251,4.503319263458252,0.0,0.0,13.424309730529785,150.07180786132812,0.0,0.0,4
251,252,4.546355724334717,0.0,0.0,13.578750610351562,55.67887878417969,0.0,0.0,4
252,253,4.567764759063722,0.0,0.0,4.748079776763916,80.20795440673827,0.0,0.0,4
253,254,4.57200288772583,0.0,0.0,9.922846794128418,198.54974365234372,0.0,0.0,4
254,255,4.715917110443115,0.0,0.0,3.4916293621063232,195.51731872558597,0.0,0.0,4
255,256,4.73391580581665,0.0,0.0,10.691597938537598,185.51893615722656,0.0,0.0,4
256,257,4.740435600280762,0.0,0.0,4.882492542266847,134.50672912597656,0.0,0.0,4
257,258,4.85249137878418,0.0,0.0,3.4916293621063232,202.5381317138672,0.0,0.0,4
258,259,4.875494480133057,0.0,0.0,8.178583145141603,77.1894302368164,0.0,0.0,4
259,260,4.9318132400512695,0.0,0.0,-3.219332456588745,41.26748275756836,0.0,0.0,4
260,261,5.003285884857178,0.0,0.0,11.839139938354492,158.363037109375,0.0,0.0,4
261,262,5.036639213562012,0.0,0.0,7.987961292266847,206.0810394287109,0.0,0.0,4
262,263,5.073112964630127,0.0,0.0,11.384098052978516,181.3082733154297,0.0,0.0,4
263,264,5.0879554748535165,0.0,0.0,-5.017305374145508,206.8431701660156,0.0,0.0,4
264,265,5.091068744659424,0.0,0.0,13.424309730529785,145.145751953125,0.0,0.0,4
265,266,5.1184258460998535,0.0,0.0,-11.838977813720705,222.7050323486328,0.0,0.0,4
266,267,5.123029708862305,0.0,0.0,10.691597938537598,130.88900756835938,0.0,0.0,4
267,268,5.132588863372803,0.0,0.0,10.966667175292967,243.16876220703125,0.0,0.0,4
268,269,5.133049011230469,0.0,0.0,-0.9067090749740601,221.8909454345703,0.0,0.0,4
269,270,5.134220600128174,0.0,0.0,11.317288398742676,176.09580993652347,0.0,0.0,4
270,271,5.185922145843506,0.0,0.0,11.317288398742676,216.4342803955078,0.0,0.0,4
271,272,5.205129146575928,0.0,0.0,7.581018924713135,222.7050323486328,0.0,0.0,4
272,273,5.22312593460083,0.0,0.0,10.691597938537598,0.0,0.0,0.0,4
273,274,5.239612102508545,0.0,0.0,4.4290032386779785,241.36529541015625,0.0,0.0,4
274,275,5.290557861328125,0.0,0.0,4.4290032386779785,136.91311645507812,0.0,0.0,4
275,276,5.29622745513916,0.0,0.0,-10.297779083251953,228.4533233642578,0.0,0.0,4
276,277,5.320180416107178,0.0,0.0,8.129861831665039,139.25126647949222,0.0,0.0,4
277,278,5.39328670501709,0.0,0.0,13.424309730529785,195.51731872558597,0.0,0.0,4
278,279,5.461540222167969,0.0,0.0,-10.972450256347656,206.0810394287109,0.0,0.0,4
279,280,5.487404346466064,0.0,0.0,8.619181632995605,209.11312866210938,0.0,0.0,4
280,281,5.488001346588135,0.0,0.0,-12.025625228881836,244.2537384033203,0.0,0.0,4
281,282,5.49603271484375,0.0,0.0,-6.740314483642577,166.5728302001953,0.0,0.0,4
282,283,5.5235724449157715,0.0,0.0,2.070987462997437,136.91311645507812,0.0,0.0,4
283,284,5.57993221282959,0.0,0.0,7.581018924713135,162.50042724609375,0.0,0.0,4
284,285,5.609172821044922,0.0,0.0,-11.71153163909912,145.145751953125,0.0,0.0,4
285,286,5.62709379196167,0.0,0.0,13.222052574157715,76.82254791259766,0.0,0.0,4
286,287,5.630415916442871,0.0,0.0,-1.20019257068634,229.60363769531247,0.0,0.0,4
287,288,5.7054548263549805,0.0,0.0,8.178583145141603,192.5700836181641,0.0,0.0,4
288,289,5.799546241760254,0.0,0.0,2.540735006332397,139.88139343261722,0.0,0.0,4
289,290,5.937678337097168,0.0,0.0,0.6604657769203189,87.25395202636719,0.0,0.0,4
290,291,5.970940113067628,0.0,0.0,0.169221475720406,206.8431701660156,0.0,0.0,4
291,292,5.978576183319093,0.0,0.0,3.6488165855407715,49.25580978393555,0.0,0.0,4
292,293,6.047691345214844,0.0,0.0,3.2003376483917236,124.2852020263672,0.0,0.0,4
293,294,6.075362205505371,0.0,0.0,-4.346997261047363,136.91311645507812,0.0,0.0,4
294,295,6.104840278625487,0.0,0.0,-5.007299900054932,147.888671875,0.0,0.0,4
295,296,6.117335796356201,0.0,0.0,13.421096801757812,13.41143035888672,0.0,0.0,4
296,297,6.137500762939452,0.0,0.0,-3.7446625232696533,145.1352386474609,0.0,0.0,4
297,298,6.138489723205566,0.0,0.0,11.317288398742676,181.3082733154297,0.0,0.0,4
298,299,6.150821208953857,0.0,0.0,-11.08581256866455,42.51079559326172,0.0,0.0,4
