,Technology,Country,Year,Units,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,1981,1984,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
0,CCGT,UK,2013,USD/MWh - 5% discount rate,,,,,,82.55488,,,,,,,,,,,,,,,,,,,,,,,103.69024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Coal,UK,2013,USD/MWh - 5% discount rate,177.19296,102.93248,80.01536,,,89.86624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Nuclear,UK,2013,USD/MWh - 5% discount rate,123.83232,66.99008,75.24352,,,91.32032,,,,,,,,,,,,,,,,,,,,,,,82.82112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Onshore,UK,2016,USD/kWh,,,0.223696239958,0.233422163434,0.223696239958,0.204244393005,0.194518469529,0.194518469529,0.184792546052,0.184792546052,0.175066622576,0.155614775623,0.145888852147,0.126437005194,0.106985158241,0.116711081717,0.116711081717,0.126437005194,0.116711081717,0.116711081717,0.106985158241,0.116711081717,0.106985158241,0.0875333112879,0.0778073878115,0.0778073878115,0.0778073878115,0.0778073878115,0.0778073878115,0.0778073878115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Onshore,UK,2016,USD/MWh,,,227.845115641,231.916868642,219.073838238,203.865488533,196.684751697,196.458093914,183.209272695,186.544096364,172.433030209,156.952582233,148.07367387,129.164366162,110.945815908,114.296685405,117.756545546,130.408296213,117.092544107,117.164803828,111.029984049,114.856837324,109.575660877,85.1352428563,82.5752232099,79.2247320508,80.6734589274,79.292780447,75.5436071505,76.716724698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,PV - Utility,UK,2016,USD/kWh,,,,,,,,,,,,,,,,,,,,,,,,0.440584333482,0.427940632963,0.489213950865,0.225641424653,0.194518469529,0.159505145014,0.158532552666,0.145888852147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,PV - Utility,UK,2016,USD/MWh,,,,,,,,,,,,,,,,,,,,,,,,440.876111187,427.940632963,489.408469334,225.933202358,194.421210294,159.505145014,158.338034196,145.791592912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Hydropower <10MW,Europe,2016,USD/kWh,,,,,,,,,,,,,,,,,,,,,,,,0.106985158241,0.106985158241,0.106985158241,0.106985158241,0.106985158241,0.106985158241,0.106985158241,0.106985158241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Hydropower <10MW,Europe,2016,USD/MWh,,,,,,,,,,,,,,,,,,,,,,,,103.826023653,103.826023653,103.826023653,103.826023653,103.826023653,103.826023653,103.826023653,103.826023653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Hydropower >10MW,Europe,2016,USD/kWh,,,,,,,,,,,,,,,,,,,,,,,,0.13616292867,0.13616292867,0.13616292867,0.13616292867,0.13616292867,0.13616292867,0.13616292867,0.13616292867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Hydropower >10MW,Europe,2016,USD/MWh,,,,,,,,,,,,,,,,,,,,,,,,135.229240016,135.229240016,135.229240016,135.229240016,135.229240016,135.229240016,135.229240016,135.229240016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Bioenergy,Europe,2016,USD/kWh,,,,,,,,,,,,,,0.0875333112879,0.0875333112879,0.0875333112879,0.0875333112879,0.0875333112879,0.0875333112879,0.0875333112879,0.0875333112879,0.0875333112879,0.0875333112879,0.0875333112879,0.0875333112879,0.0875333112879,0.0875333112879,0.0875333112879,0.0875333112879,0.0875333112879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Bioenergy,Europe,2016,USD/MWh,,,,,,,,,,,,,,87.5333112879,87.5333112879,87.5333112879,87.5333112879,87.5333112879,87.5333112879,87.5333112879,87.5333112879,87.5333112879,87.5333112879,87.5333112879,87.5333112879,87.5333112879,87.5333112879,87.5333112879,87.5333112879,87.5333112879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Offshore,UK,Current,GBP/MWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.376383063,110.576260604,107.912279465,109.133032535,108.252984244,,112.107095015,110.07282267,,107.286021366,108.833288192,109.385076,110.691425781,,100.154410433
