"Date","Price","Open","High","Low","Vol.","Change %"
"Dec 01, 2015","39.90","39.90","39.90","39.90","-","-0.99%"
"Nov 30, 2015","40.30","40.30","40.30","40.30","-","-0.37%"
"Nov 27, 2015","40.45","40.45","40.45","40.45","-","0.00%"
"Nov 26, 2015","40.45","40.45","40.45","40.45","-","-0.86%"
"Nov 25, 2015","40.80","40.80","40.80","40.80","-","0.00%"
"Nov 24, 2015","40.80","40.80","40.80","40.80","-","0.00%"
"Nov 23, 2015","40.80","40.80","40.80","40.80","-","0.00%"
"Nov 20, 2015","40.80","40.80","40.80","40.80","-","-0.61%"
"Nov 19, 2015","41.05","41.05","41.05","41.05","-","0.00%"
"Nov 18, 2015","41.05","41.05","41.05","41.05","-","0.00%"
"Nov 17, 2015","41.05","41.05","41.05","41.05","-","5.12%"
"Nov 16, 2015","39.05","39.05","39.05","39.05","-","0.64%"
"Nov 13, 2015","38.80","38.80","38.80","38.80","-","0.13%"
"Nov 12, 2015","38.75","38.75","38.75","38.75","-","0.00%"
"Nov 11, 2015","38.75","38.75","38.75","38.75","-","0.00%"
"Nov 10, 2015","38.75","38.75","38.75","38.75","-","1.57%"
"Nov 09, 2015","38.15","38.15","38.15","38.15","-","0.00%"
"Nov 06, 2015","38.15","38.15","38.15","38.15","-","0.00%"
"Nov 05, 2015","38.15","38.15","38.15","38.15","-","1.19%"
"Nov 04, 2015","37.70","37.70","37.70","37.70","-","1.89%"
"Nov 03, 2015","37.00","37.00","37.00","37.00","-","1.09%"
"Nov 02, 2015","36.60","36.60","36.60","36.60","-","0.00%"
"Oct 30, 2015","36.60","36.60","36.60","36.60","-","0.00%"
"Oct 29, 2015","36.60","36.60","36.60","36.60","-","-0.27%"
"Oct 28, 2015","36.70","36.70","36.70","36.70","-","0.00%"
"Oct 27, 2015","36.70","36.70","36.70","36.70","-","-1.21%"
"Oct 26, 2015","37.15","37.15","37.15","37.15","-","1.64%"
"Oct 23, 2015","36.55","36.55","36.55","36.55","-","0.00%"
"Oct 22, 2015","36.55","36.55","36.55","36.55","-","-0.95%"
"Oct 21, 2015","36.90","36.90","36.90","36.90","-","0.00%"
"Oct 20, 2015","36.90","36.90","36.90","36.90","-","0.68%"
"Oct 19, 2015","36.65","36.65","36.65","36.65","-","0.27%"
"Oct 16, 2015","36.55","36.55","36.55","36.55","-","0.00%"
"Oct 15, 2015","36.55","36.55","36.55","36.55","-","0.27%"
"Oct 14, 2015","36.45","36.45","36.45","36.45","-","-1.49%"
"Oct 13, 2015","37.00","37.00","37.00","37.00","-","1.23%"
"Oct 12, 2015","36.55","36.55","36.55","36.55","-","2.81%"
"Oct 09, 2015","35.55","35.55","35.55","35.55","-","0.00%"
"Oct 08, 2015","35.55","35.55","35.55","35.55","-","0.00%"
"Oct 07, 2015","35.55","35.55","35.55","35.55","-","0.00%"
"Oct 06, 2015","35.55","35.55","35.55","35.55","-","-3.40%"
"Oct 05, 2015","36.80","36.80","36.80","36.80","-","0.00%"
"Oct 02, 2015","36.80","36.80","36.80","36.80","-","-4.54%"
"Oct 01, 2015","38.55","38.55","38.55","38.55","-","-2.65%"
"Sep 30, 2015","39.60","39.60","39.60","39.60","-","-1.00%"
"Sep 29, 2015","40.00","40.00","40.00","40.00","-","-3.73%"
"Sep 28, 2015","41.55","41.55","41.55","41.55","-","-1.47%"
"Sep 25, 2015","42.17","42.17","42.17","42.17","-","0.00%"
"Sep 24, 2015","42.17","42.17","42.17","42.17","-","-1.17%"
"Sep 23, 2015","42.67","42.67","42.67","42.67","-","-0.72%"
"Sep 22, 2015","42.98","42.98","42.98","42.98","-","-0.28%"
"Sep 21, 2015","43.10","43.10","43.10","43.10","-","-2.09%"
"Sep 18, 2015","44.02","44.02","44.02","44.02","-","0.00%"
"Sep 17, 2015","44.02","44.02","44.02","44.02","-","-0.56%"
"Sep 16, 2015","44.27","44.27","44.27","44.27","-","0.00%"
"Sep 15, 2015","44.27","44.27","44.27","44.27","-","-0.67%"
"Sep 14, 2015","44.57","44.57","44.57","44.57","-","0.16%"
"Sep 11, 2015","44.50","44.50","44.50","44.50","-","-0.07%"
"Sep 10, 2015","44.53","44.53","44.53","44.53","-","-0.76%"
"Sep 09, 2015","44.87","44.87","44.87","44.87","-","0.04%"
"Sep 08, 2015","44.85","44.85","44.85","44.85","-","-0.88%"
"Sep 07, 2015","45.25","45.25","45.25","45.25","-","0.00%"
"Sep 04, 2015","45.25","45.25","45.25","45.25","-","0.00%"
"Sep 03, 2015","45.25","45.25","45.25","45.25","-","0.00%"
"Sep 02, 2015","45.25","45.25","45.25","45.25","-","0.11%"
"Sep 01, 2015","45.20","45.20","45.20","45.20","-","0.33%"
"Aug 31, 2015","45.05","45.05","45.05","45.05","-","0.56%"
"Aug 28, 2015","44.80","44.80","44.80","44.80","-","0.00%"
"Aug 27, 2015","44.80","44.80","44.80","44.80","-","-0.22%"
"Aug 26, 2015","44.90","44.90","44.90","44.90","-","3.70%"
"Aug 25, 2015","43.30","43.30","43.30","43.30","-","-1.70%"
"Aug 24, 2015","44.05","44.05","44.05","44.05","-","-1.23%"
"Aug 21, 2015","44.60","44.60","44.60","44.60","-","-0.78%"
"Aug 20, 2015","44.95","44.95","44.95","44.95","-","0.22%"
"Aug 19, 2015","44.85","44.85","44.85","44.85","-","-0.22%"
"Aug 18, 2015","44.95","44.95","44.95","44.95","-","-0.22%"
"Aug 17, 2015","45.05","45.05","45.05","45.05","-","0.00%"
"Aug 14, 2015","45.05","45.05","45.05","45.05","-","0.00%"
"Aug 13, 2015","45.05","45.05","45.05","45.05","-","0.00%"
"Aug 12, 2015","45.05","45.05","45.05","45.05","-","2.74%"
"Aug 11, 2015","43.85","43.85","43.85","43.85","-","0.00%"
"Aug 10, 2015","43.85","43.85","43.85","43.85","-","0.00%"
"Aug 07, 2015","43.85","43.85","43.85","43.85","-","0.00%"
"Aug 06, 2015","43.85","43.85","43.85","43.85","-","0.00%"
"Aug 05, 2015","43.85","43.85","43.85","43.85","-","0.00%"
"Aug 04, 2015","43.85","43.85","43.85","43.85","-","0.00%"
"Aug 03, 2015","43.85","43.85","43.85","43.85","-","0.00%"
"Jul 31, 2015","43.85","43.85","43.85","43.85","-","0.34%"
"Jul 30, 2015","43.70","43.70","43.70","43.70","-","-0.79%"
"Jul 29, 2015","44.05","44.05","44.05","44.05","-","0.00%"
"Jul 28, 2015","44.05","44.05","44.05","44.05","-","-0.79%"
"Jul 27, 2015","44.40","44.40","44.40","44.40","-","0.45%"
"Jul 24, 2015","44.20","44.20","44.20","44.20","-","0.00%"
"Jul 23, 2015","44.20","44.20","44.20","44.20","-","0.00%"
"Jul 22, 2015","44.20","44.20","44.20","44.20","-","0.34%"
"Jul 21, 2015","44.05","44.05","44.05","44.05","-","0.18%"
"Jul 20, 2015","43.97","43.97","43.97","43.97","-","0.05%"
"Jul 17, 2015","43.95","43.95","43.95","43.95","-","-0.05%"
"Jul 16, 2015","43.97","43.97","43.97","43.97","-","1.38%"
"Jul 15, 2015","43.37","43.37","43.37","43.37","-","0.05%"
"Jul 14, 2015","43.35","43.35","43.35","43.35","-","0.70%"
"Jul 13, 2015","43.05","43.05","43.05","43.05","-","0.00%"
"Jul 10, 2015","43.05","43.05","43.05","43.05","-","-0.99%"
"Jul 09, 2015","43.48","43.48","43.48","43.48","-","2.62%"
"Jul 08, 2015","42.37","42.37","42.37","42.37","-","0.52%"
"Jul 07, 2015","42.15","42.15","42.15","42.15","-","1.52%"
"Jul 06, 2015","41.52","41.52","41.52","41.52","-","0.05%"
"Jul 03, 2015","41.50","41.50","41.50","41.50","-","0.00%"
"Jul 02, 2015","41.50","41.50","41.50","41.50","-","0.44%"
"Jul 01, 2015","41.32","41.32","41.32","41.32","-","0.36%"
"Jun 30, 2015","41.17","41.17","41.17","41.17","-","-0.15%"
"Jun 29, 2015","41.23","41.23","41.23","41.23","-","-0.12%"
"Jun 26, 2015","41.28","41.28","41.28","41.28","-","-0.10%"
"Jun 25, 2015","41.32","41.32","41.32","41.32","-","1.15%"
"Jun 24, 2015","40.85","40.85","40.85","40.85","-","0.00%"
"Jun 23, 2015","40.85","40.85","40.85","40.85","-","2.20%"
"Jun 22, 2015","39.97","39.97","39.97","39.97","-","0.00%"
"Jun 19, 2015","39.97","39.97","39.97","39.97","-","1.19%"
"Jun 18, 2015","39.50","39.50","39.50","39.50","-","1.41%"
"Jun 17, 2015","38.95","38.95","38.95","38.95","-","1.64%"
"Jun 16, 2015","38.32","38.32","38.32","38.32","-","0.66%"
"Jun 15, 2015","38.07","38.07","38.07","38.07","-","0.53%"
"Jun 12, 2015","37.87","37.87","37.87","37.87","-","-4.56%"
"Jun 11, 2015","39.68","39.68","39.68","39.68","-","-2.91%"
"Jun 10, 2015","40.87","40.87","40.87","40.87","-","-3.61%"
"Jun 09, 2015","42.40","42.40","42.40","42.40","-","0.00%"
"Jun 08, 2015","42.40","42.40","42.40","42.40","-","0.00%"
"Jun 05, 2015","42.40","42.40","42.40","42.40","-","-0.54%"
"Jun 04, 2015","42.63","42.63","42.63","42.63","-","-0.35%"
"Jun 03, 2015","42.78","42.78","42.78","42.78","-","-0.21%"
"Jun 02, 2015","42.87","42.87","42.87","42.87","-","0.09%"
"Jun 01, 2015","42.83","42.83","42.83","42.83","-","0.00%"
"May 29, 2015","42.83","42.83","42.83","42.83","-","-0.93%"
"May 28, 2015","43.23","43.23","43.23","43.23","-","-1.48%"
"May 27, 2015","43.88","43.88","43.88","43.88","-","-0.72%"
"May 26, 2015","44.20","44.20","44.20","44.20","-","0.91%"
"May 22, 2015","43.80","43.80","43.80","43.80","-","-0.57%"
"May 21, 2015","44.05","44.05","44.05","44.05","-","0.00%"
"May 20, 2015","44.05","44.05","44.05","44.05","-","-1.12%"
"May 19, 2015","44.55","44.55","44.55","44.55","-","-1.76%"
"May 18, 2015","45.35","45.35","45.35","45.35","-","0.00%"
"May 15, 2015","45.35","45.35","45.35","45.35","-","0.00%"
"May 14, 2015","45.35","45.35","45.35","45.35","-","-0.33%"
"May 13, 2015","45.50","45.50","45.50","45.50","-","0.00%"
"May 12, 2015","45.50","45.50","45.50","45.50","-","1.34%"
"May 11, 2015","44.90","44.90","44.90","44.90","-","0.00%"
"May 08, 2015","44.90","44.90","44.90","44.90","-","0.00%"
"May 07, 2015","44.90","44.90","44.90","44.90","-","0.00%"
"May 06, 2015","44.90","44.90","44.90","44.90","-","0.00%"
"May 05, 2015","44.90","44.90","44.90","44.90","-","0.00%"
"May 04, 2015","44.90","44.90","44.90","44.90","-","-0.11%"
"May 01, 2015","44.95","44.95","44.95","44.95","-","0.00%"
"Apr 30, 2015","44.95","44.95","44.95","44.95","-","-0.22%"
"Apr 29, 2015","45.05","45.05","45.05","45.05","-","-0.55%"
"Apr 28, 2015","45.30","45.30","45.30","45.30","-","0.00%"
"Apr 27, 2015","45.30","45.30","45.30","45.30","-","0.78%"
"Apr 24, 2015","44.95","44.95","44.95","44.95","-","0.00%"
"Apr 23, 2015","44.95","44.95","44.95","44.95","-","-0.77%"
"Apr 22, 2015","45.30","45.30","45.30","45.30","-","0.00%"
"Apr 21, 2015","45.30","45.30","45.30","45.30","-","0.00%"
"Apr 20, 2015","45.30","45.30","45.30","45.30","-","0.33%"
"Apr 17, 2015","45.15","45.15","45.15","45.15","-","-0.22%"
"Apr 16, 2015","45.25","45.25","45.25","45.25","-","0.22%"
"Apr 15, 2015","45.15","45.15","45.15","45.15","-","0.22%"
"Apr 14, 2015","45.05","45.05","45.05","45.05","-","0.00%"
"Apr 13, 2015","45.05","45.05","45.05","45.05","-","-0.77%"
"Apr 10, 2015","45.40","45.40","45.40","45.40","-","-0.66%"
"Apr 09, 2015","45.70","45.70","45.70","45.70","-","0.00%"
"Apr 08, 2015","45.70","45.70","45.70","45.70","-","0.88%"
"Apr 07, 2015","45.30","45.30","45.30","45.30","-","0.67%"
"Apr 06, 2015","45.00","45.00","45.00","45.00","-","-0.66%"
"Apr 02, 2015","45.30","45.30","45.30","45.30","-","0.44%"
"Apr 01, 2015","45.10","45.10","45.10","45.10","-","0.22%"
"Mar 31, 2015","45.00","45.00","45.00","45.00","-","0.67%"
"Mar 30, 2015","44.70","44.70","44.70","44.70","-","0.00%"
"Mar 27, 2015","44.70","44.70","44.70","44.70","-","-0.78%"
"Mar 26, 2015","45.05","45.05","45.05","45.05","-","-0.22%"
"Mar 25, 2015","45.15","45.15","45.15","45.15","-","0.22%"
"Mar 24, 2015","45.05","45.05","45.05","45.05","-","0.00%"
"Mar 23, 2015","45.05","45.05","45.05","45.05","-","-0.55%"
"Mar 20, 2015","45.30","45.30","45.30","45.30","-","0.44%"
"Mar 19, 2015","45.10","45.10","45.10","45.10","-","0.00%"
"Mar 18, 2015","45.10","45.10","45.10","45.10","-","0.40%"
"Mar 17, 2015","44.92","44.92","44.92","44.92","-","0.27%"
"Mar 16, 2015","44.80","44.80","44.80","44.80","-","0.00%"
"Mar 13, 2015","44.80","44.80","44.80","44.80","-","-0.29%"
"Mar 12, 2015","44.93","44.93","44.93","44.93","-","0.00%"
"Mar 11, 2015","44.93","44.93","44.93","44.93","-","0.22%"
"Mar 10, 2015","44.83","44.83","44.83","44.83","-","-2.54%"
"Mar 09, 2015","46.00","46.00","46.00","46.00","-","-1.22%"
"Mar 06, 2015","46.57","46.57","46.57","46.57","-","0.00%"
"Mar 05, 2015","46.57","46.57","46.57","46.57","-","0.69%"
"Mar 04, 2015","46.25","46.25","46.25","46.25","-","-0.28%"
"Mar 03, 2015","46.38","46.38","46.38","46.38","-","0.28%"
"Mar 02, 2015","46.25","46.25","46.25","46.25","-","0.00%"
"Feb 27, 2015","46.25","46.25","46.25","46.25","-","1.76%"
"Feb 26, 2015","45.45","45.45","45.45","45.45","-","1.45%"
"Feb 25, 2015","44.80","44.80","44.80","44.80","-","0.00%"
"Feb 24, 2015","44.80","44.80","44.80","44.80","-","0.00%"
"Feb 23, 2015","44.80","44.80","44.80","44.80","-","0.00%"
"Feb 20, 2015","44.80","44.80","44.80","44.80","-","0.11%"
"Feb 19, 2015","44.75","44.75","44.75","44.75","-","-0.11%"
"Feb 18, 2015","44.80","44.80","44.80","44.80","-","-0.22%"
"Feb 17, 2015","44.90","44.90","44.90","44.90","-","-0.33%"
"Feb 16, 2015","45.05","45.05","45.05","45.05","-","0.00%"
"Feb 13, 2015","45.05","45.05","45.05","45.05","-","0.00%"
"Feb 12, 2015","45.05","45.05","45.05","45.05","-","-1.10%"
"Feb 11, 2015","45.55","45.55","45.55","45.55","-","-0.55%"
"Feb 10, 2015","45.80","45.80","45.80","45.80","-","-1.51%"
"Feb 09, 2015","46.50","46.50","46.50","46.50","-","-0.11%"
"Feb 06, 2015","46.55","46.55","46.55","46.55","-","1.86%"
"Feb 05, 2015","45.70","45.70","45.70","45.70","-","0.00%"
"Feb 04, 2015","45.70","45.70","45.70","45.70","-","0.77%"
"Feb 03, 2015","45.35","45.35","45.35","45.35","-","-0.11%"
"Feb 02, 2015","45.40","45.40","45.40","45.40","-","-1.63%"
"Jan 30, 2015","46.15","46.15","46.15","46.15","-","0.22%"
"Jan 29, 2015","46.05","46.05","46.05","46.05","-","0.00%"
"Jan 28, 2015","46.05","46.05","46.05","46.05","-","0.00%"
"Jan 27, 2015","46.05","46.05","46.05","46.05","-","0.33%"
"Jan 26, 2015","45.90","45.90","45.90","45.90","-","-1.92%"
"Jan 23, 2015","46.80","46.80","46.80","46.80","-","-1.78%"
"Jan 22, 2015","47.65","47.65","47.65","47.65","-","-3.35%"
"Jan 21, 2015","49.30","49.30","49.30","49.30","-","-1.00%"
"Jan 20, 2015","49.80","49.80","49.80","49.80","-","-1.48%"
"Jan 19, 2015","50.55","50.55","50.55","50.55","-","0.00%"
"Jan 16, 2015","50.55","50.55","50.55","50.55","-","-0.79%"
"Jan 15, 2015","50.95","50.95","50.95","50.95","-","0.00%"
"Jan 14, 2015","50.95","50.95","50.95","50.95","-","0.00%"
"Jan 13, 2015","50.95","50.95","50.95","50.95","-","0.20%"
"Jan 12, 2015","50.85","50.85","50.85","50.85","-","0.49%"
"Jan 09, 2015","50.60","50.60","50.60","50.60","-","0.10%"
"Jan 08, 2015","50.55","50.55","50.55","50.55","-","0.20%"
"Jan 07, 2015","50.45","50.45","50.45","50.45","-","0.00%"
"Jan 06, 2015","50.45","50.45","50.45","50.45","-","1.51%"
"Jan 05, 2015","49.70","49.70","49.70","49.70","-","-0.50%"
"Jan 02, 2015","49.95","49.95","49.95","49.95","-","0.00%"
"Dec 31, 2014","49.95","49.95","49.95","49.95","-","0.00%"
"Dec 30, 2014","49.95","49.95","49.95","49.95","-","0.00%"
"Dec 29, 2014","49.95","49.95","49.95","49.95","-","-1.19%"
"Dec 26, 2014","50.55","50.55","50.55","50.55","-","-1.84%"
"Dec 24, 2014","51.50","51.50","51.50","51.50","-","0.00%"
"Dec 23, 2014","51.50","51.50","51.50","51.50","-","0.00%"
"Dec 22, 2014","51.50","51.50","51.50","51.50","-","0.00%"
"Dec 19, 2014","51.50","51.50","51.50","51.50","-","0.00%"
"Dec 18, 2014","51.50","51.50","51.50","51.50","-","-0.10%"
"Dec 17, 2014","51.55","51.55","51.55","51.55","-","1.48%"
"Dec 16, 2014","50.80","50.80","50.80","50.80","-","0.40%"
"Dec 15, 2014","50.60","50.60","50.60","50.60","-","-0.69%"
"Dec 12, 2014","50.95","50.95","50.95","50.95","-","-0.97%"
"Dec 11, 2014","51.45","51.45","51.45","51.45","-","-1.63%"
"Dec 10, 2014","52.30","52.30","52.30","52.30","-","-0.95%"
"Dec 09, 2014","52.80","52.80","52.80","52.80","-","-0.19%"
"Dec 08, 2014","52.90","52.90","52.90","52.90","-","0.19%"
"Dec 05, 2014","52.80","52.80","52.80","52.80","-","-0.19%"
"Dec 04, 2014","52.90","52.90","52.90","52.90","-","0.00%"
"Dec 03, 2014","52.90","52.90","52.90","52.90","-","-0.09%"
"Dec 02, 2014","52.95","52.95","52.95","52.95","-","-0.75%"
"Dec 01, 2014","53.35","53.35","53.35","53.35","-","-0.56%"
"Nov 28, 2014","53.65","53.65","53.65","53.65","-","0.00%"
"Nov 27, 2014","53.65","53.65","53.65","53.65","-","0.00%"
"Nov 26, 2014","53.65","53.65","53.65","53.65","-","1.61%"
"Nov 25, 2014","52.80","52.80","52.80","52.80","-","0.09%"
"Nov 24, 2014","52.75","52.75","52.75","52.75","-","-0.28%"
"Nov 21, 2014","52.90","52.90","52.90","52.90","-","-0.19%"
"Nov 20, 2014","53.00","53.00","53.00","53.00","-","-0.09%"
"Nov 19, 2014","53.05","53.05","53.05","53.05","-","0.57%"
"Nov 18, 2014","52.75","52.75","52.75","52.75","-","0.19%"
"Nov 17, 2014","52.65","52.65","52.65","52.65","-","0.19%"
"Nov 14, 2014","52.55","52.55","52.55","52.55","-","0.00%"
"Nov 13, 2014","52.55","52.55","52.55","52.55","-","-0.38%"
"Nov 12, 2014","52.75","52.75","52.75","52.75","-","1.05%"
"Nov 11, 2014","52.20","52.20","52.20","52.20","-","0.00%"
"Nov 10, 2014","52.20","52.20","52.20","52.20","-","0.00%"
"Nov 07, 2014","52.20","52.20","52.20","52.20","-","-0.48%"
"Nov 06, 2014","52.45","52.45","52.45","52.45","-","0.00%"
"Nov 05, 2014","52.45","52.45","52.45","52.45","-","-1.59%"
"Nov 03, 2014","53.30","53.30","53.30","53.30","-","-0.47%"
"Oct 31, 2014","53.55","53.55","53.55","53.55","-","0.00%"
"Oct 30, 2014","53.55","53.55","53.55","53.55","-","0.00%"
"Oct 29, 2014","53.55","53.55","53.55","53.55","-","0.47%"
"Oct 28, 2014","53.30","53.30","53.30","53.30","-","0.47%"
"Oct 27, 2014","53.05","53.05","53.05","53.05","-","-1.39%"
"Oct 24, 2014","53.80","53.80","53.80","53.80","-","0.00%"
"Oct 23, 2014","53.80","53.80","53.80","53.80","-","0.00%"
"Oct 22, 2014","53.80","53.80","53.80","53.80","-","0.19%"
"Oct 21, 2014","53.70","53.70","53.70","53.70","-","0.47%"
"Oct 20, 2014","53.45","53.45","53.45","53.45","-","0.19%"
"Oct 17, 2014","53.35","53.35","53.35","53.35","-","0.57%"
"Oct 16, 2014","53.05","53.05","53.05","53.05","-","0.47%"
"Oct 15, 2014","52.80","52.80","52.80","52.80","-","0.00%"
"Oct 14, 2014","52.80","52.80","52.80","52.80","-","-0.38%"
"Oct 13, 2014","53.00","53.00","53.00","53.00","-","-0.56%"
"Oct 10, 2014","53.30","53.30","53.30","53.30","-","-0.09%"
"Oct 09, 2014","53.35","53.35","53.35","53.35","-","0.00%"
"Oct 08, 2014","53.35","53.35","53.35","53.35","-","-0.47%"
"Oct 07, 2014","53.60","53.60","53.60","53.60","-","0.28%"
"Oct 06, 2014","53.45","53.45","53.45","53.45","-","-1.02%"
"Oct 03, 2014","54.00","54.00","54.00","54.00","-","-0.18%"
"Oct 02, 2014","54.10","54.10","54.10","54.10","-","0.37%"
"Oct 01, 2014","53.90","53.90","53.90","53.90","-","0.00%"
"Sep 30, 2014","53.90","53.90","53.90","53.90","-","0.19%"
"Sep 29, 2014","53.80","53.80","53.80","53.80","-","0.00%"
"Sep 26, 2014","53.80","53.80","53.80","53.80","-","-0.41%"
"Sep 25, 2014","54.02","54.02","54.02","54.02","-","0.37%"
"Sep 24, 2014","53.82","53.82","53.82","53.82","-","0.41%"
"Sep 23, 2014","53.60","53.60","53.60","53.60","-","0.24%"
"Sep 22, 2014","53.47","53.47","53.47","53.47","-","-0.02%"
"Sep 19, 2014","53.48","53.48","53.48","53.48","-","-0.04%"
"Sep 18, 2014","53.50","53.50","53.50","53.50","-","0.15%"
"Sep 17, 2014","53.42","53.42","53.42","53.42","-","-0.06%"
"Sep 16, 2014","53.45","53.45","53.45","53.45","-","-0.13%"
"Sep 15, 2014","53.52","53.52","53.52","53.52","-","0.00%"
"Sep 12, 2014","53.52","53.52","53.52","53.52","-","0.07%"
"Sep 11, 2014","53.48","53.48","53.48","53.48","-","-0.72%"
"Sep 10, 2014","53.87","53.87","53.87","53.87","-","0.32%"
"Sep 09, 2014","53.70","53.70","53.70","53.70","-","-0.24%"
"Sep 08, 2014","53.83","53.83","53.83","53.83","-","0.06%"
"Sep 05, 2014","53.80","53.80","53.80","53.80","-","-0.09%"
"Sep 04, 2014","53.85","53.85","53.85","53.85","-","-0.74%"
"Sep 03, 2014","54.25","54.25","54.25","54.25","-","-0.91%"
"Sep 02, 2014","54.75","54.75","54.75","54.75","-","-1.08%"
"Sep 01, 2014","55.35","55.35","55.35","55.35","-","0.00%"
"Aug 29, 2014","55.35","55.35","55.35","55.35","-","-0.14%"
"Aug 28, 2014","55.43","55.43","55.43","55.43","-","0.38%"
"Aug 27, 2014","55.22","55.22","55.22","55.22","-","-0.18%"
"Aug 26, 2014","55.32","55.32","55.32","55.32","-","-2.35%"
"Aug 25, 2014","56.65","56.65","56.65","56.65","-","-0.26%"
"Aug 22, 2014","56.80","56.80","56.80","56.80","-","0.00%"
"Aug 21, 2014","56.80","56.80","56.80","56.80","-","0.00%"
"Aug 20, 2014","56.80","56.80","56.80","56.80","-","0.00%"
"Aug 19, 2014","56.80","56.80","56.80","56.80","-","0.35%"
"Aug 18, 2014","56.60","56.60","56.60","56.60","-","-0.09%"
"Aug 15, 2014","56.65","56.65","56.65","56.65","-","0.00%"
"Aug 14, 2014","56.65","56.65","56.65","56.65","-","0.44%"
"Aug 13, 2014","56.40","56.40","56.40","56.40","-","0.00%"
"Aug 12, 2014","56.40","56.40","56.40","56.40","-","0.18%"
"Aug 11, 2014","56.30","56.30","56.30","56.30","-","0.00%"
"Aug 08, 2014","56.30","56.30","56.30","56.30","-","0.54%"
"Aug 07, 2014","56.00","56.00","56.00","56.00","-","-0.09%"
"Aug 06, 2014","56.05","56.05","56.05","56.05","-","0.00%"
"Aug 05, 2014","56.05","56.05","56.05","56.05","-","0.00%"
"Aug 04, 2014","56.05","56.05","56.05","56.05","-","0.00%"
"Aug 01, 2014","56.05","56.05","56.05","56.05","-","-0.97%"
"Jul 31, 2014","56.60","56.60","56.60","56.60","-","-0.35%"
"Jul 30, 2014","56.80","56.80","56.80","56.80","-","-0.09%"
"Jul 29, 2014","56.85","56.85","56.85","56.85","-","0.09%"
"Jul 28, 2014","56.80","56.80","56.80","56.80","-","-0.44%"
"Jul 25, 2014","57.05","57.05","57.05","57.05","-","0.00%"
"Jul 24, 2014","57.05","57.05","57.05","57.05","-","0.00%"
"Jul 23, 2014","57.05","57.05","57.05","57.05","-","0.00%"
"Jul 22, 2014","57.05","57.05","57.05","57.05","-","-0.35%"
"Jul 21, 2014","57.25","57.25","57.25","57.25","-","-0.95%"
"Jul 18, 2014","57.80","57.80","57.80","57.80","-","0.00%"
"Jul 17, 2014","57.80","57.80","57.80","57.80","-","-0.77%"
"Jul 16, 2014","58.25","58.25","58.25","58.25","-","-0.43%"
"Jul 15, 2014","58.50","58.50","58.50","58.50","-","-0.26%"
"Jul 14, 2014","58.65","58.65","58.65","58.65","-","0.26%"
"Jul 11, 2014","58.50","58.50","58.50","58.50","-","0.17%"
"Jul 10, 2014","58.40","58.40","58.40","58.40","-","0.34%"
"Jul 09, 2014","58.20","58.20","58.20","58.20","-","0.00%"
"Jul 08, 2014","58.20","58.20","58.20","58.20","-","-0.34%"
"Jul 07, 2014","58.40","58.40","58.40","58.40","-","-0.09%"
"Jul 04, 2014","58.45","58.45","58.45","58.45","-","0.00%"
"Jul 03, 2014","58.45","58.45","58.45","58.45","-","-0.17%"
"Jul 02, 2014","58.55","58.55","58.55","58.55","-","-0.43%"
"Jul 01, 2014","58.80","58.80","58.80","58.80","-","0.00%"
"Jun 30, 2014","58.80","58.80","58.80","58.80","-","0.51%"
"Jun 27, 2014","58.50","58.50","58.50","58.50","-","-0.59%"
"Jun 26, 2014","58.85","58.85","58.85","58.85","-","-1.83%"
"Jun 25, 2014","59.95","59.95","59.95","59.95","-","-0.17%"
"Jun 24, 2014","60.05","60.05","60.05","60.05","-","1.52%"
"Jun 23, 2014","59.15","59.15","59.15","59.15","-","0.17%"
"Jun 20, 2014","59.05","59.05","59.05","59.05","0.07K","0.51%"
"Jun 19, 2014","58.75","58.75","58.75","58.75","-","-0.25%"
"Jun 18, 2014","58.90","58.90","58.90","58.90","-","-0.25%"
"Jun 17, 2014","59.05","59.05","59.05","59.05","-","-0.42%"
"Jun 16, 2014","59.30","59.30","59.30","59.30","0.05K","-0.25%"
"Jun 13, 2014","59.45","59.45","59.45","59.45","-","-0.17%"
"Jun 12, 2014","59.55","59.55","59.55","59.55","-","0.00%"
"Jun 11, 2014","59.55","59.55","59.55","59.55","-","0.00%"
"Jun 10, 2014","59.55","59.55","59.55","59.55","-","0.17%"
"Jun 09, 2014","59.45","59.45","59.45","59.45","-","-0.25%"
"Jun 06, 2014","59.60","59.60","59.60","59.60","-","0.00%"
"Jun 05, 2014","59.60","59.60","59.60","59.60","-","0.08%"
"Jun 04, 2014","59.55","59.55","59.55","59.55","-","0.68%"
"Jun 03, 2014","59.15","59.15","59.15","59.15","-","0.00%"
"Jun 02, 2014","59.15","59.15","59.15","59.15","-","0.00%"
"May 30, 2014","59.15","59.15","59.15","59.15","-","0.17%"
"May 29, 2014","59.05","59.05","59.05","59.05","-","-0.76%"
"May 28, 2014","59.50","59.50","59.50","59.50","-","-1.00%"
"May 27, 2014","60.10","60.10","60.10","60.10","-","-0.41%"
"May 26, 2014","60.35","60.35","60.35","60.35","-","0.25%"
"May 23, 2014","60.20","60.20","60.20","60.20","-","-0.17%"
"May 22, 2014","60.30","60.30","60.30","60.30","-","0.00%"
"May 21, 2014","60.30","60.30","60.30","60.30","-","0.00%"
"May 20, 2014","60.30","60.30","60.30","60.30","-","0.00%"
