"Date","Price","Open","High","Low","Vol.","Change %"
"Jun 20, 2017","54.45","54.45","54.45","54.45","-","0.00%"
"Jun 19, 2017","54.45","54.45","54.45","54.45","-","0.55%"
"Jun 16, 2017","54.15","54.15","54.15","54.15","-","-0.64%"
"Jun 15, 2017","54.50","54.50","54.50","54.50","-","-0.09%"
"Jun 14, 2017","54.55","54.55","54.55","54.55","-","0.00%"
"Jun 13, 2017","54.55","54.55","54.55","54.55","-","0.00%"
"Jun 12, 2017","54.55","54.55","54.55","54.55","-","0.00%"
"Jun 09, 2017","54.55","54.55","54.55","54.55","-","0.18%"
"Jun 08, 2017","54.45","54.45","54.45","54.45","-","0.00%"
"Jun 07, 2017","54.45","54.45","54.45","54.45","-","0.00%"
"Jun 06, 2017","54.45","54.45","54.45","54.45","-","0.00%"
"Jun 05, 2017","54.45","54.45","54.45","54.45","-","0.00%"
"Jun 02, 2017","54.45","54.45","54.45","54.45","-","0.00%"
"Jun 01, 2017","54.45","54.45","54.45","54.45","-","-0.64%"
"May 31, 2017","54.80","54.80","54.80","54.80","-","0.05%"
"May 30, 2017","54.77","54.77","54.77","54.77","-","0.13%"
"May 26, 2017","54.70","54.70","54.70","54.70","-","2.92%"
"May 25, 2017","53.15","53.15","53.15","53.15","-","0.19%"
"May 24, 2017","53.05","53.05","53.05","53.05","-","0.00%"
"May 23, 2017","53.05","53.05","53.05","53.05","-","4.43%"
"May 22, 2017","50.80","50.80","50.80","50.80","-","0.40%"
"May 19, 2017","50.60","50.60","50.60","50.60","-","0.00%"
"May 18, 2017","50.60","50.60","50.60","50.60","-","0.00%"
"May 17, 2017","50.60","50.60","50.60","50.60","-","0.60%"
"May 16, 2017","50.30","50.30","50.30","50.30","-","0.80%"
"May 15, 2017","49.90","49.90","49.90","49.90","-","0.00%"
"May 12, 2017","49.90","49.90","49.90","49.90","-","0.00%"
"May 11, 2017","49.90","49.90","49.90","49.90","-","0.00%"
"May 10, 2017","49.90","49.90","49.90","49.90","-","0.00%"
"May 09, 2017","49.90","49.90","49.90","49.90","-","0.00%"
"May 08, 2017","49.90","49.90","49.90","49.90","-","0.00%"
"May 05, 2017","49.90","49.90","49.90","49.90","-","0.00%"
"May 04, 2017","49.90","49.90","49.90","49.90","-","0.00%"
"May 03, 2017","49.90","49.90","49.90","49.90","-","0.00%"
"May 02, 2017","49.90","49.90","49.90","49.90","-","0.00%"
"May 01, 2017","49.90","49.90","49.90","49.90","-","0.00%"
"Apr 28, 2017","49.90","49.90","49.90","49.90","-","-0.89%"
"Apr 27, 2017","50.35","50.35","50.35","50.35","-","-0.30%"
"Apr 26, 2017","50.50","50.50","50.50","50.50","-","1.00%"
"Apr 25, 2017","50.00","50.00","50.00","50.00","-","-1.09%"
"Apr 24, 2017","50.55","50.55","50.55","50.55","-","0.00%"
"Apr 21, 2017","50.55","50.55","50.55","50.55","-","0.00%"
"Apr 20, 2017","50.55","50.55","50.55","50.55","-","0.00%"
"Apr 19, 2017","50.55","50.55","50.55","50.55","-","0.00%"
"Apr 18, 2017","50.55","50.55","50.55","50.55","-","0.00%"
"Apr 17, 2017","50.55","50.55","50.55","50.55","-","0.00%"
"Apr 13, 2017","50.55","50.55","50.55","50.55","-","0.00%"
"Apr 12, 2017","50.55","50.55","50.55","50.55","-","0.00%"
"Apr 11, 2017","50.55","50.55","50.55","50.55","-","-1.27%"
"Apr 10, 2017","51.20","51.20","51.20","51.20","-","0.00%"
"Apr 07, 2017","51.20","51.20","51.20","51.20","-","0.00%"
"Apr 06, 2017","51.20","51.20","51.20","51.20","-","0.00%"
"Apr 05, 2017","51.20","51.20","51.20","51.20","-","0.00%"
"Apr 04, 2017","51.20","51.20","51.20","51.20","-","-0.39%"
"Apr 03, 2017","51.40","51.40","51.40","51.40","-","0.00%"
"Mar 31, 2017","51.40","51.40","51.40","51.40","-","-1.06%"
"Mar 30, 2017","51.95","51.95","51.95","51.95","-","-0.95%"
"Mar 29, 2017","52.45","52.45","52.45","52.45","-","-0.38%"
"Mar 28, 2017","52.65","52.65","52.65","52.65","-","-0.66%"
"Mar 27, 2017","53.00","53.00","53.00","53.00","-","1.63%"
"Mar 24, 2017","52.15","52.15","52.15","52.15","-","0.00%"
"Mar 23, 2017","52.15","52.15","52.15","52.15","-","0.00%"
"Mar 22, 2017","52.15","52.15","52.15","52.15","-","0.19%"
"Mar 21, 2017","52.05","52.05","52.05","52.05","-","0.00%"
"Mar 20, 2017","52.05","52.05","52.05","52.05","-","0.00%"
"Mar 17, 2017","52.05","52.05","52.05","52.05","-","0.00%"
"Mar 16, 2017","52.05","52.05","52.05","52.05","-","0.00%"
"Mar 15, 2017","52.05","52.05","52.05","52.05","-","0.00%"
"Mar 14, 2017","52.05","52.05","52.05","52.05","-","-1.23%"
"Mar 13, 2017","52.70","52.70","52.70","52.70","-","-1.03%"
"Mar 10, 2017","53.25","53.25","53.25","53.25","-","0.00%"
"Mar 09, 2017","53.25","53.25","53.25","53.25","-","-0.09%"
"Mar 08, 2017","53.30","53.30","53.30","53.30","-","0.00%"
"Mar 07, 2017","53.30","53.30","53.30","53.30","-","-0.19%"
"Mar 06, 2017","53.40","53.40","53.40","53.40","-","0.19%"
"Mar 03, 2017","53.30","53.30","53.30","53.30","-","0.00%"
"Mar 02, 2017","53.30","53.30","53.30","53.30","-","0.00%"
"Mar 01, 2017","53.30","53.30","53.30","53.30","-","0.66%"
"Feb 28, 2017","52.95","52.95","52.95","52.95","-","-0.47%"
"Feb 27, 2017","53.20","53.20","53.20","53.20","-","-0.65%"
"Feb 24, 2017","53.55","53.55","53.55","53.55","-","0.00%"
"Feb 23, 2017","53.55","53.55","53.55","53.55","-","-1.83%"
"Feb 22, 2017","54.55","54.55","54.55","54.55","-","-4.38%"
"Feb 21, 2017","57.05","57.05","57.05","57.05","-","0.00%"
"Feb 20, 2017","57.05","57.05","57.05","57.05","-","0.00%"
"Feb 17, 2017","57.05","57.05","57.05","57.05","-","-0.35%"
"Feb 16, 2017","57.25","57.25","57.25","57.25","-","-0.09%"
"Feb 15, 2017","57.30","57.30","57.30","57.30","-","-0.26%"
"Feb 14, 2017","57.45","57.45","57.45","57.45","-","0.00%"
"Feb 13, 2017","57.45","57.45","57.45","57.45","-","-4.49%"
"Feb 10, 2017","60.15","60.15","60.15","60.15","-","0.00%"
"Feb 09, 2017","60.15","60.15","60.15","60.15","-","0.84%"
"Feb 08, 2017","59.65","59.65","59.65","59.65","-","0.59%"
"Feb 07, 2017","59.30","59.30","59.30","59.30","-","2.15%"
"Feb 06, 2017","58.05","58.05","58.05","58.05","-","-1.69%"
"Feb 03, 2017","59.05","59.05","59.05","59.05","-","0.00%"
"Feb 02, 2017","59.05","59.05","59.05","59.05","-","4.70%"
"Feb 01, 2017","56.40","56.40","56.40","56.40","-","0.00%"
"Jan 31, 2017","56.40","56.40","56.40","56.40","-","1.53%"
"Jan 30, 2017","55.55","55.55","55.55","55.55","-","-2.63%"
"Jan 27, 2017","57.05","57.05","57.05","57.05","-","-1.72%"
"Jan 26, 2017","58.05","58.05","58.05","58.05","-","0.00%"
"Jan 25, 2017","58.05","58.05","58.05","58.05","-","-3.41%"
"Jan 24, 2017","60.10","60.10","60.10","60.10","-","0.00%"
"Jan 23, 2017","60.10","60.10","60.10","60.10","-","-3.92%"
"Jan 20, 2017","62.55","62.55","62.55","62.55","-","1.21%"
"Jan 19, 2017","61.80","61.80","61.80","61.80","-","-4.19%"
"Jan 18, 2017","64.50","64.50","64.50","64.50","-","8.13%"
"Jan 17, 2017","59.65","59.65","59.65","59.65","-","4.74%"
"Jan 16, 2017","56.95","56.95","56.95","56.95","-","0.00%"
"Jan 13, 2017","56.95","56.95","56.95","56.95","-","2.89%"
"Jan 12, 2017","55.35","55.35","55.35","55.35","-","1.28%"
"Jan 11, 2017","54.65","54.65","54.65","54.65","-","0.09%"
"Jan 10, 2017","54.60","54.60","54.60","54.60","-","-0.82%"
"Jan 09, 2017","55.05","55.05","55.05","55.05","-","0.00%"
"Jan 06, 2017","55.05","55.05","55.05","55.05","-","-0.09%"
"Jan 05, 2017","55.10","55.10","55.10","55.10","-","0.09%"
"Jan 04, 2017","55.05","55.05","55.05","55.05","-","-5.57%"
"Jan 03, 2017","58.30","58.30","58.30","58.30","-","0.00%"
"Dec 30, 2016","58.30","58.30","58.30","58.30","-","0.00%"
"Dec 29, 2016","58.30","58.30","58.30","58.30","-","0.00%"
"Dec 28, 2016","58.30","58.30","58.30","58.30","-","0.43%"
"Dec 27, 2016","58.05","58.05","58.05","58.05","-","-4.91%"
"Dec 23, 2016","61.05","61.05","61.05","61.05","-","0.00%"
"Dec 22, 2016","61.05","61.05","61.05","61.05","-","2.35%"
"Dec 21, 2016","59.65","59.65","59.65","59.65","-","0.00%"
"Dec 20, 2016","59.65","59.65","59.65","59.65","-","1.45%"
"Dec 19, 2016","58.80","58.80","58.80","58.80","-","0.00%"
"Dec 16, 2016","58.80","58.80","58.80","58.80","-","0.68%"
"Dec 15, 2016","58.40","58.40","58.40","58.40","-","0.17%"
"Dec 14, 2016","58.30","58.30","58.30","58.30","-","-1.10%"
"Dec 13, 2016","58.95","58.95","58.95","58.95","-","-0.17%"
"Dec 12, 2016","59.05","59.05","59.05","59.05","-","6.30%"
"Dec 09, 2016","55.55","55.55","55.55","55.55","-","3.54%"
"Dec 08, 2016","53.65","53.65","53.65","53.65","-","2.09%"
"Dec 07, 2016","52.55","52.55","52.55","52.55","-","-0.94%"
"Dec 06, 2016","53.05","53.05","53.05","53.05","-","-1.85%"
"Dec 05, 2016","54.05","54.05","54.05","54.05","-","2.27%"
"Dec 02, 2016","52.85","52.85","52.85","52.85","-","0.09%"
"Dec 01, 2016","52.80","52.80","52.80","52.80","-","-0.28%"
"Nov 30, 2016","52.95","52.95","52.95","52.95","-","-5.36%"
"Nov 29, 2016","55.95","55.95","55.95","55.95","-","-1.84%"
"Nov 28, 2016","57.00","57.00","57.00","57.00","-","-0.78%"
"Nov 25, 2016","57.45","57.45","57.45","57.45","-","0.00%"
"Nov 24, 2016","57.45","57.45","57.45","57.45","-","0.00%"
"Nov 23, 2016","57.45","57.45","57.45","57.45","-","0.00%"
"Nov 22, 2016","57.45","57.45","57.45","57.45","-","-1.71%"
"Nov 21, 2016","58.45","58.45","58.45","58.45","-","0.00%"
"Nov 18, 2016","58.45","58.45","58.45","58.45","-","-1.68%"
"Nov 17, 2016","59.45","59.45","59.45","59.45","-","-0.83%"
"Nov 16, 2016","59.95","59.95","59.95","59.95","-","-0.58%"
"Nov 15, 2016","60.30","60.30","60.30","60.30","-","-1.23%"
"Nov 14, 2016","61.05","61.05","61.05","61.05","-","0.00%"
"Nov 11, 2016","61.05","61.05","61.05","61.05","-","-0.65%"
"Nov 10, 2016","61.45","61.45","61.45","61.45","-","-2.07%"
"Nov 09, 2016","62.75","62.75","62.75","62.75","-","-0.71%"
"Nov 08, 2016","63.20","63.20","63.20","63.20","-","-1.63%"
"Nov 07, 2016","64.25","64.25","64.25","64.25","-","1.26%"
"Nov 04, 2016","63.45","63.45","63.45","63.45","-","0.08%"
"Nov 03, 2016","63.40","63.40","63.40","63.40","-","0.56%"
"Nov 02, 2016","63.05","63.05","63.05","63.05","-","0.00%"
"Nov 01, 2016","63.05","63.05","63.05","63.05","-","3.45%"
"Oct 31, 2016","60.95","60.95","60.95","60.95","-","0.25%"
"Oct 28, 2016","60.80","60.80","60.80","60.80","-","0.58%"
"Oct 27, 2016","60.45","60.45","60.45","60.45","-","-1.14%"
"Oct 26, 2016","61.15","61.15","61.15","61.15","-","5.34%"
"Oct 25, 2016","58.05","58.05","58.05","58.05","-","0.87%"
"Oct 24, 2016","57.55","57.55","57.55","57.55","-","0.00%"
"Oct 21, 2016","57.55","57.55","57.55","57.55","-","0.00%"
"Oct 20, 2016","57.55","57.55","57.55","57.55","-","0.00%"
"Oct 19, 2016","57.55","57.55","57.55","57.55","-","0.00%"
"Oct 18, 2016","57.55","57.55","57.55","57.55","-","1.77%"
"Oct 17, 2016","56.55","56.55","56.55","56.55","-","0.80%"
"Oct 14, 2016","56.10","56.10","56.10","56.10","-","0.90%"
"Oct 13, 2016","55.60","55.60","55.60","55.60","-","1.00%"
"Oct 12, 2016","55.05","55.05","55.05","55.05","-","0.00%"
"Oct 11, 2016","55.05","55.05","55.05","55.05","-","-1.78%"
"Oct 10, 2016","56.05","56.05","56.05","56.05","-","-1.75%"
"Oct 07, 2016","57.05","57.05","57.05","57.05","-","0.09%"
"Oct 06, 2016","57.00","57.00","57.00","57.00","-","0.00%"
"Oct 05, 2016","57.00","57.00","57.00","57.00","-","-0.09%"
"Oct 04, 2016","57.05","57.05","57.05","57.05","-","0.44%"
"Oct 03, 2016","56.80","56.80","56.80","56.80","-","-0.26%"
"Sep 30, 2016","56.95","56.95","56.95","56.95","-","-1.89%"
"Sep 29, 2016","58.05","58.05","58.05","58.05","-","1.75%"
"Sep 28, 2016","57.05","57.05","57.05","57.05","-","2.79%"
"Sep 27, 2016","55.50","55.50","55.50","55.50","-","-2.72%"
"Sep 26, 2016","57.05","57.05","57.05","57.05","-","-1.13%"
"Sep 23, 2016","57.70","57.70","57.70","57.70","-","-3.75%"
"Sep 22, 2016","59.95","59.95","59.95","59.95","-","3.27%"
"Sep 21, 2016","58.05","58.05","58.05","58.05","-","0.69%"
"Sep 20, 2016","57.65","57.65","57.65","57.65","-","5.49%"
"Sep 19, 2016","54.65","54.65","54.65","54.65","-","6.01%"
"Sep 16, 2016","51.55","51.55","51.55","51.55","-","0.19%"
"Sep 15, 2016","51.45","51.45","51.45","51.45","-","3.83%"
"Sep 14, 2016","49.55","49.55","49.55","49.55","-","3.34%"
"Sep 13, 2016","47.95","47.95","47.95","47.95","-","0.52%"
"Sep 12, 2016","47.70","47.70","47.70","47.70","-","0.10%"
"Sep 09, 2016","47.65","47.65","47.65","47.65","-","0.21%"
"Sep 08, 2016","47.55","47.55","47.55","47.55","-","-0.31%"
"Sep 07, 2016","47.70","47.70","47.70","47.70","-","-0.52%"
"Sep 06, 2016","47.95","47.95","47.95","47.95","-","0.00%"
"Sep 05, 2016","47.95","47.95","47.95","47.95","-","0.00%"
"Sep 02, 2016","47.95","47.95","47.95","47.95","-","0.00%"
"Sep 01, 2016","47.95","47.95","47.95","47.95","-","0.21%"
"Aug 31, 2016","47.85","47.85","47.85","47.85","-","-0.21%"
"Aug 30, 2016","47.95","47.95","47.95","47.95","-","2.35%"
"Aug 29, 2016","46.85","46.85","46.85","46.85","-","2.40%"
"Aug 26, 2016","45.75","45.75","45.75","45.75","-","-1.19%"
"Aug 25, 2016","46.30","46.30","46.30","46.30","-","0.00%"
"Aug 24, 2016","46.30","46.30","46.30","46.30","-","0.00%"
"Aug 23, 2016","46.30","46.30","46.30","46.30","-","1.09%"
"Aug 22, 2016","45.80","45.80","45.80","45.80","-","0.88%"
"Aug 19, 2016","45.40","45.40","45.40","45.40","-","0.00%"
"Aug 18, 2016","45.40","45.40","45.40","45.40","-","-0.87%"
"Aug 17, 2016","45.80","45.80","45.80","45.80","-","-0.87%"
"Aug 16, 2016","46.20","46.20","46.20","46.20","-","-0.11%"
"Aug 15, 2016","46.25","46.25","46.25","46.25","-","-0.11%"
"Aug 12, 2016","46.30","46.30","46.30","46.30","-","0.00%"
"Aug 11, 2016","46.30","46.30","46.30","46.30","-","0.33%"
"Aug 10, 2016","46.15","46.15","46.15","46.15","-","0.00%"
"Aug 09, 2016","46.15","46.15","46.15","46.15","-","0.65%"
"Aug 08, 2016","45.85","45.85","45.85","45.85","-","1.55%"
"Aug 05, 2016","45.15","45.15","45.15","45.15","-","1.35%"
"Aug 04, 2016","44.55","44.55","44.55","44.55","-","-0.11%"
"Aug 03, 2016","44.60","44.60","44.60","44.60","-","0.00%"
"Aug 02, 2016","44.60","44.60","44.60","44.60","-","1.59%"
"Aug 01, 2016","43.90","43.90","43.90","43.90","-","0.80%"
"Jul 29, 2016","43.55","43.55","43.55","43.55","-","0.00%"
"Jul 28, 2016","43.55","43.55","43.55","43.55","-","1.75%"
"Jul 27, 2016","42.80","42.80","42.80","42.80","-","0.00%"
"Jul 26, 2016","42.80","42.80","42.80","42.80","-","3.01%"
"Jul 25, 2016","41.55","41.55","41.55","41.55","-","0.00%"
"Jul 22, 2016","41.55","41.55","41.55","41.55","-","2.47%"
"Jul 21, 2016","40.55","40.55","40.55","40.55","-","0.00%"
"Jul 20, 2016","40.55","40.55","40.55","40.55","-","-0.12%"
"Jul 19, 2016","40.60","40.60","40.60","40.60","-","0.00%"
"Jul 18, 2016","40.60","40.60","40.60","40.60","-","1.00%"
"Jul 15, 2016","40.20","40.20","40.20","40.20","-","0.37%"
"Jul 14, 2016","40.05","40.05","40.05","40.05","-","1.14%"
"Jul 13, 2016","39.60","39.60","39.60","39.60","-","0.25%"
"Jul 12, 2016","39.50","39.50","39.50","39.50","-","0.38%"
"Jul 11, 2016","39.35","39.35","39.35","39.35","-","0.13%"
"Jul 08, 2016","39.30","39.30","39.30","39.30","-","1.95%"
"Jul 07, 2016","38.55","38.55","38.55","38.55","-","1.72%"
"Jul 06, 2016","37.90","37.90","37.90","37.90","-","0.00%"
"Jul 05, 2016","37.90","37.90","37.90","37.90","-","-2.82%"
"Jul 04, 2016","39.00","39.00","39.00","39.00","-","0.00%"
"Jul 01, 2016","39.00","39.00","39.00","39.00","-","0.00%"
"Jun 30, 2016","39.00","39.00","39.00","39.00","-","3.72%"
"Jun 29, 2016","37.60","37.60","37.60","37.60","-","0.40%"
"Jun 28, 2016","37.45","37.45","37.45","37.45","-","0.00%"
"Jun 27, 2016","37.45","37.45","37.45","37.45","-","1.77%"
"Jun 24, 2016","36.80","36.80","36.80","36.80","-","-0.67%"
"Jun 23, 2016","37.05","37.05","37.05","37.05","-","-1.33%"
"Jun 22, 2016","37.55","37.55","37.55","37.55","-","0.00%"
"Jun 21, 2016","37.55","37.55","37.55","37.55","-","0.00%"
"Jun 20, 2016","37.55","37.55","37.55","37.55","-","0.00%"
"Jun 17, 2016","37.55","37.55","37.55","37.55","-","-0.92%"
"Jun 16, 2016","37.90","37.90","37.90","37.90","-","-0.39%"
"Jun 15, 2016","38.05","38.05","38.05","38.05","-","0.00%"
"Jun 14, 2016","38.05","38.05","38.05","38.05","-","1.06%"
"Jun 13, 2016","37.65","37.65","37.65","37.65","-","0.00%"
"Jun 10, 2016","37.65","37.65","37.65","37.65","-","1.62%"
"Jun 09, 2016","37.05","37.05","37.05","37.05","-","3.93%"
"Jun 08, 2016","35.65","35.65","35.65","35.65","-","1.57%"
"Jun 07, 2016","35.10","35.10","35.10","35.10","-","2.78%"
"Jun 06, 2016","34.15","34.15","34.15","34.15","-","0.89%"
"Jun 03, 2016","33.85","33.85","33.85","33.85","-","-0.15%"
"Jun 02, 2016","33.90","33.90","33.90","33.90","-","-0.44%"
"Jun 01, 2016","34.05","34.05","34.05","34.05","-","2.10%"
"May 31, 2016","33.35","33.35","33.35","33.35","-","0.00%"
"May 30, 2016","33.35","33.35","33.35","33.35","-","0.00%"
"May 27, 2016","33.35","33.35","33.35","33.35","-","-0.30%"
"May 26, 2016","33.45","33.45","33.45","33.45","-","0.45%"
"May 25, 2016","33.30","33.30","33.30","33.30","-","0.00%"
"May 24, 2016","33.30","33.30","33.30","33.30","-","-0.75%"
"May 23, 2016","33.55","33.55","33.55","33.55","-","0.00%"
"May 20, 2016","33.55","33.55","33.55","33.55","-","0.00%"
"May 19, 2016","33.55","33.55","33.55","33.55","-","0.00%"
"May 18, 2016","33.55","33.55","33.55","33.55","-","-1.03%"
"May 17, 2016","33.90","33.90","33.90","33.90","-","0.00%"
"May 16, 2016","33.90","33.90","33.90","33.90","-","-0.15%"
"May 13, 2016","33.95","33.95","33.95","33.95","-","-0.29%"
"May 12, 2016","34.05","34.05","34.05","34.05","-","0.00%"
"May 11, 2016","34.05","34.05","34.05","34.05","-","-0.73%"
"May 10, 2016","34.30","34.30","34.30","34.30","-","0.00%"
"May 09, 2016","34.30","34.30","34.30","34.30","-","0.00%"
"May 06, 2016","34.30","34.30","34.30","34.30","-","0.00%"
"May 05, 2016","34.30","34.30","34.30","34.30","-","0.00%"
"May 04, 2016","34.30","34.30","34.30","34.30","-","0.00%"
"May 03, 2016","34.30","34.30","34.30","34.30","-","0.00%"
"May 02, 2016","34.30","34.30","34.30","34.30","-","-0.29%"
"Apr 29, 2016","34.40","34.40","34.40","34.40","-","0.00%"
"Apr 28, 2016","34.40","34.40","34.40","34.40","-","0.00%"
"Apr 27, 2016","34.40","34.40","34.40","34.40","-","0.00%"
"Apr 26, 2016","34.40","34.40","34.40","34.40","-","2.53%"
"Apr 25, 2016","33.55","33.55","33.55","33.55","-","0.00%"
"Apr 22, 2016","33.55","33.55","33.55","33.55","-","0.00%"
"Apr 21, 2016","33.55","33.55","33.55","33.55","-","0.00%"
"Apr 20, 2016","33.55","33.55","33.55","33.55","-","0.00%"
"Apr 19, 2016","33.55","33.55","33.55","33.55","-","0.00%"
"Apr 18, 2016","33.55","33.55","33.55","33.55","-","0.00%"
"Apr 15, 2016","33.55","33.55","33.55","33.55","-","0.00%"
"Apr 14, 2016","33.55","33.55","33.55","33.55","-","-1.47%"
"Apr 13, 2016","34.05","34.05","34.05","34.05","-","-2.16%"
"Apr 12, 2016","34.80","34.80","34.80","34.80","-","0.00%"
"Apr 11, 2016","34.80","34.80","34.80","34.80","-","-0.71%"
"Apr 08, 2016","35.05","35.05","35.05","35.05","-","0.00%"
"Apr 07, 2016","35.05","35.05","35.05","35.05","-","-4.10%"
"Apr 06, 2016","36.55","36.55","36.55","36.55","-","0.00%"
"Apr 05, 2016","36.55","36.55","36.55","36.55","-","-1.35%"
"Apr 04, 2016","37.05","37.05","37.05","37.05","-","-0.94%"
"Apr 01, 2016","37.40","37.40","37.40","37.40","-","-0.27%"
"Mar 31, 2016","37.50","37.50","37.50","37.50","-","0.00%"
"Mar 30, 2016","37.50","37.50","37.50","37.50","-","-0.40%"
"Mar 29, 2016","37.65","37.65","37.65","37.65","-","-0.26%"
"Mar 28, 2016","37.75","37.75","37.75","37.75","-","0.13%"
"Mar 24, 2016","37.70","37.70","37.70","37.70","-","-0.26%"
"Mar 23, 2016","37.80","37.80","37.80","37.80","-","-0.66%"
"Mar 22, 2016","38.05","38.05","38.05","38.05","-","0.00%"
"Mar 21, 2016","38.05","38.05","38.05","38.05","-","0.00%"
"Mar 18, 2016","38.05","38.05","38.05","38.05","-","0.00%"
"Mar 17, 2016","38.05","38.05","38.05","38.05","-","-0.91%"
"Mar 16, 2016","38.40","38.40","38.40","38.40","-","-1.41%"
"Mar 15, 2016","38.95","38.95","38.95","38.95","-","0.39%"
"Mar 14, 2016","38.80","38.80","38.80","38.80","-","1.97%"
"Mar 11, 2016","38.05","38.05","38.05","38.05","-","0.26%"
"Mar 10, 2016","37.95","37.95","37.95","37.95","-","0.00%"
"Mar 09, 2016","37.95","37.95","37.95","37.95","-","0.00%"
"Mar 08, 2016","37.95","37.95","37.95","37.95","-","-0.26%"
"Mar 07, 2016","38.05","38.05","38.05","38.05","-","1.33%"
"Mar 04, 2016","37.55","37.55","37.55","37.55","-","0.67%"
"Mar 03, 2016","37.30","37.30","37.30","37.30","-","0.00%"
"Mar 02, 2016","37.30","37.30","37.30","37.30","-","0.00%"
"Mar 01, 2016","37.30","37.30","37.30","37.30","-","0.00%"
"Feb 29, 2016","37.30","37.30","37.30","37.30","-","0.67%"
"Feb 26, 2016","37.05","37.05","37.05","37.05","-","-0.67%"
"Feb 25, 2016","37.30","37.30","37.30","37.30","-","0.00%"
"Feb 24, 2016","37.30","37.30","37.30","37.30","-","0.00%"
"Feb 23, 2016","37.30","37.30","37.30","37.30","-","0.00%"
"Feb 22, 2016","37.30","37.30","37.30","37.30","-","0.00%"
"Feb 19, 2016","37.30","37.30","37.30","37.30","-","0.00%"
"Feb 18, 2016","37.30","37.30","37.30","37.30","-","0.00%"
"Feb 17, 2016","37.30","37.30","37.30","37.30","-","0.00%"
"Feb 16, 2016","37.30","37.30","37.30","37.30","-","0.67%"
"Feb 15, 2016","37.05","37.05","37.05","37.05","-","0.00%"
"Feb 12, 2016","37.05","37.05","37.05","37.05","-","0.00%"
"Feb 11, 2016","37.05","37.05","37.05","37.05","-","0.00%"
"Feb 10, 2016","37.05","37.05","37.05","37.05","-","0.00%"
"Feb 09, 2016","37.05","37.05","37.05","37.05","-","0.00%"
"Feb 08, 2016","37.05","37.05","37.05","37.05","-","0.00%"
"Feb 05, 2016","37.05","37.05","37.05","37.05","-","0.00%"
"Feb 04, 2016","37.05","37.05","37.05","37.05","-","-1.33%"
"Feb 03, 2016","37.55","37.55","37.55","37.55","-","0.00%"
"Feb 02, 2016","37.55","37.55","37.55","37.55","-","-0.66%"
"Feb 01, 2016","37.80","37.80","37.80","37.80","-","0.00%"
"Jan 29, 2016","37.80","37.80","37.80","37.80","-","0.00%"
"Jan 28, 2016","37.80","37.80","37.80","37.80","-","0.00%"
"Jan 27, 2016","37.80","37.80","37.80","37.80","-","0.00%"
"Jan 26, 2016","37.80","37.80","37.80","37.80","-","0.00%"
"Jan 25, 2016","37.80","37.80","37.80","37.80","-","0.00%"
"Jan 22, 2016","37.80","37.80","37.80","37.80","-","1.75%"
"Jan 21, 2016","37.15","37.15","37.15","37.15","-","-0.40%"
"Jan 20, 2016","37.30","37.30","37.30","37.30","-","0.00%"
"Jan 19, 2016","37.30","37.30","37.30","37.30","-","-1.71%"
"Jan 18, 2016","37.95","37.95","37.95","37.95","-","0.00%"
"Jan 15, 2016","37.95","37.95","37.95","37.95","-","-1.30%"
"Jan 14, 2016","38.45","38.45","38.45","38.45","-","-0.77%"
"Jan 13, 2016","38.75","38.75","38.75","38.75","-","0.52%"
"Jan 12, 2016","38.55","38.55","38.55","38.55","-","-1.28%"
"Jan 11, 2016","39.05","39.05","39.05","39.05","-","0.00%"
"Jan 08, 2016","39.05","39.05","39.05","39.05","-","0.00%"
"Jan 07, 2016","39.05","39.05","39.05","39.05","-","1.30%"
"Jan 06, 2016","38.55","38.55","38.55","38.55","-","1.31%"
"Jan 05, 2016","38.05","38.05","38.05","38.05","-","0.00%"
"Jan 04, 2016","38.05","38.05","38.05","38.05","-","0.66%"
"Dec 31, 2015","37.80","37.80","37.80","37.80","-","0.00%"
"Dec 30, 2015","37.80","37.80","37.80","37.80","-","1.61%"
"Dec 29, 2015","37.20","37.20","37.20","37.20","-","0.40%"
"Dec 28, 2015","37.05","37.05","37.05","37.05","-","-1.98%"
"Dec 24, 2015","37.80","37.80","37.80","37.80","-","0.00%"
"Dec 23, 2015","37.80","37.80","37.80","37.80","-","0.00%"
"Dec 22, 2015","37.80","37.80","37.80","37.80","-","0.00%"
"Dec 21, 2015","37.80","37.80","37.80","37.80","-","0.00%"
"Dec 18, 2015","37.80","37.80","37.80","37.80","-","-1.31%"
"Dec 17, 2015","38.30","38.30","38.30","38.30","-","0.00%"
"Dec 16, 2015","38.30","38.30","38.30","38.30","-","-4.37%"
"Dec 15, 2015","40.05","40.05","40.05","40.05","-","-1.72%"
"Dec 14, 2015","40.75","40.75","40.75","40.75","-","-0.12%"
"Dec 11, 2015","40.80","40.80","40.80","40.80","-","0.00%"
"Dec 10, 2015","40.80","40.80","40.80","40.80","-","1.87%"
"Dec 09, 2015","40.05","40.05","40.05","40.05","-","0.38%"
"Dec 08, 2015","39.90","39.90","39.90","39.90","-","0.00%"
"Dec 07, 2015","39.90","39.90","39.90","39.90","-","0.00%"
"Dec 04, 2015","39.90","39.90","39.90","39.90","-","0.00%"
"Dec 03, 2015","39.90","39.90","39.90","39.90","-","0.00%"
"Dec 02, 2015","39.90","39.90","39.90","39.90","-","0.00%"
