N2EX Day Ahead Auction Prices in GBP/MWh,,,,,,,,,
UK time,CET/CEST time,13/05/2018,12/05/2018,11/05/2018,10/05/2018,09/05/2018,08/05/2018,07/05/2018,06/05/2018
23 - 00,00 - 01,"56,00","43,81","78,00","58,00","49,67","46,70","55,00","54,91"
00 - 01,01 - 02,"49,70","43,15","64,00","47,90","43,89","46,10","47,99","46,61"
01 - 02,02 - 03,"48,73","43,00","49,99","44,90","44,38","43,40","49,92","46,60"
02 - 03,03 - 04,"47,99","43,91","47,74","43,70","43,89","43,30","48,00","48,00"
03 - 04,04 - 05,"45,80","46,00","41,60","39,01","43,89","42,53","46,43","47,99"
04 - 05,05 - 06,"45,80","46,00","37,99","38,00","43,56","42,52","46,45","47,99"
05 - 06,06 - 07,"44,32","46,01","43,07","43,66","45,88","42,67","46,00","46,61"
06 - 07,07 - 08,"44,21","46,00","46,70","49,70","53,86","47,70","44,95","46,60"
07 - 08,08 - 09,"44,04","43,97","66,50","65,00","66,16","66,00","45,10","44,49"
08 - 09,09 - 10,"44,80","52,00","65,30","67,00","69,41","67,00","49,99","48,00"
09 - 10,10 - 11,"48,50","58,00","50,29","55,00","51,93","56,00","52,70","52,60"
10 - 11,11 - 12,"58,60","60,00","44,00","45,70","44,18","44,11","50,00","58,07"
11 - 12,12 - 13,"62,00","58,00","43,48","45,71","42,89","43,75","44,00","45,10"
12 - 13,13 - 14,"56,00","50,60","41,00","49,40","42,69","43,40","43,00","44,25"
13 - 14,14 - 15,"48,00","46,19","40,00","48,20","40,00","42,40","42,47","38,06"
14 - 15,15 - 16,"46,22","44,00","39,96","48,00","39,99","38,56","40,60","36,00"
15 - 16,16 - 17,"44,50","43,19","39,91","45,71","42,05","42,96","42,80","36,00"
16 - 17,17 - 18,"46,23","49,60","44,23","54,00","44,88","50,49","43,90","42,73"
17 - 18,18 - 19,"52,20","58,00","49,41","56,30","56,70","64,01","51,00","44,55"
18 - 19,19 - 20,"57,00","69,00","55,66","65,01","62,00","64,00","62,00","51,45"
19 - 20,20 - 21,"61,95","64,40","64,62","70,80","65,62","63,00","67,00","60,00"
20 - 21,21 - 22,"63,50","65,80","68,00","71,89","64,06","66,00","67,91","70,00"
21 - 22,22 - 23,"61,00","64,00","70,00","70,00","62,84","67,86","71,30","79,92"
22 - 23,23 - 00,"44,10","53,00","53,01","52,00","47,48","44,10","52,00","56,91"
,,,,,,,,,
Min,,"44,04","43,00","37,99","38,00","39,99","38,56","40,60","36,00"
Max,,"63,50","69,00","78,00","71,89","69,41","67,86","71,30","79,92"
Average,,"50,88","51,57","51,85","53,11","50,50","50,77","50,44","49,73"
UK time,CET/CEST time,13/05/2018,12/05/2018,11/05/2018,10/05/2018,09/05/2018,08/05/2018,07/05/2018,06/05/2018
