,CCGT,Coal,Onshore,Offshore,PV,Nuclear,Recip_gas,Carbon_tax,total_genco_wealth:,Electricity_cost:,Carbon_emitted
0,3505.0,560.0,621.8,384.0,198.6,1250.0,1.0,[0.],-6351302841.033199,49.77914572913251,0
1,18215.0,560.0,2901.8,384.0,246.60000000000002,1250.0,0.0,[0.17662384],-28635869126.219917,34.13192069261924,0
2,18215.0,560.0,2901.8,384.0,294.6,1250.0,0.0,[0.68730116],-53127976976.41565,35.67623651802175,0
3,18215.0,560.0,2901.8,384.0,374.6,1250.0,0.0,[0.01211244],[-7.589934e+10],[30.8614],0
4,18215.0,560.0,2901.8,384.0,438.6,1250.0,0.0,[0.],[-9.916616e+10],[31.562656],0
5,18215.0,560.0,2901.8,384.0,486.6,1250.0,0.0,[0.4396205],[-1.2475832e+11],[32.019875],0
6,18215.0,560.0,2901.8,384.0,550.6,1250.0,0.0,[0.],[-1.5249302e+11],[32.70199],0
7,17500.0,560.0,5761.799999999999,384.0,598.6,1250.0,0.0,[0.],[-1.6835887e+11],[21.10517],0
8,16181.0,560.0,7161.799999999999,384.0,662.5999999999999,1250.0,0.0,[0.],[-1.8233644e+11],[17.912115],0
9,17652.0,560.0,8661.8,384.0,694.5999999999999,1250.0,0.0,[0.],[-1.9495161e+11],[15.739146],0
10,19123.0,560.0,10115.8,384.0,758.6,1250.0,0.0,[0.37332955],[-2.07569e+11],[11.917371],0
11,21794.0,560.0,11870.599999999999,384.0,822.6,1250.0,0.0,[0.],[-2.2179647e+11],[8.479634],0
12,23265.0,560.0,13743.699999999999,384.0,886.5999999999999,1250.0,0.0,[0.],[-2.3273959e+11],[7.56294],0
13,24736.0,560.0,15719.6,384.0,934.5999999999999,1250.0,0.0,[0.],[-2.444009e+11],[5.214069],0
14,24736.0,560.0,16821.4,384.0,1014.5999999999999,1250.0,0.0,[0.6654766],[-2.561337e+11],[5.069569],0
15,24736.0,0.0,17501.4,384.0,1094.6,1250.0,0.0,[1.4090271],[-2.6772706e+11],[4.7874136],0
16,23265.0,0.0,18161.399999999998,384.0,1158.6,1250.0,0.0,[0.59234554],[-2.7932302e+11],[4.7888126],0
17,7084.0,0.0,18733.199999999997,384.0,1222.6,1250.0,0.0,[0.83551073],[-2.9124595e+11],[4.762277],0
18,7084.0,0.0,19268.8,384.0,1270.6,1250.0,0.0,[0.],[-3.0311462e+11],[4.659894],0
19,2942.0,0.0,19537.8,384.0,1299.6999999999998,1250.0,0.0,[0.],[-3.1402846e+11],[4.467542],0
20,1471.0,0.0,20177.8,384.0,1341.0,1250.0,0.0,[0.],[-3.250915e+11],[4.5061545],0
21,0.0,0.0,20777.8,384.0,1373.0,1250.0,0.0,[0.17831987],[-3.350487e+11],[4.300883],0
22,0.0,0.0,21417.8,384.0,1415.7,1250.0,0.0,[1.4840075],[-3.4419307e+11],[4.240073],0
23,0.0,0.0,22120.8,384.0,1402.0,1250.0,0.0,[0.],[-3.535668e+11],[4.244521],0
24,0.0,0.0,22946.8,384.0,1372.0,1250.0,0.0,[0.],[-3.628513e+11],4.195775726888591,0
25,0.0,0.0,23684.5,384.0,1443.0,1250.0,0.0,[0.],[-3.7221728e+11],4.108556750189383,0
26,0.0,0.0,24492.5,384.0,1456.0,1250.0,0.0,[0.62280446],[-3.8176565e+11],4.108556750189383,0
27,0.0,0.0,25360.0,102.0,1472.0,1250.0,0.0,[0.05614077],[-3.8994726e+11],3.9353256541210997,0
28,0.0,0.0,26220.0,102.0,1456.0,1250.0,0.0,[0.24642721],[-3.9832663e+11],3.9353256541210997,0
29,0.0,0.0,27101.5,102.0,1488.0,1250.0,0.0,[0.],[-4.0689995e+11],3.9526213350621675,0
30,0.0,0.0,27940.0,102.0,1456.0,0.0,0.0,[0.66808873],[-4.1554402e+11],3.996351090935916,0
31,0.0,0.0,26000.0,0.0,1472.0,0.0,0.0,[0.],[-4.2853292e+11],4.5800350243535135,0
