,CCGT,Coal,Onshore,Offshore,PV,Nuclear,Recip_gas,Carbon_tax,total_genco_wealth,Electricity_cost,Carbon_emitted
0,2691.0,560.0,678.0999999999998,180.0,203.50000000000003,1179.0,120.0,[0.],-10216590740.789577,46.24590260910804,0
1,18291.0,560.0,1418.1,180.0,203.50000000000003,1179.0,120.0,[0.25754228],-43107490056.698105,36.21379888392974,0
2,18291.0,560.0,1418.1,180.0,203.50000000000003,1179.0,120.0,[0.7771826],-78186488419.38693,38.46554706132081,0
3,18291.0,560.0,1418.1,180.0,203.50000000000003,1179.0,120.0,[0.],[-1.0773744e+11],[32.373863],0
4,18291.0,560.0,1415.7,180.0,203.50000000000003,1179.0,120.0,[0.],[-1.3823058e+11],[32.041565],0
5,18291.0,560.0,1415.7,180.0,203.50000000000003,1179.0,120.0,[0.],[-1.736106e+11],[33.77383],0
6,18291.0,560.0,1415.7,180.0,203.50000000000003,1179.0,120.0,[0.],[-2.0955623e+11],[32.879265],0
7,19090.0,560.0,4515.7,180.0,203.50000000000003,1179.0,120.0,[0.57544225],[-2.2126428e+11],[23.072783],0
8,18000.0,560.0,5595.700000000002,180.0,203.50000000000003,1179.0,0.0,[0.],[-2.2693614e+11],[20.198359],0
9,19200.0,560.0,6261.500000000001,180.0,203.50000000000003,1179.0,0.0,[0.24382636],[-2.3466777e+11],[19.975199],0
10,20400.0,560.0,7261.1,180.0,203.50000000000003,1179.0,0.0,[0.],[-2.4021366e+11],[17.010662],0
11,20400.0,560.0,8281.1,180.0,203.50000000000003,1179.0,0.0,[0.6995004],[-2.4647474e+11],[15.105957],0
12,21600.0,560.0,9334.199999999997,180.0,203.50000000000003,1179.0,0.0,[0.],[-2.5210895e+11],[13.288472],0
13,22800.0,560.0,10334.199999999999,180.0,203.50000000000003,1179.0,0.0,[0.],[-2.577016e+11],[11.622259],0
14,25200.0,560.0,10704.499999999998,180.0,203.50000000000003,1179.0,0.0,[1.0934248],[-2.6308269e+11],[11.517114],0
15,24000.0,560.0,11584.499999999998,180.0,203.50000000000003,1179.0,0.0,[0.],[-2.6780982e+11],[11.097891],0
16,25200.0,560.0,12024.499999999998,180.0,203.50000000000003,1179.0,0.0,[0.],[-2.7213221e+11],[10.88246],0
17,24000.0,560.0,12694.699999999999,180.0,203.50000000000003,1179.0,0.0,[2.4610488],[-2.7609678e+11],[10.735918],0
18,24000.0,0.0,13210.699999999999,120.0,203.50000000000003,1179.0,0.0,[0.],[-2.7984056e+11],[10.340103],0
19,25200.0,0.0,13774.699999999999,120.0,203.50000000000003,1179.0,0.0,[0.24612099],[-2.831632e+11],[9.050917],0
20,26400.0,0.0,14358.699999999999,120.0,203.50000000000003,1179.0,0.0,[0.],[-2.8635084e+11],[8.803176],0
21,27600.0,0.0,14918.899999999998,120.0,200.5,1179.0,0.0,[0.73826134],[-2.8953225e+11],[8.649777],0
22,28800.0,0.0,15494.099999999999,120.0,176.20000000000002,1179.0,0.0,[0.],[-2.9266844e+11],[8.228635],0
23,31200.0,0.0,16134.099999999999,120.0,112.80000000000001,1179.0,0.0,[0.11504055],[-2.9569892e+11],[8.283533],0
24,16800.0,0.0,16759.1,30.0,41.0,1179.0,0.0,[0.5517564],[-2.9894043e+11],[8.320923],0
25,15600.0,0.0,17204.499999999996,30.0,15.0,1179.0,0.0,[0.],[-3.0220354e+11],[8.146829],0
26,15600.0,0.0,17808.7,30.0,0.0,1179.0,0.0,[0.],[-3.050364e+11],[7.8048697],0
27,14400.0,0.0,18608.7,30.0,0.0,1179.0,0.0,[0.43808877],[-3.077468e+11],[7.4389143],0
28,14400.0,0.0,19413.8,30.0,0.0,1179.0,0.0,[0.],[-3.1071588e+11],[7.4594965],0
29,13200.0,0.0,20320.0,30.0,0.0,1179.0,0.0,[0.13598019],[-3.13618e+11],7.235263056206902,0
30,13200.0,0.0,21280.0,30.0,0.0,1179.0,0.0,[0.],[-3.164546e+11],7.012177845484523,0
31,13200.0,0.0,21480.0,0.0,0.0,1179.0,0.0,[0.],[-3.1907237e+11],6.765350222309499,0
