,CCGT,Coal,Onshore,Offshore,PV,Nuclear,Recip_gas,Carbon_tax,total_genco_wealth:,Electricity_cost:,Carbon_emitted
0,5091.0,560.0,6538.1,180.0,283.5,1179.0,300.0,[0.16226465],-1553836926085.7573,15.232741832105594,0
1,8691.0,560.0,7338.1,180.0,331.5,1179.0,360.0,[0.28742918],-2024910556928.6897,14.320401122254669,0
2,13491.0,560.0,7438.1,180.0,347.5,1179.0,480.0,[0.76110315],-2495859920105.898,14.54529703727204,0
3,15891.0,560.0,7498.1,180.0,379.5,1179.0,480.0,[0.6410042],[-2.9637138e+12],[13.770559],0
4,20691.0,560.0,7575.700000000001,180.0,379.5,1179.0,600.0,[0.80755305],[-3.440596e+12],[13.818095],0
5,25491.0,560.0,7655.700000000001,180.0,379.5,1179.0,620.0,[1.245396],[-3.925669e+12],[14.071764],0
6,30291.0,560.0,7715.700000000001,180.0,379.5,1179.0,660.0,[0.15577784],[-4.415505e+12],[15.150343],0
7,37090.0,560.0,7755.700000000001,180.0,395.5,1179.0,660.0,[0.28606886],[-4.908714e+12],[15.333992],0
8,40800.0,560.0,7755.700000000001,180.0,395.5,1179.0,540.0,[0.],[-5.403997e+12],[15.494301],0
9,40800.0,560.0,7741.5,180.0,395.5,1179.0,540.0,[0.],[-5.90094e+12],[16.528435],0
10,46800.0,560.0,7721.1,180.0,395.5,1179.0,540.0,[0.],[-6.394934e+12],[16.281063],0
11,46800.0,560.0,7721.1,180.0,395.5,1179.0,360.0,[0.44116142],[-6.8887836e+12],[16.522816],0
12,51600.0,0.0,7714.200000000001,180.0,395.5,1179.0,300.0,[0.67129266],[-7.3822503e+12],[16.53011],0
13,56400.0,0.0,7714.200000000001,180.0,395.5,1179.0,180.0,[0.],[-7.8757385e+12],[16.400557],0
14,61200.0,0.0,7684.500000000001,180.0,395.5,1179.0,180.0,[0.],[-8.3727305e+12],[16.68156],0
15,68400.0,0.0,7684.500000000001,180.0,395.5,1179.0,60.0,[0.7798919],[-8.875136e+12],[16.674858],0
16,69600.0,0.0,7684.500000000001,180.0,395.5,1179.0,40.0,[0.01431514],[-9.38031e+12],[16.815536],0
17,78000.0,0.0,7654.700000000001,180.0,395.5,1179.0,0.0,[0.],[-9.881954e+12],[17.569942],0
18,80400.0,0.0,7650.700000000001,120.0,395.5,1179.0,0.0,[0.6365988],[-1.0385806e+13],[17.958202],0
19,82800.0,0.0,7634.700000000001,120.0,395.5,1179.0,0.0,[0.08766071],[-1.0890292e+13],[17.839422],0
20,85200.0,0.0,7618.700000000001,120.0,395.5,1179.0,0.0,[0.5394766],[-1.1396859e+13],[18.280262],0
21,93600.0,0.0,7558.900000000001,120.0,392.5,1179.0,0.0,[0.],[-1.1903506e+13],[18.18099],0
22,102000.0,0.0,7514.1,120.0,368.19999999999993,1179.0,0.0,[1.0885936],[-1.2411678e+13],[18.188524],0
23,108000.0,0.0,7514.1,120.0,304.79999999999995,1179.0,0.0,[0.3950629],[-1.2925379e+13],[18.316858],0
24,111600.0,0.0,7499.1,30.0,233.0,1179.0,0.0,[0.],[-1.3446971e+13],[18.302404],0
25,115200.0,0.0,7284.5,30.0,207.0,1179.0,0.0,[0.],[-1.396777e+13],[19.711945],0
26,124800.0,0.0,7148.7,30.0,192.0,1179.0,0.0,[0.],[-1.4488989e+13],[19.665493],0
27,129600.0,0.0,7148.7,30.0,112.0,1179.0,0.0,[0.],[-1.5012491e+13],[19.91448],0
28,132000.0,0.0,7093.8,30.0,64.0,1179.0,0.0,[1.6945932],[-1.5544374e+13],[19.440197],0
29,134400.0,0.0,7080.0,30.0,48.0,1179.0,0.0,[1.5390828],[-1.6078087e+13],[19.81157],0
30,140400.0,0.0,7080.0,30.0,16.0,1179.0,0.0,[1.4872761],[-1.6613749e+13],[19.459982],0
31,148800.0,0.0,1220.0,0.0,16.0,1179.0,0.0,[0.],[-1.6632161e+13],[34.3585],0
