,CCGT,Coal,Onshore,Offshore,PV,Nuclear,Recip_gas,Carbon_tax,total_genco_wealth:,Electricity_cost:,Carbon_emitted
0,21395.0,2021.0,1489.9000000000003,660.1,315.2999999999999,1074.0,9.0,[0.],-290748944734.4318,34.387935486922835,0
1,36995.0,2021.0,3069.899999999999,660.1,379.29999999999995,1074.0,0.0,[0.2640438],-345945911674.5208,39.716590893978804,0
2,57395.0,2021.0,4189.899999999999,660.1,427.29999999999995,1074.0,0.0,[0.],-386218682911.0697,37.41707226648434,0
3,71795.0,2021.0,5666.9,660.1,523.3,1074.0,0.0,[0.18424566],[-3.9840075e+11],[29.378836],0
4,77795.0,2021.0,7006.9,660.1,619.3000000000001,1074.0,0.0,[0.],[-4.1587704e+11],[26.10899],0
5,77795.0,2021.0,7986.900000000001,660.1,763.3000000000002,1074.0,0.0,[0.62857777],[-4.3129166e+11],[24.75046],0
6,77795.0,2021.0,8906.900000000001,660.1,875.3000000000003,1074.0,0.0,[1.6292756],[-4.452612e+11],[22.182394],0
7,78995.0,2021.0,9266.900000000003,660.1,939.3000000000002,1074.0,0.0,[0.],[-4.5912978e+11],[22.015192],0
8,75600.0,2021.0,9851.300000000003,660.1,1051.3000000000002,1074.0,0.0,[0.],[-4.6800922e+11],[20.61823],0
9,75600.0,2021.0,10231.300000000003,660.1,1131.3000000000002,1074.0,0.0,[0.3371863],[-4.7962027e+11],[20.234558],0
10,75600.0,0.0,10571.300000000003,660.1,1195.3000000000002,1074.0,0.0,[0.],[-4.9119366e+11],[19.3656],0
11,75600.0,0.0,10928.7,660.1,1211.3000000000002,1074.0,0.0,[0.8998987],[-5.018237e+11],[19.308096],0
12,75600.0,0.0,11308.7,660.1,1211.3000000000002,1074.0,0.0,[0.],[-5.1257023e+11],[17.34701],0
13,75600.0,0.0,11528.7,660.1,1211.3000000000002,1074.0,0.0,[0.7171954],[-5.2174635e+11],[16.975056],0
14,75600.0,0.0,11768.7,660.1,1227.3000000000002,1074.0,0.0,[0.],[-5.3089753e+11],[17.331097],0
15,60000.0,0.0,11849.400000000001,660.1,1227.3000000000002,1074.0,0.0,[0.18705894],[-5.3980194e+11],[17.408573],0
16,39600.0,0.0,11976.600000000002,660.1,1227.3000000000002,1074.0,0.0,[0.],[-5.4897413e+11],[17.299282],0
17,39600.0,0.0,11992.600000000002,660.1,1227.3000000000002,1074.0,0.0,[0.8777287],[-5.584211e+11],[17.358679],0
18,39600.0,0.0,11996.600000000002,660.1,1227.3000000000002,1074.0,0.0,[0.74347115],[-5.6984823e+11],[17.274658],0
19,39600.0,0.0,12002.800000000001,660.1,1227.3000000000002,1074.0,0.0,[1.5329157],[-5.812812e+11],[17.47251],0
20,39600.0,0.0,11992.800000000001,660.1,1212.3000000000002,1074.0,0.0,[0.5739489],[-5.9096e+11],[18.47255],0
21,39600.0,0.0,11965.800000000001,660.1,1212.3000000000002,1074.0,0.0,[0.],[-6.040393e+11],[18.5887],0
22,39600.0,0.0,11950.800000000001,660.1,1187.4,1074.0,0.0,[1.6556098],[-6.167688e+11],[19.18713],0
23,39600.0,0.0,11850.800000000001,660.1,1161.9,1074.0,0.0,[0.],[-6.297472e+11],[19.259428],0
24,39600.0,0.0,11840.5,660.1,1026.6,1074.0,0.0,[1.8418034],[-6.394687e+11],[19.512772],0
25,39600.0,0.0,11770.5,660.1,1009.8,1074.0,0.0,[0.],[-6.529756e+11],[19.809305],0
26,39600.0,0.0,11609.5,660.1,944.0,1074.0,0.0,[2.222658],[-6.644227e+11],[20.188759],0
27,39600.0,0.0,11596.3,660.1,912.0,1074.0,0.0,[0.6973264],[-6.753407e+11],[20.172266],0
28,39600.0,0.0,11596.3,660.1,848.0,1074.0,0.0,[0.],[-6.9086577e+11],[20.926586],0
29,39600.0,0.0,11500.0,660.1,800.0,1074.0,0.0,[0.],[-7.0683145e+11],[21.573547],0
30,39600.0,0.0,11500.0,660.1,704.0,1074.0,0.0,[0.],[-7.187182e+11],[21.523565],0
31,39600.0,0.0,10680.0,548.1,608.0,1074.0,0.0,[0.],[-7.325072e+11],[23.318338],0
