,0
0,144.85264587402344
1,150.0
2,4.460720062255859
3,148.37110900878906
4,150.0
5,0.0
6,8.550832748413086
7,0.0
8,149.86444091796875
9,133.42156982421875
10,0.6087130904197693
11,150.0
12,150.0
13,150.0
14,141.33609008789062
15,6.97921895980835
16,5.21663761138916
17,5.14608907699585
18,148.48788452148438
19,148.17694091796875
20,5.986850261688232
21,0.1599656194448471
22,0.0
23,150.0
24,150.0
25,3.1869056224823
26,150.0
27,0.0
28,0.0
29,147.07066345214844
30,5.534141540527344
31,0.0
32,1.3760396242141724
33,150.0
34,144.97509765625
35,3.2320048809051514
36,0.0
37,0.0
38,0.0
39,150.0
40,150.0
41,145.8603515625
42,1.938302993774414
43,148.91192626953125
44,4.123287200927734
45,150.0
46,144.26882934570312
47,9.50876522064209
48,141.5980224609375
49,0.0
50,0.0
51,5.021976947784424
52,147.53594970703125
53,150.0
54,6.395302772521973
55,150.0
56,0.5472967028617859
57,5.023880481719971
58,4.288840293884277
59,8.479303359985352
60,137.56158447265625
61,3.8722407817840576
62,0.0
63,147.76048278808594
64,148.19386291503906
65,145.76136779785156
66,150.0
67,0.0
68,0.0
69,16.73021125793457
70,0.0
71,0.0
72,138.29312133789062
73,0.0
74,2.3696281909942627
75,9.386764526367188
76,145.26806640625
77,150.0
78,150.0
79,0.2771821618080139
80,150.0
81,146.9200897216797
82,145.17173767089844
83,0.0
84,4.220425605773926
85,0.0
86,150.0
87,0.0
88,150.0
89,0.0
90,0.0
91,0.0
92,146.845703125
93,11.742237091064453
94,150.0
95,144.86782836914062
96,146.84234619140625
97,0.4493274688720703
98,1.8470512628555298
99,0.7721733450889587
100,150.0
101,0.6191595792770386
102,150.0
103,0.0
104,6.630939483642578
105,0.0
106,0.0
107,0.0
108,150.0
109,0.0
110,7.776801586151123
111,147.60914611816406
112,0.0
113,2.5606610774993896
114,148.5214080810547
115,0.06990429013967514
116,150.0
117,0.0
118,150.0
119,147.87979125976562
120,8.12490463256836
121,6.348376750946045
122,145.97793579101562
123,150.0
124,150.0
125,147.70094299316406
126,147.94345092773438
127,150.0
128,0.0
129,0.0
130,150.0
131,0.0
132,11.832852363586426
133,0.0
134,149.1138916015625
135,150.0
136,144.9052276611328
137,146.65199279785156
138,0.0
139,147.0596466064453
140,150.0
141,0.0
142,150.0
143,150.0
144,0.0
145,150.0
146,150.0
147,150.0
148,150.0
149,150.0
150,0.0
151,0.0
152,142.59617614746094
153,0.0
154,150.0
155,150.0
156,0.0
157,149.2914581298828
158,134.55563354492188
159,150.0
160,141.9982147216797
161,11.300046920776367
162,0.0
163,142.34214782714844
164,150.0
165,0.0
166,148.0919189453125
167,4.927672863006592
168,148.28932189941406
169,0.0
170,4.104160785675049
171,0.0
172,3.7056405544281006
173,150.0
174,150.0
175,147.57037353515625
176,4.653995513916016
177,2.699603796005249
178,0.0
179,150.0
180,142.10601806640625
181,6.6400370597839355
182,0.0
183,143.67449951171875
184,4.341148853302002
185,150.0
186,150.0
187,4.724595546722412
188,142.76544189453125
189,150.0
190,150.0
191,0.47217974066734314
192,150.0
193,148.54017639160156
194,150.0
195,0.0
196,0.6442815661430359
197,0.0671549141407013
198,150.0
199,8.165704727172852
200,138.75035095214844
201,148.572998046875
202,148.41676330566406
203,149.14930725097656
204,149.09568786621094
205,1.6882635354995728
206,141.49191284179688
207,0.0
208,147.8007354736328
209,0.3582967221736908
210,148.9416961669922
211,4.330230236053467
212,148.38546752929688
213,0.0
214,0.0
215,10.454489707946777
216,144.02777099609375
217,146.78831481933594
218,0.0
219,145.7001495361328
220,150.0
221,0.0
222,10.221688270568848
223,2.2322347164154053
224,148.96324157714844
225,139.61618041992188
226,0.0
227,150.0
228,150.0
229,150.0
230,144.98214721679688
231,7.403323650360107
232,4.797200679779053
233,2.930352210998535
234,150.0
235,147.69171142578125
236,1.345805048942566
237,0.0
238,0.0
239,150.0
240,150.0
241,0.0
242,150.0
243,0.0
244,0.0
245,150.0
246,1.6058000326156616
247,0.0
248,4.356122016906738
249,150.0
250,146.09225463867188
251,6.78143310546875
252,0.0
253,0.0
254,0.0
255,150.0
256,150.0
257,143.94357299804688
258,0.0
259,150.0
260,8.599289894104004
261,150.0
262,147.28086853027344
263,14.926416397094727
264,144.3682403564453
265,0.0
266,1.5364140272140503
267,0.7242890000343323
268,148.18594360351562
269,149.87939453125
270,7.747552394866943
271,150.0
272,2.1909825801849365
273,8.345431327819824
274,0.0
275,6.633002758026123
276,141.74542236328125
277,2.208113431930542
278,1.6325750350952148
279,144.37742614746094
280,150.0
281,142.63136291503906
282,150.0
283,0.0
284,0.0
285,11.827017784118652
286,0.0
287,0.0
288,137.2317352294922
289,0.0
290,4.498693466186523
291,7.84424352645874
292,148.20082092285156
293,150.0
294,150.0
295,0.0
296,150.0
297,149.52163696289062
298,143.096435546875
299,0.0
300,1.3949607610702515
301,0.0
302,150.0
303,0.0
304,150.0
305,0.0
306,0.0
307,0.0
308,147.5646514892578
309,10.932952880859375
310,150.0
311,146.06932067871094
312,148.59490966796875
313,0.5194794535636902
314,0.9321856498718262
315,5.27765417098999
316,150.0
317,1.318230152130127
318,150.0
319,0.0
320,5.019084453582764
321,0.0
322,0.0
323,0.0
324,150.0
325,0.0
326,8.404029846191406
327,148.00552368164062
328,0.4644036293029785
329,0.0
330,146.9375762939453
331,4.401210308074951
332,150.0
333,0.0
334,150.0
335,143.20053100585938
336,11.389697074890137
337,9.466221809387207
338,147.36985778808594
339,149.35983276367188
340,150.0
341,149.16259765625
342,150.0
343,150.0
344,0.0
345,0.0
346,150.0
347,0.0
348,10.499687194824219
349,0.0
350,146.41427612304688
351,150.0
352,146.44583129882812
353,148.21250915527344
354,0.0
355,149.552978515625
356,150.0
357,0.0
358,150.0
359,150.0
360,0.0
361,150.0
362,150.0
363,150.0
364,150.0
365,150.0
366,0.0
367,0.0
368,142.56793212890625
369,2.4578475952148438
370,150.0
371,148.36244201660156
372,0.0
373,144.2667694091797
374,137.8003387451172
375,150.0
376,141.2310028076172
377,8.445439338684082
378,0.0
379,143.30984497070312
380,150.0
381,0.0
382,150.0
383,3.116795301437378
384,150.0
385,0.0
386,3.6865994930267334
387,0.0
388,1.0532069206237793
389,149.61419677734375
390,150.0
391,146.80514526367188
392,6.755921363830566
393,3.340130567550659
394,0.0
395,149.59898376464844
396,141.17234802246094
397,2.7916226387023926
398,0.4036441743373871
399,144.12930297851562
400,0.7217180728912354
401,150.0
402,150.0
403,1.6027227640151978
404,146.8207244873047
405,150.0
406,150.0
407,0.0
408,150.0
409,149.21339416503906
410,150.0
411,0.0
412,0.0
413,4.635622501373291
414,150.0
415,2.0846822261810303
416,139.5803680419922
417,148.48150634765625
418,150.0
419,148.9160919189453
420,150.0
421,5.493880271911621
422,147.7974395751953
423,0.0
424,148.9159698486328
425,2.9630379676818848
426,146.5254364013672
427,5.314464569091797
428,149.8657989501953
429,0.0
430,0.0
431,5.615574836730957
432,140.31417846679688
433,147.17393493652344
434,0.0
435,145.60494995117188
436,150.0
437,3.351196765899658
438,11.830022811889648
439,0.0
440,150.0
441,136.82814025878906
442,0.0
443,150.0
444,148.87464904785156
445,150.0
446,146.86129760742188
447,8.724379539489746
448,5.040225028991699
449,0.0
450,150.0
451,146.05029296875
452,4.207703113555908
453,0.0
454,0.0
455,150.0
456,150.0
457,0.0
458,150.0
459,0.0
460,0.0
461,150.0
462,0.0
463,0.0
464,1.3783512115478516
465,150.0
466,147.3284149169922
467,6.4010467529296875
468,0.0
469,0.0
470,0.0
471,150.0
472,150.0
473,148.1584014892578
474,0.0
475,150.0
476,6.410241603851318
477,150.0
478,146.11366271972656
479,7.951767921447754
480,145.2352294921875
481,0.0
482,0.7468317747116089
483,0.0
484,150.0
485,150.0
486,9.815386772155762
487,150.0
488,0.0
489,8.679855346679688
490,4.686851501464844
491,3.0067756175994873
492,143.42739868164062
493,3.546116352081299
494,4.212672710418701
495,149.4007110595703
496,150.0
497,150.0
498,150.0
499,0.0
500,0.0
501,13.012414932250977
502,2.8913681507110596
503,0.0
504,141.2994842529297
505,0.0
506,3.193427085876465
507,8.491036415100098
508,150.0
509,150.0
510,148.03640747070312
511,0.0
512,150.0
513,147.9646759033203
514,140.94180297851562
515,0.0
516,1.7454833984375
517,0.0
518,150.0
519,0.0
520,150.0
521,0.0
522,0.0
523,0.0
524,149.70196533203125
525,11.166419982910156
526,150.0
527,144.59225463867188
528,145.73416137695312
529,0.0
530,0.0
531,10.204007148742676
532,149.87391662597656
533,2.015137195587158
534,150.0
535,0.0
536,5.177676677703857
537,0.0
538,0.0
539,1.5995250940322876
540,150.0
541,0.0
542,5.482242107391357
543,149.26380920410156
544,0.9596190452575684
545,0.0
546,145.5524444580078
547,6.049253463745117
548,150.0
549,1.68708074092865
550,149.59715270996094
551,141.785888671875
552,9.267560958862305
553,4.140285491943359
554,142.05532836914062
555,145.6252899169922
556,150.0
557,149.8918914794922
558,150.0
559,150.0
560,0.0
561,0.0
562,149.2122802734375
563,0.0
564,9.269397735595703
565,0.9690810441970825
566,143.35496520996094
567,150.0
568,148.29808044433594
569,148.71632385253906
570,0.0
571,150.0
572,146.2706756591797
573,0.0
574,150.0
575,150.0
576,0.0
577,150.0
578,150.0
579,150.0
580,150.0
581,147.08419799804688
582,2.5120084285736084
583,0.0
584,143.49984741210938
585,0.5923258662223816
586,150.0
587,145.45083618164062
588,0.0
589,144.24488830566406
590,140.16065979003906
591,150.0
592,146.17599487304688
593,5.546605587005615
594,0.0
595,145.58241271972656
596,150.0
597,0.0
598,150.0
599,3.2027976512908936
600,150.0
601,0.0
602,1.7965328693389893
603,1.6119734048843384
604,0.0
605,150.0
606,150.0
607,149.02679443359375
608,6.704400539398193
609,5.118497848510742
610,0.0
611,145.92367553710938
612,141.2838134765625
613,2.8288414478302
614,0.0
615,142.81204223632812
616,6.863141059875488
617,150.0
618,150.0
619,0.0
620,146.63229370117188
621,150.0
622,150.0
623,0.0
624,150.0
625,150.0
626,150.0
627,0.0
628,0.0
629,6.508490085601807
630,150.0
631,1.671483039855957
632,140.8387451171875
633,149.23605346679688
634,149.04449462890625
635,148.77218627929688
636,150.0
637,1.8888161182403564
638,142.85926818847656
639,0.0
640,149.96665954589844
641,3.8097481727600098
642,143.86300659179688
643,9.178314208984375
644,150.0
645,0.0
646,3.367746114730835
647,3.457993268966675
648,143.61968994140625
649,149.191162109375
650,0.0
651,147.9628448486328
652,150.0
653,3.0166404247283936
654,8.603189468383789
655,0.0
656,146.91299438476562
657,144.823974609375
658,1.7891138792037964
659,150.0
660,149.08416748046875
661,150.0
662,148.47219848632812
663,3.5109684467315674
664,4.6688151359558105
665,0.0
666,148.14793395996094
667,150.0
668,7.197969913482666
669,0.0
670,0.0
671,148.36074829101562
672,150.0
673,0.0
674,150.0
675,0.9929571151733398
676,0.0
677,144.96080017089844
678,0.0
679,0.0
680,0.4467453956604004
681,150.0
682,146.05455017089844
683,7.190781593322754
684,0.0
685,0.0
686,0.0
687,148.43467712402344
688,150.0
689,150.0
690,2.171907901763916
691,150.0
692,11.829808235168457
693,150.0
694,146.70245361328125
695,5.912292957305908
696,145.48358154296875
697,0.0
698,0.0
699,0.7017027735710144
700,150.0
701,149.59576416015625
702,9.193197250366211
703,148.63641357421875
704,0.0
705,7.50356912612915
