,0
0,3.321709394454956
1,0.0
2,1.3688195943832397
3,0.0
4,0.0
5,0.0
6,2.0970094203948975
7,0.0
8,0.0
9,0.21557405591011047
10,0.0
11,0.0
12,1.4911459684371948
13,2.3824303150177
14,0.0
15,1.8231573104858398
16,3.899705171585083
17,0.0
18,2.2598910331726074
19,0.0
20,0.0
21,0.0
22,5.067755699157715
23,0.0
24,3.2912471294403076
25,0.7679356932640076
26,0.0
27,0.0
28,3.0811474323272705
29,2.1851296424865723
30,0.0
31,6.354787349700928
32,4.89662504196167
33,0.0
34,4.318840980529785
35,1.1502732038497925
36,0.0
37,5.865968704223633
38,2.1770904064178467
39,0.0
40,1.04965078830719
41,0.0
42,0.0
43,0.0
44,1.3047975301742554
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,2.1640498638153076
56,0.0
57,0.0
58,2.37900972366333
59,0.0
60,1.588240146636963
61,4.081165313720703
62,0.0
63,1.599517822265625
64,5.557715892791748
65,0.0
66,1.3985438346862793
67,3.9487247467041016
68,0.0
69,0.0
70,4.558866024017334
71,0.0
