,0
0,595.9757690429688
1,21.373994827270508
2,599.7582397460938
3,582.2413330078125
4,14.664993286132812
5,598.0046997070312
6,600.0
7,24.790525436401367
8,599.956787109375
9,600.0
10,17.207944869995117
11,594.7389526367188
12,600.0
13,36.65642166137695
14,576.0864868164062
15,600.0
16,31.863513946533203
17,583.97412109375
18,600.0
19,40.793880462646484
20,564.7926635742188
21,600.0
22,35.456947326660156
23,593.3449096679688
24,600.0
25,42.19111251831055
26,586.657470703125
27,600.0
28,49.603572845458984
29,585.1048583984375
30,600.0
31,38.404808044433594
32,592.8870239257812
33,600.0
34,26.139516830444336
35,600.0
36,600.0
37,35.18449401855469
38,600.0
39,600.0
40,9.875621795654297
41,600.0
42,600.0
43,16.66536521911621
44,600.0
45,600.0
46,15.898004531860352
47,578.0873413085938
48,600.0
49,7.502099514007568
50,600.0
51,600.0
52,23.505815505981445
53,600.0
54,600.0
55,23.75617218017578
56,600.0
57,600.0
58,26.260412216186523
59,600.0
60,600.0
61,10.231070518493652
62,600.0
63,600.0
64,0.0
65,600.0
66,600.0
67,0.0
68,600.0
69,600.0
70,0.0
71,588.3231811523438
