,id,reward,carbon_1,carbon_2,carbon_3,carbon_4,carbon_5,carbon_6,carbon_7,carbon_8,carbon_9,carbon_10,carbon_11,carbon_12,carbon_13,carbon_14,carbon_15,carbon_16,carbon_17,carbon_18,run_number
0,1.0,3.5283991495283424,0.0,55.46070861816406,97.55892944335938,194.55531311035156,116.4432144165039,131.03565979003906,87.40869140625,114.90416717529297,43.22401809692383,211.69468688964844,107.15199279785156,75.62844848632812,108.88540649414062,190.6650390625,154.8174285888672,186.83726501464844,143.34153747558594,115.3567886352539,1
1,2.0,3.9097520004331594,0.0,81.83666229248047,140.05538940429688,109.38755798339844,111.57221221923828,129.90054321289062,67.57478332519531,203.99530029296875,235.09857177734375,112.6221923828125,73.59800720214844,209.17173767089844,34.468238830566406,1.620904684066772,80.04304504394531,240.2921905517578,171.49867248535156,106.00907897949219,1
2,3.0,4.04118323021509,0.0,63.48750686645508,31.08002471923828,128.12887573242188,240.9709930419922,2.796900033950806,47.56395721435547,239.3609619140625,191.27066040039062,156.32015991210938,236.7423858642578,108.19461822509766,198.3801727294922,204.618408203125,107.15519714355469,44.997135162353516,140.3566131591797,191.22216796875,1
3,4.0,4.105934636282814,0.0,87.18536376953125,9.465003967285156,150.59622192382812,223.53346252441406,246.3513946533203,92.1558837890625,170.953369140625,160.83116149902344,158.8253631591797,140.21487426757812,224.25946044921875,174.46263122558594,110.10186004638672,178.63995361328125,216.3653106689453,212.95936584472656,217.56954956054688,1
4,5.0,4.125592608208864,0.0,133.79664611816406,85.65306091308594,167.2080841064453,223.8617401123047,66.75370025634766,178.67674255371094,126.81197357177734,124.7489013671875,95.5274887084961,203.8825225830078,223.5579071044922,238.56845092773438,242.48773193359375,114.48993682861328,12.894131660461426,47.45713424682617,188.23854064941406,1
5,6.0,4.18847726526909,0.0,245.59771728515625,178.43667602539062,230.5174102783203,227.63121032714844,77.7328872680664,28.518896102905273,71.60155487060547,222.22976684570312,109.69204711914062,247.5449676513672,103.4769515991211,24.78944206237793,107.07585144042969,95.3398208618164,62.116146087646484,69.6916732788086,21.426475524902344,1
6,7.0,4.204944137527272,0.0,180.14503479003906,6.581521987915039,153.4984893798828,131.50941467285156,123.35582733154297,133.31439208984375,78.8843765258789,247.33116149902344,91.27523803710938,109.4609146118164,78.60089111328125,124.66001892089844,21.62797737121582,179.2267608642578,164.18460083007812,206.3836669921875,56.14110565185547,1
7,8.0,4.245746653925586,0.0,136.2330322265625,104.5496597290039,71.32174682617188,175.16387939453125,58.811893463134766,7.39153528213501,132.5051727294922,208.78855895996094,67.8427734375,151.8972930908203,234.03570556640625,217.67092895507812,50.30469512939453,229.27496337890625,201.73123168945312,30.165868759155273,201.2765655517578,1
8,9.0,4.4748521637579435,0.0,87.18536376953125,9.465003967285156,150.59622192382812,223.53346252441406,246.3513946533203,92.1558837890625,170.953369140625,160.83116149902344,158.8253631591797,140.21487426757812,224.25946044921875,174.46263122558594,110.10186004638672,178.63995361328125,216.3653106689453,212.95936584472656,217.56954956054688,1
9,10.0,4.497471382427332,0.0,129.69969177246094,220.7373809814453,10.677538871765137,51.8141975402832,109.08100128173828,74.8714370727539,12.779362678527832,13.256660461425781,239.99794006347656,24.14788246154785,79.41454315185547,134.01239013671875,25.76122283935547,221.49449157714844,106.0688247680664,230.87335205078125,201.1526336669922,1
10,11.0,4.616537954663102,0.0,180.17698669433594,34.096580505371094,101.759765625,175.8604736328125,129.36485290527344,10.524504661560059,196.44467163085938,56.088600158691406,71.34290313720703,195.5561981201172,244.5106201171875,180.957763671875,242.96656799316406,41.23546600341797,151.06089782714844,78.46754455566406,99.42964935302734,1
11,12.0,4.624611068090406,0.0,18.471614837646484,69.00546264648438,113.07072448730469,119.11468505859375,221.684814453125,180.14857482910156,80.64582824707031,163.5212860107422,93.82300567626953,43.09436798095703,102.61193084716797,80.14083099365234,77.10615539550781,230.6970672607422,215.8166961669922,79.1044921875,137.98934936523438,1
12,13.0,4.689027901882318,0.0,74.80696105957031,131.80812072753906,71.8051528930664,198.70323181152344,11.463608741760254,226.0766143798828,73.0411605834961,44.642311096191406,90.07725524902344,233.9140625,132.2403106689453,189.93975830078125,106.51020812988281,155.19703674316406,153.64356994628906,141.62942504882812,215.8399200439453,1
13,14.0,4.850121401041176,0.0,77.8450698852539,225.48751831054688,154.30294799804688,61.056888580322266,93.53284454345703,239.16781616210938,173.3437042236328,223.093994140625,49.139705657958984,175.4383087158203,172.48255920410156,158.40191650390625,148.24453735351562,0.213867232203484,122.71205139160156,173.10748291015625,15.652508735656738,1
14,15.0,4.881374837409325,0.0,210.87098693847656,67.39521789550781,200.96380615234375,39.005348205566406,95.93978118896484,128.7473602294922,71.51634979248047,42.53917694091797,197.75498962402344,248.9880828857422,208.76979064941406,27.276813507080078,140.553466796875,197.50213623046875,233.13502502441406,129.79530334472656,97.98641967773438,1
15,16.0,4.956789455956933,0.0,66.78706359863281,4.011031150817871,34.47874069213867,22.68445587158203,200.92823791503906,85.83395385742188,82.1599349975586,183.92782592773438,60.04518127441406,166.16720581054688,104.39228057861328,148.0231170654297,77.69135284423828,249.59304809570312,175.022705078125,118.52281188964844,6.443376064300537,1
16,17.0,5.009527654300877,0.0,5.261368274688721,122.3546142578125,166.1389617919922,160.05299377441406,109.81588745117188,32.721187591552734,212.68399047851562,111.46021270751953,13.08047866821289,198.9325408935547,34.61533737182617,75.4064712524414,234.42141723632812,18.597551345825195,15.103161811828613,166.56727600097656,143.6407928466797,1
17,18.0,5.032646207814525,0.0,144.72610473632812,61.420902252197266,197.68472290039062,127.15287017822266,6.642238140106201,85.92210388183594,208.12576293945312,184.1303253173828,33.64627456665039,158.35604858398438,61.4704704284668,62.66997528076172,157.280517578125,235.05804443359375,53.291542053222656,234.87989807128906,204.7540740966797,1
18,19.0,5.087523423728591,0.0,220.84091186523438,121.58464050292969,49.52397918701172,166.71731567382812,197.88560485839844,206.7742156982422,176.85427856445312,160.44346618652344,57.29107666015625,247.32717895507812,230.62130737304688,161.2794647216797,122.54997253417969,143.72032165527344,95.79596710205078,218.70957946777344,90.24134063720703,1
19,20.0,5.101401696639539,0.0,217.1866455078125,3.146221876144409,145.98916625976562,8.330480575561523,35.00577926635742,117.40074920654297,7.541653633117676,91.65988159179688,111.50823974609375,203.2455291748047,191.8668670654297,167.87503051757812,120.56539916992188,70.25535583496094,135.76516723632812,49.57636642456055,53.6214714050293,1
20,21.0,5.122829778736507,0.0,12.675558090209961,241.73248291015625,96.42182922363281,143.4410858154297,7.697444915771484,118.62895202636719,244.10719299316406,74.57254791259766,103.51643371582031,55.96736145019531,205.90948486328125,241.36782836914062,181.70974731445312,249.59080505371094,46.816341400146484,144.79766845703125,165.40391540527344,1
21,22.0,5.1427917103592815,0.0,78.27860260009766,230.04144287109375,154.01419067382812,83.58087158203125,33.10418701171875,144.86947631835938,116.0277099609375,88.24571228027344,109.25537872314453,64.4182357788086,83.42354583740234,196.82254028320312,164.76577758789062,210.29360961914062,239.2352752685547,249.32435607910156,186.9565887451172,1
22,23.0,5.17645187585493,0.0,80.25383758544922,80.6953125,100.92584991455078,20.037662506103516,95.27659606933594,31.236679077148438,122.84414672851562,86.45632934570312,201.27577209472656,90.92272186279297,113.92066192626953,140.73545837402344,211.05642700195312,125.91312408447266,170.03921508789062,207.12864685058594,80.87854766845703,1
23,24.0,5.303285033412656,0.0,143.2560577392578,172.05274963378906,161.09579467773438,198.28128051757812,82.41378784179688,13.942791938781738,123.99639129638672,183.70863342285156,141.47254943847656,51.15727615356445,184.12564086914062,123.01480102539062,125.3100357055664,226.08409118652344,64.68012237548828,146.74874877929688,144.37017822265625,1
24,25.0,5.338287059910506,0.0,222.75401306152344,195.53204345703125,200.6840057373047,80.44287109375,3.321032285690308,93.14982604980469,95.8970947265625,220.28321838378906,45.57475662231445,201.3057861328125,98.56117248535156,224.0933380126953,182.7642822265625,143.961669921875,86.59461975097656,50.67376708984375,232.28436279296875,1
25,26.0,5.4753559757820245,0.0,61.2900276184082,226.6211395263672,19.50374412536621,67.0712661743164,29.4995059967041,58.87479019165039,9.028936386108398,242.183349609375,117.6213150024414,187.29501342773438,95.53443145751953,211.37803649902344,98.05332946777344,213.6149444580078,207.5696258544922,215.79920959472656,44.061927795410156,1
26,27.0,5.522708821573733,0.0,161.23178100585938,115.02566528320312,127.49478149414062,111.7668685913086,183.7836456298828,82.09321594238281,13.348849296569824,195.5418701171875,192.64523315429688,39.20602798461914,216.95506286621094,169.544921875,238.3749237060547,1.388123393058777,98.6976547241211,125.52950286865234,13.189900398254395,1
27,28.0,5.648913933876733,0.0,76.8208236694336,45.11643981933594,31.174135208129883,30.059860229492188,11.662711143493652,47.009986877441406,233.0790557861328,242.5038604736328,117.88899230957031,78.09122467041016,164.26617431640625,165.4495849609375,124.52442169189453,46.23320770263672,223.51068115234375,4.35538911819458,172.44862365722656,1
28,29.0,5.6511149749672045,0.0,86.72028350830078,245.00186157226562,232.78933715820312,74.42301940917969,60.298065185546875,45.66281509399414,158.72764587402344,69.81928253173828,155.66482543945312,87.93576049804688,87.41104125976562,107.76472473144531,245.56320190429688,33.82365417480469,118.59688568115234,6.552192211151123,174.2701416015625,1
29,30.0,5.652163531084451,0.0,240.31903076171875,80.97269439697266,225.466796875,126.07891845703125,168.40545654296875,60.71335220336914,3.013595581054688,101.49946594238281,115.40975189208984,243.9197540283203,42.81509780883789,54.87350845336914,180.25115966796875,242.8643035888672,8.8798189163208,47.207454681396484,241.06793212890625,1
30,31.0,5.673330705318446,0.0,220.85462951660156,49.78200912475586,236.09408569335938,83.51596069335938,45.39686965942383,14.365386009216309,73.92337799072266,61.02736282348633,57.759498596191406,119.4887924194336,205.35377502441406,41.94544219970703,100.75731658935547,86.0684585571289,102.60115051269531,45.05703353881836,89.25106811523438,1
