Wall time,Step,Value
1591015998.7279892,1000,545.06201171875
1591016418.6350777,2000,543.1072387695312
1591016842.060129,3000,545.4545288085938
1591017271.41798,4000,545.4545288085938
1591017697.818552,5000,545.4545288085938
1591018116.2522466,6000,545.4545288085938
1591018544.405542,7000,545.4545288085938
1591018972.2874985,8000,545.4545288085938
1591019390.1500518,9000,545.4545288085938
1591019825.2973607,10000,545.4545288085938
1591020258.2575052,11000,545.4545288085938
1591020677.1702347,12000,545.4545288085938
1591021108.9656718,13000,545.4545288085938
1591021538.8180969,14000,545.4545288085938
1591021956.9908628,15000,545.4545288085938
1591022384.927967,16000,545.4545288085938
1591022809.2894332,17000,545.4545288085938
1591023223.185064,18000,545.4545288085938
1591023647.3170168,19000,545.4545288085938
1591024072.2281544,20000,545.4545288085938
1591024489.4539466,21000,545.4545288085938
1591024920.159839,22000,545.4545288085938
1591025347.4459991,23000,545.4545288085938
1591025767.4978623,24000,545.4545288085938
1591026199.5419545,25000,545.4545288085938
1591026623.459338,26000,545.4545288085938
1591027034.7397654,27000,545.4545288085938
1591027449.3698137,28000,545.4545288085938
1591027867.2591841,29000,545.4545288085938
1591028280.1616073,30000,545.4545288085938
1591028703.9662805,31000,545.4545288085938
1591029123.9709775,32000,545.4545288085938
1591029527.1697888,33000,545.4545288085938
1591029948.731539,34000,545.4545288085938
1591030371.3544583,35000,545.4545288085938
1591030776.6627026,36000,545.4545288085938
1591031195.9652705,37000,545.4545288085938
1591031613.37108,38000,545.4545288085938
1591032021.5272787,39000,545.4545288085938
1591032443.3801925,40000,545.4545288085938
1591032859.5286064,41000,545.4545288085938
1591033271.418579,42000,545.4545288085938
1591033684.556842,43000,545.4545288085938
1591034106.4194517,44000,545.4545288085938
1591034514.8335876,45000,545.4545288085938
1591034932.542439,46000,545.4545288085938
1591035348.7881413,47000,545.4545288085938
1591035751.6913502,48000,545.4545288085938
1591036168.2867196,49000,545.4545288085938
1591036584.4127865,50000,545.4545288085938
1591036990.4771085,51000,545.4545288085938
1591037409.5761118,52000,545.4545288085938
1591037830.1531415,53000,545.4545288085938
1591038243.787693,54000,545.4545288085938
1591038661.8965328,55000,545.4545288085938
1591039081.0296373,56000,545.4545288085938
1591039500.8359168,57000,545.4545288085938
1591039921.3441677,58000,545.4545288085938
1591040337.8346894,59000,545.4545288085938
1591040746.3564427,60000,545.4545288085938
1591041168.7036517,61000,545.4545288085938
1591041587.6465225,62000,545.4545288085938
1591041996.4571311,63000,545.4545288085938
1591042406.607455,64000,545.4545288085938
1591042823.3569403,65000,545.4545288085938
1591043227.5824738,66000,545.4545288085938
1591043638.5402548,67000,545.4545288085938
1591044050.0181382,68000,545.4545288085938
1591044457.4786558,69000,545.4545288085938
1591044870.6268346,70000,545.4545288085938
1591045279.9996219,71000,545.4545288085938
1591045684.76043,72000,545.4545288085938
1591046107.1445029,73000,545.4545288085938
1591046525.2104254,74000,545.4545288085938
1591046938.9786987,75000,545.4545288085938
1591047355.8443494,76000,545.4545288085938
1591047781.0528533,77000,545.4545288085938
1591048184.7136059,78000,545.4545288085938
1591048597.284394,79000,545.4545288085938
1591049017.7748072,80000,545.4545288085938
1591049424.4715772,81000,545.4545288085938
1591049838.256568,82000,545.4545288085938
1591050253.1685948,83000,545.4545288085938
1591050661.945289,84000,545.4545288085938
1591051086.5976603,85000,545.4545288085938
1591051498.8389175,86000,545.4545288085938
1591051908.912313,87000,545.4545288085938
1591052321.8640978,88000,545.4545288085938
1591052736.661142,89000,545.4545288085938
1591053145.489247,90000,545.4545288085938
1591053560.877538,91000,545.4545288085938
1591053982.1816385,92000,545.4545288085938
1591054386.1126904,93000,545.4545288085938
1591054805.1138413,94000,545.4545288085938
1591055221.4133222,95000,545.4545288085938
1591055633.8305883,96000,545.4545288085938
1591056058.9692059,97000,545.4545288085938
1591056477.2719831,98000,545.4545288085938
1591056886.397909,99000,545.4545288085938
1591057298.7332625,100000,545.4545288085938
1591057718.3441782,101000,545.4545288085938
1591058131.5629623,102000,545.4545288085938
1591058550.0896664,103000,545.4545288085938
1591058964.9972448,104000,545.4545288085938
1591059374.6975806,105000,545.4545288085938
1591059793.5680878,106000,545.4545288085938
1591060208.7054913,107000,545.4545288085938
1591060621.1767023,108000,545.4545288085938
1591061049.9734972,109000,545.4545288085938
1591061464.3999758,110000,545.4545288085938
1591061869.8954687,111000,545.4545288085938
1591062285.9431193,112000,545.4545288085938
1591062701.1132524,113000,545.4545288085938
1591063109.9620416,114000,545.4545288085938
1591063526.5896525,115000,545.4545288085938
1591063950.686604,116000,545.4545288085938
1591064362.7783747,117000,545.4545288085938
1591064781.8217616,118000,545.4545288085938
1591065198.9039123,119000,545.4545288085938
1591065606.396031,120000,545.4545288085938
1591066022.7703524,121000,545.4545288085938
1591066433.5289166,122000,545.4545288085938
1591066846.5047503,123000,545.4545288085938
1591067266.3929536,124000,545.4545288085938
1591067687.6799135,125000,545.4545288085938
1591068099.1584187,126000,545.4545288085938
1591068513.7786095,127000,545.4545288085938
1591068929.3623433,128000,545.4545288085938
1591069333.7582223,129000,545.4545288085938
1591069748.7127562,130000,545.4545288085938
1591070159.8661635,131000,545.4545288085938
1591070566.3644736,132000,545.4545288085938
1591070987.1564877,133000,545.4545288085938
1591071404.4834328,134000,545.4545288085938
1591071819.1735437,135000,545.4545288085938
1591072230.5742514,136000,545.4545288085938
1591072644.9249115,137000,545.4545288085938
1591073047.9871123,138000,545.4545288085938
1591073458.1007192,139000,545.4545288085938
1591073878.4941967,140000,545.4545288085938
1591074289.3950617,141000,545.4545288085938
1591074711.1317716,142000,545.4545288085938
1591075130.9187129,143000,545.4545288085938
1591075538.2312646,144000,545.4545288085938
1591075958.473506,145000,545.4545288085938
1591076376.2172797,146000,545.4545288085938
1591076785.4299588,147000,545.4545288085938
1591077200.2225833,148000,545.4545288085938
1591077618.9135149,149000,545.4545288085938
1591078026.4800847,150000,545.4545288085938
1591078440.5680292,151000,545.4545288085938
1591078854.491473,152000,545.4545288085938
1591079269.5324638,153000,545.4545288085938
1591079686.6741104,154000,545.4545288085938
