,CCGT,Coal,Onshore,Offshore,PV,Nuclear,Recip_gas,Carbon_tax,total_genco_wealth:
0,31912.0,14475.0,8855.6,6983.8,3377.7999999999997,9361.0,930.0,30,-236567527732.74338
1,31912.0,14475.0,13438.800000000001,6983.8,3377.7999999999997,9361.0,930.0,30,-338811761134.7544
2,31912.0,14475.0,31133.399999999994,6983.8,3377.7999999999997,9361.0,790.0,30,-688920101706.0663
3,31912.0,14475.0,46638.899999999994,6983.8,3377.7999999999997,9361.0,790.0,30,-973540567190.5114
4,31912.0,14475.0,60752.79999999999,6983.8,3377.7999999999997,9361.0,680.0,30,-1493784975818.347
5,31912.0,14475.0,73986.29999999997,6983.8,3377.7999999999997,9361.0,680.0,30,-2064113359671.5686
6,31912.0,14475.0,86136.09999999999,6983.8,3377.7999999999997,9361.0,670.0,30,-2619803731812.809
7,31912.0,14475.0,86109.89999999998,6983.8,3377.7999999999997,9361.0,130.0,30,-3157178235611.487
8,31912.0,14475.0,86090.89999999998,6983.8,3377.7999999999997,9361.0,120.0,30,-3702617261984.908
9,31912.0,14475.0,86072.99999999999,6983.8,3377.7999999999997,9361.0,120.0,30,-4210364500463.2197
10,31912.0,14475.0,86046.69999999997,6983.8,3377.7999999999997,9361.0,120.0,30,-4732486928492.6
11,28922.0,14475.0,85982.19999999997,6983.8,3377.7999999999997,9361.0,120.0,30,-5250023169234.449
12,27806.0,14475.0,97569.99999999999,6983.8,3377.7999999999997,9361.0,120.0,30,-5770276221903.735
13,27071.0,14475.0,108296.2,6983.8,3377.7999999999997,9361.0,0.0,30,-6265125990358.61
14,25576.0,12514.0,118909.10000000002,6983.8,3377.7999999999997,9361.0,0.0,30,-6719837081092.242
15,22411.0,12514.0,129042.70000000004,6983.8,3377.7999999999997,9361.0,0.0,30,-7126469213175.76
16,22411.0,12514.0,139260.7,6983.8,3377.7999999999997,9361.0,0.0,30,-7545858629625.712
17,18817.0,12514.0,149435.00000000003,6983.8,3377.7999999999997,9361.0,0.0,30,-7980223386755.902
18,17553.0,12151.0,159323.40000000002,6983.8,3377.7999999999997,9361.0,0.0,30,-8428179846120.493
19,14620.0,11591.0,169221.00000000006,6983.8,3377.7999999999997,9361.0,0.0,30,-8874318675582.232
20,13820.0,11591.0,179145.6,6979.5,3377.7999999999997,9361.0,0.0,30,-9319006426955.209
21,13764.0,7651.0,188976.2,6979.5,3377.7999999999997,9361.0,0.0,30,-9780855876443.729
22,13764.0,7651.0,199123.39999999994,6919.5,3377.7999999999997,9361.0,0.0,30,-10244314335727.627
23,11644.0,7651.0,209140.3999999999,6859.5,3377.7999999999997,9361.0,0.0,30,-10709709474021.373
24,11644.0,5630.0,219399.29999999996,6769.5,3377.7999999999997,9361.0,0.0,30,-11177775513472.357
25,11644.0,3618.0,229605.3999999999,6679.5,3320.0000000000005,9361.0,0.0,30,-11648328858020.055
26,11644.0,3618.0,240329.2999999999,6589.5,3274.600000000001,9361.0,0.0,30,-12120938586232.057
27,9485.0,3618.0,251032.4999999999,6589.5,3005.5999999999995,9361.0,0.0,30,-12632138452688.725
28,7286.0,3618.0,261712.39999999994,6305.1,2151.100000000001,9361.0,0.0,30,-13181641697546.639
29,2242.0,3618.0,272645.29999999993,5652.3,1036.2,9361.0,0.0,30,-13770589394077.17
30,0.0,3618.0,283293.19999999995,5652.3,293.7,9361.0,0.0,30,-14386360938538.74
31,0.0,1610.0,289194.39999999997,3842.3,0.4,9361.0,0.0,30,-15017123902061.475
32,0.0,0.0,282762.79999999993,2889.3,0.4,9361.0,0.0,30,-15666412694159.785
33,0.0,0.0,278754.89999999997,2290.5,0.4,9361.0,0.0,30,-16203038199076.836
34,0.0,0.0,274800.8,2022.0,0.4,8145.0,0.0,30,-16746346524493.021
35,0.0,0.0,271960.0,2022.0,0.0,8145.0,0.0,30,-17293140697060.064
36,0.0,0.0,271360.0,731.0,0.0,8145.0,0.0,30,-17732901164773.65
37,0.0,0.0,271480.0,0.0,0.0,8145.0,0.0,30,-18123554615693.316
