,CCGT,Coal,Onshore,Offshore,PV,Nuclear,Recip_gas,Carbon_tax,total_genco_wealth:
0,1550.0,0,164.89999999999998,60.0,43.9,0,0,0,-3904292821.1303835
1,2750.0,0,164.89999999999998,60.0,43.9,0,0,0,-7160013214.569556
2,2750.0,0,163.39999999999998,60.0,43.9,0,0,0,-10322776768.80744
3,2750.0,0,163.39999999999998,60.0,43.9,0,0,0,-13162142318.964039
4,2750.0,0,163.39999999999998,60.0,43.9,0,0,0,-16112634319.31772
5,2750.0,0,163.39999999999998,60.0,43.9,0,0,0,-18950395037.007683
6,2750.0,0,163.39999999999998,60.0,43.9,0,0,0,-21751482964.332428
7,2750.0,0,163.39999999999998,60.0,43.9,0,0,0,-24571086078.86409
8,3950.0,0,163.39999999999998,60.0,43.9,0,0,0,-27518237557.499165
9,3950.0,0,163.39999999999998,60.0,43.9,0,0,0,-30137653896.7816
10,3950.0,0,163.39999999999998,60.0,43.9,0,0,0,-33089061804.744915
11,3950.0,0,163.39999999999998,60.0,43.9,0,0,0,-36065703597.76227
12,2400.0,0,163.39999999999998,60.0,43.9,0,0,0,-39098543405.00657
13,2400.0,0,163.39999999999998,60.0,43.9,0,0,0,-42090166325.27862
14,2400.0,0,163.39999999999998,60.0,43.9,0,0,0,-44994812796.23947
15,2400.0,0,163.39999999999998,60.0,43.9,0,0,0,-47915527833.97985
16,2400.0,0,163.39999999999998,60.0,43.9,0,0,0,-50794015294.390114
17,3600.0,0,163.39999999999998,0.0,43.9,0,0,0,-53782455616.50823
18,3600.0,0,163.39999999999998,0.0,43.9,0,0,0,-56594530113.864006
19,3600.0,0,43.599999999999994,0.0,43.9,0,0,0,-59436747800.47453
20,3600.0,0,43.599999999999994,0.0,43.9,0,0,0,-62465792226.90248
21,3600.0,0,43.599999999999994,0.0,43.9,0,0,0,-65299116854.3852
22,3600.0,0,43.599999999999994,0.0,26.7,0,0,0,-68375228985.37213
23,2400.0,0,43.599999999999994,0.0,26.7,0,0,0,-71397404118.31125
24,2400.0,0,43.599999999999994,0.0,0.0,0,0,0,-74307722937.62592
25,2400.0,0,43.599999999999994,0.0,0.0,0,0,0,-77360587712.98033
26,3600.0,0,25.2,0.0,0.0,0,0,0,-80309924496.71472
27,3600.0,0,0.0,0.0,0.0,0,0,0,-83241201662.34093
28,3600.0,0,0.0,0.0,0.0,0,0,0,-86271717128.35605
29,3600.0,0,0.0,0.0,0.0,0,0,0,-89284009143.38078
30,3600.0,0,0.0,0.0,0.0,0,0,0,-92325556993.16666
31,3600.0,0,0.0,0.0,0.0,0,0,0,-95230310063.53938
32,2400.0,0,0.0,0.0,0.0,0,0,0,-98143550648.93439
33,2400.0,0,0.0,0.0,0.0,0,0,0,-101203792916.2016
34,2400.0,0,0.0,0.0,0.0,0,0,0,-104471059961.71397
35,2400.0,0,0.0,0.0,0.0,0,0,0,-107651670380.2072
36,2400.0,0,0.0,0.0,0.0,0,0,0,-110710599698.62227
37,2400.0,0,0.0,0.0,0.0,0,0,0,-113708420256.89816
38,2400.0,0,0.0,0.0,0.0,0,0,0,-116961482513.88524
39,2400.0,0,0.0,0.0,0.0,0,0,0,-120146178061.09691
