,CCGT,Coal,Onshore,Offshore,PV,Nuclear,Recip_gas,Carbon_tax,total_genco_wealth:
0,31912.0,14475.0,8855.6,6983.8,3377.7999999999997,9361.0,930.0,20,-169969216478.40024
1,31912.0,14475.0,12018.800000000001,6983.8,3377.7999999999997,9361.0,930.0,20,-268893144144.56445
2,31912.0,14475.0,23593.40000000001,6983.8,3377.7999999999997,9361.0,790.0,20,-385631667801.95215
3,31912.0,14475.0,33858.89999999999,6983.8,3377.7999999999997,9361.0,790.0,20,-427638968595.45514
4,31912.0,14475.0,42552.79999999999,6983.8,3377.7999999999997,9361.0,680.0,20,-735192929328.9954
5,31912.0,14475.0,51106.29999999999,6983.8,3377.7999999999997,9361.0,680.0,20,-1162601266347.675
6,31912.0,14475.0,58856.099999999984,6983.8,3377.7999999999997,9361.0,670.0,20,-1671737621893.1147
7,31912.0,14475.0,58829.89999999998,6983.8,3377.7999999999997,9361.0,670.0,20,-2158520450310.964
8,29495.0,14475.0,58810.89999999998,6983.8,3377.7999999999997,9361.0,660.0,20,-2677447500080.4917
9,29075.0,12467.0,58792.999999999985,6983.8,3377.7999999999997,9361.0,660.0,20,-3204753945611.14
10,29075.0,12467.0,58766.69999999999,6983.8,3377.7999999999997,9361.0,660.0,20,-3721179798134.741
11,29075.0,12467.0,58702.19999999999,6983.8,3377.7999999999997,9361.0,660.0,20,-4244362610385.22
12,24533.0,12104.0,66430.0,6983.8,3377.7999999999997,9361.0,0.0,20,-4809685804806.887
13,23798.0,12104.0,73616.19999999998,6983.8,3377.7999999999997,9361.0,0.0,20,-5499480556591.278
14,22303.0,12104.0,80929.09999999999,6983.8,3377.7999999999997,9361.0,0.0,20,-6252761963154.591
15,20923.0,12104.0,88042.69999999997,6983.8,3377.7999999999997,9361.0,0.0,20,-6957009519452.382
16,20923.0,12104.0,95220.69999999995,6983.8,3377.7999999999997,9361.0,0.0,20,-7693178702067.295
17,16129.0,10124.0,102334.99999999999,6983.8,3377.7999999999997,9361.0,0.0,20,-8434908744863.299
18,14460.0,10124.0,109243.39999999998,6983.8,3377.7999999999997,9361.0,0.0,20,-9109202802625.69
19,13655.0,10124.0,116281.0,6983.8,3377.7999999999997,9361.0,0.0,20,-9707540186528.604
20,10705.0,9564.0,122045.59999999999,6979.5,3377.7999999999997,9361.0,0.0,20,-10306628083658.564
21,10705.0,5592.0,127636.20000000001,6979.5,3377.7999999999997,9361.0,0.0,20,-10880248015802.354
22,7753.0,3631.0,133363.40000000002,6919.5,3377.7999999999997,9361.0,0.0,20,-11443846870698.096
23,6873.0,3631.0,138960.40000000002,6859.5,3377.7999999999997,9361.0,0.0,20,-12013112068041.543
24,6873.0,2021.0,144419.3,6769.5,3377.7999999999997,9361.0,0.0,20,-12578675053291.559
25,4674.0,2021.0,149865.40000000002,6679.5,3320.0000000000005,9361.0,0.0,20,-13147366820656.354
26,1825.0,2021.0,155689.30000000002,6589.5,3274.600000000001,9361.0,0.0,20,-13711737588554.457
27,0.0,0.0,160252.5,6589.5,3005.5999999999995,9361.0,0.0,20,-14267758324558.117
28,0.0,0.0,164672.4,6305.1,2151.100000000001,8287.0,0.0,20,-14818659208431.057
29,0.0,0.0,169205.30000000002,5652.3,1036.2,7226.0,0.0,20,-15338514599749.203
30,0.0,0.0,173353.19999999998,5652.3,293.7,4852.0,0.0,20,-15858709627600.043
31,0.0,0.0,174094.4,3842.3,0.4,3645.0,0.0,20,-16374242421423.785
32,0.0,0.0,167082.8,2889.3,0.4,2466.0,0.0,20,-16850659113392.035
33,0.0,0.0,161304.69999999998,2290.5,0.4,1216.0,0.0,20,-17263553245136.508
34,0.0,0.0,156300.9,2022.0,0.4,0.0,0.0,20,-17672628890714.71
35,0.0,0.0,151640.0,2022.0,0.0,0.0,0.0,20,-18084683016511.027
36,0.0,0.0,148860.0,731.0,0.0,0.0,0.0,20,-18502666849705.875
37,0.0,0.0,146100.0,0.0,0.0,0.0,0.0,20,-18950125862953.902
