,CCGT,Coal,Onshore,Offshore,PV,Nuclear,Recip_gas
0,26922.0,12454.0,7508.200000000002,6199.900000000001,3371.8999999999996,9361.0,680.0
1,26922.0,12454.0,25017.999999999985,6199.900000000001,3403.8999999999996,9361.0,810.0
2,26922.0,12454.0,24991.799999999985,6199.900000000001,3403.8999999999996,9361.0,810.0
3,26922.0,12454.0,24972.799999999985,6199.900000000001,3403.8999999999996,9361.0,800.0
4,26922.0,12454.0,24958.49999999999,6199.900000000001,3403.8999999999996,9361.0,820.0
5,26922.0,12454.0,24932.19999999999,6199.900000000001,3403.8999999999996,9361.0,820.0
6,26922.0,12454.0,24867.69999999999,6199.900000000001,3403.8999999999996,9361.0,860.0
7,25296.0,12454.0,70575.49999999999,6199.900000000001,3419.8999999999996,9361.0,900.0
8,24046.0,12454.0,70525.09999999998,6199.900000000001,3419.8999999999996,9361.0,900.0
9,22371.0,12454.0,70485.9,6199.900000000001,3419.8999999999996,9361.0,900.0
10,21006.0,12454.0,70363.49999999997,6199.900000000001,3419.8999999999996,9361.0,900.0
11,21006.0,12454.0,70331.49999999997,6199.900000000001,3419.8999999999996,9361.0,780.0
12,17127.0,12454.0,70323.49999999997,6199.900000000001,3419.8999999999996,9361.0,780.0
13,16252.0,12454.0,70260.39999999998,6199.900000000001,3419.8999999999996,9361.0,780.0
14,13827.0,12454.0,70197.99999999999,6199.900000000001,3419.8999999999996,9361.0,780.0
15,12607.0,12454.0,70098.59999999999,6195.6,3419.8999999999996,9361.0,240.0
16,12031.0,12454.0,69776.40000000001,6195.6,3419.8999999999996,9361.0,240.0
17,11415.0,12454.0,69549.1,6135.6,3419.8999999999996,9361.0,240.0
18,10535.0,12454.0,69137.50000000001,6075.6,3419.8999999999996,9361.0,240.0
19,10127.0,12454.0,68670.40000000001,6075.6,3419.8999999999996,9361.0,100.0
20,8947.0,12454.0,68045.10000000002,5985.6,3362.1,9361.0,80.0
21,8947.0,12454.0,67814.00000000001,5895.6,3316.7000000000007,9361.0,80.0
22,8947.0,12454.0,67676.20000000001,5895.6,3047.699999999999,9361.0,40.0
23,8027.0,10446.0,67365.10000000002,5805.6,2193.2000000000003,9361.0,0.0
24,4500.0,7926.0,66998.00000000001,5452.8,1078.3,9361.0,0.0
25,4441.0,7926.0,66281.50000000003,5452.8,340.69999999999993,9361.0,0.0
26,910.0,7926.0,65229.00000000001,3792.8,48.0,9361.0,0.0
27,910.0,7926.0,65076.30000000001,2839.8,16.0,9361.0,0.0
28,910.0,7563.0,64917.30000000001,2241.0,16.0,9361.0,0.0
29,910.0,7563.0,64095.200000000004,2022.0,16.0,9361.0,0.0
30,0.0,7563.0,63260.0,2022.0,16.0,9361.0,0.0
31,0.0,5583.0,45740.0,731.0,16.0,9361.0,0.0
32,0.0,3973.0,0.0,0.0,16.0,9361.0,0.0
33,0.0,3973.0,0.0,0.0,0.0,9361.0,0.0
34,0.0,3973.0,0.0,0.0,0.0,9361.0,0.0
35,0.0,1961.0,0.0,0.0,0.0,9361.0,0.0
36,0.0,0.0,0.0,0.0,0.0,9361.0,0.0
37,0.0,0.0,0.0,0.0,0.0,9361.0,0.0
38,0.0,0.0,0.0,0.0,0.0,9361.0,0.0
39,0.0,0.0,0.0,0.0,0.0,9361.0,0.0
