,CCGT,Coal,Onshore,Offshore,PV,Nuclear,Recip_gas
0,31912.0,14475.0,8766.3,6983.8,3377.7999999999997,9361.0,680.0
1,71358.0,14475.0,10936.1,6983.8,3409.7999999999997,9361.0,730.0
2,71358.0,14475.0,10909.9,6983.8,3473.7999999999997,9361.0,730.0
3,71358.0,14475.0,10890.900000000001,6983.8,3537.7999999999997,9361.0,720.0
4,71358.0,14475.0,10873.000000000002,6983.8,3633.7999999999997,9361.0,780.0
5,71358.0,14475.0,10846.700000000003,6983.8,3777.7999999999997,9361.0,820.0
6,71358.0,14475.0,10782.2,6983.8,3889.7999999999997,9361.0,840.0
7,120133.0,14475.0,30670.000000000004,6983.8,3953.7999999999997,9361.0,860.0
8,117703.0,12502.0,30616.2,6983.8,3953.7999999999997,9361.0,540.0
9,116028.0,12502.0,30569.100000000002,6983.8,3953.7999999999997,9361.0,540.0
10,113283.0,12502.0,30442.699999999997,6983.8,3953.7999999999997,9361.0,540.0
11,113283.0,10522.0,30400.699999999997,6983.8,3953.7999999999997,9361.0,540.0
12,109404.0,8501.0,30374.999999999996,6983.8,3953.7999999999997,9361.0,540.0
13,107676.0,8501.0,30303.399999999998,6983.8,3953.7999999999997,9361.0,540.0
14,105251.0,8501.0,30240.999999999996,6983.8,3953.7999999999997,9361.0,540.0
15,104031.0,8501.0,30105.599999999995,6979.5,3953.7999999999997,9361.0,0.0
16,103455.0,8501.0,29736.199999999993,6979.5,3953.7999999999997,9361.0,0.0
17,102839.0,8501.0,29503.39999999999,6919.5,3953.7999999999997,9361.0,0.0
18,100719.0,8501.0,29060.399999999994,6859.5,3953.7999999999997,9361.0,0.0
19,100311.0,8501.0,28579.3,6769.5,3953.7999999999997,9361.0,0.0
20,100311.0,8501.0,27945.4,6679.5,3896.0,9361.0,0.0
21,100311.0,6540.0,27649.3,6589.5,3850.600000000001,9361.0,0.0
22,100311.0,4580.0,27472.5,6589.5,3581.599999999999,9361.0,0.0
23,99391.0,4580.0,27092.4,6305.1,2727.0999999999995,9361.0,0.0
24,94347.0,4580.0,26725.3,5652.3,1612.2000000000005,9361.0,0.0
25,94288.0,2568.0,25913.200000000004,5652.3,869.6999999999999,9361.0,0.0
26,90757.0,2568.0,24794.40000000001,3842.3,576.4,9361.0,0.0
27,90757.0,560.0,24542.800000000007,2889.3,544.4,9361.0,0.0
28,90757.0,0.0,24254.900000000005,2290.5,480.4,9361.0,0.0
29,90757.0,0.0,23100.800000000007,2022.0,416.4,9361.0,0.0
30,89847.0,0.0,22100.0,2022.0,320.0,9361.0,0.0
31,89847.0,0.0,19920.0,731.0,176.0,9361.0,0.0
32,50401.0,0.0,0.0,0.0,64.0,9361.0,0.0
