,CCGT,Coal,Onshore,Offshore,PV,Nuclear,Recip_gas
0,31912.0,14475.0,8766.3,6983.8,3377.7999999999997,9361.0,680.0
1,31912.0,14475.0,26416.099999999988,6983.8,3585.8000000000006,9361.0,670.0
2,31912.0,14475.0,26389.899999999987,6983.8,3745.8,9361.0,670.0
3,31912.0,14475.0,26370.899999999987,6983.8,3921.8,9361.0,660.0
4,31912.0,14475.0,26352.999999999993,6983.8,4033.7999999999997,9361.0,660.0
5,31912.0,14475.0,26326.699999999993,6983.8,4257.799999999999,9361.0,660.0
6,31912.0,14475.0,26262.199999999993,6983.8,4513.799999999998,9361.0,660.0
7,37641.0,14475.0,68769.99999999996,6983.8,4625.799999999998,9361.0,660.0
8,36391.0,14475.0,68716.19999999997,6983.8,4625.799999999998,9361.0,120.0
9,34716.0,14475.0,68669.09999999998,6983.8,4625.799999999998,9361.0,120.0
10,31971.0,14475.0,68542.69999999998,6983.8,4625.799999999998,9361.0,120.0
11,31971.0,14475.0,68500.69999999998,6983.8,4625.799999999998,9361.0,120.0
12,28092.0,14475.0,68474.99999999999,6983.8,4625.799999999998,9361.0,120.0
13,26364.0,14475.0,68403.4,6983.8,4625.799999999998,9361.0,0.0
14,23939.0,14475.0,68340.99999999999,6983.8,4625.799999999998,9361.0,0.0
15,22719.0,14475.0,68205.59999999999,6979.5,4625.799999999998,9361.0,0.0
16,22143.0,14475.0,67836.20000000003,6979.5,4625.799999999998,9361.0,0.0
17,21527.0,14475.0,67603.40000000002,6919.5,4625.799999999998,9361.0,0.0
18,19407.0,14475.0,67160.40000000002,6859.5,4625.799999999998,9361.0,0.0
19,18999.0,14475.0,66679.30000000002,6769.5,4625.799999999998,9361.0,0.0
20,18999.0,14475.0,66045.40000000002,6679.5,4567.999999999999,9361.0,0.0
21,18999.0,10844.0,65749.30000000002,6589.5,4522.5999999999985,9361.0,0.0
22,18999.0,8836.0,65572.50000000003,6589.5,4253.599999999998,9361.0,0.0
23,18079.0,8473.0,65192.40000000002,6305.1,3399.0999999999995,9361.0,0.0
24,13035.0,8473.0,64825.300000000025,5652.3,2284.200000000001,9361.0,0.0
25,12976.0,8473.0,64013.200000000026,5652.3,1541.7,9361.0,0.0
26,9445.0,8473.0,62894.40000000001,3842.3,1248.4,9361.0,0.0
27,9445.0,8473.0,62642.80000000002,2889.3,1040.4,9361.0,0.0
28,9445.0,4481.0,62354.900000000016,2290.5,880.4,9361.0,0.0
29,9445.0,4481.0,61200.80000000001,2022.0,704.4,9361.0,0.0
30,7355.0,2521.0,60200.0,2022.0,592.0,9361.0,0.0
31,7355.0,2521.0,42540.0,731.0,368.0,9361.0,0.0
32,7355.0,560.0,0.0,0.0,112.0,9361.0,0.0
33,0.0,560.0,0.0,0.0,0.0,9361.0,0.0
34,0.0,560.0,0.0,0.0,0.0,9361.0,0.0
35,0.0,560.0,0.0,0.0,0.0,9361.0,0.0
36,0.0,560.0,0.0,0.0,0.0,9361.0,0.0
37,0.0,0.0,0.0,0.0,0.0,9361.0,0.0
38,0.0,0.0,0.0,0.0,0.0,9361.0,0.0
39,0.0,0.0,0.0,0.0,0.0,9361.0,0.0
