N2EX Day Ahead Auction Prices in GBP/MWh,,,,,,,,,
UK time,CET/CEST time,28/09/2018,27/09/2018,26/09/2018,25/09/2018,24/09/2018,23/09/2018,22/09/2018,21/09/2018
23 - 00,00 - 01,"62,99","74,35","69,94","75,03","59,91","80,07","58,00","78,40"
00 - 01,01 - 02,"60,99","66,92","53,47","65,00","51,16","71,00","50,89","60,00"
01 - 02,02 - 03,"58,95","61,20","50,19","64,00","64,54","69,10","49,59","54,93"
02 - 03,03 - 04,"58,97","56,99","44,09","63,59","64,32","70,00","43,30","38,60"
03 - 04,04 - 05,"58,90","56,10","40,10","62,90","65,00","69,70","36,68","29,97"
04 - 05,05 - 06,"57,70","56,55","45,67","62,00","74,94","64,99","37,99","31,86"
05 - 06,06 - 07,"61,99","61,19","55,38","63,80","74,60","65,04","41,98","51,95"
06 - 07,07 - 08,"71,23","68,58","70,00","71,14","78,03","68,71","52,80","70,00"
07 - 08,08 - 09,"75,41","83,10","84,00","109,00","74,30","64,01","60,00","84,93"
08 - 09,09 - 10,"87,81","96,11","90,00","100,11","83,10","68,00","68,90","90,70"
09 - 10,10 - 11,"84,80","73,00","76,60","82,00","75,10","88,10","80,30","83,16"
10 - 11,11 - 12,"67,00","64,80","66,40","69,20","68,41","90,11","68,60","70,00"
11 - 12,12 - 13,"61,80","60,04","62,14","62,08","65,21","78,79","66,90","63,43"
12 - 13,13 - 14,"60,00","60,00","59,59","61,00","65,08","69,84","69,99","60,89"
13 - 14,14 - 15,"58,08","59,56","60,00","58,00","64,15","60,20","69,20","58,20"
14 - 15,15 - 16,"58,00","60,00","60,04","57,00","63,58","50,00","75,08","56,98"
15 - 16,16 - 17,"58,59","63,00","60,40","59,46","63,14","53,60","62,29","58,03"
16 - 17,17 - 18,"67,20","68,70","65,70","65,60","71,70","57,54","69,76","62,20"
17 - 18,18 - 19,"68,00","77,40","69,18","72,80","83,70","70,00","90,00","68,00"
18 - 19,19 - 20,"86,50","89,86","83,92","82,31","98,01","85,37","99,92","79,70"
19 - 20,20 - 21,"96,98","100,00","105,90","94,93","110,00","95,00","100,06","89,93"
20 - 21,21 - 22,"76,30","80,00","85,23","79,00","93,83","90,00","90,00","84,93"
21 - 22,22 - 23,"69,00","65,96","67,93","63,92","70,00","73,40","69,00","70,00"
22 - 23,23 - 00,"65,10","64,94","62,98","54,15","66,70","67,91","64,01","62,42"
,,,,,,,,,
Min,,"57,70","56,10","40,10","54,15","51,16","50,00","36,68","29,97"
Max,,"96,98","100,00","105,90","109,00","110,00","95,00","100,06","90,70"
Average,,"68,01","69,51","66,20","70,75","72,85","71,69","65,64","64,97"
UK time,CET/CEST time,28/09/2018,27/09/2018,26/09/2018,25/09/2018,24/09/2018,23/09/2018,22/09/2018,21/09/2018
