N2EX Day Ahead Auction Prices in GBP/MWh,,,,,,,,,
UK time,CET/CEST time,19/04/2018,18/04/2018,17/04/2018,16/04/2018,15/04/2018,14/04/2018,13/04/2018,12/04/2018
23 - 00,00 - 01,"39,00","47,97","51,62","46,43","44,98","67,60","50,00","51,87"
00 - 01,01 - 02,"30,00","44,43","42,00","39,98","46,99","47,00","43,93","46,00"
01 - 02,02 - 03,"37,05","44,60","40,00","41,80","46,99","49,36","47,06","44,97"
02 - 03,03 - 04,"42,09","44,96","38,51","41,92","45,00","48,00","47,06","46,94"
03 - 04,04 - 05,"45,49","44,91","32,02","41,30","43,35","45,97","47,05","43,80"
04 - 05,05 - 06,"49,12","44,48","31,20","41,05","42,72","43,64","47,05","42,90"
05 - 06,06 - 07,"52,20","51,80","42,26","42,10","41,00","43,19","52,10","48,46"
06 - 07,07 - 08,"64,93","47,68","48,59","65,01","42,64","44,00","52,56","50,07"
07 - 08,08 - 09,"47,93","65,92","49,93","57,94","42,00","43,81","57,16","55,30"
08 - 09,09 - 10,"67,08","72,98","59,20","67,44","43,50","66,40","70,20","56,08"
09 - 10,10 - 11,"66,43","65,65","52,09","66,40","52,20","70,00","75,14","59,96"
10 - 11,11 - 12,"45,00","46,30","44,00","55,00","60,50","62,70","72,00","59,94"
11 - 12,12 - 13,"44,01","44,01","43,00","53,00","57,10","55,50","70,00","58,00"
12 - 13,13 - 14,"42,07","40,93","42,98","47,60","55,00","45,00","74,00","55,95"
13 - 14,14 - 15,"41,48","39,93","42,00","42,75","46,00","43,01","62,00","47,96"
14 - 15,15 - 16,"41,05","38,04","41,98","42,30","43,42","42,80","56,00","46,90"
15 - 16,16 - 17,"41,04","39,91","42,00","42,00","42,60","43,10","49,60","55,50"
16 - 17,17 - 18,"52,80","44,00","44,73","46,00","44,80","43,69","55,60","56,70"
17 - 18,18 - 19,"57,30","50,19","55,50","67,45","59,97","56,50","67,91","62,91"
18 - 19,19 - 20,"62,00","59,00","65,01","73,00","66,02","69,97","65,40","62,93"
19 - 20,20 - 21,"66,00","64,00","62,03","67,44","67,49","68,00","60,19","56,60"
20 - 21,21 - 22,"73,00","69,70","72,80","55,00","68,00","68,97","66,00","68,00"
21 - 22,22 - 23,"60,00","46,09","57,44","51,00","57,10","57,60","55,10","62,93"
22 - 23,23 - 00,"46,09","37,37","40,98","40,00","42,29","43,80","48,00","45,07"
,,,,,,,,,
Min,,"30,00","37,37","31,20","39,98","41,00","42,80","43,93","42,90"
Max,,"73,00","72,98","72,80","73,00","68,00","70,00","75,14","68,00"
Average,,"50,55","49,79","47,58","51,41","50,07","52,90","57,96","53,57"
UK time,CET/CEST time,19/04/2018,18/04/2018,17/04/2018,16/04/2018,15/04/2018,14/04/2018,13/04/2018,12/04/2018
