N2EX Day Ahead Auction Prices in GBP/MWh,,,,,,,,,
UK time,CET/CEST time,06/06/2018,05/06/2018,04/06/2018,03/06/2018,02/06/2018,01/06/2018,31/05/2018,30/05/2018
23 - 00,00 - 01,"60,01","57,07","60,05","64,00","64,00","60,00","56,07","56,03"
00 - 01,01 - 02,"49,66","48,28","47,57","51,99","50,70","53,80","52,96","47,86"
01 - 02,02 - 03,"49,01","46,58","47,14","51,99","53,70","48,70","50,00","46,10"
02 - 03,03 - 04,"47,96","44,00","45,46","52,70","47,20","48,10","48,12","45,53"
03 - 04,04 - 05,"44,97","43,00","45,06","47,09","46,00","47,56","48,00","45,30"
04 - 05,05 - 06,"44,00","42,10","42,67","42,00","44,00","47,00","48,00","45,30"
05 - 06,06 - 07,"47,99","46,14","47,95","41,00","44,07","48,89","48,20","47,35"
06 - 07,07 - 08,"54,80","57,00","55,30","43,90","45,69","57,54","57,04","58,80"
07 - 08,08 - 09,"58,55","56,29","55,01","42,00","47,03","54,90","52,00","49,93"
08 - 09,09 - 10,"75,00","64,00","61,16","44,80","52,00","70,00","69,40","67,50"
09 - 10,10 - 11,"72,00","73,31","69,00","53,96","74,00","78,00","73,38","63,60"
10 - 11,11 - 12,"64,05","70,97","74,00","55,40","70,00","74,00","70,00","62,10"
11 - 12,12 - 13,"55,21","62,62","72,04","56,60","64,10","66,34","62,00","64,70"
12 - 13,13 - 14,"56,00","60,00","68,00","61,00","53,36","63,00","64,00","67,41"
13 - 14,14 - 15,"51,20","50,33","57,14","48,00","47,40","56,00","50,95","59,90"
14 - 15,15 - 16,"48,97","48,14","48,09","47,03","46,50","50,76","49,96","59,40"
15 - 16,16 - 17,"52,71","47,84","47,76","47,59","46,50","50,22","55,00","60,00"
16 - 17,17 - 18,"61,94","49,60","67,46","54,40","48,08","59,20","67,95","73,54"
17 - 18,18 - 19,"70,01","60,00","71,96","54,00","56,50","65,00","72,19","72,01"
18 - 19,19 - 20,"75,00","61,23","71,94","67,00","70,01","62,00","70,00","72,00"
19 - 20,20 - 21,"75,00","61,10","62,00","74,80","76,00","70,00","67,78","65,90"
20 - 21,21 - 22,"69,95","53,10","50,00","71,70","72,43","58,00","55,99","58,22"
21 - 22,22 - 23,"55,80","60,00","59,42","71,70","72,00","60,20","52,00","62,00"
22 - 23,23 - 00,"48,70","48,29","47,48","62,97","55,00","54,22","48,10","50,45"
,,,,,,,,,
Min,,"44,00","42,10","42,67","41,00","44,00","47,00","48,00","45,30"
Max,,"75,00","73,31","74,00","74,80","76,00","78,00","73,38","73,54"
Average,,"57,85","54,62","57,24","54,48","56,09","58,48","57,88","58,37"
UK time,CET/CEST time,06/06/2018,05/06/2018,04/06/2018,03/06/2018,02/06/2018,01/06/2018,31/05/2018,30/05/2018
