,index,date,cluster,hour,data_type,capacity_factor
149,149,2013-05-27,33.0,5,load,20364.5
150,150,2013-05-27,33.0,6,load,20921.0
151,151,2013-05-27,33.0,7,load,23167.5
152,152,2013-05-27,33.0,8,load,25765.5
153,153,2013-05-27,33.0,9,load,28083.5
154,154,2013-05-27,33.0,10,load,29761.5
155,155,2013-05-27,33.0,11,load,30307.5
156,156,2013-05-27,33.0,12,load,30479.5
157,157,2013-05-27,33.0,13,load,30291.0
158,158,2013-05-27,33.0,14,load,29724.0
159,159,2013-05-27,33.0,15,load,29422.5
160,160,2013-05-27,33.0,16,load,30001.5
161,161,2013-05-27,33.0,17,load,31755.0
162,162,2013-05-27,33.0,18,load,32650.5
163,163,2013-05-27,33.0,19,load,32294.5
164,164,2013-05-27,33.0,20,load,31612.0
165,165,2013-05-27,33.0,21,load,31104.0
166,166,2013-05-27,33.0,22,load,31098.0
167,167,2013-05-27,33.0,23,load,28095.5
168,168,2014-02-08,28.0,0,load,29842.0
169,169,2014-02-08,28.0,1,load,30136.0
170,170,2014-02-08,28.0,2,load,28521.0
171,171,2014-02-08,28.0,3,load,27493.5
172,172,2014-02-08,28.0,4,load,26038.5
173,173,2014-02-08,28.0,5,load,25528.0
174,174,2014-02-08,28.0,6,load,26637.5
175,175,2014-02-08,28.0,7,load,29195.5
176,176,2014-02-08,28.0,8,load,31853.5
177,177,2014-02-08,28.0,9,load,34980.5
178,178,2014-02-08,28.0,10,load,36766.0
179,179,2014-02-08,28.0,11,load,37433.5
180,180,2014-02-08,28.0,12,load,37630.0
181,181,2014-02-08,28.0,13,load,37390.0
182,182,2014-02-08,28.0,14,load,37001.0
183,183,2014-02-08,28.0,15,load,36989.5
184,184,2014-02-08,28.0,16,load,37765.5
185,185,2014-02-08,28.0,17,load,41203.0
186,186,2014-02-08,28.0,18,load,43615.0
187,187,2014-02-08,28.0,19,load,42054.5
188,188,2014-02-08,28.0,20,load,39313.5
189,189,2014-02-08,28.0,21,load,36694.5
190,190,2014-02-08,28.0,22,load,33759.5
191,191,2014-02-08,28.0,23,load,31337.0
192,0,2007-01-30,39.0,0,offshore,0.1454
193,1,2007-01-30,39.0,1,offshore,0.1534
194,2,2007-01-30,39.0,2,offshore,0.1569
195,3,2007-01-30,39.0,3,offshore,0.1555
196,4,2007-01-30,39.0,4,offshore,0.151
197,5,2007-01-30,39.0,5,offshore,0.1498
198,6,2007-01-30,39.0,6,offshore,0.1498
199,7,2007-01-30,39.0,7,offshore,0.1486
200,8,2007-01-30,39.0,8,offshore,0.155
201,9,2007-01-30,39.0,9,offshore,0.1773
202,10,2007-01-30,39.0,10,offshore,0.2072
203,11,2007-01-30,39.0,11,offshore,0.2346
204,12,2007-01-30,39.0,12,offshore,0.252
205,13,2007-01-30,39.0,13,offshore,0.2649
206,14,2007-01-30,39.0,14,offshore,0.2646
207,15,2007-01-30,39.0,15,offshore,0.2607
208,16,2007-01-30,39.0,16,offshore,0.2791
209,17,2007-01-30,39.0,17,offshore,0.3042
210,18,2007-01-30,39.0,18,offshore,0.3299
211,19,2007-01-30,39.0,19,offshore,0.3616
212,20,2007-01-30,39.0,20,offshore,0.3912
213,21,2007-01-30,39.0,21,offshore,0.4151
214,22,2007-01-30,39.0,22,offshore,0.4317
215,23,2007-01-30,39.0,23,offshore,0.4579
216,24,2009-09-19,61.0,0,offshore,0.1668
217,25,2009-09-19,61.0,1,offshore,0.1493
218,26,2009-09-19,61.0,2,offshore,0.1344
219,27,2009-09-19,61.0,3,offshore,0.1194
220,28,2009-09-19,61.0,4,offshore,0.1063
221,29,2009-09-19,61.0,5,offshore,0.0941
222,30,2009-09-19,61.0,6,offshore,0.0828
223,31,2009-09-19,61.0,7,offshore,0.0659
224,32,2009-09-19,61.0,8,offshore,0.0579
225,33,2009-09-19,61.0,9,offshore,0.0619
226,34,2009-09-19,61.0,10,offshore,0.0708
227,35,2009-09-19,61.0,11,offshore,0.069
228,36,2009-09-19,61.0,12,offshore,0.0683
229,37,2009-09-19,61.0,13,offshore,0.0703
230,38,2009-09-19,61.0,14,offshore,0.0686
231,39,2009-09-19,61.0,15,offshore,0.0681
232,40,2009-09-19,61.0,16,offshore,0.0697
233,41,2009-09-19,61.0,17,offshore,0.0715
234,42,2009-09-19,61.0,18,offshore,0.0788
235,43,2009-09-19,61.0,19,offshore,0.0903
236,44,2009-09-19,61.0,20,offshore,0.1064
237,45,2009-09-19,61.0,21,offshore,0.1213
238,46,2009-09-19,61.0,22,offshore,0.1333
239,47,2009-09-19,61.0,23,offshore,0.1393
240,48,2011-01-08,17.0,0,offshore,0.6179
241,49,2011-01-08,17.0,1,offshore,0.5512
242,50,2011-01-08,17.0,2,offshore,0.4889
243,51,2011-01-08,17.0,3,offshore,0.4729
244,52,2011-01-08,17.0,4,offshore,0.54
245,53,2011-01-08,17.0,5,offshore,0.6997
246,54,2011-01-08,17.0,6,offshore,0.7735
247,55,2011-01-08,17.0,7,offshore,0.7779
248,56,2011-01-08,17.0,8,offshore,0.7442
249,57,2011-01-08,17.0,9,offshore,0.716
250,58,2011-01-08,17.0,10,offshore,0.737
251,59,2011-01-08,17.0,11,offshore,0.7492
252,60,2011-01-08,17.0,12,offshore,0.7448
253,61,2011-01-08,17.0,13,offshore,0.71
254,62,2011-01-08,17.0,14,offshore,0.6749
255,63,2011-01-08,17.0,15,offshore,0.6438
256,64,2011-01-08,17.0,16,offshore,0.6171
257,65,2011-01-08,17.0,17,offshore,0.5993
258,66,2011-01-08,17.0,18,offshore,0.5838
259,67,2011-01-08,17.0,19,offshore,0.5807
260,68,2011-01-08,17.0,20,offshore,0.5926
261,69,2011-01-08,17.0,21,offshore,0.6215
262,70,2011-01-08,17.0,22,offshore,0.6412
263,71,2011-01-08,17.0,23,offshore,0.659
264,72,2012-05-09,69.0,0,offshore,0.1237
265,73,2012-05-09,69.0,1,offshore,0.1347
266,74,2012-05-09,69.0,2,offshore,0.1255
267,75,2012-05-09,69.0,3,offshore,0.1015
268,76,2012-05-09,69.0,4,offshore,0.0783
269,77,2012-05-09,69.0,5,offshore,0.0614
270,78,2012-05-09,69.0,6,offshore,0.0513
271,79,2012-05-09,69.0,7,offshore,0.0502
272,80,2012-05-09,69.0,8,offshore,0.057
273,81,2012-05-09,69.0,9,offshore,0.068
274,82,2012-05-09,69.0,10,offshore,0.0827
275,83,2012-05-09,69.0,11,offshore,0.1198
276,84,2012-05-09,69.0,12,offshore,0.159
277,85,2012-05-09,69.0,13,offshore,0.1991
278,86,2012-05-09,69.0,14,offshore,0.247
279,87,2012-05-09,69.0,15,offshore,0.2916
280,88,2012-05-09,69.0,16,offshore,0.3358
281,89,2012-05-09,69.0,17,offshore,0.3738
282,90,2012-05-09,69.0,18,offshore,0.4091
283,91,2012-05-09,69.0,19,offshore,0.4492
284,92,2012-05-09,69.0,20,offshore,0.4735
285,93,2012-05-09,69.0,21,offshore,0.4901
286,94,2012-05-09,69.0,22,offshore,0.5225
287,95,2012-05-09,69.0,23,offshore,0.5716
288,96,2012-07-12,64.0,0,offshore,0.2661
289,97,2012-07-12,64.0,1,offshore,0.2866
290,98,2012-07-12,64.0,2,offshore,0.3083
291,99,2012-07-12,64.0,3,offshore,0.3077
292,100,2012-07-12,64.0,4,offshore,0.2839
293,101,2012-07-12,64.0,5,offshore,0.2425
294,102,2012-07-12,64.0,6,offshore,0.2089
295,103,2012-07-12,64.0,7,offshore,0.1843
296,104,2012-07-12,64.0,8,offshore,0.1659
297,105,2012-07-12,64.0,9,offshore,0.1611
298,106,2012-07-12,64.0,10,offshore,0.14300000000000002
299,107,2012-07-12,64.0,11,offshore,0.1093
300,108,2012-07-12,64.0,12,offshore,0.0949
301,109,2012-07-12,64.0,13,offshore,0.0991
302,110,2012-07-12,64.0,14,offshore,0.1179
303,111,2012-07-12,64.0,15,offshore,0.1494
304,112,2012-07-12,64.0,16,offshore,0.1762
305,113,2012-07-12,64.0,17,offshore,0.1965
306,114,2012-07-12,64.0,18,offshore,0.21100000000000002
307,115,2012-07-12,64.0,19,offshore,0.22699999999999998
308,116,2012-07-12,64.0,20,offshore,0.2512
309,117,2012-07-12,64.0,21,offshore,0.2713
310,118,2012-07-12,64.0,22,offshore,0.2869
311,119,2012-07-12,64.0,23,offshore,0.3012
312,120,2013-03-06,54.0,0,offshore,0.1984
313,121,2013-03-06,54.0,1,offshore,0.192
314,122,2013-03-06,54.0,2,offshore,0.1901
315,123,2013-03-06,54.0,3,offshore,0.2004
316,124,2013-03-06,54.0,4,offshore,0.2199
317,125,2013-03-06,54.0,5,offshore,0.2323
318,126,2013-03-06,54.0,6,offshore,0.2394
319,127,2013-03-06,54.0,7,offshore,0.2476
320,128,2013-03-06,54.0,8,offshore,0.2533
321,129,2013-03-06,54.0,9,offshore,0.2578
322,130,2013-03-06,54.0,10,offshore,0.2454
323,131,2013-03-06,54.0,11,offshore,0.2336
324,132,2013-03-06,54.0,12,offshore,0.2269
325,133,2013-03-06,54.0,13,offshore,0.2264
326,134,2013-03-06,54.0,14,offshore,0.2281
327,135,2013-03-06,54.0,15,offshore,0.2336
328,136,2013-03-06,54.0,16,offshore,0.2558
329,137,2013-03-06,54.0,17,offshore,0.2924
330,138,2013-03-06,54.0,18,offshore,0.3261
331,139,2013-03-06,54.0,19,offshore,0.3451
332,140,2013-03-06,54.0,20,offshore,0.3445
333,141,2013-03-06,54.0,21,offshore,0.327
334,142,2013-03-06,54.0,22,offshore,0.3045
335,143,2013-03-06,54.0,23,offshore,0.2785
336,144,2013-05-27,33.0,0,offshore,0.3223
337,145,2013-05-27,33.0,1,offshore,0.3522
338,146,2013-05-27,33.0,2,offshore,0.36700000000000005
339,147,2013-05-27,33.0,3,offshore,0.3828
340,148,2013-05-27,33.0,4,offshore,0.3947
341,149,2013-05-27,33.0,5,offshore,0.3807
342,150,2013-05-27,33.0,6,offshore,0.3891
343,151,2013-05-27,33.0,7,offshore,0.4185
344,152,2013-05-27,33.0,8,offshore,0.4551
345,153,2013-05-27,33.0,9,offshore,0.4943
346,154,2013-05-27,33.0,10,offshore,0.5332
347,155,2013-05-27,33.0,11,offshore,0.5677
348,156,2013-05-27,33.0,12,offshore,0.5945
349,157,2013-05-27,33.0,13,offshore,0.6106
350,158,2013-05-27,33.0,14,offshore,0.6114
351,159,2013-05-27,33.0,15,offshore,0.588
352,160,2013-05-27,33.0,16,offshore,0.536
353,161,2013-05-27,33.0,17,offshore,0.4637
354,162,2013-05-27,33.0,18,offshore,0.4013
355,163,2013-05-27,33.0,19,offshore,0.3827
356,164,2013-05-27,33.0,20,offshore,0.3808
357,165,2013-05-27,33.0,21,offshore,0.3889
358,166,2013-05-27,33.0,22,offshore,0.3976
359,167,2013-05-27,33.0,23,offshore,0.3919
360,168,2014-02-08,28.0,0,offshore,0.9109
361,169,2014-02-08,28.0,1,offshore,0.9242
362,170,2014-02-08,28.0,2,offshore,0.9187
363,171,2014-02-08,28.0,3,offshore,0.9134
364,172,2014-02-08,28.0,4,offshore,0.9248
365,173,2014-02-08,28.0,5,offshore,0.9266
366,174,2014-02-08,28.0,6,offshore,0.92
367,175,2014-02-08,28.0,7,offshore,0.9086
368,176,2014-02-08,28.0,8,offshore,0.9065
369,177,2014-02-08,28.0,9,offshore,0.9273
370,178,2014-02-08,28.0,10,offshore,0.948
371,179,2014-02-08,28.0,11,offshore,0.9573
372,180,2014-02-08,28.0,12,offshore,0.9615
373,181,2014-02-08,28.0,13,offshore,0.9657
374,182,2014-02-08,28.0,14,offshore,0.9668
375,183,2014-02-08,28.0,15,offshore,0.9662
376,184,2014-02-08,28.0,16,offshore,0.968
377,185,2014-02-08,28.0,17,offshore,0.9705
378,186,2014-02-08,28.0,18,offshore,0.9707
379,187,2014-02-08,28.0,19,offshore,0.9681
380,188,2014-02-08,28.0,20,offshore,0.9619
381,189,2014-02-08,28.0,21,offshore,0.9514
382,190,2014-02-08,28.0,22,offshore,0.9412
383,191,2014-02-08,28.0,23,offshore,0.9255
384,0,2007-01-30,39.0,0,onshore,0.2608
385,1,2007-01-30,39.0,1,onshore,0.272
386,2,2007-01-30,39.0,2,onshore,0.2712
387,3,2007-01-30,39.0,3,onshore,0.2755
388,4,2007-01-30,39.0,4,onshore,0.2941
389,5,2007-01-30,39.0,5,onshore,0.3105
390,6,2007-01-30,39.0,6,onshore,0.3255
391,7,2007-01-30,39.0,7,onshore,0.3416
392,8,2007-01-30,39.0,8,onshore,0.3529
393,9,2007-01-30,39.0,9,onshore,0.3867
394,10,2007-01-30,39.0,10,onshore,0.4196
395,11,2007-01-30,39.0,11,onshore,0.4537
396,12,2007-01-30,39.0,12,onshore,0.4797
397,13,2007-01-30,39.0,13,onshore,0.4915
398,14,2007-01-30,39.0,14,onshore,0.4899
399,15,2007-01-30,39.0,15,onshore,0.4895
400,16,2007-01-30,39.0,16,onshore,0.4942
401,17,2007-01-30,39.0,17,onshore,0.4989
402,18,2007-01-30,39.0,18,onshore,0.5035
403,19,2007-01-30,39.0,19,onshore,0.5367
404,20,2007-01-30,39.0,20,onshore,0.5598
405,21,2007-01-30,39.0,21,onshore,0.5973
406,22,2007-01-30,39.0,22,onshore,0.6346
407,23,2007-01-30,39.0,23,onshore,0.6657
408,24,2009-09-19,61.0,0,onshore,0.1526
409,25,2009-09-19,61.0,1,onshore,0.1533
410,26,2009-09-19,61.0,2,onshore,0.1499
411,27,2009-09-19,61.0,3,onshore,0.1453
412,28,2009-09-19,61.0,4,onshore,0.1446
413,29,2009-09-19,61.0,5,onshore,0.1512
414,30,2009-09-19,61.0,6,onshore,0.1635
415,31,2009-09-19,61.0,7,onshore,0.1551
416,32,2009-09-19,61.0,8,onshore,0.1555
417,33,2009-09-19,61.0,9,onshore,0.1917
418,34,2009-09-19,61.0,10,onshore,0.2229
419,35,2009-09-19,61.0,11,onshore,0.2417
420,36,2009-09-19,61.0,12,onshore,0.258
421,37,2009-09-19,61.0,13,onshore,0.2756
422,38,2009-09-19,61.0,14,onshore,0.28300000000000003
423,39,2009-09-19,61.0,15,onshore,0.2757
424,40,2009-09-19,61.0,16,onshore,0.2471
425,41,2009-09-19,61.0,17,onshore,0.2073
426,42,2009-09-19,61.0,18,onshore,0.1918
427,43,2009-09-19,61.0,19,onshore,0.1791
428,44,2009-09-19,61.0,20,onshore,0.1701
429,45,2009-09-19,61.0,21,onshore,0.1688
430,46,2009-09-19,61.0,22,onshore,0.1697
431,47,2009-09-19,61.0,23,onshore,0.17600000000000002
432,48,2011-01-08,17.0,0,onshore,0.2477
433,49,2011-01-08,17.0,1,onshore,0.2259
434,50,2011-01-08,17.0,2,onshore,0.2115
435,51,2011-01-08,17.0,3,onshore,0.2041
436,52,2011-01-08,17.0,4,onshore,0.2133
437,53,2011-01-08,17.0,5,onshore,0.22899999999999998
438,54,2011-01-08,17.0,6,onshore,0.2408
439,55,2011-01-08,17.0,7,onshore,0.252
440,56,2011-01-08,17.0,8,onshore,0.2652
441,57,2011-01-08,17.0,9,onshore,0.2818
442,58,2011-01-08,17.0,10,onshore,0.2833
443,59,2011-01-08,17.0,11,onshore,0.2833
444,60,2011-01-08,17.0,12,onshore,0.2973
445,61,2011-01-08,17.0,13,onshore,0.3032
446,62,2011-01-08,17.0,14,onshore,0.3028
447,63,2011-01-08,17.0,15,onshore,0.3107
448,64,2011-01-08,17.0,16,onshore,0.3212
449,65,2011-01-08,17.0,17,onshore,0.3349
450,66,2011-01-08,17.0,18,onshore,0.3523
451,67,2011-01-08,17.0,19,onshore,0.3319
452,68,2011-01-08,17.0,20,onshore,0.335
453,69,2011-01-08,17.0,21,onshore,0.3296
454,70,2011-01-08,17.0,22,onshore,0.3484
455,71,2011-01-08,17.0,23,onshore,0.3785
456,72,2012-05-09,69.0,0,onshore,0.1145
457,73,2012-05-09,69.0,1,onshore,0.1032
458,74,2012-05-09,69.0,2,onshore,0.0946
459,75,2012-05-09,69.0,3,onshore,0.092
460,76,2012-05-09,69.0,4,onshore,0.0904
461,77,2012-05-09,69.0,5,onshore,0.0814
462,78,2012-05-09,69.0,6,onshore,0.0685
463,79,2012-05-09,69.0,7,onshore,0.0643
464,80,2012-05-09,69.0,8,onshore,0.0574
465,81,2012-05-09,69.0,9,onshore,0.0509
466,82,2012-05-09,69.0,10,onshore,0.0481
467,83,2012-05-09,69.0,11,onshore,0.0475
468,84,2012-05-09,69.0,12,onshore,0.0489
469,85,2012-05-09,69.0,13,onshore,0.0549
470,86,2012-05-09,69.0,14,onshore,0.0702
471,87,2012-05-09,69.0,15,onshore,0.0861
472,88,2012-05-09,69.0,16,onshore,0.1009
473,89,2012-05-09,69.0,17,onshore,0.1229
474,90,2012-05-09,69.0,18,onshore,0.1535
475,91,2012-05-09,69.0,19,onshore,0.188
476,92,2012-05-09,69.0,20,onshore,0.2157
477,93,2012-05-09,69.0,21,onshore,0.23800000000000002
478,94,2012-05-09,69.0,22,onshore,0.27
479,95,2012-05-09,69.0,23,onshore,0.3069
480,96,2012-07-12,64.0,0,onshore,0.1505
481,97,2012-07-12,64.0,1,onshore,0.1569
482,98,2012-07-12,64.0,2,onshore,0.1584
483,99,2012-07-12,64.0,3,onshore,0.1554
484,100,2012-07-12,64.0,4,onshore,0.1459
485,101,2012-07-12,64.0,5,onshore,0.1253
486,102,2012-07-12,64.0,6,onshore,0.1223
487,103,2012-07-12,64.0,7,onshore,0.1169
488,104,2012-07-12,64.0,8,onshore,0.1071
489,105,2012-07-12,64.0,9,onshore,0.1002
490,106,2012-07-12,64.0,10,onshore,0.096
491,107,2012-07-12,64.0,11,onshore,0.0952
492,108,2012-07-12,64.0,12,onshore,0.09300000000000001
493,109,2012-07-12,64.0,13,onshore,0.0913
494,110,2012-07-12,64.0,14,onshore,0.0925
495,111,2012-07-12,64.0,15,onshore,0.096
496,112,2012-07-12,64.0,16,onshore,0.0958
497,113,2012-07-12,64.0,17,onshore,0.0889
498,114,2012-07-12,64.0,18,onshore,0.083
499,115,2012-07-12,64.0,19,onshore,0.0824
500,116,2012-07-12,64.0,20,onshore,0.0908
501,117,2012-07-12,64.0,21,onshore,0.1007
502,118,2012-07-12,64.0,22,onshore,0.1085
503,119,2012-07-12,64.0,23,onshore,0.1117
504,120,2013-03-06,54.0,0,onshore,0.1451
505,121,2013-03-06,54.0,1,onshore,0.1449
506,122,2013-03-06,54.0,2,onshore,0.1501
507,123,2013-03-06,54.0,3,onshore,0.1626
508,124,2013-03-06,54.0,4,onshore,0.1848
509,125,2013-03-06,54.0,5,onshore,0.2146
510,126,2013-03-06,54.0,6,onshore,0.2384
511,127,2013-03-06,54.0,7,onshore,0.259
512,128,2013-03-06,54.0,8,onshore,0.2761
513,129,2013-03-06,54.0,9,onshore,0.3083
514,130,2013-03-06,54.0,10,onshore,0.3094
515,131,2013-03-06,54.0,11,onshore,0.2955
516,132,2013-03-06,54.0,12,onshore,0.2822
517,133,2013-03-06,54.0,13,onshore,0.2767
518,134,2013-03-06,54.0,14,onshore,0.2814
519,135,2013-03-06,54.0,15,onshore,0.2792
520,136,2013-03-06,54.0,16,onshore,0.2849
521,137,2013-03-06,54.0,17,onshore,0.3142
522,138,2013-03-06,54.0,18,onshore,0.3329
523,139,2013-03-06,54.0,19,onshore,0.3282
524,140,2013-03-06,54.0,20,onshore,0.3156
525,141,2013-03-06,54.0,21,onshore,0.2966
526,142,2013-03-06,54.0,22,onshore,0.2808
527,143,2013-03-06,54.0,23,onshore,0.2661
528,144,2013-05-27,33.0,0,onshore,0.3834
529,145,2013-05-27,33.0,1,onshore,0.396
530,146,2013-05-27,33.0,2,onshore,0.4084
531,147,2013-05-27,33.0,3,onshore,0.4114
532,148,2013-05-27,33.0,4,onshore,0.4107
533,149,2013-05-27,33.0,5,onshore,0.4255
534,150,2013-05-27,33.0,6,onshore,0.4515
535,151,2013-05-27,33.0,7,onshore,0.5015
536,152,2013-05-27,33.0,8,onshore,0.541
537,153,2013-05-27,33.0,9,onshore,0.5601
538,154,2013-05-27,33.0,10,onshore,0.5775
539,155,2013-05-27,33.0,11,onshore,0.5938
540,156,2013-05-27,33.0,12,onshore,0.6064
541,157,2013-05-27,33.0,13,onshore,0.5979
542,158,2013-05-27,33.0,14,onshore,0.5707
543,159,2013-05-27,33.0,15,onshore,0.5307
544,160,2013-05-27,33.0,16,onshore,0.4818
545,161,2013-05-27,33.0,17,onshore,0.4133
546,162,2013-05-27,33.0,18,onshore,0.3449
547,163,2013-05-27,33.0,19,onshore,0.3032
548,164,2013-05-27,33.0,20,onshore,0.2836
549,165,2013-05-27,33.0,21,onshore,0.2548
550,166,2013-05-27,33.0,22,onshore,0.2303
