,CCGT,Coal,Onshore,Offshore,PV,Nuclear,Recip_gas,Carbon_tax,total_genco_wealth,Electricity_cost,Carbon_emitted
0,1180.0,0,6283.299999999998,0,10.6,2324.0,0,10,38154173.594108924,3.8300146789360907,0
1,1180.0,0,6283.299999999998,0,10.6,2324.0,0,10,-491285498.28575796,3.8300146789360907,0
2,1180.0,0,6274.899999999998,0,10.6,2324.0,0,10,-1029290551.2273915,3.8300146789360907,0
3,1180.0,0,6274.899999999998,0,10.6,2324.0,0,10,-1574242278.074319,3.8300146789360907,0
4,1180.0,0,6274.899999999998,0,10.6,2324.0,0,10,-2123054517.982145,3.8300146789360907,0
5,1180.0,0,6274.899999999998,0,10.6,2324.0,0,10,-2674825968.0658536,3.8300146789360907,0
6,1180.0,0,6272.899999999998,0,10.6,2324.0,0,10,-3231757982.417424,3.83110935936501,0
7,1180.0,0,6272.899999999998,0,10.6,2324.0,0,10,-3799110663.2922206,3.83110935936501,0
8,0.0,0,3686.300000000001,0,10.6,2324.0,0,10,-4551197834.486126,3.83110935936501,0
9,0.0,0,2944.3000000000006,0,10.6,1250.0,0,10,-5423215162.004978,3.8360063908908493,0
10,0.0,0,2834.5000000000005,0,10.6,1250.0,0,10,-6311990820.930396,3.8408592906988384,0
11,0.0,0,2707.6000000000004,0,10.6,1250.0,0,10,-7208299949.10387,3.8408592906988384,0
12,0.0,0,2304.2000000000007,0,10.6,1250.0,0,10,-8128048390.350249,3.923603947096228,0
13,0.0,0,1750.9000000000003,0,10.6,1250.0,0,10,-9096287521.26849,3.938065466873934,0
14,0.0,0,1750.9000000000003,0,10.6,1250.0,0,10,-10064083409.324448,3.938065466873934,0
15,0.0,0,1699.3000000000002,0,10.6,1250.0,0,10,-11032306997.54474,3.942785143469333,0
16,0.0,0,1638.2,0,10.6,1250.0,0,10,-12008307134.774029,3.9582816749616563,0
17,0.0,0,1622.7,0,10.6,1250.0,0,10,-12985442390.749006,3.9582816749616563,0
18,0.0,0,1598.8000000000002,0,10.6,1250.0,0,10,-13968753514.171623,4.228062475636677,0
19,0.0,0,1556.7,0,10.6,1250.0,0,10,-14953566627.084776,4.2362017322830265,0
20,0.0,0,1546.7,0,10.6,1250.0,0,10,-15960713858.93564,4.255296615809284,0
21,0.0,0,1479.2,0,10.6,1250.0,0,10,-17022510200.061113,4.3534654167183495,0
22,0.0,0,1441.2,0,10.6,1250.0,0,10,-18080402512.71915,4.3534654167183495,0
23,0.0,0,1150.8,0,10.6,1250.0,0,10,-19198105697.547714,4.438084654215328,0
24,0.0,0,1094.8,0,10.6,1250.0,0,10,-20315908728.87915,4.483655632587053,0
25,0.0,0,897.2999999999998,0,0.6,1250.0,0,10,-21482311635.637264,4.549746336307873,0
26,0.0,0,815.8,0,0.0,1250.0,0,10,-22681193961.0841,4.751222427523039,0
27,0.0,0,706.1,0,0.0,1250.0,0,10,-23915692795.559586,5.079892599883045,0
28,0.0,0,580.7,0,0.0,1250.0,0,10,-25262349393.881218,5.140820626238604,0
29,0.0,0,311.5,0,0.0,1250.0,0,10,-26635810844.346,5.1904167541028725,0
30,0.0,0,0.0,0,0.0,1250.0,0,10,-28071742579.21101,5.666930771317271,0
31,0.0,0,0.0,0,0.0,1250.0,0,10,-29544811558.06034,305.4512951206569,0
32,0.0,0,0.0,0,0.0,1250.0,0,10,-31017475255.03575,305.4512951206569,0
33,0.0,0,0.0,0,0.0,1250.0,0,10,-32554471277.660046,306.38451778252477,0
34,0.0,0,0.0,0,0.0,1250.0,0,10,-34111543650.657753,606.627146966697,0
35,0.0,0,0.0,0,0.0,1250.0,0,10,-35739457212.981,607.011732259215,0
36,0.0,0,0.0,0,0.0,1250.0,0,10,-37379731324.83735,2107.982817087267,0
37,0.0,0,0.0,0,0.0,1250.0,0,10,-39019798943.82819,2107.982817087267,0
38,0.0,0,0.0,0,0.0,1250.0,0,10,-40790472419.02094,2107.982817087267,0
39,0.0,0,0.0,0,0.0,1250.0,0,10,-42561002488.23068,2107.982817087267,0
