,contributed_CCGT,contributed_Coal,contributed_Onshore,contributed_Offshore,contributed_PV,contributed_Nuclear,contributed_Recip_gas,contributed_Biomass
3500,70847.99999999996,115956.88999999994,66104.76532200015,12497.15424,7335.6812799999925,127471.31375439992,0.0,0
3501,202638.96000000017,219855.00000000032,66926.41197000013,12497.15424,7335.681279999994,163428.8815487999,0.0,0
3502,81082.79999999999,111938.95,75402.43929500022,14014.218359999995,10585.016960000035,121659.10363039994,0.0,0
3503,94183.2,122509.8999999999,91041.20910200015,16044.043839999995,17493.50732799996,114391.07676640006,0.0,0
3504,272546.6400000002,292549.63999999897,12574.927903999946,12490.430519999998,0.0,163428.8815487999,1955.5200000000007,0
3505,155337.11999999994,286664.1399999991,12663.542544999951,12497.15424,0.0,163428.8815487999,0.0,0
3506,273546.0000000002,285399.3499999991,11658.160728000055,12340.267439999987,0.0,163428.8815487999,1955.5200000000007,0
3507,290391.12000000017,297591.41999999905,12562.865177999984,12522.928499999995,0.0,163428.8815487999,3259.1999999999957,0
3508,80819.27999999994,214719.63000000012,12519.602401999951,12497.15424,0.0,150520.3940799999,0.0,0
3509,273746.1600000001,308564.5199999988,12663.542544999957,12497.15424,0.0,163428.8815487999,3041.9199999999964,0
3510,79052.39999999995,222782.37000000008,15401.362597999994,14368.869794999993,0.0,142697.31404879992,0.0,0
3511,109236.9599999998,231424.97000000012,18636.226753000014,16175.309234999995,0.0,153559.54973519992,0.0,0
3512,223299.36000000016,297413.31999999925,14683.456479999955,12490.430519999998,0.0,163428.8815487999,1839.1200000000006,0
3513,134971.92,274921.30999999953,14786.929774999951,12497.15424,0.0,163428.8815487999,0.0,0
3514,251053.2000000002,266048.3799999997,13612.96836000006,12340.267439999987,0.0,163428.8815487999,1839.1200000000006,0
3515,255989.52000000022,291668.3999999992,14669.371109999951,12522.928499999995,0.0,163428.8815487999,3014.759999999995,0
3516,87017.03999999994,180811.90999999977,14626.710218999951,12497.15424,0.0,147886.6557447999,0.0,0
3517,255611.52000000022,298076.2799999992,14786.929774999951,12497.15424,0.0,163428.8815487999,1839.1200000000006,0
3518,77305.67999999995,201237.6299999999,18074.75961599999,14368.869794999993,0.0,141798.02472079993,0.0,0
3519,101865.59999999989,215227.87999999977,21788.627619000043,16175.309234999995,0.0,150815.2430399999,0.0,0
3520,188092.8,252101.01999999987,57156.373120000164,12490.430519999998,0.0,163428.8815487999,1749.8800000000006,0
3521,114693.11999999992,221962.02999999985,57559.150100000166,12497.15424,0.0,163428.8815487999,0.0,0
3522,228054.9600000001,213439.4499999999,52989.423839998984,12340.267439999987,0.0,163428.8815487999,2331.8799999999965,0
3523,261951.1200000001,208117.77999999997,57101.54484000003,12522.928499999995,0.0,163428.8815487999,2331.8799999999965,0
3524,58584.95999999994,157692.98999999987,57198.755621000186,12497.15424,0.0,136436.93350559994,0.0,0
3525,222608.16000000012,249480.0699999997,57559.15010000017,12497.15424,0.0,163428.8815487999,1778.9800000000007,0
3526,74900.87999999995,151959.24999999988,70306.24825100006,14368.869794999993,0.0,124970.99457359998,0.0,0
3527,66167.27999999996,192624.2899999999,84232.76561900043,16175.309234999995,0.0,125587.96602239994,0.0,0
3528,240532.5600000001,141523.60999999984,61849.29520000017,12490.430519999998,0.0,163428.8815487999,8534.059999999987,0
3529,167150.8800000001,116079.87999999998,62285.14287500013,12497.15424,0.0,163428.8815487999,1105.8000000000004,0
3530,253076.4000000001,139287.52999999994,57340.211399999025,12340.267439999987,0.0,163067.6915727999,8534.059999999987,0
3531,252293.76000000013,166819.52000000005,61789.96514999996,12522.928499999995,0.0,163428.8815487999,8169.339999999989,0
3532,98143.91999999993,94412.31000000004,61800.54280600017,12497.15424,0.0,132362.12087839993,0.0,0
3533,233418.24000000017,184357.37999999983,62285.142875000136,12497.15424,0.0,163428.8815487999,7577.63999999999,0
3534,102621.59999999989,92121.61000000004,73988.41452,14368.869794999993,0.0,124970.99457359998,0.0,0
3535,127185.12,83860.3599999999,89550.37478000043,16175.309234999995,0.0,122340.94185039995,0.0,0
3536,298633.9199999998,49601.22000000008,75928.06144000018,12490.430519999998,1195.4009599999995,163428.8815487999,1839.1200000000006,0
3537,148727.28000000026,117574.87,76458.32969100012,12497.15424,1183.1743999999976,162419.0238607999,0.0,0
3538,265053.8399999998,91567.62999999998,70381.44556099955,12340.267439999987,628.6489599999998,161409.16617279992,1125.2000000000003,0
3539,254819.51999999976,140589.3199999999,75855.22607999982,12522.928499999995,1208.1369599999985,163428.8815487999,1749.8800000000006,0
3540,48872.87999999994,116935.04999999992,75417.98761900004,12497.15424,1183.174399999998,127471.31375439992,0.0,0
