year,type,run_id,,index,run_id,Type,value,Technology,year,value_perc
2013.0,Predicted,2.0,5,2892,2.0,Predicted,0.0,,2013.0,0.0
2013.0,Predicted,2.0,6,3468,2.0,Predicted,1168.9543042386977,Wind,2013.0,4.5765012163395085
2013.0,Predicted,3.0,0,18,3.0,Predicted,6899.637041095889,CCGT,2013.0,27.038092645882095
2013.0,Predicted,3.0,1,594,3.0,Predicted,10911.197277397245,Coal,2013.0,42.75847571496379
2013.0,Predicted,3.0,2,1170,3.0,Predicted,0.0,Solar,2013.0,0.0
2013.0,Predicted,3.0,3,1746,3.0,Predicted,6492.859018885658,Nuclear,2013.0,25.444023017969897
2013.0,Predicted,3.0,4,2322,3.0,Predicted,45.52378310502279,,2013.0,0.17839724870355564
2013.0,Predicted,3.0,5,2898,3.0,Predicted,0.0,,2013.0,0.0
2013.0,Predicted,3.0,6,3474,3.0,Predicted,1168.9920648327618,Wind,2013.0,4.58101137248068
2013.0,Predicted,4.0,0,24,4.0,Predicted,7111.448054794522,CCGT,2013.0,27.789300859729376
2013.0,Predicted,4.0,1,600,4.0,Predicted,10777.139598173499,Coal,2013.0,42.11366973271096
2013.0,Predicted,4.0,2,1176,4.0,Predicted,0.0,Solar,2013.0,0.0
2013.0,Predicted,4.0,3,1752,4.0,Predicted,6489.47801682721,Nuclear,2013.0,25.35883769981667
2013.0,Predicted,4.0,4,2328,4.0,Predicted,43.53949086757987,,2013.0,0.1701386274182068
2013.0,Predicted,4.0,5,2904,4.0,Predicted,0.0,,2013.0,0.0
2013.0,Predicted,4.0,6,3480,4.0,Predicted,1168.9920648327618,Wind,2013.0,4.568053080324795
2013.0,Predicted,5.0,0,30,5.0,Predicted,7134.419095890412,CCGT,2013.0,27.886709478821576
2013.0,Predicted,5.0,1,606,5.0,Predicted,10757.594132420074,Coal,2013.0,42.0488197048415
2013.0,Predicted,5.0,2,1182,5.0,Predicted,0.0,Solar,2013.0,0.0
2013.0,Predicted,5.0,3,1758,5.0,Predicted,6477.334009433603,Nuclear,2013.0,25.318323649141007
2013.0,Predicted,5.0,4,2334,5.0,Predicted,45.465095890410915,,2013.0,0.177712004787184
2013.0,Predicted,5.0,5,2910,5.0,Predicted,0.0,,2013.0,0.0
2013.0,Predicted,5.0,6,3486,5.0,Predicted,1168.7693410288805,Wind,2013.0,4.56843516240874
2013.0,Predicted,6.0,0,36,6.0,Predicted,7094.553945205481,CCGT,2013.0,27.683076806099905
2013.0,Predicted,6.0,1,612,6.0,Predicted,10874.513501141531,Coal,2013.0,42.4325468248099
2013.0,Predicted,6.0,2,1188,6.0,Predicted,0.0,Solar,2013.0,0.0
2013.0,Predicted,6.0,3,1764,6.0,Predicted,6446.789373764014,Nuclear,2013.0,25.155487824187507
2013.0,Predicted,6.0,4,2340,6.0,Predicted,43.480803652968,,2013.0,0.16966287611774583
2013.0,Predicted,6.0,5,2916,6.0,Predicted,0.0,,2013.0,0.0
2013.0,Predicted,6.0,6,3492,6.0,Predicted,1168.4276528262549,Wind,2013.0,4.559225668784933
2013.0,Predicted,7.0,0,42,7.0,Predicted,7108.972602739726,CCGT,2013.0,27.772792669660223
2013.0,Predicted,7.0,1,618,7.0,Predicted,10782.590598173498,Coal,2013.0,42.124603632526345
2013.0,Predicted,7.0,2,1194,7.0,Predicted,0.0,Solar,2013.0,0.0
2013.0,Predicted,7.0,3,1770,7.0,Predicted,6492.859018885658,Nuclear,2013.0,25.36580705000178
2013.0,Predicted,7.0,4,2346,7.0,Predicted,43.480803652968,,2013.0,0.1698674917524221
2013.0,Predicted,7.0,5,2922,7.0,Predicted,0.0,,2013.0,0.0
2013.0,Predicted,7.0,6,3498,7.0,Predicted,1168.9920648327618,Wind,2013.0,4.566929156059226
2013.0,Predicted,8.0,0,48,8.0,Predicted,6958.110164383564,CCGT,2013.0,27.186481317747184
2013.0,Predicted,8.0,1,624,8.0,Predicted,10930.565804794502,Coal,2013.0,42.707519142991096
2013.0,Predicted,8.0,2,1200,8.0,Predicted,0.0,Solar,2013.0,0.0
2013.0,Predicted,8.0,3,1776,8.0,Predicted,6492.859018885658,Nuclear,2013.0,25.368668538656202
2013.0,Predicted,8.0,4,2352,8.0,Predicted,43.480803652968,,2013.0,0.16988665431639835
2013.0,Predicted,8.0,5,2928,8.0,Predicted,0.0,,2013.0,0.0
2013.0,Predicted,8.0,6,3504,8.0,Predicted,1168.9920648327618,Wind,2013.0,4.567444346289123
2013.0,Predicted,9.0,0,54,9.0,Predicted,7107.720493150686,CCGT,2013.0,27.709795539691846
2013.0,Predicted,9.0,1,630,9.0,Predicted,10877.606405251123,Coal,2013.0,42.40687991898515
2013.0,Predicted,9.0,2,1206,9.0,Predicted,0.0,Solar,2013.0,0.0
2013.0,Predicted,9.0,3,1782,9.0,Predicted,6453.354475322005,Nuclear,2013.0,25.158717654787928
2013.0,Predicted,9.0,4,2358,9.0,Predicted,43.480803652968,,2013.0,0.1695120369865797
2013.0,Predicted,9.0,5,2934,9.0,Predicted,0.0,,2013.0,0.0
2013.0,Predicted,9.0,6,3510,9.0,Predicted,1168.4077915336748,Wind,2013.0,4.555094849548501
2013.0,Predicted,10.0,0,60,10.0,Predicted,7494.059753424659,CCGT,2013.0,29.24821427806556
2013.0,Predicted,10.0,1,636,10.0,Predicted,10420.90542123286,Coal,2013.0,40.67126294161032
2013.0,Predicted,10.0,2,1212,10.0,Predicted,0.0,Solar,2013.0,0.0
2013.0,Predicted,10.0,3,1788,10.0,Predicted,6492.859018885658,Nuclear,2013.0,25.340674895854022
2013.0,Predicted,10.0,4,2364,10.0,Predicted,45.465095890410915,,2013.0,0.1774435900604946
2013.0,Predicted,10.0,5,2940,10.0,Predicted,0.0,,2013.0,0.0
2013.0,Predicted,10.0,6,3516,10.0,Predicted,1168.9920648327618,Wind,2013.0,4.562404294409615
2013.0,Predicted,11.0,0,66,11.0,Predicted,7069.4745205479485,CCGT,2013.0,27.666581910521515
2013.0,Predicted,11.0,1,642,11.0,Predicted,10791.125393835599,Coal,2013.0,42.231364403039215
2013.0,Predicted,11.0,2,1218,11.0,Predicted,0.0,Solar,2013.0,0.0
2013.0,Predicted,11.0,3,1794,11.0,Predicted,6485.878234147759,Nuclear,2013.0,25.3826618803358
2013.0,Predicted,11.0,4,2370,11.0,Predicted,36.97870319634702,,2013.0,0.1447171664531724
2013.0,Predicted,11.0,5,2946,11.0,Predicted,0.0,,2013.0,0.0
2013.0,Predicted,11.0,6,3522,11.0,Predicted,1168.93897155057,Wind,2013.0,4.5746746396502935
2013.0,Predicted,12.0,0,72,12.0,Predicted,7309.065452054796,CCGT,2013.0,28.601341808131515
2013.0,Predicted,12.0,1,648,12.0,Predicted,10540.576623287654,Coal,2013.0,41.246673303862316
2013.0,Predicted,12.0,2,1224,12.0,Predicted,0.0,Solar,2013.0,0.0
2013.0,Predicted,12.0,3,1800,12.0,Predicted,6492.859018885658,Nuclear,2013.0,25.4074178606447
2013.0,Predicted,12.0,4,2376,12.0,Predicted,43.480803652968,,2013.0,0.17014614734653602
2013.0,Predicted,12.0,5,2952,12.0,Predicted,0.0,,2013.0,0.0
2013.0,Predicted,12.0,6,3528,12.0,Predicted,1168.9920648327618,Wind,2013.0,4.5744208800149355
2013.0,Predicted,13.0,0,78,13.0,Predicted,7053.049232876714,CCGT,2013.0,27.591864675492555
2013.0,Predicted,13.0,1,654,13.0,Predicted,10806.813386986281,Coal,2013.0,42.276768912530144
2013.0,Predicted,13.0,2,1230,13.0,Predicted,0.0,Solar,2013.0,0.0
2013.0,Predicted,13.0,3,1806,13.0,Predicted,6492.859018885658,Nuclear,2013.0,25.40037386540046
2013.0,Predicted,13.0,4,2382,13.0,Predicted,40.34712785388125,,2013.0,0.15783988669749122
2013.0,Predicted,13.0,5,2958,13.0,Predicted,0.0,,2013.0,0.0
2013.0,Predicted,13.0,6,3534,13.0,Predicted,1168.9920648327618,Wind,2013.0,4.573152659879354
2013.0,Predicted,14.0,0,84,14.0,Predicted,7100.119150684932,CCGT,2013.0,27.783629738753348
2013.0,Predicted,14.0,1,660,14.0,Predicted,10762.717679223726,Coal,2013.0,42.115823218747
2013.0,Predicted,14.0,2,1236,14.0,Predicted,0.0,Solar,2013.0,0.0
2013.0,Predicted,14.0,3,1812,14.0,Predicted,6479.735547481092,Nuclear,2013.0,25.355993249618315
2013.0,Predicted,14.0,4,2388,14.0,Predicted,43.480803652968,,2013.0,0.1701456727414157
2013.0,Predicted,14.0,5,2964,14.0,Predicted,0.0,,2013.0,0.0
2013.0,Predicted,14.0,6,3540,14.0,Predicted,1168.9920648327618,Wind,2013.0,4.574408120139934
2013.0,Predicted,15.0,0,90,15.0,Predicted,7082.138219178083,CCGT,2013.0,27.664163370852258
2013.0,Predicted,15.0,1,666,15.0,Predicted,10827.832617579888,Coal,2013.0,42.29554990522852
2013.0,Predicted,15.0,2,1242,15.0,Predicted,0.0,Solar,2013.0,0.0
2013.0,Predicted,15.0,3,1818,15.0,Predicted,6477.962582987027,Nuclear,2013.0,25.30413974705214
2013.0,Predicted,15.0,4,2394,15.0,Predicted,43.480803652968,,2013.0,0.16984419373436827
2013.0,Predicted,15.0,5,2970,15.0,Predicted,0.0,,2013.0,0.0
2013.0,Predicted,15.0,6,3546,15.0,Predicted,1168.9920648327618,Wind,2013.0,4.566302783132713
2013.0,Predicted,16.0,0,96,16.0,Predicted,7246.108849315067,CCGT,2013.0,28.31874878271059
2013.0,Predicted,16.0,1,672,16.0,Predicted,10645.9515308219,Coal,2013.0,41.60578225136044
2013.0,Predicted,16.0,2,1248,16.0,Predicted,0.0,Solar,2013.0,0.0
2013.0,Predicted,16.0,3,1824,16.0,Predicted,6489.47801682721,Nuclear,2013.0,25.361735727558628
2013.0,Predicted,16.0,4,2400,16.0,Predicted,37.14258447488584,,2013.0,0.14515811737831155
2013.0,Predicted,16.0,5,2976,16.0,Predicted,0.0,,2013.0,0.0
2013.0,Predicted,16.0,6,3552,16.0,Predicted,1168.9920648327618,Wind,2013.0,4.568575120992045
2013.0,Predicted,17.0,0,102,17.0,Predicted,6940.7597260274,CCGT,2013.0,27.224319924912443
2013.0,Predicted,17.0,1,678,17.0,Predicted,10848.024602739708,Coal,2013.0,42.55011036195912
2013.0,Predicted,17.0,2,1254,17.0,Predicted,0.0,Solar,2013.0,0.0
2013.0,Predicted,17.0,3,1830,17.0,Predicted,6489.47801682721,Nuclear,2013.0,25.45422009254738
2013.0,Predicted,17.0,4,2406,17.0,Predicted,47.44938812785384,,2013.0,0.1861146868101418
2013.0,Predicted,17.0,5,2982,17.0,Predicted,0.0,,2013.0,0.0
2013.0,Predicted,17.0,6,3558,17.0,Predicted,1168.9920648327618,Wind,2013.0,4.585234933770917
2013.0,Predicted,18.0,0,108,18.0,Predicted,7016.852219178084,CCGT,2013.0,27.444121622202267
2013.0,Predicted,18.0,1,684,18.0,Predicted,10867.797689497702,Coal,2013.0,42.50583484441688
2013.0,Predicted,18.0,2,1260,18.0,Predicted,0.0,Solar,2013.0,0.0
2013.0,Predicted,18.0,3,1836,18.0,Predicted,6477.334009433603,Nuclear,2013.0,25.333972668922083
2013.0,Predicted,18.0,4,2412,18.0,Predicted,37.025210045662085,,2013.0,0.14481199487193402
2013.0,Predicted,18.0,5,2988,18.0,Predicted,0.0,,2013.0,0.0
2013.0,Predicted,18.0,6,3564,18.0,Predicted,1168.7693410288805,Wind,2013.0,4.571258869586823
2013.0,Predicted,19.0,0,114,19.0,Predicted,7022.380684931507,CCGT,2013.0,27.409187209965815
2013.0,Predicted,19.0,1,690,19.0,Predicted,10909.798183789935,Coal,2013.0,42.58224016309647
2013.0,Predicted,19.0,2,1266,19.0,Predicted,0.0,Solar,2013.0,0.0
2013.0,Predicted,19.0,3,1842,19.0,Predicted,6482.473671099356,Nuclear,2013.0,25.301865906543284
2013.0,Predicted,19.0,4,2418,19.0,Predicted,36.90783561643834,,2013.0,0.14405567304209302
2013.0,Predicted,19.0,5,2994,19.0,Predicted,0.0,,2013.0,0.0
2013.0,Predicted,19.0,6,3570,19.0,Predicted,1168.9756555553645,Wind,2013.0,4.562651047352328
2013.0,Predicted,20.0,0,120,20.0,Predicted,6977.091369863016,CCGT,2013.0,27.325228154840424
2013.0,Predicted,20.0,1,696,20.0,Predicted,10851.092255707745,Coal,2013.0,42.497447130645455
2013.0,Predicted,20.0,2,1272,20.0,Predicted,0.0,Solar,2013.0,0.0
2013.0,Predicted,20.0,3,1848,20.0,Predicted,6492.859018885658,Nuclear,2013.0,25.42877033753785
2013.0,Predicted,20.0,4,2424,20.0,Predicted,43.480803652968,,2013.0,0.17028913872407786
2013.0,Predicted,20.0,5,3000,20.0,Predicted,0.0,,2013.0,0.0
2013.0,Predicted,20.0,6,3576,20.0,Predicted,1168.9920648327618,Wind,2013.0,4.578265238252195
2013.0,Predicted,21.0,0,126,21.0,Predicted,6998.557232876713,CCGT,2013.0,27.34123855490898
2013.0,Predicted,21.0,1,702,21.0,Predicted,10899.73560388126,Coal,2013.0,42.581958168634756
2013.0,Predicted,21.0,2,1278,21.0,Predicted,0.0,Solar,2013.0,0.0
2013.0,Predicted,21.0,3,1854,21.0,Predicted,6489.47801682721,Nuclear,2013.0,25.35242059912094
2013.0,Predicted,21.0,4,2430,21.0,Predicted,40.31169406392691,,2013.0,0.15748555127572963
2013.0,Predicted,21.0,5,3006,21.0,Predicted,0.0,,2013.0,0.0
2013.0,Predicted,21.0,6,3582,21.0,Predicted,1168.9920648327618,Wind,2013.0,4.566897126059583
2013.0,Predicted,22.0,0,132,22.0,Predicted,7171.57783561644,CCGT,2013.0,27.985673305507692
2013.0,Predicted,22.0,1,708,22.0,Predicted,10769.169706620985,Coal,2013.0,42.02456866385797
2013.0,Predicted,22.0,2,1284,22.0,Predicted,0.0,Solar,2013.0,0.0
2013.0,Predicted,22.0,3,1860,22.0,Predicted,6477.334009433603,Nuclear,2013.0,25.276523191089595
2013.0,Predicted,22.0,4,2436,22.0,Predicted,38.892127853881256,,2013.0,0.1517688867391621
2013.0,Predicted,22.0,5,3012,22.0,Predicted,0.0,,2013.0,0.0
2013.0,Predicted,22.0,6,3588,22.0,Predicted,1168.9162439633553,Wind,2013.0,4.561465952805589
2013.0,Predicted,23.0,0,138,23.0,Predicted,6988.52293150685,CCGT,2013.0,27.360420870716556
2013.0,Predicted,23.0,1,714,23.0,Predicted,10851.039138127833,Coal,2013.0,42.48236724892314
2013.0,Predicted,23.0,2,1290,23.0,Predicted,0.0,Solar,2013.0,0.0
2013.0,Predicted,23.0,3,1866,23.0,Predicted,6490.055261081092,Nuclear,2013.0,25.40889472034679
2013.0,Predicted,23.0,4,2442,23.0,Predicted,43.8446643835616,,2013.0,0.17165407944235003
2013.0,Predicted,23.0,5,3018,23.0,Predicted,0.0,,2013.0,0.0
2013.0,Predicted,23.0,6,3594,23.0,Predicted,1168.9920648327618,Wind,2013.0,4.57666308057116
2013.0,Predicted,24.0,0,144,24.0,Predicted,7382.0036712328765,CCGT,2013.0,28.81867301412947
2013.0,Predicted,24.0,1,720,24.0,Predicted,10531.38331392692,Coal,2013.0,41.1135655883291
2013.0,Predicted,24.0,2,1296,24.0,Predicted,0.0,Solar,2013.0,0.0
2013.0,Predicted,24.0,3,1872,24.0,Predicted,6489.31308989753,Nuclear,2013.0,25.33368992389484
2013.0,Predicted,24.0,4,2448,24.0,Predicted,43.65686529680361,,2013.0,0.17043244379751943
2013.0,Predicted,24.0,5,3024,24.0,Predicted,0.0,,2013.0,0.0
2013.0,Predicted,24.0,6,3600,24.0,Predicted,1168.9920648327618,Wind,2013.0,4.5636390298490594
2013.0,Predicted,25.0,0,150,25.0,Predicted,7067.764109589043,CCGT,2013.0,27.60550641102913
2013.0,Predicted,25.0,1,726,25.0,Predicted,10829.519664383544,Coal,2013.0,42.29829545639558
2013.0,Predicted,25.0,2,1302,25.0,Predicted,0.0,Solar,2013.0,0.0
2013.0,Predicted,25.0,3,1878,25.0,Predicted,6492.859018885658,Nuclear,2013.0,25.36002312649031
2013.0,Predicted,25.0,4,2454,25.0,Predicted,43.59817808219174,,2013.0,0.17028720340627135
2013.0,Predicted,25.0,5,3030,25.0,Predicted,0.0,,2013.0,0.0
2013.0,Predicted,25.0,6,3606,25.0,Predicted,1168.9920648327618,Wind,2013.0,4.565887802678713
2013.0,Predicted,26.0,0,156,26.0,Predicted,6938.028410958905,CCGT,2013.0,27.188293687718517
2013.0,Predicted,26.0,1,732,26.0,Predicted,10876.440974885825,Coal,2013.0,42.62188823488271
2013.0,Predicted,26.0,2,1308,26.0,Predicted,0.0,Solar,2013.0,0.0
2013.0,Predicted,26.0,3,1884,26.0,Predicted,6489.47801682721,Nuclear,2013.0,25.430543628619397
2013.0,Predicted,26.0,4,2460,26.0,Predicted,45.50052968036525,,2013.0,0.1783045111119034
2013.0,Predicted,26.0,5,3036,26.0,Predicted,0.0,,2013.0,0.0
2013.0,Predicted,26.0,6,3612,26.0,Predicted,1168.9920648327618,Wind,2013.0,4.580969937667479
2013.0,Predicted,27.0,0,162,27.0,Predicted,7140.24904109589,CCGT,2013.0,27.826012804148558
2013.0,Predicted,27.0,1,738,27.0,Predicted,10838.765820776236,Coal,2013.0,42.23937215273903
2013.0,Predicted,27.0,2,1314,27.0,Predicted,0.0,Solar,2013.0,0.0
2013.0,Predicted,27.0,3,1890,27.0,Predicted,6475.516531497804,Nuclear,2013.0,25.235507176550552
2013.0,Predicted,27.0,4,2466,27.0,Predicted,36.90783561643834,,2013.0,0.14383222497219778
2013.0,Predicted,27.0,5,3042,27.0,Predicted,0.0,,2013.0,0.0
2013.0,Predicted,27.0,6,3618,27.0,Predicted,1168.8991434280813,Wind,2013.0,4.555275641589665
2013.0,Predicted,28.0,0,168,28.0,Predicted,6935.879260273974,CCGT,2013.0,27.22222448972084
2013.0,Predicted,28.0,1,744,28.0,Predicted,10837.468182648385,Coal,2013.0,42.53534133127451
2013.0,Predicted,28.0,2,1320,28.0,Predicted,0.0,Solar,2013.0,0.0
2013.0,Predicted,28.0,3,1896,28.0,Predicted,6492.859018885658,Nuclear,2013.0,25.483440405972722
2013.0,Predicted,28.0,4,2472,28.0,Predicted,43.53949086757987,,2013.0,0.170885586396236
2013.0,Predicted,28.0,5,3048,28.0,Predicted,0.0,,2013.0,0.0
2013.0,Predicted,28.0,6,3624,28.0,Predicted,1168.9920648327618,Wind,2013.0,4.5881081866356945
2013.0,Predicted,29.0,0,174,29.0,Predicted,6913.559589041096,CCGT,2013.0,27.019560561654938
2013.0,Predicted,29.0,1,750,29.0,Predicted,10986.205973744274,Coal,2013.0,42.93626949002264
2013.0,Predicted,29.0,2,1326,29.0,Predicted,0.0,Solar,2013.0,0.0
2013.0,Predicted,29.0,3,1902,29.0,Predicted,6478.16503920785,Nuclear,2013.0,25.31795240222262
2013.0,Predicted,29.0,4,2478,29.0,Predicted,40.38256164383558,,2013.0,0.15782305134101207
2013.0,Predicted,29.0,5,3054,29.0,Predicted,0.0,,2013.0,0.0
2013.0,Predicted,29.0,6,3630,29.0,Predicted,1168.926026524086,Wind,2013.0,4.568394494758793
2013.0,Predicted,30.0,0,180,30.0,Predicted,6999.164136986305,CCGT,2013.0,27.307607285279463
2013.0,Predicted,30.0,1,756,30.0,Predicted,10926.325687214594,Coal,2013.0,42.629634781788404
2013.0,Predicted,30.0,2,1332,30.0,Predicted,0.0,Solar,2013.0,0.0
2013.0,Predicted,30.0,3,1908,30.0,Predicted,6492.859018885658,Nuclear,2013.0,25.33223121736335
2013.0,Predicted,30.0,4,2484,30.0,Predicted,43.480803652968,,2013.0,0.16964264408790478
2013.0,Predicted,30.0,5,3060,30.0,Predicted,0.0,,2013.0,0.0
2013.0,Predicted,30.0,6,3636,30.0,Predicted,1168.9920648327618,Wind,2013.0,4.560884071480873
2013.0,Predicted,31.0,0,186,31.0,Predicted,7033.5651780821945,CCGT,2013.0,27.48893313662211
2013.0,Predicted,31.0,1,762,31.0,Predicted,10855.875813926923,Coal,2013.0,42.427479782006934
2013.0,Predicted,31.0,2,1338,31.0,Predicted,0.0,Solar,2013.0,0.0
2013.0,Predicted,31.0,3,1914,31.0,Predicted,6484.983757993421,Nuclear,2013.0,25.344939643278913
2013.0,Predicted,31.0,4,2490,31.0,Predicted,43.480803652968,,2013.0,0.1699338634221531
2013.0,Predicted,31.0,5,3066,31.0,Predicted,0.0,,2013.0,0.0
2013.0,Predicted,31.0,6,3642,31.0,Predicted,1168.9920648327618,Wind,2013.0,4.568713574669896
2013.0,Predicted,32.0,0,192,32.0,Predicted,7024.395534246578,CCGT,2013.0,27.464642006815126
2013.0,Predicted,32.0,1,768,32.0,Predicted,10897.147722602718,Coal,2013.0,42.60669258123791
2013.0,Predicted,32.0,2,1344,32.0,Predicted,0.0,Solar,2013.0,0.0
2013.0,Predicted,32.0,3,1920,32.0,Predicted,6446.394390596707,Nuclear,2013.0,25.204718798835334
2013.0,Predicted,32.0,4,2496,32.0,Predicted,40.31169406392691,,2013.0,0.15761445105934757
2013.0,Predicted,32.0,5,3072,32.0,Predicted,0.0,,2013.0,0.0
2013.0,Predicted,32.0,6,3648,32.0,Predicted,1167.8915472135836,Wind,2013.0,4.566332162052271
2013.0,Predicted,33.0,0,198,33.0,Predicted,7161.47095890411,CCGT,2013.0,27.996523781126637
2013.0,Predicted,33.0,1,774,33.0,Predicted,10713.054906392676,Coal,2013.0,41.88082283325138
2013.0,Predicted,33.0,2,1350,33.0,Predicted,0.0,Solar,2013.0,0.0
2013.0,Predicted,33.0,3,1926,33.0,Predicted,6492.859018885658,Nuclear,2013.0,25.382701818224156
2013.0,Predicted,33.0,4,2502,33.0,Predicted,43.480803652968,,2013.0,0.16998063114104933
2013.0,Predicted,33.0,5,3078,33.0,Predicted,0.0,,2013.0,0.0
2013.0,Predicted,33.0,6,3654,33.0,Predicted,1168.9920648327618,Wind,2013.0,4.569970936256778
2013.0,Predicted,34.0,0,204,34.0,Predicted,7085.828219178082,CCGT,2013.0,27.65942193453977
2013.0,Predicted,34.0,1,780,34.0,Predicted,10826.91681278537,Coal,2013.0,42.262703965144894
2013.0,Predicted,34.0,2,1356,34.0,Predicted,0.0,Solar,2013.0,0.0
2013.0,Predicted,34.0,3,1932,34.0,Predicted,6492.859018885658,Nuclear,2013.0,25.344775742484998
2013.0,Predicted,34.0,4,2508,34.0,Predicted,43.53949086757987,,2013.0,0.16995573579698245
2013.0,Predicted,34.0,5,3084,34.0,Predicted,0.0,,2013.0,0.0
2013.0,Predicted,34.0,6,3660,34.0,Predicted,1168.9920648327618,Wind,2013.0,4.563142622033357
2013.0,Predicted,35.0,0,210,35.0,Predicted,7246.207479452056,CCGT,2013.0,28.328946356401175
2013.0,Predicted,35.0,1,786,35.0,Predicted,10630.652044520531,Coal,2013.0,41.560384843626004
2013.0,Predicted,35.0,2,1362,35.0,Predicted,0.0,Solar,2013.0,0.0
2013.0,Predicted,35.0,3,1938,35.0,Predicted,6489.47801682721,Nuclear,2013.0,25.370523151739004
2013.0,Predicted,35.0,4,2514,35.0,Predicted,43.480803652968,,2013.0,0.16998759112418987
2013.0,Predicted,35.0,5,3090,35.0,Predicted,0.0,,2013.0,0.0
2013.0,Predicted,35.0,6,3666,35.0,Predicted,1168.9920648327618,Wind,2013.0,4.570158057109641
2013.0,Predicted,36.0,0,216,36.0,Predicted,7186.842493150685,CCGT,2013.0,28.012617612941547
2013.0,Predicted,36.0,1,792,36.0,Predicted,10765.331984018247,Coal,2013.0,41.96072595608916
2013.0,Predicted,36.0,2,1368,36.0,Predicted,0.0,Solar,2013.0,0.0
2013.0,Predicted,36.0,3,1944,36.0,Predicted,6491.086054391594,Nuclear,2013.0,25.300723051557323
2013.0,Predicted,36.0,4,2520,36.0,Predicted,43.480803652968,,2013.0,0.1694779212699864
2013.0,Predicted,36.0,5,3096,36.0,Predicted,0.0,,2013.0,0.0
2013.0,Predicted,36.0,6,3672,36.0,Predicted,1168.9920648327618,Wind,2013.0,4.5564554581419765
2013.0,Predicted,37.0,0,222,37.0,Predicted,7100.725643835617,CCGT,2013.0,27.719983462613218
2013.0,Predicted,37.0,1,798,37.0,Predicted,10813.196695205463,Coal,2013.0,42.212817196971315
2013.0,Predicted,37.0,2,1374,37.0,Predicted,0.0,Solar,2013.0,0.0
2013.0,Predicted,37.0,3,1950,37.0,Predicted,6489.47801682721,Nuclear,2013.0,25.3337802825278
2013.0,Predicted,37.0,4,2526,37.0,Predicted,43.516237442922346,,2013.0,0.16987973381567859
2013.0,Predicted,37.0,5,3102,37.0,Predicted,0.0,,2013.0,0.0
2013.0,Predicted,37.0,6,3678,37.0,Predicted,1168.9920648327618,Wind,2013.0,4.56353932407199
2013.0,Predicted,38.0,0,228,38.0,Predicted,7050.782547945207,CCGT,2013.0,27.572074341043844
2013.0,Predicted,38.0,1,804,38.0,Predicted,10817.31001598172,Coal,2013.0,42.30107422865936
2013.0,Predicted,38.0,2,1380,38.0,Predicted,0.0,Solar,2013.0,0.0
2013.0,Predicted,38.0,3,1956,38.0,Predicted,6491.622066913055,Nuclear,2013.0,25.38547813746566
2013.0,Predicted,38.0,4,2532,38.0,Predicted,43.480803652968,,2013.0,0.17003161600514036
2013.0,Predicted,38.0,5,3108,38.0,Predicted,0.0,,2013.0,0.0
