DATE,CLOSING PRICE
05/09/2012,6.79
05/08/2012,6.84
05/07/2012,6.73
05/04/2012,6.7
05/03/2012,7.16
05/02/2012,7.23
4/30/2012,7.6
4/27/2012,7.36
4/26/2012,7.33
4/25/2012,7.15
4/24/2012,7.2
4/23/2012,7.19
4/20/2012,7.43
4/19/2012,7.44
4/18/2012,7.32
4/17/2012,7.17
4/16/2012,6.91
4/13/2012,7.27
04/12/2012,7.16
04/11/2012,7.03
04/10/2012,6.92
04/05/2012,6.81
04/04/2012,6.18
04/03/2012,6.49
04/02/2012,6.34
3/30/2012,7.11
3/29/2012,6.86
3/28/2012,7.18
3/27/2012,7.26
3/26/2012,6.97
3/23/2012,7.02
3/22/2012,6.87
3/21/2012,7.45
3/20/2012,7.18
3/19/2012,7.78
3/16/2012,7.79
3/15/2012,8.01
3/14/2012,8.14
3/13/2012,7.82
03/12/2012,7.84
03/09/2012,8.11
03/08/2012,8.45
03/07/2012,8.58
03/06/2012,8.54
03/05/2012,8.86
03/02/2012,9.06
03/01/2012,8.88
2/29/2012,8.56
2/28/2012,9.04
2/27/2012,9.52
2/24/2012,9.44
2/23/2012,8.83
2/22/2012,9.17
2/21/2012,9.18
2/20/2012,8.78
2/17/2012,9.27
2/16/2012,9
2/15/2012,8.37
2/14/2012,8.11
2/13/2012,7.66
02/10/2012,7.92
02/09/2012,8.02
02/08/2012,8.34
02/07/2012,8.75
02/06/2012,8.69
02/03/2012,8.5
02/02/2012,8.74
02/01/2012,8.46
1/31/2012,8.04
1/30/2012,7.75
1/27/2012,8.19
1/26/2012,7.74
1/25/2012,7.59
1/24/2012,7.51
1/23/2012,7.11
1/20/2012,7.27
1/19/2012,7.31
1/18/2012,6.85
1/17/2012,6.74
1/16/2012,6.74
1/13/2012,7
01/12/2012,7.2
01/11/2012,7.04
01/10/2012,7.13
01/09/2012,6.79
01/06/2012,6.6
01/05/2012,6.74
01/04/2012,6.55
01/03/2012,6.59
01/02/2012,7.14
12/30/2011,7.14
12/29/2011,7.27
12/28/2011,7.79
12/27/2011,8.17
12/23/2011,8.17
12/22/2011,8.05
12/21/2011,8.36
12/20/2011,8.92
12/19/2011,7.42
12/16/2011,6.8
12/15/2011,6.79
12/14/2011,6.46
12/13/2011,7.05
12/12/2011,7.6
12/09/2011,7.82
12/08/2011,7.64
12/07/2011,7.21
12/06/2011,7.34
12/05/2011,7.34
12/02/2011,7.79
12/01/2011,7.94
11/30/2011,8.35
11/29/2011,7.98
11/28/2011,7.99
11/25/2011,7.73
11/24/2011,7.9
11/23/2011,8.44
11/22/2011,9.09
11/21/2011,8.91
11/18/2011,9.33
11/17/2011,9.67
11/16/2011,9.87
11/15/2011,10.03
11/14/2011,10.08
11/11/2011,10.12
11/10/2011,9.83
11/09/2011,9.89
11/08/2011,10.09
11/07/2011,9.94
11/04/2011,9.41
11/03/2011,9.7
11/02/2011,9.52
11/01/2011,9.89
10/31/2011,10.17
10/28/2011,10.4
10/27/2011,10.42
10/26/2011,10.14
10/25/2011,10.42
10/24/2011,10.53
10/21/2011,10.35
10/20/2011,10.19
10/19/2011,10.02
10/18/2011,10.3
10/17/2011,10.35
10/14/2011,10.44
10/13/2011,10.32
10/12/2011,10.7
10/11/2011,10.66
10/10/2011,10.71
10/07/2011,10.43
10/06/2011,10.48
10/05/2011,10.23
10/04/2011,10.09
9/30/2011,10.72
9/29/2011,10.92
9/28/2011,10.5
9/27/2011,10.81
9/26/2011,10.89
9/23/2011,11.36
9/22/2011,11.37
9/21/2011,11.82
9/20/2011,11.91
9/19/2011,11.83
9/16/2011,12.17
9/15/2011,12.38
9/14/2011,12.25
9/13/2011,12.03
09/12/2011,11.91
09/09/2011,11.92
09/08/2011,12.27
09/07/2011,12.43
09/06/2011,12.2
09/05/2011,12.39
09/02/2011,12.59
09/01/2011,12.89
8/31/2011,12.97
8/30/2011,13.48
8/29/2011,13.29
8/26/2011,13.17
8/25/2011,13.03
8/24/2011,13.18
8/23/2011,12.93
8/22/2011,12.57
8/19/2011,12.49
8/18/2011,12.35
8/17/2011,12.83
8/16/2011,12.38
8/15/2011,12.45
08/12/2011,12.47
08/11/2011,12.26
08/10/2011,11.61
08/09/2011,11.41
08/08/2011,10.74
08/05/2011,10.71
08/04/2011,11.3
08/03/2011,11.42
08/02/2011,11.74
08/01/2011,12.01
7/29/2011,12.24
7/28/2011,12.52
7/27/2011,12.41
7/26/2011,12.88
7/25/2011,12.94
7/22/2011,12.98
7/21/2011,13.12
7/20/2011,12.79
7/19/2011,12.41
7/18/2011,12.22
7/15/2011,12.44
7/14/2011,12.3
7/13/2011,12
07/12/2011,12.41
07/11/2011,12.09
07/08/2011,12.68
07/07/2011,13
07/06/2011,13.19
07/05/2011,13.56
07/04/2011,13.4
07/01/2011,13.36
6/30/2011,13.51
6/29/2011,13.01
6/28/2011,13.5
6/27/2011,12.96
6/24/2011,12.29
6/23/2011,13.37
6/22/2011,14.8
6/21/2011,14.81
6/20/2011,15.28
6/17/2011,15.65
6/16/2011,16.09
6/15/2011,16.26
6/14/2011,16.5
06/10/2011,16.63
06/09/2011,16.66
06/08/2011,16.53
06/07/2011,16.67
06/06/2011,16.68
06/03/2011,16.82
06/01/2011,16.83
5/31/2011,17
5/30/2011,17.18
5/27/2011,16.88
5/26/2011,16.35
5/25/2011,16.38
5/24/2011,16.35
5/23/2011,16.16
5/20/2011,16.37
5/19/2011,16.5
5/18/2011,16.6
5/17/2011,16.64
5/16/2011,16.89
5/13/2011,16.73
05/12/2011,16.91
05/11/2011,16.84
05/10/2011,16.97
05/09/2011,17.05
05/06/2011,17.04
05/05/2011,16.99
05/04/2011,17.09
05/03/2011,17.2
05/02/2011,17.4
4/29/2011,17.14
4/28/2011,17.21
4/27/2011,17.09
4/26/2011,16.87
4/21/2011,16.85
4/20/2011,16.97
4/19/2011,16.81
4/18/2011,16.7
4/15/2011,17.12
4/14/2011,16.79
4/13/2011,16.64
04/12/2011,16.6
04/11/2011,16.76
04/08/2011,16.98
04/07/2011,16.96
04/06/2011,17.16
04/05/2011,17.13
04/04/2011,17.35
04/01/2011,17.21
3/31/2011,17.27
3/30/2011,17.03
3/29/2011,17.03
3/28/2011,17.28
3/25/2011,16.85
3/24/2011,16.51
3/23/2011,16.97
3/22/2011,16.92
3/21/2011,16.9
3/18/2011,17.21
3/17/2011,16.79
3/16/2011,17.28
3/15/2011,17.27
3/14/2011,16.62
03/11/2011,15.73
03/10/2011,15.77
03/09/2011,15.88
03/08/2011,15.9
03/07/2011,15.87
03/04/2011,15.82
03/03/2011,15.45
03/02/2011,15.62
03/01/2011,15.51
2/28/2011,15.52
2/25/2011,15.43
2/24/2011,15.39
2/23/2011,15.31
2/22/2011,15.36
2/21/2011,15.25
2/18/2011,14.99
2/17/2011,14.94
2/16/2011,14.8
2/15/2011,14.8
2/14/2011,14.89
02/11/2011,14.89
02/10/2011,0.01
02/09/2011,14.68
02/08/2011,14.73
02/07/2011,14.64
02/04/2011,14.72
02/03/2011,14.7
02/02/2011,14.96
02/01/2011,14.86
1/31/2011,14.97
1/28/2011,14.77
1/27/2011,14.72
1/26/2011,14.91
1/25/2011,14.91
1/24/2011,14.59
1/21/2011,14.46
1/20/2011,14.37
1/19/2011,14.38
1/18/2011,14.61
1/17/2011,14.54
1/14/2011,14.49
1/13/2011,14.28
01/12/2011,14.26
01/11/2011,14.3
01/10/2011,14.24
01/07/2011,14.62
01/06/2011,14.68
01/05/2011,0.01
01/04/2011,0.01
01/03/2011,14.17
12/30/2010,14.17
12/29/2010,14.25
12/28/2010,14
12/27/2010,13.95
12/23/2010,14.08
12/22/2010,14.31
12/21/2010,14.18
12/20/2010,14.21
12/17/2010,13.97
12/16/2010,14.26
12/15/2010,14.33
12/14/2010,14.44
12/13/2010,14.51
12/10/2010,14.59
12/09/2010,14.52
12/08/2010,14.68
12/07/2010,14.78
12/06/2010,14.86
12/03/2010,14.72
12/02/2010,14.67
12/01/2010,14.83
11/30/2010,14.77
11/29/2010,14.95
11/26/2010,15.08
11/25/2010,15.08
11/24/2010,15.15
11/23/2010,15
11/22/2010,15.07
11/19/2010,14.95
11/18/2010,0.01
11/17/2010,14.87
11/16/2010,14.63
11/15/2010,15.1
11/12/2010,14.91
11/11/2010,14.81
11/10/2010,14.49
11/09/2010,14.29
11/08/2010,14.22
11/05/2010,14.51
11/04/2010,14.38
11/03/2010,14.7
11/02/2010,14.71
11/01/2010,14.7
10/29/2010,14.66
10/28/2010,14.91
10/27/2010,15.08
10/26/2010,15.02
10/25/2010,15.16
10/22/2010,15.07
10/21/2010,14.88
10/20/2010,15.15
10/19/2010,15.04
10/18/2010,15.38
10/15/2010,0.01
10/14/2010,0.01
10/13/2010,0.01
10/12/2010,0.01
10/11/2010,0.01
10/08/2010,15.56
10/07/2010,15.48
10/06/2010,15.57
10/05/2010,15.56
10/04/2010,15.27
10/01/2010,0.01
9/30/2010,0.01
9/29/2010,0.01
9/28/2010,0.01
9/27/2010,0.01
9/24/2010,15.29
9/23/2010,14.89
9/22/2010,15.03
9/21/2010,14.9
9/20/2010,15.03
9/17/2010,15.31
9/16/2010,15.28
9/15/2010,0.01
9/14/2010,0.01
9/13/2010,0.01
09/10/2010,15.29
09/09/2010,15.53
09/08/2010,15.63
09/07/2010,15.73
09/06/2010,15.72
09/03/2010,0.01
09/02/2010,0.01
09/01/2010,0.01
8/31/2010,0.01
8/30/2010,0.01
8/27/2010,15.3
8/26/2010,15.26
8/25/2010,15.38
8/24/2010,14.95
8/23/2010,14.81
8/20/2010,0.01
8/19/2010,0.01
8/18/2010,0.01
8/17/2010,0.01
8/16/2010,0.01
8/13/2010,14.5
08/12/2010,14.43
08/11/2010,14.41
08/10/2010,14.48
08/09/2010,14.56
08/06/2010,0.01
08/05/2010,0.01
08/04/2010,0.01
08/03/2010,0.01
08/02/2010,0.01
7/30/2010,14.16
7/29/2010,14.03
7/28/2010,13.77
7/27/2010,13.71
7/26/2010,13.54
7/23/2010,0.01
7/22/2010,0.01
7/21/2010,0.01
7/20/2010,0.01
7/19/2010,0.01
7/16/2010,14.27
7/15/2010,13.94
7/14/2010,14.01
7/13/2010,13.87
07/12/2010,14.08
07/09/2010,0.01
07/08/2010,0.01
07/07/2010,0.01
07/06/2010,0.01
07/05/2010,0.01
07/02/2010,15.35
07/01/2010,15.26
6/30/2010,15.25
6/29/2010,15.21
6/28/2010,15.44
6/25/2010,0.01
6/24/2010,0.01
6/23/2010,0.01
6/22/2010,15.36
6/21/2010,15.83
6/18/2010,15.74
6/17/2010,15.69
6/16/2010,15.55
6/15/2010,15.8
6/14/2010,15.88
06/11/2010,15.62
06/10/2010,15.46
06/09/2010,15.76
06/08/2010,15.69
06/07/2010,15.23
06/04/2010,15.33
06/03/2010,15.27
06/02/2010,15.26
06/01/2010,15.09
5/31/2010,15.14
5/28/2010,15.16
5/27/2010,15.58
5/26/2010,15.6
5/25/2010,15.09
5/21/2010,14.71
5/20/2010,14.48
5/19/2010,14.98
5/18/2010,15.24
5/17/2010,15.12
5/14/2010,15.91
05/12/2010,15.78
05/11/2010,15.38
05/10/2010,15.41
05/07/2010,15.62
05/06/2010,16.21
05/05/2010,15.84
05/04/2010,15.97
05/03/2010,16.42
4/30/2010,15.75
4/29/2010,15.4
4/28/2010,15.12
4/27/2010,15.67
4/26/2010,15.47
4/23/2010,14.85
4/22/2010,14.7
4/21/2010,14.66
4/20/2010,14.69
4/19/2010,14.64
4/16/2010,14.46
4/15/2010,14.21
4/14/2010,14.14
4/13/2010,13.64
04/12/2010,13.63
04/09/2010,13.69
04/08/2010,13.68
04/07/2010,13.47
04/06/2010,13.34
04/01/2010,12.98
3/31/2010,12.86
3/30/2010,12.78
3/29/2010,12.86
3/26/2010,12.86
3/25/2010,12.68
3/24/2010,12.7
3/23/2010,12.93
3/22/2010,13.17
3/19/2010,13.09
3/18/2010,13.12
3/17/2010,13.03
3/16/2010,13.09
3/15/2010,13.04
03/12/2010,12.84
03/11/2010,12.98
03/10/2010,13.26
03/09/2010,13.11
03/08/2010,13.2
03/05/2010,13.22
03/04/2010,13.26
03/03/2010,13.5
03/02/2010,13.31
03/01/2010,13.19
2/26/2010,13.02
2/25/2010,12.98
2/24/2010,13.07
2/23/2010,12.77
2/22/2010,12.76
2/19/2010,12.61
2/18/2010,12.88
2/17/2010,13.02
2/16/2010,13.33
2/15/2010,13.11
02/12/2010,12.96
02/11/2010,13.18
02/10/2010,13.25
02/09/2010,13.54
02/08/2010,13.63
02/05/2010,13.36
02/04/2010,13.15
02/03/2010,12.82
02/02/2010,12.75
02/01/2010,12.81
1/29/2010,13.03
1/28/2010,13.19
1/27/2010,13.49
1/26/2010,13.58
1/25/2010,13.35
1/22/2010,13.18
1/21/2010,13.25
1/20/2010,13.41
1/19/2010,13.66
1/18/2010,13.62
1/15/2010,13.3
1/14/2010,13.45
1/13/2010,12.87
01/12/2010,12.98
01/11/2010,13.28
01/08/2010,12.94
01/07/2010,12.61
01/06/2010,12.4
01/05/2010,12.77
01/04/2010,13.12
12/30/2009,12.65
12/29/2009,12.64
12/28/2009,12.73
12/23/2009,12.93
12/22/2009,12.68
12/21/2009,12.46
12/18/2009,13.63
12/17/2009,13.65
12/16/2009,14.46
12/15/2009,14.72
12/14/2009,14.42
12/11/2009,14.33
12/10/2009,14.17
12/09/2009,14.13
12/08/2009,14.19
12/07/2009,14.52
12/04/2009,14.08
12/03/2009,13.86
12/02/2009,13.56
12/01/2009,13.47
11/30/2009,13.11
11/27/2009,13.08
11/26/2009,12.99
11/25/2009,12.77
11/24/2009,12.56
11/23/2009,13.09
11/20/2009,13.01
11/19/2009,13.3
11/18/2009,13.36
11/17/2009,13.43
11/16/2009,13.72
11/13/2009,13.37
11/12/2009,13.22
11/11/2009,13.61
11/10/2009,13.86
11/09/2009,13.75
11/06/2009,14.09
11/05/2009,14.42
11/04/2009,14.4
11/03/2009,14.43
11/02/2009,14.5
10/30/2009,14.56
10/29/2009,14.65
10/28/2009,14.29
10/27/2009,14.37
10/26/2009,14.3
