,CCGT,Coal,Onshore,Offshore,PV,Nuclear,Recip_gas,Carbon_tax,total_genco_wealth:
0,31912.0,14475.0,8766.3,6983.8,3377.7999999999997,9361.0,680.0,0,-200271710113.7114
1,40312.0,14475.0,10236.100000000004,6983.8,3409.7999999999997,9361.0,710.0,0,-347766057883.5612
2,40312.0,14475.0,10209.900000000003,6983.8,3441.7999999999997,9361.0,710.0,0,-487960597336.9664
3,40312.0,14475.0,10190.900000000003,6983.8,3457.7999999999997,9361.0,700.0,0,-636709487081.3826
4,40312.0,14475.0,10173.000000000004,6983.8,3473.7999999999997,9361.0,740.0,0,-776798205347.926
5,40312.0,14475.0,10146.700000000003,6983.8,3505.7999999999997,9361.0,740.0,0,-917221988104.2535
6,40312.0,14475.0,10082.200000000003,6983.8,3505.7999999999997,9361.0,740.0,0,-1070400190407.3535
7,80686.0,14475.0,12730.0,6983.8,3505.7999999999997,9361.0,740.0,0,-1226000310679.4805
8,120236.0,14475.0,14556.199999999999,6983.8,3521.7999999999997,9361.0,740.0,0,-1368362078608.342
9,158161.0,14475.0,16329.1,6983.8,3521.7999999999997,9361.0,740.0,0,-1496131215639.2856
10,196216.0,14475.0,17902.700000000008,6983.8,3537.7999999999997,9361.0,620.0,0,-1649068972574.6025
11,233416.0,14475.0,19640.700000000008,6983.8,3569.7999999999997,9361.0,640.0,0,-1780186264213.5586
12,267937.0,12495.0,21555.000000000004,6983.8,3585.7999999999997,9361.0,640.0,0,-1939481137475.997
13,280800.0,9612.0,23403.399999999994,6983.8,3585.7999999999997,9361.0,20.0,0,-2084151468513.913
14,303600.0,6041.0,25900.999999999993,6983.8,3585.7999999999997,9361.0,20.0,0,-2218978714239.203
15,331200.0,6041.0,28765.599999999984,6979.5,3601.7999999999997,9361.0,20.0,0,-2329220808931.7363
16,367200.0,6041.0,30416.199999999983,6979.5,3633.7999999999997,9361.0,40.0,0,-2430872697641.007
17,361200.0,6041.0,32523.399999999983,6919.5,3633.7999999999997,9361.0,60.0,0,-2555530189069.074
18,358800.0,4020.0,34420.39999999999,6859.5,3633.7999999999997,9361.0,60.0,0,-2665793431026.7935
19,360000.0,4020.0,36139.29999999999,6769.5,3633.7999999999997,9361.0,60.0,0,-2787047287944.89
20,400800.0,4020.0,37585.399999999994,6679.5,3576.0000000000005,9361.0,60.0,0,-2913595535124.673
21,403200.0,4020.0,39249.3,6589.5,3530.600000000001,9361.0,60.0,0,-3040217410057.4805
22,441600.0,4020.0,40892.50000000001,6589.5,3261.5999999999995,9361.0,60.0,0,-3161960309803.364
23,477600.0,4020.0,42752.40000000002,6305.1,2407.1000000000004,9361.0,60.0,0,-3285372963365.4043
24,514800.0,4020.0,43705.300000000025,5652.3,1292.2000000000005,9361.0,100.0,0,-3414377953236.653
25,518671.0,0.0,44393.200000000026,5652.3,549.7,9361.0,80.0,0,-3552865160358.7905
26,518942.0,0.0,44234.40000000001,3842.3,256.4,9361.0,140.0,0,-3702490004155.5586
27,519213.0,0.0,45242.80000000002,2889.3,224.4,9361.0,160.0,0,-3850456931460.234
28,556684.0,0.0,46474.900000000016,2290.5,192.4,9361.0,160.0,0,-4013606337483.1904
29,517355.0,0.0,46540.80000000002,2022.0,176.4,9361.0,200.0,0,-4179570474047.308
30,556026.0,0.0,46920.0,2022.0,160.0,9361.0,260.0,0,-4344676248597.2476
31,560168.0,0.0,46920.0,731.0,128.0,9361.0,260.0,0,-4512961299644.798
32,597639.0,0.0,45720.0,0.0,128.0,9361.0,200.0,0,-4704478816764.345
33,590710.0,0.0,45280.0,0.0,128.0,9361.0,200.0,0,-4918761948125.192
34,589510.0,0.0,44760.0,0.0,112.0,9361.0,140.0,0,-5127442658615.636
35,626981.0,0.0,44080.0,0.0,112.0,9361.0,100.0,0,-5355975066346.616
36,586452.0,0.0,43340.0,0.0,96.0,9361.0,100.0,0,-5570461746831.876
37,627794.0,0.0,42560.0,0.0,64.0,9361.0,60.0,0,-5797739374862.68
38,661781.0,0.0,41840.0,0.0,48.0,9361.0,0.0,0,-6024996099559.563
39,694839.0,0.0,40580.0,0.0,48.0,9361.0,0.0,0,-6257863031023.949
40,663368.0,0.0,38800.0,0.0,48.0,9361.0,0.0,0,-6509578401320.995
41,670026.0,0.0,37980.0,0.0,32.0,9361.0,0.0,0,-6768470135270.156
42,668826.0,0.0,36600.0,0.0,0.0,9361.0,0.0,0,-7052970113031.683
43,701884.0,0.0,35100.0,0.0,0.0,9361.0,0.0,0,-7332414076765.218
44,736413.0,0.0,33780.0,0.0,0.0,9361.0,0.0,0,-7633288563078.858
