,contributed_CCGT,contributed_Coal,contributed_Onshore,contributed_Offshore,contributed_PV,contributed_Nuclear,contributed_Recip_gas,contributed_Biomass,total_CCGT,total_Coal,total_Onshore,total_Offshore,total_PV,total_Nuclear,total_Recip_gas,Carbon_tax,total_genco_wealth,Electricity_cost,Carbon_emitted
0,325623.9599999989,219560.74999999968,23300.55530880004,29579.745223999984,3154.551064599939,165604.86687359976,11399.440000000006,0,31912.0,14475.0,8862.6,6983.8,3377.7999999999997,9361.0,971.5,30.8,13176050463.752644,88.93708231849295,1187.070505628498
1,234868.1400000004,196390.83999999985,23464.752699000044,29595.668287999964,3122.2863189999775,165604.86687359976,1884.7100000000005,0,31912.0,14475.0,8862.6,6983.8,3377.7999999999997,9361.0,971.5,30.8,8263581467.301824,56.54648446782105,925.303600854322
2,336776.339999999,209246.50999999966,21601.84304159999,29224.130127999983,1658.9456695999324,165604.86687359976,12709.91,0,31912.0,14475.0,8862.6,6983.8,3377.7999999999997,9361.0,971.5,30.8,17235364382.972473,91.02662224815009,1189.3077069409783
3,342967.2599999989,236127.8399999996,23278.20383160005,29656.706700000013,3188.160174599965,165604.86687359976,13192.969999999998,0,31912.0,14475.0,8862.6,6983.8,3377.7999999999997,9361.0,971.5,30.8,34899201657.82423,108.59185282428562,1264.6871717003166
4,121628.40000000004,162863.23999999987,22191.845221500018,29595.668287999968,3116.600719849977,148459.39984960004,0.0,0,31912.0,14475.0,8862.6,6983.8,3377.7999999999997,9361.0,971.5,30.8,21555840935.782215,42.34493158529288,610.3183600095217
5,362354.15999999817,216882.64999999962,23464.752699000044,29595.668287999964,3122.2863189999775,165604.86687359976,12990.239999999998,0,31912.0,14475.0,8862.6,6983.8,3377.7999999999997,9361.0,971.5,30.8,38457352118.70075,92.97111074028071,1259.8103983246967
6,148027.86000000013,147449.54999999993,25582.054003500038,33535.97722699999,4482.611414499983,135545.01540160022,0.0,0,31912.0,14475.0,8862.6,6983.8,3377.7999999999997,9361.0,971.5,30.8,18867024850.477646,43.184788751613155,629.5151867709026
7,155854.98000000013,176020.68999999983,31310.357158399936,38306.24775700007,7415.26058399993,145936.22987440007,0.0,0,31912.0,14475.0,8862.6,6983.8,3377.7999999999997,9361.0,971.5,30.8,-4536003838.243347,43.005136017598886,709.1578250246224
8,338533.01999999874,214265.77999999965,23020.55743680004,29579.745223999984,3154.551064599939,165604.86687359976,5849.099999999996,0,31912.0,14475.0,8756.1,6983.8,3377.7999999999997,9361.0,670.0,30.9,-32936060747.02856,96.8296789798352,1190.146312080441
9,245968.20000000036,185240.82999999996,23182.78170150004,29595.668287999964,3122.2863189999775,165604.86687359976,1299.8000000000002,0,31912.0,14475.0,8756.1,6983.8,3377.7999999999997,9361.0,670.0,30.9,-36697694722.722,63.11345977894882,917.2428163003419
10,317284.1399999992,232857.73999999947,21342.258237599934,29224.130127999983,1658.9456695999324,165604.86687359976,6498.999999999995,0,31912.0,14475.0,8756.1,6983.8,3377.7999999999997,9361.0,670.0,30.9,-25262598869.540405,95.66712367867916,1188.8922753605198
11,347210.9999999986,229337.17999999964,22998.474552600022,29656.706700000013,3188.160174599965,165604.86687359976,9098.599999999995,0,31912.0,14475.0,8756.1,6983.8,3377.7999999999997,9361.0,670.0,30.9,-4857352393.611899,115.31882706911388,1247.989388297639
12,124869.06000000004,159481.22999999992,21909.874223999996,29595.668287999968,3116.600719849977,148459.39984960004,0.0,0,31912.0,14475.0,8756.1,6983.8,3377.7999999999997,9361.0,670.0,30.9,-17404660192.99637,47.45797027475785,609.3502894595417
13,352151.15999999817,228837.32999999952,23182.781701500044,29595.668287999964,3122.2863189999775,165604.86687359976,7148.899999999995,0,31912.0,14475.0,8756.1,6983.8,3377.7999999999997,9361.0,670.0,30.9,2167217881.728429,98.8092986457436,1252.9446578073403
14,134011.62000000008,160841.6299999998,25315.93655020003,33535.97722699999,4482.611414499983,135545.01540160022,0.0,0,31912.0,14475.0,8756.1,6983.8,3377.7999999999997,9361.0,670.0,30.9,-16816103906.85653,48.27976306388209,630.9452800987419
15,174637.7400000003,155707.41999999987,30888.903749899935,38306.24775700007,7415.26058399993,145936.22987440007,0.0,0,31912.0,14475.0,8756.1,6983.8,3377.7999999999997,9361.0,670.0,30.9,-38944822137.75811,49.07731876463841,701.9598377731626
16,248323.08000000034,173298.69999999984,21243.64986119997,27952.275391,638296.5625750524,149186.20253600003,2725.6999999999994,0,31912.0,14475.0,8729.9,6983.8,196401.79999999984,9361.0,670.0,31.7,-83831142849.92297,80.32516646151879,904.692132782602
17,157448.3400000001,141730.42,20698.79807729997,27004.503862999976,668055.4509723027,143111.5768376001,649.9,0,31912.0,14475.0,8729.9,6983.8,196401.79999999984,9361.0,670.0,31.7,-91288863626.88518,46.73473359221176,639.9689119671616
18,307410.11999999965,172106.68999999986,20792.132088399863,28893.053607999995,393066.69268900156,156093.03942399993,5975.199999999995,0,31912.0,14475.0,8729.9,6983.8,196401.79999999984,9361.0,670.0,31.7,-85306458213.74104,79.22010276415385,1029.4524202526234
19,273523.38000000024,177317.3799999999,21562.92283919995,28041.842625999998,644468.8332295988,151804.4613008,6498.999999999995,0,31912.0,14475.0,8729.9,6983.8,196401.79999999984,9361.0,670.0,31.7,-67011183691.964134,95.06999467538367,974.2769449772418
20,104945.04000000008,97764.08000000003,17582.893238199995,24148.653477999986,559245.0713993016,111233.9815272002,0.0,0,31912.0,14475.0,8729.9,6983.8,196401.79999999984,9361.0,670.0,31.7,-84650342887.82623,33.48444309748264,431.1890037838392
