,testing_time,training_time,root_mean_squared_error,mean_absolute_error,mean_squared_error,median_absolute_error,estimator
96,6.740054463555377,72.80667595148407,3003.8731194896936,2174.5777271268803,9037204.743643688,1653.0011086290524,"{""hidden_layer_sizes"": 10, ""learning_rate"": ""adaptive"", ""solver"": ""adam""}"
97,4.965196895396123,38.83832807863413,1680.0620024775542,1193.8000902481342,2836110.0538212894,851.5590027818688,"{""power"": 0.1}"
98,4.944284919256461,38.98793380158046,2366.770787676804,1784.0120992324246,5621835.148794456,1371.8553296339614,{}
99,25.483779586713354,173.09122917655864,8171.130500908649,4687.988184298997,66771139.96600183,2545.2219943987875,"{""C"": 0.1, ""fit_intercept"": false, ""max_iter"": 1, ""shuffle"": false, ""tol"": 0.001}"
100,25.429504980416823,173.84082154853968,8171.130500908649,4687.988184298997,66771139.96600183,2545.2219943987875,"{""C"": 0.1, ""fit_intercept"": false, ""max_iter"": 1000, ""shuffle"": false, ""tol"": 0.001}"
101,24.22510404343969,167.418134904891,6431.369974845285,3798.6971767902237,41370222.08801284,2297.755219732731,"{""C"": 0.1, ""fit_intercept"": true, ""max_iter"": 1, ""shuffle"": false, ""tol"": 0.001}"
102,23.496011604547675,164.00701616419005,6431.369974845285,3798.6971767902237,41370222.08801284,2297.755219732731,"{""C"": 0.1, ""fit_intercept"": true, ""max_iter"": 1000, ""shuffle"": false, ""tol"": 0.001}"
103,23.5525547683125,162.55941093119932,2722.1989323864486,1925.7646215492225,7445678.102154375,1322.6230043449734,"{""C"": 2, ""fit_intercept"": false, ""max_iter"": 1, ""shuffle"": false, ""tol"": 0.001}"
104,23.269700354271965,162.99004228992635,2722.1989323864486,1925.7646215492225,7445678.102154375,1322.6230043449734,"{""C"": 2, ""fit_intercept"": false, ""max_iter"": 1000, ""shuffle"": false, ""tol"": 0.001}"
105,25.55162558998806,174.72066439039313,2679.020441076031,1905.8144159363308,7211689.498251478,1324.833965417184,"{""C"": 2, ""fit_intercept"": true, ""max_iter"": 1, ""shuffle"": false, ""tol"": 0.001}"
106,25.362740954050725,174.6540257890265,2679.020441076031,1905.8144159363308,7211689.498251478,1324.833965417184,"{""C"": 2, ""fit_intercept"": true, ""max_iter"": 1000, ""shuffle"": false, ""tol"": 0.001}"
107,6.753284543507713,72.68127426103456,2960.9644412135226,2145.1251273916832,8781009.105236864,1631.7119432183988,"{""hidden_layer_sizes"": 10, ""learning_rate"": ""adaptive"", ""solver"": ""adam""}"
108,5.030781307000628,38.89992065518891,1675.3279002397096,1189.348812170878,2820157.998567156,847.2097416239636,"{""power"": 0.1}"
109,4.933543073181984,38.92424047012173,2371.42542692845,1788.3991807705218,5643958.440588121,1376.8683027993611,{}
