,CCGT,Coal,Onshore,Offshore,PV,Nuclear,Recip_gas,Carbon_tax,total_genco_wealth,Electricity_cost,Carbon_emitted
0,0,0,7236.800000000007,0,1911.0000000000057,0,0,10,163865279626649.62,4802.857857923302,0
1,0,0,7236.800000000007,0,1911.0000000000057,0,0,10,214554437115505.53,4802.857857923302,0
2,0,0,7236.800000000007,0,1911.0000000000057,0,0,10,265243587544524.34,4802.857857923302,0
3,0,0,7236.800000000007,0,1911.0000000000057,0,0,10,315932737973543.1,4802.857857923302,0
4,0,0,7236.800000000007,0,1911.0000000000057,0,0,10,366621888402561.9,4802.857857923302,0
5,0,0,7236.800000000007,0,1911.0000000000057,0,0,10,417311038831580.6,4802.857857923302,0
6,0,0,7236.800000000007,0,1911.0000000000057,0,0,10,468000189260599.44,4802.857857923302,0
7,0,0,7236.800000000007,0,1911.0000000000057,0,0,10,518689339689618.2,4802.857857923302,0
8,0,0,7236.800000000007,0,1911.0000000000057,0,0,10,569378490118637.0,4802.857857923302,0
9,0,0,7236.800000000007,0,1911.0000000000057,0,0,10,620067640547655.8,4802.857857923302,0
10,0,0,7236.800000000007,0,1911.0000000000057,0,0,10,670756790976674.5,4802.857857923302,0
11,0,0,7236.800000000007,0,1911.0000000000057,0,0,10,721445941405693.2,4802.857857923302,0
12,0,0,7236.800000000007,0,1911.0000000000057,0,0,10,772135091834712.1,4802.857857923302,0
13,0,0,7236.800000000007,0,1911.0000000000057,0,0,10,822824242263731.0,4802.857857923302,0
14,0,0,7236.800000000007,0,1911.0000000000057,0,0,10,873513392692749.8,4802.857857923302,0
15,0,0,7236.800000000007,0,1911.0000000000057,0,0,10,924202543121768.5,4802.857857923302,0
16,0,0,7236.800000000007,0,1911.0000000000057,0,0,10,974891693550787.2,4802.857857923302,0
17,0,0,7236.800000000007,0,1911.0000000000057,0,0,10,1025580843979806.0,4802.857857923302,0
18,0,0,7236.800000000007,0,1911.0000000000057,0,0,10,1076269994408824.8,4802.857857923302,0
19,0,0,7236.800000000007,0,1911.0000000000057,0,0,10,1126959173801469.5,4802.857857923302,0
20,0,0,4686.800000000007,0,1911.0000000000057,0,0,10,1192520568788321.5,5700.799440481518,0
21,0,0,3152.8,0,1911.0000000000057,0,0,10,1261777052482584.2,6000.0,0
22,0,0,3152.8,0,1911.0000000000057,0,0,10,1331033536647374.5,6000.0,0
23,0,0,3152.8,0,1366.0000000000039,0,0,10,1387811278257455.0,6000.0,0
24,0,0,3152.8,0,229.39999999999975,0,0,10,1420897097421782.2,6000.0,0
25,0,0,3152.8,0,229.39999999999975,0,0,10,1453982924084725.8,6000.0,0
26,0,0,1920.0,0,0.0,0,0,10,1478346064551408.2,6000.0,0
27,0,0,1920.0,0,0.0,0,0,10,1502709219781533.5,6000.0,0
28,0,0,0.0,0,0.0,0,0,10,1509925138925039.0,6000.0,0
29,0,0,0.0,0,0.0,0,0,10,1517141066191757.8,6000.0,0
30,0,0,0.0,0,0.0,0,0,10,1517141066191757.8,6000.0,0
31,0,0,0.0,0,0.0,0,0,10,1517141066191757.8,6000.0,0
32,0,0,0.0,0,0.0,0,0,10,1517141066191757.8,6000.0,0
33,0,0,0.0,0,0.0,0,0,10,1517141066191757.8,6000.0,0
34,0,0,0.0,0,0.0,0,0,10,1517141066191757.8,6000.0,0
35,0,0,0.0,0,0.0,0,0,10,1517141066191757.8,6000.0,0
36,0,0,0.0,0,0.0,0,0,10,1517141066191757.8,6000.0,0
37,0,0,0.0,0,0.0,0,0,10,1517141066191757.8,6000.0,0
38,0,0,0.0,0,0.0,0,0,10,1517141066191757.8,6000.0,0
39,0,0,0.0,0,0.0,0,0,10,1517141066191757.8,6000.0,0
