,index,capacity_factor,cluster,counts,data_type
64,64,0.11800000000000001,2.0,408,solar
65,65,0.0236,2.0,408,solar
66,66,0.0,2.0,408,solar
67,67,0.0,2.0,408,solar
68,68,0.0,2.0,408,solar
69,69,0.0,2.0,408,solar
70,70,0.0,2.0,408,solar
71,71,0.0,2.0,408,solar
72,72,0.0,3.0,663,solar
73,73,0.0,3.0,663,solar
74,74,0.0,3.0,663,solar
75,75,0.0,3.0,663,solar
76,76,0.0,3.0,663,solar
77,77,0.0,3.0,663,solar
78,78,0.0,3.0,663,solar
79,79,0.0,3.0,663,solar
80,80,0.0052,3.0,663,solar
81,81,0.0338,3.0,663,solar
82,82,0.0677,3.0,663,solar
83,83,0.0955,3.0,663,solar
84,84,0.1026,3.0,663,solar
85,85,0.0887,3.0,663,solar
86,86,0.0543,3.0,663,solar
87,87,0.016,3.0,663,solar
88,88,0.0001,3.0,663,solar
89,89,0.0,3.0,663,solar
90,90,0.0,3.0,663,solar
91,91,0.0,3.0,663,solar
92,92,0.0,3.0,663,solar
93,93,0.0,3.0,663,solar
94,94,0.0,3.0,663,solar
95,95,0.0,3.0,663,solar
96,96,0.0,4.0,604,solar
97,97,0.0,4.0,604,solar
98,98,0.0,4.0,604,solar
99,99,0.0,4.0,604,solar
100,100,0.0,4.0,604,solar
101,101,0.0064,4.0,604,solar
102,102,0.0701,4.0,604,solar
103,103,0.1683,4.0,604,solar
104,104,0.2817,4.0,604,solar
105,105,0.3869,4.0,604,solar
106,106,0.4618,4.0,604,solar
107,107,0.5034,4.0,604,solar
108,108,0.5068,4.0,604,solar
109,109,0.4712,4.0,604,solar
110,110,0.4032,4.0,604,solar
111,111,0.3011,4.0,604,solar
112,112,0.1891,4.0,604,solar
113,113,0.08800000000000001,4.0,604,solar
114,114,0.0145,4.0,604,solar
115,115,0.0,4.0,604,solar
116,116,0.0,4.0,604,solar
117,117,0.0,4.0,604,solar
118,118,0.0,4.0,604,solar
119,119,0.0,4.0,604,solar
120,120,0.0,5.0,335,solar
121,121,0.0,5.0,335,solar
122,122,0.0,5.0,335,solar
123,123,0.0,5.0,335,solar
124,124,0.0,5.0,335,solar
125,125,0.025,5.0,335,solar
126,126,0.0863,5.0,335,solar
127,127,0.1676,5.0,335,solar
128,128,0.253,5.0,335,solar
129,129,0.318,5.0,335,solar
130,130,0.35100000000000003,5.0,335,solar
131,131,0.3692,5.0,335,solar
132,132,0.3561,5.0,335,solar
133,133,0.3403,5.0,335,solar
134,134,0.3006,5.0,335,solar
135,135,0.2429,5.0,335,solar
136,136,0.1664,5.0,335,solar
137,137,0.0908,5.0,335,solar
138,138,0.0347,5.0,335,solar
139,139,0.002,5.0,335,solar
140,140,0.0,5.0,335,solar
141,141,0.0,5.0,335,solar
142,142,0.0,5.0,335,solar
143,143,0.0,5.0,335,solar
144,144,0.0,6.0,466,solar
145,145,0.0,6.0,466,solar
146,146,0.0,6.0,466,solar
147,147,0.0,6.0,466,solar
148,148,0.0,6.0,466,solar
149,149,0.0,6.0,466,solar
150,150,0.0,6.0,466,solar
151,151,0.0259,6.0,466,solar
152,152,0.1028,6.0,466,solar
153,153,0.2067,6.0,466,solar
154,154,0.2806,6.0,466,solar
155,155,0.3307,6.0,466,solar
156,156,0.3156,6.0,466,solar
157,157,0.2764,6.0,466,solar
158,158,0.2187,6.0,466,solar
159,159,0.1433,6.0,466,solar
160,160,0.0503,6.0,466,solar
161,161,0.0009,6.0,466,solar
162,162,0.0,6.0,466,solar
163,163,0.0,6.0,466,solar
164,164,0.0,6.0,466,solar
165,165,0.0,6.0,466,solar
166,166,0.0,6.0,466,solar
167,167,0.0,6.0,466,solar
168,168,0.0,7.0,359,solar
169,169,0.0,7.0,359,solar
170,170,0.0,7.0,359,solar
171,171,0.0,7.0,359,solar
172,172,0.0061,7.0,359,solar
173,173,0.0727,7.0,359,solar
174,174,0.1759,7.0,359,solar
175,175,0.2938,7.0,359,solar
176,176,0.4265,7.0,359,solar
177,177,0.5314,7.0,359,solar
178,178,0.6086,7.0,359,solar
179,179,0.6495,7.0,359,solar
180,180,0.652,7.0,359,solar
181,181,0.6129,7.0,359,solar
182,182,0.539,7.0,359,solar
183,183,0.4385,7.0,359,solar
184,184,0.3101,7.0,359,solar
185,185,0.1797,7.0,359,solar
186,186,0.08,7.0,359,solar
187,187,0.0125,7.0,359,solar
188,188,0.0,7.0,359,solar
189,189,0.0,7.0,359,solar
190,190,0.0,7.0,359,solar
191,191,0.0,7.0,359,solar
192,0,0.3055,0.0,366,onshore
193,1,0.3129,0.0,366,onshore
194,2,0.3196,0.0,366,onshore
195,3,0.335,0.0,366,onshore
196,4,0.3487,0.0,366,onshore
197,5,0.368,0.0,366,onshore
198,6,0.3813,0.0,366,onshore
199,7,0.4114,0.0,366,onshore
200,8,0.4418,0.0,366,onshore
201,9,0.4685,0.0,366,onshore
202,10,0.485,0.0,366,onshore
203,11,0.4954,0.0,366,onshore
204,12,0.5045,0.0,366,onshore
205,13,0.5041,0.0,366,onshore
206,14,0.496,0.0,366,onshore
207,15,0.4756,0.0,366,onshore
208,16,0.444,0.0,366,onshore
209,17,0.4074,0.0,366,onshore
210,18,0.3864,0.0,366,onshore
211,19,0.3763,0.0,366,onshore
212,20,0.3596,0.0,366,onshore
213,21,0.3553,0.0,366,onshore
214,22,0.3546,0.0,366,onshore
215,23,0.344,0.0,366,onshore
216,24,0.1239,1.0,1102,onshore
217,25,0.1146,1.0,1102,onshore
218,26,0.11,1.0,1102,onshore
219,27,0.1055,1.0,1102,onshore
220,28,0.1018,1.0,1102,onshore
221,29,0.0944,1.0,1102,onshore
222,30,0.0875,1.0,1102,onshore
223,31,0.0878,1.0,1102,onshore
224,32,0.0877,1.0,1102,onshore
225,33,0.0838,1.0,1102,onshore
226,34,0.0811,1.0,1102,onshore
227,35,0.0809,1.0,1102,onshore
228,36,0.0823,1.0,1102,onshore
229,37,0.0834,1.0,1102,onshore
230,38,0.084,1.0,1102,onshore
231,39,0.0846,1.0,1102,onshore
232,40,0.0853,1.0,1102,onshore
233,41,0.0865,1.0,1102,onshore
234,42,0.0904,1.0,1102,onshore
235,43,0.1062,1.0,1102,onshore
236,44,0.1176,1.0,1102,onshore
237,45,0.1201,1.0,1102,onshore
238,46,0.1167,1.0,1102,onshore
239,47,0.1107,1.0,1102,onshore
240,48,0.3476,2.0,575,onshore
241,49,0.3537,2.0,575,onshore
242,50,0.3547,2.0,575,onshore
243,51,0.3573,2.0,575,onshore
244,52,0.3483,2.0,575,onshore
245,53,0.3346,2.0,575,onshore
246,54,0.3454,2.0,575,onshore
247,55,0.377,2.0,575,onshore
248,56,0.3842,2.0,575,onshore
249,57,0.3706,2.0,575,onshore
250,58,0.3531,2.0,575,onshore
251,59,0.3391,2.0,575,onshore
252,60,0.3264,2.0,575,onshore
253,61,0.3156,2.0,575,onshore
254,62,0.3078,2.0,575,onshore
255,63,0.3011,2.0,575,onshore
256,64,0.2895,2.0,575,onshore
257,65,0.2679,2.0,575,onshore
258,66,0.2319,2.0,575,onshore
259,67,0.2109,2.0,575,onshore
260,68,0.2131,2.0,575,onshore
261,69,0.2163,2.0,575,onshore
262,70,0.2196,2.0,575,onshore
263,71,0.2247,2.0,575,onshore
264,72,0.6497,3.0,239,onshore
265,73,0.6726,3.0,239,onshore
266,74,0.6883,3.0,239,onshore
267,75,0.6963,3.0,239,onshore
268,76,0.7018,3.0,239,onshore
269,77,0.6979,3.0,239,onshore
270,78,0.7159,3.0,239,onshore
271,79,0.7384,3.0,239,onshore
272,80,0.7528,3.0,239,onshore
273,81,0.7645,3.0,239,onshore
274,82,0.7751,3.0,239,onshore
275,83,0.7898,3.0,239,onshore
276,84,0.8004,3.0,239,onshore
277,85,0.802,3.0,239,onshore
278,86,0.7889,3.0,239,onshore
279,87,0.7585,3.0,239,onshore
280,88,0.7202,3.0,239,onshore
281,89,0.6802,3.0,239,onshore
282,90,0.6461,3.0,239,onshore
283,91,0.6317,3.0,239,onshore
284,92,0.638,3.0,239,onshore
285,93,0.647,3.0,239,onshore
286,94,0.6471,3.0,239,onshore
287,95,0.6386,3.0,239,onshore
288,96,0.1683,4.0,921,onshore
289,97,0.1706,4.0,921,onshore
290,98,0.1714,4.0,921,onshore
291,99,0.1737,4.0,921,onshore
292,100,0.1696,4.0,921,onshore
293,101,0.1579,4.0,921,onshore
294,102,0.1621,4.0,921,onshore
295,103,0.1744,4.0,921,onshore
296,104,0.1784,4.0,921,onshore
297,105,0.1823,4.0,921,onshore
298,106,0.188,4.0,921,onshore
299,107,0.19399999999999998,4.0,921,onshore
300,108,0.1975,4.0,921,onshore
301,109,0.1976,4.0,921,onshore
302,110,0.1984,4.0,921,onshore
303,111,0.2047,4.0,921,onshore
304,112,0.2141,4.0,921,onshore
305,113,0.2207,4.0,921,onshore
306,114,0.2179,4.0,921,onshore
307,115,0.2175,4.0,921,onshore
308,116,0.2256,4.0,921,onshore
309,117,0.2242,4.0,921,onshore
310,118,0.2141,4.0,921,onshore
311,119,0.2054,4.0,921,onshore
312,120,0.3747,5.0,247,onshore
313,121,0.3736,5.0,247,onshore
314,122,0.3843,5.0,247,onshore
315,123,0.3958,5.0,247,onshore
316,124,0.3985,5.0,247,onshore
317,125,0.4084,5.0,247,onshore
318,126,0.4371,5.0,247,onshore
319,127,0.5006,5.0,247,onshore
320,128,0.5274,5.0,247,onshore
321,129,0.5393,5.0,247,onshore
322,130,0.5799,5.0,247,onshore
323,131,0.6326,5.0,247,onshore
324,132,0.665,5.0,247,onshore
325,133,0.6861,5.0,247,onshore
326,134,0.7044,5.0,247,onshore
327,135,0.7148,5.0,247,onshore
328,136,0.718,5.0,247,onshore
329,137,0.7201,5.0,247,onshore
330,138,0.7158,5.0,247,onshore
331,139,0.6975,5.0,247,onshore
332,140,0.6772,5.0,247,onshore
333,141,0.6631,5.0,247,onshore
334,142,0.6451,5.0,247,onshore
335,143,0.6187,5.0,247,onshore
336,144,0.1864,6.0,359,onshore
337,145,0.1898,6.0,359,onshore
338,146,0.1908,6.0,359,onshore
339,147,0.1905,6.0,359,onshore
340,148,0.1896,6.0,359,onshore
341,149,0.1916,6.0,359,onshore
342,150,0.1977,6.0,359,onshore
343,151,0.2075,6.0,359,onshore
344,152,0.2185,6.0,359,onshore
345,153,0.2482,6.0,359,onshore
346,154,0.2802,6.0,359,onshore
347,155,0.307,6.0,359,onshore
348,156,0.3166,6.0,359,onshore
349,157,0.3284,6.0,359,onshore
350,158,0.3437,6.0,359,onshore
351,159,0.3614,6.0,359,onshore
352,160,0.3987,6.0,359,onshore
353,161,0.4337,6.0,359,onshore
354,162,0.4379,6.0,359,onshore
355,163,0.442,6.0,359,onshore
356,164,0.4398,6.0,359,onshore
357,165,0.4522,6.0,359,onshore
358,166,0.4711,6.0,359,onshore
359,167,0.4966,6.0,359,onshore
360,168,0.6588,7.0,206,onshore
361,169,0.6516,7.0,206,onshore
362,170,0.6496,7.0,206,onshore
363,171,0.6555,7.0,206,onshore
364,172,0.6583,7.0,206,onshore
365,173,0.6509,7.0,206,onshore
366,174,0.6377,7.0,206,onshore
367,175,0.6246,7.0,206,onshore
368,176,0.6104,7.0,206,onshore
369,177,0.5736,7.0,206,onshore
370,178,0.5634,7.0,206,onshore
371,179,0.5853,7.0,206,onshore
372,180,0.5951,7.0,206,onshore
373,181,0.5939,7.0,206,onshore
374,182,0.5755,7.0,206,onshore
375,183,0.5313,7.0,206,onshore
376,184,0.4781,7.0,206,onshore
377,185,0.4248,7.0,206,onshore
378,186,0.3773,7.0,206,onshore
379,187,0.3559,7.0,206,onshore
380,188,0.344,7.0,206,onshore
381,189,0.3457,7.0,206,onshore
382,190,0.3538,7.0,206,onshore
383,191,0.3611,7.0,206,onshore
384,0,0.4193,0.0,293,offshore
385,1,0.4306,0.0,293,offshore
386,2,0.4424,0.0,293,offshore
387,3,0.4516,0.0,293,offshore
388,4,0.46,0.0,293,offshore
389,5,0.4881,0.0,293,offshore
390,6,0.5156,0.0,293,offshore
391,7,0.5446,0.0,293,offshore
392,8,0.568,0.0,293,offshore
393,9,0.603,0.0,293,offshore
394,10,0.6443,0.0,293,offshore
395,11,0.6724,0.0,293,offshore
396,12,0.6923,0.0,293,offshore
397,13,0.727,0.0,293,offshore
398,14,0.7678,0.0,293,offshore
399,15,0.7775,0.0,293,offshore
400,16,0.7626,0.0,293,offshore
401,17,0.7381,0.0,293,offshore
402,18,0.7245,0.0,293,offshore
403,19,0.7231,0.0,293,offshore
404,20,0.7163,0.0,293,offshore
405,21,0.7215,0.0,293,offshore
406,22,0.7261,0.0,293,offshore
407,23,0.7244,0.0,293,offshore
408,24,0.3465,1.0,586,offshore
409,25,0.3427,1.0,586,offshore
410,26,0.3356,1.0,586,offshore
411,27,0.341,1.0,586,offshore
412,28,0.3417,1.0,586,offshore
413,29,0.3391,1.0,586,offshore
414,30,0.3205,1.0,586,offshore
415,31,0.3042,1.0,586,offshore
416,32,0.2721,1.0,586,offshore
417,33,0.2487,1.0,586,offshore
418,34,0.2352,1.0,586,offshore
419,35,0.2267,1.0,586,offshore
420,36,0.2208,1.0,586,offshore
421,37,0.2168,1.0,586,offshore
422,38,0.2169,1.0,586,offshore
423,39,0.2146,1.0,586,offshore
424,40,0.2119,1.0,586,offshore
425,41,0.2066,1.0,586,offshore
426,42,0.2049,1.0,586,offshore
427,43,0.2053,1.0,586,offshore
428,44,0.1887,1.0,586,offshore
429,45,0.1713,1.0,586,offshore
430,46,0.1618,1.0,586,offshore
431,47,0.166,1.0,586,offshore
432,48,0.2611,2.0,572,offshore
433,49,0.2459,2.0,572,offshore
434,50,0.2306,2.0,572,offshore
435,51,0.2219,2.0,572,offshore
436,52,0.2245,2.0,572,offshore
437,53,0.2274,2.0,572,offshore
438,54,0.2272,2.0,572,offshore
439,55,0.235,2.0,572,offshore
440,56,0.24100000000000002,2.0,572,offshore
441,57,0.2404,2.0,572,offshore
442,58,0.247,2.0,572,offshore
443,59,0.2632,2.0,572,offshore
444,60,0.2861,2.0,572,offshore
445,61,0.3047,2.0,572,offshore
446,62,0.3202,2.0,572,offshore
447,63,0.3387,2.0,572,offshore
448,64,0.3538,2.0,572,offshore
449,65,0.3569,2.0,572,offshore
450,66,0.365,2.0,572,offshore
451,67,0.3871,2.0,572,offshore
452,68,0.4337,2.0,572,offshore
453,69,0.4403,2.0,572,offshore
454,70,0.4064,2.0,572,offshore
455,71,0.3562,2.0,572,offshore
456,72,0.7634,3.0,344,offshore
457,73,0.7734,3.0,344,offshore
458,74,0.7847,3.0,344,offshore
459,75,0.7966,3.0,344,offshore
460,76,0.8037,3.0,344,offshore
461,77,0.8064,3.0,344,offshore
462,78,0.8064,3.0,344,offshore
463,79,0.8094,3.0,344,offshore
464,80,0.8258,3.0,344,offshore
465,81,0.8384,3.0,344,offshore
466,82,0.8403,3.0,344,offshore
467,83,0.838,3.0,344,offshore
468,84,0.8323,3.0,344,offshore
469,85,0.8297,3.0,344,offshore
470,86,0.8303,3.0,344,offshore
471,87,0.8384,3.0,344,offshore
472,88,0.838,3.0,344,offshore
473,89,0.833,3.0,344,offshore
474,90,0.8266,3.0,344,offshore
475,91,0.8157,3.0,344,offshore
476,92,0.805,3.0,344,offshore
477,93,0.8028,3.0,344,offshore
478,94,0.8014,3.0,344,offshore
479,95,0.792,3.0,344,offshore
480,96,0.5737,4.0,403,offshore
481,97,0.5558,4.0,403,offshore
482,98,0.5322,4.0,403,offshore
483,99,0.4943,4.0,403,offshore
484,100,0.4701,4.0,403,offshore
485,101,0.4497,4.0,403,offshore
486,102,0.4782,4.0,403,offshore
487,103,0.4919,4.0,403,offshore
488,104,0.4739,4.0,403,offshore
489,105,0.4522,4.0,403,offshore
490,106,0.435,4.0,403,offshore
491,107,0.4194,4.0,403,offshore
492,108,0.4059,4.0,403,offshore
493,109,0.3967,4.0,403,offshore
494,110,0.3928,4.0,403,offshore
495,111,0.3866,4.0,403,offshore
496,112,0.3677,4.0,403,offshore
497,113,0.3323,4.0,403,offshore
498,114,0.3194,4.0,403,offshore
499,115,0.3126,4.0,403,offshore
500,116,0.3027,4.0,403,offshore
501,117,0.2981,4.0,403,offshore
502,118,0.2908,4.0,403,offshore
503,119,0.299,4.0,403,offshore
504,120,0.3214,5.0,480,offshore
505,121,0.3193,5.0,480,offshore
506,122,0.3222,5.0,480,offshore
507,123,0.3267,5.0,480,offshore
508,124,0.3405,5.0,480,offshore
509,125,0.3582,5.0,480,offshore
510,126,0.3696,5.0,480,offshore
511,127,0.3761,5.0,480,offshore
512,128,0.3867,5.0,480,offshore
513,129,0.4041,5.0,480,offshore
514,130,0.4301,5.0,480,offshore
515,131,0.4545,5.0,480,offshore
516,132,0.46799999999999997,5.0,480,offshore
517,133,0.4804,5.0,480,offshore
518,134,0.4885,5.0,480,offshore
519,135,0.502,5.0,480,offshore
520,136,0.5126,5.0,480,offshore
521,137,0.5241,5.0,480,offshore
522,138,0.5286,5.0,480,offshore
523,139,0.5353,5.0,480,offshore
524,140,0.5481,5.0,480,offshore
525,141,0.5628,5.0,480,offshore
526,142,0.5827,5.0,480,offshore
527,143,0.602,5.0,480,offshore
528,144,0.1486,6.0,976,offshore
529,145,0.1484,6.0,976,offshore
530,146,0.1453,6.0,976,offshore
531,147,0.1374,6.0,976,offshore
532,148,0.1278,6.0,976,offshore
533,149,0.1233,6.0,976,offshore
534,150,0.1204,6.0,976,offshore
535,151,0.1079,6.0,976,offshore
536,152,0.10400000000000001,6.0,976,offshore
537,153,0.1038,6.0,976,offshore
538,154,0.1024,6.0,976,offshore
539,155,0.1008,6.0,976,offshore
540,156,0.0982,6.0,976,offshore
541,157,0.0957,6.0,976,offshore
542,158,0.0957,6.0,976,offshore
543,159,0.1004,6.0,976,offshore
544,160,0.1104,6.0,976,offshore
545,161,0.12300000000000001,6.0,976,offshore
546,162,0.1416,6.0,976,offshore
547,163,0.1543,6.0,976,offshore
548,164,0.1553,6.0,976,offshore
549,165,0.1526,6.0,976,offshore
550,166,0.1519,6.0,976,offshore
551,167,0.1509,6.0,976,offshore
552,168,0.6654,7.0,361,offshore
553,169,0.6833,7.0,361,offshore
554,170,0.6987,7.0,361,offshore
555,171,0.6994,7.0,361,offshore
556,172,0.6915,7.0,361,offshore
557,173,0.6677,7.0,361,offshore
558,174,0.6634,7.0,361,offshore
559,175,0.6589,7.0,361,offshore
560,176,0.6558,7.0,361,offshore
561,177,0.6546,7.0,361,offshore
562,178,0.6481,7.0,361,offshore
563,179,0.6395,7.0,361,offshore
564,180,0.6376,7.0,361,offshore
565,181,0.6366,7.0,361,offshore
566,182,0.631,7.0,361,offshore
567,183,0.6215,7.0,361,offshore
568,184,0.6112,7.0,361,offshore
569,185,0.5879,7.0,361,offshore
570,186,0.5642,7.0,361,offshore
571,187,0.5383,7.0,361,offshore
572,188,0.5187,7.0,361,offshore
573,189,0.502,7.0,361,offshore
574,190,0.4873,7.0,361,offshore
575,191,0.4719,7.0,361,offshore
576,0,23526.75,0.0,72,load
577,1,22880.66666666667,0.0,72,load
578,2,22442.33333333333,0.0,72,load
579,3,22393.41666666667,0.0,72,load
580,4,22634.25,0.0,72,load
581,5,25184.33333333333,0.0,72,load
582,6,29635.5,0.0,72,load
583,7,31519.0,0.0,72,load
584,8,31675.41666666667,0.0,72,load
585,9,31278.83333333333,0.0,72,load
586,10,31356.66666666667,0.0,72,load
587,11,31548.08333333333,0.0,72,load
588,12,31459.83333333333,0.0,72,load
589,13,30784.75,0.0,72,load
590,14,30633.16666666667,0.0,72,load
591,15,31868.0,0.0,72,load
592,16,33094.333333333336,0.0,72,load
593,17,33460.833333333336,0.0,72,load
594,18,33229.666666666664,0.0,72,load
595,19,32674.66666666667,0.0,72,load
596,20,32195.08333333333,0.0,72,load
597,21,30797.91666666667,0.0,72,load
598,22,26963.41666666667,0.0,72,load
599,23,24760.33333333333,0.0,72,load
600,24,26490.91666666667,1.0,35,load
601,25,26753.08333333333,1.0,35,load
602,26,26308.66666666667,1.0,35,load
603,27,25891.83333333333,1.0,35,load
604,28,26721.66666666667,1.0,35,load
605,29,30233.08333333333,1.0,35,load
606,30,36760.41666666666,1.0,35,load
607,31,38762.0,1.0,35,load
608,32,38297.66666666666,1.0,35,load
609,33,37437.41666666666,1.0,35,load
610,34,36558.66666666666,1.0,35,load
611,35,36452.75,1.0,35,load
612,36,35956.083333333336,1.0,35,load
613,37,35850.583333333336,1.0,35,load
614,38,36358.083333333336,1.0,35,load
615,39,38197.91666666666,1.0,35,load
616,40,39577.16666666666,1.0,35,load
617,41,41725.333333333336,1.0,35,load
618,42,41989.75,1.0,35,load
619,43,39620.0,1.0,35,load
620,44,37291.91666666666,1.0,35,load
621,45,33081.75,1.0,35,load
622,46,29291.5,1.0,35,load
623,47,27109.16666666667,1.0,35,load
624,48,32322.25,2.0,29,load
625,49,31404.16666666667,2.0,29,load
626,50,30472.83333333333,2.0,29,load
627,51,29936.0,2.0,29,load
628,52,30379.0,2.0,29,load
629,53,32484.41666666667,2.0,29,load
630,54,36564.41666666666,2.0,29,load
631,55,42719.16666666666,2.0,29,load
632,56,43733.81818181818,2.0,29,load
633,57,43923.16666666666,2.0,29,load
634,58,44230.41666666666,2.0,29,load
635,59,43628.833333333336,2.0,29,load
636,60,44071.08333333334,2.0,29,load
637,61,43526.833333333336,2.0,29,load
638,62,43411.66666666666,2.0,29,load
639,63,44062.33333333334,2.0,29,load
640,64,47100.83333333334,2.0,29,load
641,65,48870.5,2.0,29,load
642,66,47874.58333333334,2.0,29,load
643,67,46703.25,2.0,29,load
644,68,43937.16666666666,2.0,29,load
645,69,41283.0,2.0,29,load
646,70,37462.66666666666,2.0,29,load
647,71,34149.25,2.0,29,load
648,72,22159.5,3.0,50,load
649,73,21879.0,3.0,50,load
650,74,21583.08333333333,3.0,50,load
651,75,21343.25,3.0,50,load
652,76,21421.33333333333,3.0,50,load
653,77,21691.416666666668,3.0,50,load
654,78,22572.83333333333,3.0,50,load
655,79,23876.16666666667,3.0,50,load
656,80,25974.75,3.0,50,load
657,81,27142.41666666667,3.0,50,load
658,82,27384.16666666667,3.0,50,load
659,83,27528.41666666667,3.0,50,load
660,84,27013.66666666667,3.0,50,load
661,85,26364.25,3.0,50,load
662,86,26147.25,3.0,50,load
663,87,26988.41666666667,3.0,50,load
664,88,27991.83333333333,3.0,50,load
665,89,28458.33333333333,3.0,50,load
666,90,28768.33333333333,3.0,50,load
667,91,29781.16666666667,3.0,50,load
668,92,29348.41666666667,3.0,50,load
669,93,27199.0,3.0,50,load
670,94,24459.41666666667,3.0,50,load
671,95,22685.16666666667,3.0,50,load
672,96,24895.66666666667,4.0,63,load
673,97,24573.41666666667,4.0,63,load
674,98,24166.08333333333,4.0,63,load
675,99,23982.41666666667,4.0,63,load
676,100,24349.75,4.0,63,load
677,101,26967.83333333333,4.0,63,load
678,102,32312.16666666667,4.0,63,load
679,103,34447.083333333336,4.0,63,load
680,104,34882.583333333336,4.0,63,load
681,105,34238.5,4.0,63,load
682,106,34147.75,4.0,63,load
683,107,33916.166666666664,4.0,63,load
684,108,33140.083333333336,4.0,63,load
685,109,32602.83333333333,4.0,63,load
686,110,32606.41666666667,4.0,63,load
687,111,34098.75,4.0,63,load
688,112,35323.166666666664,4.0,63,load
689,113,35540.25,4.0,63,load
690,114,35773.166666666664,4.0,63,load
691,115,35223.25,4.0,63,load
692,116,34537.666666666664,4.0,63,load
693,117,32446.08333333333,4.0,63,load
694,118,28066.5,4.0,63,load
695,119,25445.75,4.0,63,load
696,120,29845.16666666667,5.0,32,load
697,121,29578.91666666667,5.0,32,load
698,122,29105.66666666667,5.0,32,load
699,123,28241.41666666667,5.0,32,load
700,124,27403.08333333333,5.0,32,load
701,125,28370.08333333333,5.0,32,load
702,126,29154.16666666667,5.0,32,load
703,127,32166.75,5.0,32,load
704,128,35160.25,5.0,32,load
705,129,38094.5,5.0,32,load
706,130,38368.25,5.0,32,load
707,131,38226.333333333336,5.0,32,load
708,132,38383.41666666666,5.0,32,load
709,133,38169.5,5.0,32,load
710,134,38100.41666666666,5.0,32,load
711,135,38823.75,5.0,32,load
712,136,41375.5,5.0,32,load
713,137,43830.75,5.0,32,load
714,138,43028.66666666666,5.0,32,load
715,139,41486.91666666666,5.0,32,load
716,140,39056.833333333336,5.0,32,load
717,141,36230.41666666666,5.0,32,load
718,142,33037.416666666664,5.0,32,load
719,143,29144.66666666667,5.0,32,load
720,144,29668.08333333333,6.0,56,load
721,145,29949.41666666667,6.0,56,load
722,146,29286.66666666667,6.0,56,load
723,147,29006.33333333333,6.0,56,load
724,148,28602.41666666667,6.0,56,load
725,149,29275.08333333333,6.0,56,load
726,150,32666.91666666667,6.0,56,load
727,151,38431.583333333336,6.0,56,load
728,152,40278.16666666666,6.0,56,load
729,153,40626.833333333336,6.0,56,load
730,154,40452.41666666666,6.0,56,load
731,155,40450.583333333336,6.0,56,load
732,156,40640.75,6.0,56,load
733,157,40508.75,6.0,56,load
734,158,40601.583333333336,6.0,56,load
735,159,40916.66666666666,6.0,56,load
736,160,43185.25,6.0,56,load
737,161,45139.66666666666,6.0,56,load
738,162,46715.08333333334,6.0,56,load
739,163,46736.66666666666,6.0,56,load
740,164,43960.583333333336,6.0,56,load
741,165,39735.91666666666,6.0,56,load
742,166,34914.416666666664,6.0,56,load
743,167,30457.91666666667,6.0,56,load
744,168,27720.83333333333,7.0,23,load
745,169,27558.08333333333,7.0,23,load
746,170,27081.08333333333,7.0,23,load
