,CCGT,Coal,Onshore,Offshore,PV,Nuclear,Recip_gas,Carbon_tax,total_genco_wealth:,Electricity_cost:,Carbon_emitted
0,0,0,1492.7999999999986,0,1782.2000000000023,0,0,,25389272944615.324,5101.121759237433,0
1,0,0,1492.7999999999986,0,1782.2000000000023,0,0,,36718651626878.13,5101.121759237433,0
2,0,0,1492.7999999999986,0,1782.2000000000023,0,0,,48048026821218.45,5101.121759237433,0
3,0,0,1492.7999999999986,0,1782.2000000000023,0,0,,59377398459218.92,5101.121759237433,0
4,0,0,1492.7999999999986,0,1782.2000000000023,0,0,,70706770097219.4,5101.121759237433,0
5,0,0,1492.7999999999986,0,1782.2000000000023,0,0,,82036141735219.86,5101.121759237433,0
6,0,0,1492.7999999999986,0,1782.2000000000023,0,0,,93365513373220.34,5101.121759237433,0
7,0,0,1492.7999999999986,0,1782.2000000000023,0,0,,104694885011220.81,5101.121759237433,0
8,0,0,1492.7999999999986,0,1782.2000000000023,0,0,,116024256649221.3,5101.121759237433,0
9,0,0,1492.7999999999986,0,1782.2000000000023,0,0,,127353628287221.77,5101.121759237433,0
10,0,0,1492.7999999999986,0,1782.2000000000023,0,0,,138682999925222.25,5101.121759237433,0
11,0,0,1492.7999999999986,0,1782.2000000000023,0,0,,150012371563222.72,5101.121759237433,0
12,0,0,1492.7999999999986,0,1782.2000000000023,0,0,,161341743201223.2,5101.121759237433,0
13,0,0,1492.7999999999986,0,1782.2000000000023,0,0,,172671114839223.7,5101.121759237433,0
14,0,0,1492.7999999999986,0,1782.2000000000023,0,0,,184000486477224.12,5101.121759237433,0
15,0,0,1492.7999999999986,0,1782.2000000000023,0,0,,195329858115224.62,5101.121759237433,0
16,0,0,1189.0,0,1782.2000000000023,0,0,,207264547222455.47,5400.9566051782585,0
17,0,0,1189.0,0,1782.2000000000023,0,0,,219199236329686.28,5400.9566051782585,0
18,0,0,1189.0,0,1782.2000000000023,0,0,,231133925436917.12,5400.9566051782585,0
19,0,0,1189.0,0,1782.2000000000023,0,0,,243068614544147.9,5400.9566051782585,0
20,0,0,1189.0,0,1782.2000000000023,0,0,,255003303651378.72,5400.9566051782585,0
21,0,0,1189.0,0,1782.2000000000023,0,0,,266937992759544.03,5400.9566051782585,0
22,0,0,1189.0,0,1776.6000000000026,0,0,,278831171535711.3,5400.9566051782585,0
23,0,0,1189.0,0,1776.6000000000026,0,0,,290724351395170.5,5400.9566051782585,0
24,0,0,1189.0,0,175.0,0,0,,295509866441663.44,6000.0,0
25,0,0,1189.0,0,175.0,0,0,,300295381578872.7,6000.0,0
26,0,0,1189.0,0,0.0,0,0,,303794264431214.8,6000.0,0
27,0,0,1189.0,0,0.0,0,0,,307293147283556.9,6000.0,0
28,0,0,1189.0,0,0.0,0,0,,310792037793103.06,6000.0,0
29,0,0,0.0,0,0.0,0,0,,310792037793103.06,6000.0,0
30,0,0,0.0,0,0.0,0,0,,310792037793103.06,6000.0,0
31,0,0,0.0,0,0.0,0,0,,310792037793103.06,6000.0,0
32,0,0,0.0,0,0.0,0,0,,310792037793103.06,6000.0,0
33,0,0,0.0,0,0.0,0,0,,310792037793103.06,6000.0,0
34,0,0,0.0,0,0.0,0,0,,310792037793103.06,6000.0,0
35,0,0,0.0,0,0.0,0,0,,310792037793103.06,6000.0,0
36,0,0,0.0,0,0.0,0,0,,310792037793103.06,6000.0,0
37,0,0,0.0,0,0.0,0,0,,310792037793103.06,6000.0,0
38,0,0,0.0,0,0.0,0,0,,310792037793103.06,6000.0,0
39,0,0,0.0,0,0.0,0,0,,310792037793103.06,6000.0,0
