,CCGT,Coal,Onshore,Offshore,PV,Nuclear,Recip_gas,Carbon_tax,total_genco_wealth:,Electricity_cost:,Carbon_emitted
0,0,0,2828.0,0,2592.6,0,0,,632139629814417.8,5400.093235991475,0
1,0,0,2828.0,0,2592.6,0,0,,833256165584358.9,5400.093235991475,0
2,0,0,2544.0,0,2592.6,0,0,,1017317967084258.0,5400.093235991475,0
3,0,0,2544.0,0,2592.6,0,0,,1201379768584157.5,5400.093235991475,0
4,0,0,2544.0,0,2592.6,0,0,,1385441570084056.8,5400.093235991475,0
5,0,0,2544.0,0,2592.6,0,0,,1569503371583956.2,5400.093235991475,0
6,0,0,2544.0,0,2592.6,0,0,,1753565173083855.8,5400.093235991475,0
7,0,0,2544.0,0,2592.6,0,0,,1937626974583755.0,5400.093235991475,0
8,0,0,2544.0,0,2592.6,0,0,,2121688776083654.2,5400.093235991475,0
9,0,0,2544.0,0,2592.6,0,0,,2305750577583554.0,5400.093235991475,0
10,0,0,2544.0,0,2592.6,0,0,,2489812379083453.0,5400.093235991475,0
11,0,0,2544.0,0,2592.6,0,0,,2673874180583352.5,5400.093235991475,0
12,0,0,2544.0,0,2592.6,0,0,,2857935982083252.0,5400.093235991475,0
13,0,0,2544.0,0,2592.6,0,0,,3041997783583151.0,5400.093235991475,0
14,0,0,2544.0,0,2592.6,0,0,,3226059585083050.0,5400.093235991475,0
15,0,0,2544.0,0,2592.6,0,0,,3410121386582949.5,5400.093235991475,0
16,0,0,2544.0,0,2592.6,0,0,,3594183188082849.0,5400.093235991475,0
17,0,0,2544.0,0,2592.6,0,0,,3778244989582748.0,5400.093235991475,0
18,0,0,2544.0,0,2592.6,0,0,,3962306791082647.5,5400.093235991475,0
19,0,0,2544.0,0,2592.6,0,0,,4146368592582547.0,5400.093235991475,0
20,0,0,2544.0,0,2592.6,0,0,,4330430394082446.0,5400.093235991475,0
21,0,0,2544.0,0,2592.6,0,0,,4514492196647822.0,5400.093235991475,0
22,0,0,2544.0,0,942.6,0,0,,4617262497603787.0,5700.046617995738,0
23,0,0,2544.0,0,942.6,0,0,,4720032799038212.0,5700.046617995738,0
24,0,0,2544.0,0,37.6,0,0,,4799813422793251.0,6000.0,0
25,0,0,2544.0,0,0.0,0,0,,4879526826104192.0,6000.0,0
26,0,0,2544.0,0,0.0,0,0,,4959240251467589.0,6000.0,0
27,0,0,0.0,0,0.0,0,0,,4991774657521698.0,6000.0,0
28,0,0,0.0,0,0.0,0,0,,4991774657521698.0,6000.0,0
29,0,0,0.0,0,0.0,0,0,,4991774657521698.0,6000.0,0
30,0,0,0.0,0,0.0,0,0,,4991774657521698.0,6000.0,0
31,0,0,0.0,0,0.0,0,0,,4991774657521698.0,6000.0,0
32,0,0,0.0,0,0.0,0,0,,4991774657521698.0,6000.0,0
33,0,0,0.0,0,0.0,0,0,,4991774657521698.0,6000.0,0
34,0,0,0.0,0,0.0,0,0,,4991774657521698.0,6000.0,0
35,0,0,0.0,0,0.0,0,0,,4991774657521698.0,6000.0,0
36,0,0,0.0,0,0.0,0,0,,4991774657521698.0,6000.0,0
37,0,0,0.0,0,0.0,0,0,,4991774657521698.0,6000.0,0
38,0,0,0.0,0,0.0,0,0,,4991774657521698.0,6000.0,0
39,0,0,0.0,0,0.0,0,0,,4991774657521698.0,6000.0,0
