,CCGT,Coal,Onshore,Offshore,PV,Nuclear,Recip_gas,Carbon_tax,total_genco_wealth,Electricity_cost,Carbon_emitted
0,0,0,3673.4999999999995,0,6335.699999999991,0,0,40,195349037259237.22,5400.591648857489,0
1,0,0,3673.4999999999995,0,6335.699999999991,0,0,40,266652544473631.56,5400.591648857489,0
2,0,0,3270.3,0,6335.699999999991,0,0,40,336012262172563.4,5400.681262261913,0
3,0,0,3270.3,0,6335.699999999991,0,0,40,405371977466336.75,5400.681262261913,0
4,0,0,3270.3,0,6335.699999999991,0,0,40,474731690294892.75,5400.681262261913,0
5,0,0,3270.3,0,6335.699999999991,0,0,40,544091403123448.6,5400.681262261913,0
6,0,0,3270.3,0,6335.699999999991,0,0,40,613451115952004.6,5400.681262261913,0
7,0,0,3211.5,0,6335.699999999991,0,0,40,690545959048663.9,5700.136349400318,0
8,0,0,3211.5,0,6335.699999999991,0,0,40,767640802145323.1,5700.136349400318,0
9,0,0,3211.5,0,6335.699999999991,0,0,40,844735645241982.5,5700.136349400318,0
10,0,0,3211.5,0,6335.699999999991,0,0,40,921830488338641.8,5700.136349400318,0
11,0,0,3211.5,0,6335.699999999991,0,0,40,998925331435301.0,5700.136349400318,0
12,0,0,3211.5,0,6335.699999999991,0,0,40,1076020174531960.2,5700.136349400318,0
13,0,0,3211.5,0,6335.699999999991,0,0,40,1153115017628619.5,5700.136349400318,0
14,0,0,3211.5,0,6335.699999999991,0,0,40,1230209860725279.0,5700.136349400318,0
15,0,0,3211.5,0,6335.699999999991,0,0,40,1307304703821938.0,5700.136349400318,0
16,0,0,3211.5,0,6335.699999999991,0,0,40,1384399546918597.5,5700.136349400318,0
17,0,0,3211.5,0,6335.699999999991,0,0,40,1461494390015256.5,5700.136349400318,0
18,0,0,3211.5,0,6335.699999999991,0,0,40,1538589233111916.0,5700.136349400318,0
19,0,0,3211.5,0,6335.699999999991,0,0,40,1615684076208575.0,5700.136349400318,0
20,0,0,3211.5,0,6335.699999999991,0,0,40,1692778919305234.2,5700.136349400318,0
21,0,0,3211.5,0,6335.699999999991,0,0,40,1769873762423258.2,5700.136349400318,0
22,0,0,3211.5,0,6279.699999999991,0,0,40,1845811127361071.0,5700.136349400318,0
23,0,0,3211.5,0,5643.699999999991,0,0,40,1915340544899916.0,5700.136349400318,0
24,0,0,3211.5,0,5342.799999999993,0,0,40,1955262536266557.5,5700.136349400318,0
25,0,0,3211.5,0,0.0,0,0,40,1993871000579112.5,6000.0,0
26,0,0,931.5,0,0.0,0,0,40,1994624760276042.0,6000.0,0
27,0,0,931.5,0,0.0,0,0,40,1995378519972972.0,6000.0,0
28,0,0,931.5,0,0.0,0,0,40,1996132279669901.5,6000.0,0
29,0,0,931.5,0,0.0,0,0,40,1996886044654624.5,6000.0,0
30,0,0,0.0,0,0.0,0,0,40,1996886044654624.5,6000.0,0
31,0,0,0.0,0,0.0,0,0,40,1996886044654624.5,6000.0,0
32,0,0,0.0,0,0.0,0,0,40,1996886044654624.5,6000.0,0
33,0,0,0.0,0,0.0,0,0,40,1996886044654624.5,6000.0,0
34,0,0,0.0,0,0.0,0,0,40,1996886044654624.5,6000.0,0
35,0,0,0.0,0,0.0,0,0,40,1996886044654624.5,6000.0,0
36,0,0,0.0,0,0.0,0,0,40,1996886044654624.5,6000.0,0
37,0,0,0.0,0,0.0,0,0,40,1996886044654624.5,6000.0,0
38,0,0,0.0,0,0.0,0,0,40,1996886044654624.5,6000.0,0
39,0,0,0.0,0,0.0,0,0,40,1996886044654624.5,6000.0,0
