,CCGT,Coal,Onshore,Offshore,PV,Nuclear,Recip_gas,Carbon_tax,total_genco_wealth:,Electricity_cost:,Carbon_emitted
0,0,0,246.0,0,397.29999999999995,0,0,,11439368991343.504,5700.01675331302,0
1,0,0,246.0,0,397.29999999999995,0,0,,17720990992374.5,5700.01675331302,0
2,0,0,246.0,0,397.29999999999995,0,0,,24002612993405.5,5700.01675331302,0
3,0,0,246.0,0,397.29999999999995,0,0,,30284234994436.492,5700.01675331302,0
4,0,0,246.0,0,397.29999999999995,0,0,,36565856995467.49,5700.01675331302,0
5,0,0,246.0,0,397.29999999999995,0,0,,42847478996498.49,5700.01675331302,0
6,0,0,246.0,0,397.29999999999995,0,0,,49129100997529.484,5700.01675331302,0
7,0,0,246.0,0,397.29999999999995,0,0,,55410722998560.48,5700.01675331302,0
8,0,0,246.0,0,397.29999999999995,0,0,,61692344999591.47,5700.01675331302,0
9,0,0,246.0,0,397.29999999999995,0,0,,67973967000622.48,5700.01675331302,0
10,0,0,246.0,0,397.29999999999995,0,0,,74255589001653.47,5700.01675331302,0
11,0,0,246.0,0,397.29999999999995,0,0,,80537211002684.47,5700.01675331302,0
12,0,0,246.0,0,397.29999999999995,0,0,,86818833003715.45,5700.01675331302,0
13,0,0,246.0,0,397.29999999999995,0,0,,93100455004746.45,5700.01675331302,0
14,0,0,246.0,0,397.29999999999995,0,0,,99382077005777.44,5700.01675331302,0
15,0,0,246.0,0,397.29999999999995,0,0,,105663699006808.44,5700.01675331302,0
16,0,0,0.0,0,397.29999999999995,0,0,,110877786666842.4,6000.0,0
17,0,0,0.0,0,397.29999999999995,0,0,,116091874326876.36,6000.0,0
18,0,0,0.0,0,397.29999999999995,0,0,,121305961986910.33,6000.0,0
19,0,0,0.0,0,397.29999999999995,0,0,,126520049646944.28,6000.0,0
20,0,0,0.0,0,397.29999999999995,0,0,,131734137306978.27,6000.0,0
21,0,0,0.0,0,397.29999999999995,0,0,,136948224967012.22,6000.0,0
22,0,0,0.0,0,397.29999999999995,0,0,,142162312627046.2,6000.0,0
23,0,0,0.0,0,397.29999999999995,0,0,,147376400469788.62,6000.0,0
24,0,0,0.0,0,0.0,0,0,,148590559044559.72,6000.0,0
25,0,0,0.0,0,0.0,0,0,,149804717619330.84,6000.0,0
26,0,0,0.0,0,0.0,0,0,,151018876194101.97,6000.0,0
27,0,0,0.0,0,0.0,0,0,,152233034768873.1,6000.0,0
28,0,0,0.0,0,0.0,0,0,,153447193343644.2,6000.0,0
29,0,0,0.0,0,0.0,0,0,,154661351918415.3,6000.0,0
30,0,0,0.0,0,0.0,0,0,,155875510493186.44,6000.0,0
31,0,0,0.0,0,0.0,0,0,,157089669067957.56,6000.0,0
32,0,0,0.0,0,0.0,0,0,,157089669067957.56,6000.0,0
33,0,0,0.0,0,0.0,0,0,,157089669067957.56,6000.0,0
34,0,0,0.0,0,0.0,0,0,,157089669067957.56,6000.0,0
35,0,0,0.0,0,0.0,0,0,,157089669067957.56,6000.0,0
36,0,0,0.0,0,0.0,0,0,,157089669067957.56,6000.0,0
37,0,0,0.0,0,0.0,0,0,,157089669067957.56,6000.0,0
38,0,0,0.0,0,0.0,0,0,,157089669067957.56,6000.0,0
39,0,0,0.0,0,0.0,0,0,,157089669067957.56,6000.0,0
