N2EX Day Ahead Auction Prices in GBP/MWh,,,,,,,,,
UK time,CET/CEST time,21/05/2018,20/05/2018,19/05/2018,18/05/2018,17/05/2018,16/05/2018,15/05/2018,14/05/2018
23 - 00,00 - 01,"59,90","58,00","65,50","62,55","57,00","59,00","55,00","48,72"
00 - 01,01 - 02,"46,00","54,00","48,58","46,74","46,02","51,90","46,60","45,85"
01 - 02,02 - 03,"46,00","59,00","57,10","45,51","45,00","49,95","46,00","45,00"
02 - 03,03 - 04,"44,00","52,60","54,90","45,30","44,82","46,40","44,00","45,00"
03 - 04,04 - 05,"42,00","46,00","49,60","43,73","44,32","41,91","42,96","44,00"
04 - 05,05 - 06,"41,50","40,00","48,00","43,74","44,31","41,09","42,94","40,95"
05 - 06,06 - 07,"43,70","40,00","45,32","44,74","44,50","46,00","44,10","43,03"
06 - 07,07 - 08,"58,00","40,00","43,00","54,08","52,03","53,76","57,00","48,72"
07 - 08,08 - 09,"53,80","46,97","55,60","54,36","55,09","51,96","65,10","62,00"
08 - 09,09 - 10,"68,50","50,00","66,07","70,00","68,00","62,99","70,20","68,30"
09 - 10,10 - 11,"59,70","49,99","68,01","65,80","58,00","67,00","63,40","58,00"
10 - 11,11 - 12,"54,00","60,06","63,43","55,01","48,00","58,10","54,00","46,22"
11 - 12,12 - 13,"50,00","47,24","49,92","48,23","45,56","60,00","49,10","45,20"
12 - 13,13 - 14,"50,46","47,24","45,50","47,01","45,54","57,04","45,98","44,70"
13 - 14,14 - 15,"50,01","50,50","41,11","48,00","45,50","52,00","45,91","44,55"
14 - 15,15 - 16,"47,24","47,24","40,05","46,33","45,50","47,55","45,78","44,36"
15 - 16,16 - 17,"47,24","45,00","41,90","46,63","44,00","50,00","45,06","44,45"
16 - 17,17 - 18,"62,40","47,24","44,90","50,00","49,10","65,00","54,00","50,00"
17 - 18,18 - 19,"74,00","58,00","52,30","65,70","60,60","70,00","65,00","63,00"
18 - 19,19 - 20,"74,36","64,30","63,60","70,30","68,00","72,60","64,00","64,00"
19 - 20,20 - 21,"66,00","70,00","71,92","71,30","70,00","68,00","63,00","71,09"
20 - 21,21 - 22,"59,50","72,00","69,93","67,10","67,40","60,00","51,20","69,91"
21 - 22,22 - 23,"57,40","76,50","69,30","66,00","71,95","62,00","51,40","66,00"
22 - 23,23 - 00,"46,20","67,40","54,06","53,30","46,51","45,70","41,40","45,10"
,,,,,,,,,
Min,,"41,50","40,00","40,05","43,73","44,00","41,09","41,40","40,95"
Max,,"74,36","76,50","71,92","71,30","71,95","72,60","70,20","71,09"
Average,,"54,25","53,72","54,57","54,64","52,78","55,83","52,21","52,01"
UK time,CET/CEST time,21/05/2018,20/05/2018,19/05/2018,18/05/2018,17/05/2018,16/05/2018,15/05/2018,14/05/2018
