Company,Name,Fuel,Capacity,Start_date
LightsourceBP,Fairwinds,Solar,12.20,2014.00
LightsourceBP,Fareham,Solar,20.50,2014.00
LightsourceBP,Fawley (Langley),Solar,5.00,2012.00
LightsourceBP,Ffos Las,Solar,5.00,2012.00
LightsourceBP,Fields Farm (Agden) ,Solar,5.00,2017.00
LightsourceBP,Francis Court,Solar,4.20,2017.00
LightsourceBP,Gelli Gron,Solar,3.60,2016.00
LightsourceBP,Great Knowles,Solar,2.90,2012.00
LightsourceBP,Green Lane,Solar,4.20,2017.00
LightsourceBP,Hadley Farm,Solar,5.00,2015.00
LightsourceBP,Hawton,Solar,4.90,2016.00
LightsourceBP,Henbury Quarry,Solar,3.70,2015.00
LightsourceBP,Hill Farm,Solar,7.70,2015.00
LightsourceBP,Hill Hall Farm,Solar,5.00,2016.00
LightsourceBP,Hill House Farm,Solar,28.30,2015.00
LightsourceBP,High point,Solar,3.70,2017.00
LightsourceBP,Horam,Solar,8.10,2014.00
LightsourceBP,Hornacott,Solar,5.00,2015.00
LightsourceBP,Howbery,Solar,0.70,2011.00
LightsourceBP,Howton,Solar,5.00,2011.00
LightsourceBP,Knowlton,Solar,11.50,2014.00
LightsourceBP,Langton (FIT),Solar,4.30,2015.00
LightsourceBP,Langunnett,Solar,6.20,2013.00
LightsourceBP,Lawrence End Park,Solar,5.00,2015.00
LightsourceBP,Little Neath,Solar,6.10,2015.00
LightsourceBP,Maes Bach,Solar,4.60,2015.00
LightsourceBP,Manor Farm Eggington,Solar,5.00,2015.00
LightsourceBP,Manston,Solar,9.80,2014.00
LightsourceBP,Marston,Solar,4.50,2011.00
LightsourceBP,Meadow Farm (Thorpe Lanton) ,Solar,5.00,2014.00
LightsourceBP,Millar Farm,Solar,7.20,2017.00
LightsourceBP,Moor Solar 1,Solar,1.70,2011.00
LightsourceBP,Moor Solar 2,Solar,1.10,2011.00
LightsourceBP,Morfa,Solar,2.00,2016.00
LightsourceBP,Nefyn (Tyddyn Cae),Solar,4.90,2015.00
LightsourceBP,NI Cluster Belfast Road,Solar,0.00,2017.00
LightsourceBP,NI Cluster Hillside,Solar,0.00,2017.00
LightsourceBP,NI Cluster Knockairn Road,Solar,0.00,2017.00
LightsourceBP,NI Cluster Lough Road,Solar,0.00,2016.00
LightsourceBP,NI Cluster Moira Road,Solar,0.00,2017.00
LightsourceBP,Norrington,Solar,11.10,2014.00
LightsourceBP,North Tenement,Solar,5.00,2017.00
LightsourceBP,Park Farm West ,Solar,3.90,2017.00
LightsourceBP,Pen Rhiw ,Solar,4.70,2017.00
LightsourceBP,Pont Andrew,Solar,1.50,2012.00
LightsourceBP,Prestop Park,Solar,15.90,2015.00
LightsourceBP,Primrose Hill,Solar,4.30,2012.00
LightsourceBP,Promens,Solar,1.60,2011.00
LightsourceBP,QE2 Reservoir,Solar,6.30,2016.00
LightsourceBP,RedHill Farm ,Solar,4.80,2015.00
LightsourceBP,Rudge Hill Farm,Solar,1.00,2013.00
LightsourceBP,Safeguard Bradwall,Solar,5.00,2017.00
LightsourceBP,Sandhill,Solar,1.90,2011.00
LightsourceBP,Says Court,Solar,19.80,2014.00
LightsourceBP,School Aycliffe,Solar,5.00,2015.00
LightsourceBP,Shaftesbury,Solar,5.00,2015.00
LightsourceBP,Sharland Farm ,Solar,2.80,2017.00
LightsourceBP,Sheriffhales,Solar,5.00,2015.00
LightsourceBP,South Creake,Solar,26.00,2016.00
LightsourceBP,St Francis,Solar,4.30,2015.00
LightsourceBP,Stragglethorpe,Solar,5.00,2016.00
LightsourceBP,Summerlands,Solar,0.80,2012.00
LightsourceBP,Sundorne,Solar,18.20,2015.00
LightsourceBP,Trefinnick,Solar,4.40,2013.00
LightsourceBP,Treguff,Solar,3.70,2015.00
LightsourceBP,Trevemper,Solar,1.70,2011.00
LightsourceBP,Upper Clayhill,Solar,4.70,2015.00
LightsourceBP,Walton,Solar,1.80,2011.00
LightsourceBP,West Bradley,Solar,1.00,2012.00
LightsourceBP,West Farm,Solar,7.60,2013.00
LightsourceBP,Westwood,Solar,9.20,2014.00
LightsourceBP,Wheal Jane,Solar,1.40,2011.00
LightsourceBP,Wick Red Farm,Solar,5.00,2016.00
LightsourceBP,Wilburton,Solar,5.00,2011.00
LightsourceBP,Wrockwardine,Solar,10.50,2015.00
LightsourceBP,Lough Road PV,Solar,32.10,2017.00
Londonwaste Limited,Edmonton,Waste,60.00,1970.00
Magnox Ltd,Maentwrog,Hydro,35.30,1928.00
Marchwood Power Limited,Marchwood,CCGT,920.00,2009.00
Multifuel energy ltd,Ferrybridge Multi-fuel,Waste,79.00,2015.00
Octopus energy,Abbots Ripton,Solar,24.70,2014.00
Octopus energy,Apse,Solar,3.10,2013.00
Octopus energy,Ash Row,Solar,5.00,2015.00
Octopus energy,Avenue Farm,Solar,7.60,2015.00
Octopus energy,Averill Farm,Solar,5.00,2015.00
Octopus energy,Barn Farm,Solar,4.60,2015.00
Octopus energy,Barton,Solar,1.20,2012.00
Octopus energy,Birch Estate,Solar,5.00,2015.00
Octopus energy,Bishops Sutton,Solar,12.00,2014.00
Octopus energy,Bradford,Solar,5.30,2013.00
Octopus energy,Bratton,Solar,5.00,2013.00
Octopus energy,Brickkiln Lane,Solar,5.00,2016.00
Octopus energy,Broadgate,Solar,1.10,2012.00
Octopus energy,Bryn Yr Odyn,Solar,14.90,2015.00
Octopus energy,Burntstalks,Solar,11.50,2013.00
Octopus energy,Bystock Farm,Solar,4.10,2015.00
Octopus energy,Carlisle Estate,Solar,5.00,2016.00
Octopus energy,Causilgey,Solar,5.00,2013.00
Octopus energy,Chalcroft,Solar,6.30,2013.00
Octopus energy,Chawton,Solar,3.70,2013.00
Octopus energy,Chediston,Solar,12.30,2013.00
Octopus energy,Chisbon,Solar,12.30,2015.00
Octopus energy,Clann Farm,Solar,1.50,2014.00
Octopus energy,Cloford Common,Solar,5.00,2015.00
Octopus energy,Crapnell (Dinder),Solar,4.70,2014.00
Octopus energy,Craymarsh,Solar,1.80,2012.00
Octopus energy,Dairy House,Solar,3.40,2016.00
Octopus energy,Decoy,Solar,5.30,2014.00
Octopus energy,Drapers Farm,Solar,6.00,2014.00
Octopus energy,Eakring,Solar,11.80,2015.00
Octopus energy,Ellicombe,Solar,1.30,2013.00
Octopus energy,Ermine,Solar,32.40,2014.00
Octopus energy,Guisborough,Solar,5.00,2016.00
Octopus energy,Hatchlands,Solar,5.20,2013.00
Octopus energy,Hazard,Solar,5.70,2014.00
Octopus energy,Hewas,Solar,6.00,2013.00
Octopus energy,Higher Knapp,Solar,1.50,2013.00
Octopus energy,Higher Pirzwell,Solar,1.20,2012.00
Octopus energy,Higher Trenhayle,Solar,2.90,2013.00
Octopus energy,Hollamoor,Solar,2.20,2012.00
Octopus energy,Hollies,Solar,8.60,2013.00
Octopus energy,Holtwood,Solar,5.00,2016.00
Octopus energy,Hullavington,Solar,8.30,2014.00
Octopus energy,Kia Ora,Solar,1.80,2013.00
Octopus energy,Lawn Lane,Solar,4.30,2016.00
Octopus energy,Lenham,Solar,6.60,2014.00
Octopus energy,Lexham,Solar,7.90,2013.00
Octopus energy,Little Morton Farm,Solar,14.30,2014.00
Octopus energy,Little T,Solar,5.40,2013.00
Octopus energy,Littleton,Solar,12.00,2015.00
Octopus energy,Lodge Farm - Orston,Solar,12.00,2014.00
Octopus energy,Lovedean,Solar,4.50,2013.00
Octopus energy,Luson,Solar,1.90,2013.00
Octopus energy,Manor Farm Dorset,Solar,4.90,2014.00
Octopus energy,Marley Thatch,Solar,6.20,2013.00
Octopus energy,Melborn Black Peak,Solar,19.00,2015.00
Octopus energy,Melborn Muncey,Solar,30.90,2015.00
Octopus energy,Mill Hill,Solar,5.00,2015.00
Octopus energy,Mingay Farm (Wilburton 2),Solar,19.30,2014.00
Octopus energy,Molland,Solar,5.00,2016.00
Octopus energy,Mopley,Solar,3.00,2012.00
Octopus energy,Mount Mill,Solar,12.00,2015.00
Octopus energy,Natewood,Solar,9.00,2015.00
Octopus energy,New Row Farm,Solar,4.50,2014.00
Octopus energy,Newlands,Solar,4.30,2013.00
Octopus energy,Ninnis,Solar,3.90,2013.00
Octopus energy,North Perrott Fruit Farm,Solar,0.80,2013.00
Octopus energy,North Wayton,Solar,8.40,2014.00
Octopus energy,Northmoor,Solar,4.90,2015.00
Octopus energy,Palfreys Barton,Solar,1.00,2013.00
Octopus energy,Parciau,Solar,12.70,2015.00
Octopus energy,Park Wall,Solar,5.00,2013.00
Octopus energy,Parkhouse,Solar,6.60,2013.00
Octopus energy,Penhale,Solar,3.50,2013.00
Octopus energy,Peter Hill,Solar,5.00,2016.00
Octopus energy,Pitchford,Solar,21.00,2015.00
Octopus energy,Pitts Farm,Solar,3.20,2014.00
Octopus energy,Pollington Airfield,Solar,4.60,2015.00
Octopus energy,Pyde Drove,Solar,8.40,2014.00
Octopus energy,Ratcliffe House Farm,Solar,3.50,2015.00
Octopus energy,Reaches,Solar,6.20,2014.00
Octopus energy,Rew Farm,Solar,5.10,2014.00
Octopus energy,Rudge Manor,Solar,6.40,2013.00
Octopus energy,Rydon Farm,Solar,9.60,2015.00
Octopus energy,Ryston Estate Solar Plant,Solar,4.60,2015.00
Octopus energy,Sheriffhales CIC,Solar,3.20,2015.00
Octopus energy,Shipton Bellinger,Solar,5.40,2013.00
Octopus energy,Singrug,Solar,12.00,2015.00
Octopus energy,Six Hills,Solar,18.70,2015.00
Octopus energy,Slaughtergate,Solar,1.80,2013.00
Octopus energy,Somerton Door,Solar,8.70,2015.00
Octopus energy,Southcombe Farm,Solar,1.20,2013.00
Octopus energy,Spittleborough Farm,Solar,9.10,2014.00
Octopus energy,Stables (Lightsource),Solar,1.00,2012.00
Octopus energy,Staining Wood,Solar,5.00,2016.00
Octopus energy,Stratton Hall,Solar,11.80,2014.00
Octopus energy,Strete,Solar,4.90,2013.00
Octopus energy,Sutton Mawr,Solar,7.50,2014.00
Octopus energy,Sycamore,Solar,19.00,2014.00
Octopus energy,Tavells,Solar,5.40,2013.00
Octopus energy,The Breck,Solar,5.00,2016.00
Octopus energy,The Hydes,Solar,10.70,2014.00
Octopus energy,Thoresby,Solar,19.80,2015.00
Octopus energy,Till House,Solar,10.50,2014.00
Octopus energy,Tooleys Solar Farm,Solar,5.00,2015.00
Octopus energy,Tredown Farm,Solar,1.40,2013.00
Octopus energy,Tregassow,Solar,5.90,2013.00
Octopus energy,Trench Farm,Solar,5.00,2015.00
Octopus energy,Turves,Solar,5.00,2013.00
Octopus energy,Upper Farringdon,Solar,6.20,2015.00
Octopus energy,Walland Farm,Solar,5.00,2015.00
Octopus energy,Waterloo ,Solar,28.70,2015.00
Octopus energy,Wedgehill,Solar,13.50,2015.00
Octopus energy,Week Farm 2 (Week Farm Solar Park),Solar,3.70,2014.00
Octopus energy,West Hall,Solar,5.50,2014.00
Octopus energy,Westerfield,Solar,13.00,2015.00
Octopus energy,Westwood Farm,Solar,5.10,2015.00
Octopus energy,Whiddon Farm,Solar,0.90,2013.00
Octopus energy,Wiggin Hill,Solar,11.40,2015.00
Octopus energy,Willsland,Solar,3.30,2013.00
Octopus energy,Woodlands Farm,Solar,13.20,2015.00
Orsted,Barrow,Wind (offshore),90.00,2006.00
Orsted,Burbo Extension Offshore Windfarm,Wind (offshore),259.00,2017.00
Orsted,Burbo Offshore Windfarm,Wind (offshore),90.00,2007.00
Orsted,Gunfleet Sands 1 & 2 Ltd.,Wind (offshore),172.80,2010.00
Orsted,Gunfleet Sands 3,Wind (offshore),12.00,2013.00
Orsted,Lincs,Wind (offshore),270.00,2013.00
Orsted,Race Bank,Wind (offshore),548.10,2018.00
Orsted,Walney 1 & 2,Wind (offshore),368.00,2012.00
Orsted,Walney 3,Wind (offshore),330.00,2017.00
Orsted,West of Duddon Sands,Wind (offshore),388.80,2014.00
Orsted,Westermost Rough,Wind (offshore),210.00,2014.00
Peel energy,Frodsham Wind Farm Ltd,Wind,50.40,2016.00
Peel energy,Port of Sheerness Wind Farm Ltd,Wind,8.20,2016.00
Peel energy,Seaforth Wind Farm Ltd,Wind,3.00,1999.00
REG power,Barlborough,Wind,0.80,2016.00
REG power,Batsworthy Cross,Wind,18.50,2016.00
REG power,Brackagh Quarry,Wind,5.00,2017.00
REG power,Braich Ddu,Wind,3.90,2007.00
REG power,Burnthouse Farm,Wind,6.20,2013.00
REG power,Denzell Downs Windfarm,Wind,10.30,2015.00
REG power,French Farm,Wind,4.00,2016.00
REG power,Glens of Foudland,Wind,26.00,2005.00
REG power,Goonhilly Downs Wind Farm,Wind,12.10,1993.00
REG power,High Down,Wind,0.50,2016.00
REG power,High Haswell Wind Farm,Wind,4.10,2016.00
REG power,High Pow,Wind,3.90,2007.00
REG power,High Sharpley,Wind,2.60,2006.00
REG power,Loscar,Wind,4.50,2016.00
REG power,Mynydd Brombil,Wind,8.00,2017.00
REG power,Mynydd Portref,Wind,12.00,2012.00
REG power,Orchard End Windfarm,Wind,4.10,2013.00
REG power,Ramsey,Wind,1.80,2016.00
REG power,Ramsey 2 Wind Farm,Wind,8.20,2015.00
REG power,Rodbaston,Wind,2.10,2017.00
REG power,Roskrow Barton,Wind,1.70,2007.00
REG power,Sancton Hill Wind Farm,Wind,10.40,2012.00
REG power,South Sharpley Wind Farm,Wind,6.20,2013.00
REG power,St Breock,Wind,10.30,2015.00
REG power,Whittlesey,Wind,1.80,2016.00
REG power,Goonhilly Solar,Solar,4.50,2014.00
REG power,Hale Farm Solar,Solar,12.20,2015.00
REG power,Mendennick Solar,Solar,2.60,2016.00
REG power,SPD 2 Hall Farm,Solar,14.90,2016.00
REG power,SPD 3 Grange Farm,Solar,9.50,2015.00
REG power,SPD 4 Gelliwern,Solar,6.20,2015.00
REG power,UK Solar (Hartwell) LLP,Solar,18.60,2015.00
REG power,UK Solar (Lower Newton) LLP,Solar,11.90,2015.00
Renewable energy systems,Gruig Wind Farm Limited,Wind,25.00,2009.00
Renewable energy systems,Todmorden Moor Wind Farm Limited,Wind,12.50,2014.00
Renewable energy systems,Altahullion Extension Wind Farm (NI),Wind,11.70,2007.00
Renewable energy systems,Altahullion Wind Farm (NI),Wind,26.00,2003.00
Renewable energy systems,Black Hill Wind Farm (GB),Wind,28.60,2006.00
Renewable energy systems,Den Brook Wind Farm (GB),Wind,18.00,2016.00
Renewable energy systems,Dyffryn Brodyn Wind Farm (GB),Wind,5.40,1994.00
Renewable energy systems,Earlseat Wind Farm (GB),Wind,16.00,2014.00
Renewable energy systems,Forss Extension Wind Farm (GB),Wind,5.20,2007.00
Renewable energy systems,Forss Wind Farm (GB),Wind,2.00,2003.00
Renewable energy systems,Four Burrows Wind Farm (GB),Wind,4.50,1995.00
Renewable energy systems,Freasdail (GB),Wind,22.50,2017.00
Renewable energy systems,Garreg Llwyd (GB),Wind,30.40,2017.00
Renewable energy systems,Glenchamber Wind Farm (GB),Wind,27.50,2016.00
Renewable energy systems,Grange Wind Farm (GB),Wind,14.00,2013.00
Renewable energy systems,Hill of Towie Wind Farm (GB),Wind,48.30,2012.00
Renewable energy systems,Jacks Lane (GB),Wind,15.00,2015.00
Renewable energy systems,Kelburn Wind Farm (GB),Wind,28.00,2012.00
Renewable energy systems,Lendrums Bridge Extension Wind Farm (NI),Wind,7.30,1999.00
Renewable energy systems,Lendrums Bridge Wind Farm (NI),Wind,5.90,2000.00
Renewable energy systems,Lough Hill Wind Farm (NI),Wind,7.80,2007.00
Renewable energy systems,Meikle Carewe Wind Farm (GB),Wind,10.20,2013.00
Renewable energy systems,Minnygap (GB),Wind,25.00,2017.00
Renewable energy systems,Neilston (GB),Wind,10.10,2013.00
Renewable energy systems,Penmanshiel (GB),Wind,28.70,2016.00
Renewable energy systems,Roos Wind Farm (GB),Wind,17.10,2013.00
Renewable energy systems,Tallentire Wind Farm (GB),Wind,12.00,2013.00
Renewable energy systems,Turncole Wind Farm (GB),Wind,17.50,2016.00
Renewable energy systems,Wadlow Farm (GB),Wind,26.00,2012.00
Renewable energy systems,Woolley Hill (GB),Wind,10.00,2015.00
Renewable energy systems,Wryde Croft Wind Farm (GB),Wind,26.00,2016.00
Renewable energy systems,Wix Lodge (Stour Fields),Solar,18.70,2014.00
Renewable energy systems,Derriton (Tamar Heights),Solar,11.70,2014.00
Renewable energy systems,Parley,Solar,24.20,2014.00
Renewable energy systems,Penare,Solar,11.10,2014.00
Renewable energy systems,Marvel (Stone Farm),Solar,5.00,2011.00
Renewable energy systems,Parsonage (Hazel),Solar,7.00,2013.00
Renewable energy systems,Four Burrows Solar (Kenwyn),Solar,7.20,2015.00
Riverside Resource Recovery Limited,Riverside - Energy from Waste,Waste,80.00,2011.00
Rockfire capital,Astley,Solar,5.00,2016.00
Rockfire capital,Balcombe,Solar,5.00,2016.00
Rockfire capital,Carrowdore,Solar,6.00,2017.00
Rockfire capital,Cranham,Solar,3.00,2016.00
Rockfire capital,Eckland Lodge,Solar,3.70,2016.00
Rockfire capital,Five Oaks,Solar,5.00,2011.00
Rockfire capital,Home Farm,Solar,5.00,2017.00
Rockfire capital,Lisburn,Solar,20.50,2017.00
Rockfire capital,Mill Farm,Solar,4.40,2016.00
Rockfire capital,Moor House,Solar,4.90,2016.00
Rockfire capital,Newton,Solar,5.00,2016.00
Rockfire capital,Otherton,Solar,2.50,2017.00
Rockfire capital,Outwood,Solar,5.00,2016.00
Rockfire capital,Rolls Royce,Solar,3.20,2016.00
Rockfire capital,Shuttleworth,Solar,4.10,2016.00
Rockfire capital,Swindon Solar Farm,Solar,60.90,2016.00
Rockfire capital,Trowle,Solar,5.00,2016.00
Rockfire capital,Upper wick,Solar,5.00,2017.00
Rockfire capital,Widehurst,Solar,5.00,2017.00
Rockfire capital,Wilbees,Solar,5.00,2016.00
Rockfire capital,Willersey ,Solar,3.80,2017.00
Rockfire capital,Woodhouse,Solar,5.00,2017.00
Rockfire capital,Wrea Green,Solar,4.90,2017.00
RWE Generation SE,Aberthaw B,Coal,1610.00,1971.00
RWE Generation SE,Aberthaw GT,Gas oil,51.00,1971.00
RWE Generation SE,Cowes,Gas oil,140.00,1982.00
RWE Generation SE,Didcot B,CCGT,1550.00,1998.00
RWE Generation SE,Didcot GT,Gas oil,100.00,1972.00
RWE Generation SE,Great Yarmouth,CCGT,420.00,2001.00
RWE Generation SE,Little Barford,CCGT,740.00,1995.00
RWE Generation SE,Little Barford GT,Gas oil,17.00,2006.00
RWE Generation SE,Markinch CHP *,Biomass_wood,65.00,2014.00
RWE Generation SE,Pembroke,CCGT,2199.00,2012.00
RWE Generation SE,Staythorpe C,CCGT,1772.00,2010.00
Saltend Cogeneration Company Ltd,Saltend *,CCGT,1200.00,2000.00
Scira Offshore Energy Ltd,Dudgeon BMU 1,Wind (offshore),108.00,2017.00
Scira Offshore Energy Ltd,Dudgeon BMU 2,Wind (offshore),90.00,2017.00
Scira Offshore Energy Ltd,Dudgeon BMU 3,Wind (offshore),102.00,2017.00
Scira Offshore Energy Ltd,Dudgeon BMU 4,Wind (offshore),102.00,2017.00
Scira Offshore Energy Ltd,Hywind BMU 1,Wind (offshore),30.00,2017.00
Scira Offshore Energy Ltd,Sheringham Shoal BMU 1,Wind (offshore),158.00,2012.00
Scira Offshore Energy Ltd,Sheringham Shoal BMU 2,Wind (offshore),158.00,2017.00
Scotia wind,Barlockhart Moor Wind Energy Ltd,Wind,8.20,2013.00
Scotia wind,Blantyre Muir Wind Energy Ltd,Wind,12.30,2013.00
Scotia wind,Cairnborrow Wind Energy Ltd,Wind,10.00,2017.00
Scotia wind,Carsington Wind Energy Ltd,Wind,8.20,2014.00
Scotia wind,Crimp Wind Power Ltd,Wind,2.40,2011.00
Scotia wind,Flimby Wind Energy Ltd,Wind,6.20,2013.00
Scotia wind,Scotia wind (Craigengelt) Ltd,Wind,20.00,2010.00
Scotia wind,Sober Hill Wind Farm Ltd,Wind,12.30,2013.00
Scotia wind,Capel Grange Solar Energy Ltd,Solar,5.00,2016.00
Scottish power,Blackburn,CCGT,59.00,2011.00
Scottish power,Damhead Creek,CCGT,805.00,2000.00
Scottish power,Shoreham,CCGT,420.00,2000.00
Scottish power,Rye House,CCGT,715.00,1993.00
Scottish power,Arecleoch,Wind,120.00,2010.00
Scottish power,Beinn an Tuirc I,Wind,29.70,2001.00
Scottish power,Beinn an Tuirc II,Wind,43.70,2002.00
Scottish power,Beinn Tharsuinn,Wind,29.80,2006.00
Scottish power,Black Law,Wind,124.20,2005.00
Scottish power,Black Law II,Wind,63.40,2017.00
Scottish power,Callagheen,Wind,16.90,2006.00
Scottish power,Carland Cross RP,Wind,20.00,2013.00
Scottish power,Clachan Flats,Wind,15.00,2009.00
Scottish power,Coal Clough RP,Wind,16.00,1992.00
Scottish power,Coldham,Wind,16.00,2005.00
Scottish power,Corkey,Wind,5.00,1994.00
Scottish power,Cruach Mhor,Wind,29.80,2004.00
Scottish power,Dersalloch,Wind,69.00,2016.00
Scottish power,Dun Law I,Wind,17.20,2000.00
Scottish power,Dun Law II,Wind,29.80,2009.00
Scottish power,Elliot's Hill,Wind,5.00,1995.00
Scottish power,Ewe Hill I,Wind,13.80,2016.00
Scottish power,Ewe Hill II,Wind,36.80,2017.00
Scottish power,Glenapp,Wind,22.00,2016.00
Scottish power,Green Knowes,Wind,27.00,2008.00
Scottish power,Hagshaw Hill I,Wind,15.60,1995.00
Scottish power,Hagshaw Hill II,Wind,26.00,1995.00
Scottish power,Hare Hill (scotland),Wind,13.20,2004.00
Scottish power,Hare Hill II,Wind,29.80,2016.00
Scottish power,Harestanes,Wind,136.00,2013.00
Scottish power,Kilgallioch ,Wind,239.00,2017.00
Scottish power,Lynemouth,Wind,26.00,2012.00
Scottish power,Mark Hill,Wind,56.00,2011.00
Scottish power,Middleton,Wind,12.00,2013.00
Scottish power,P&L,Wind,30.60,1993.00
Scottish power,Rigged Hill,Wind,5.00,1994.00
Scottish power,Wether Hill,Wind,18.20,2007.00
Scottish power,Whitelee,Wind,322.00,2007.00
Scottish power,Whitelee II,Wind,217.00,2013.00
Scottish power,Wolf Bog,Wind,10.00,2007.00
Scottish power,Carsfad,Hydro,12.00,1936.00
Scottish power,Drumjohn,Hydro,2.00,1985.00
Scottish power,Earlstoun,Hydro,14.00,1936.00
Scottish power,Glenlee,Hydro,24.00,1935.00
Scottish power,Kendoon,Hydro,24.00,1936.00
Scottish power,Tongland,Hydro,33.00,1935.00
Scottish power,Bonnington,Hydro,11.00,1927.00
Scottish power,Stonebyres,Hydro,6.00,1927.00
Scottish power,Cruachan,Pumped storage,440.00,1966.00
Seabank Power Limited,Seabank,CCGT,1234.00,1998.00
Sellafield Ltd,Fellside CHP *,CCGT,180.00,1995.00
Sembcorp Utilities (UK) Ltd,Wilton GT *,Gas,120.00,1952.00
Sembcorp Utilities (UK) Ltd,Wilton 10 *,Biomass_wood,38.00,2007.00
SIMEC,Uskmouth power,Coal,363.00,1966.00
South East London Combined Heat & Power Ltd,SELCHP ERF *,Waste,35.00,1994.00
SSE,Aigas,Hydro,20.00,1962.00
SSE,Culligran,Hydro,17.00,1962.00
SSE,Culligran Compensation Set,Hydro,2.10,1962.00
SSE,Deanie,Hydro,38.00,1963.00
SSE,Fasnakyle,Hydro,69.00,1951.00
SSE,Fasnakyle Compensation Set,Hydro,7.50,2006.00
SSE,Kilmorack,Hydro,20.00,1962.00
SSE,Mullardoch Tunnel,Hydro,2.40,1955.00
SSE,Cashlie,Hydro,11.00,1959.00
SSE,Dalchonzie,Hydro,4.00,1958.00
SSE,Finlarig,Hydro,16.50,1955.00
SSE,Lednock,Hydro,3.00,1961.00
SSE,Lochay,Hydro,46.00,1958.00
SSE,Lochay Compensation Set,Hydro,2.00,1959.00
SSE,Lochay Fish Pass Generator,Hydro,0.00,1959.00
SSE,Lubreoch,Hydro,4.00,1958.00
SSE,St. Fillans,Hydro,16.80,1957.00
SSE,Achanalt,Hydro,3.00,1956.00
SSE,Cuileg,Hydro,3.10,2002.00
SSE,Grudie Bridge,Hydro,18.70,1950.00
SSE,Loch Dubh,Hydro,1.20,1954.00
SSE,Luichart,Hydro,34.00,1954.00
SSE,Luichart Dam,Hydro,0.10,1954.00
SSE,Mossford,Hydro,18.70,1957.00
SSE,Orrin,Hydro,18.00,1959.00
SSE,Orrin Dam,Hydro,0.30,1959.00
SSE,Torr Achilty,Hydro,15.00,1954.00
SSE,Foyers,Pumped storage,300.00,1974.00
SSE,Ceannacroc,Hydro,20.00,1956.00
SSE,Foyers Falls,Hydro,5.00,1968.00
SSE,Glendoe,Hydro,100.00,2008.00
SSE,Glenmoriston,Hydro,37.00,1957.00
SSE,Invergarry,Hydro,20.00,1956.00
SSE,Invergarry Dam,Hydro,0.30,1956.00
SSE,Kingairloch,Hydro,3.50,2005.00
SSE,Livishie,Hydro,17.00,1962.00
SSE,Mucomir,Hydro,1.80,1962.00
SSE,Quoich,Hydro,18.10,1955.00
SSE,Quoich Dam,Hydro,0.40,1955.00
SSE,Cassley,Hydro,10.00,1959.00
SSE,Lairg,Hydro,4.00,1959.00
SSE,Shin,Hydro,18.60,1958.00
SSE,Shin Diversion Dam,Hydro,0.10,1958.00
SSE,Allt na Lairige,Hydro,6.00,1956.00
SSE,Awe Barrage,Hydro,0.90,1956.00
SSE,Clachan,Hydro,40.00,1955.00
SSE,Inverawe,Hydro,25.00,1963.00
SSE,Kilmelfort,Hydro,2.10,1956.00
SSE,Loch Gair,Hydro,6.00,1961.00
SSE,Lussa,Hydro,2.40,1952.00
SSE,Nant,Hydro,15.00,1963.00
SSE,Sloy,Hydro,152.50,1950.00
SSE,Sron Mor,Hydro,4.00,1957.00
SSE,Striven,Hydro,8.00,1951.00
SSE,Clunie,Hydro,61.20,1950.00
SSE,Clunie Dam,Hydro,0.20,1950.00
SSE,Cuaich,Hydro,2.50,1959.00
SSE,Errochty,Hydro,75.00,1955.00
SSE,Gaur,Hydro,7.90,1953.00
SSE,Loch Ericht,Hydro,2.20,1962.00
SSE,Pitlochry,Hydro,15.00,1950.00
SSE,Pitlochry Dam,Hydro,0.10,1950.00
SSE,Rannoch,Hydro,45.00,1930.00
SSE,Tummel,Hydro,34.00,1933.00
SSE,Beannachran Dam,Hydro,0.20,2005.00
SSE,Chliostair,Hydro,1.20,1960.00
SSE,Cladach Dam,Hydro,0.20,1949.00
SSE,Cluanie Dam,Hydro,0.30,1955.00
SSE,Duchally,Hydro,0.40,1959.00
SSE,Dundreggan Dam A,Hydro,0.20,1957.00
SSE,Gisla,Hydro,0.70,1960.00
SSE,Kerry Falls,Hydro,1.30,1951.00
SSE,Loyne,Hydro,0.60,1959.00
SSE,Meig Dam,Hydro,0.10,1954.00
SSE,Misgeach Power Station,Hydro,0.40,1963.00
SSE,Morar Power Station,Hydro,0.80,1950.00
SSE,Nostie Bridge,Hydro,1.30,1950.00
SSE,Storr Lochs,Hydro,2.40,1952.00
SSE,Stronuich Power Station,Hydro,0.20,1957.00
SSE,Tobermory Power Station,Hydro,0.30,1954.00
SSE,Tralaig Power Station,Hydro,0.10,1956.00
SSE,Trinafour Power Station,Hydro,0.60,1959.00
SSE,Vaich Power Station,Hydro,0.30,1956.00
SSE,Arnish,Diesel,10.20,2001.00
SSE,Barkip AD,Waste,2.70,2012.00
SSE,Barra,Diesel,3.00,1990.00
SSE,Bowmore,Diesel,6.20,1946.00
SSE,Burghfield,Gas,50.00,1998.00
SSE,Chickerell,Gas,50.00,1998.00
SSE,Kirkwall,Diesel,16.00,1953.00
SSE,Lerwick,Diesel,67.00,1953.00
SSE,"Loch Carnan, South Uist",Diesel,11.50,1971.00
SSE,Peterhead,CCGT,1180.00,1980.00
SSE,Stornoway,Diesel,24.00,1950.00
SSE,Tiree,Diesel,3.00,1945.00
SSE,Keadby,CCGT,735.00,1994.00
