,CCGT,Coal,Onshore,Offshore,PV,Nuclear,Recip_gas
0,31912.0,14475.0,8855.6,6983.8,3377.7999999999997,9361.0,930.0
1,31912.0,119307.0,8818.800000000001,6983.8,3377.7999999999997,9361.0,930.0
2,31912.0,195411.0,8793.4,6983.8,3377.7999999999997,9361.0,790.0
3,31912.0,269643.0,8778.9,6983.8,3377.7999999999997,9361.0,790.0
4,31912.0,343875.0,8772.800000000001,6983.8,3377.7999999999997,9361.0,560.0
5,31912.0,416235.0,8766.3,6983.8,3377.7999999999997,9361.0,560.0
6,31912.0,488451.0,8756.1,6983.8,3377.7999999999997,9361.0,550.0
7,31912.0,488451.0,8729.9,6983.8,3377.7999999999997,9361.0,550.0
8,31361.0,488451.0,8710.9,6983.8,3377.7999999999997,9361.0,540.0
9,31361.0,486430.0,8693.000000000002,6983.8,3377.7999999999997,9361.0,540.0
10,31361.0,484422.0,8666.7,6983.8,3377.7999999999997,9361.0,540.0
11,31361.0,482812.0,8602.2,6983.8,3377.7999999999997,9361.0,540.0
12,30286.0,482812.0,19150.00000000001,6983.8,3377.7999999999997,9361.0,540.0
13,29036.0,480832.0,23076.200000000008,6983.8,3377.7999999999997,9361.0,0.0
14,27361.0,478820.0,32229.099999999988,6983.8,3377.7999999999997,9361.0,0.0
15,24616.0,476859.0,43702.69999999999,6983.8,3377.7999999999997,9361.0,0.0
16,24616.0,501107.0,54440.69999999999,6983.8,3377.7999999999997,9361.0,0.0
17,20737.0,511715.0,65374.99999999999,6983.8,3377.7999999999997,9361.0,0.0
18,19009.0,523112.0,79163.39999999997,6983.8,3377.7999999999997,9361.0,0.0
19,16584.0,532664.0,90181.0,6983.8,3377.7999999999997,9361.0,0.0
20,15364.0,467064.0,99765.59999999999,6979.5,3377.7999999999997,9361.0,0.0
21,14788.0,398376.0,107576.20000000003,6979.5,3377.7999999999997,9361.0,0.0
22,14172.0,268368.0,112543.40000000004,6919.5,3377.7999999999997,9361.0,0.0
23,12052.0,200184.0,117440.40000000002,6859.5,3377.7999999999997,9361.0,0.0
24,11644.0,71664.0,125499.30000000002,6769.5,3377.7999999999997,9361.0,0.0
25,10405.0,62400.0,133105.40000000002,6679.5,3320.0000000000005,9361.0,0.0
26,10405.0,57432.0,139529.30000000002,6589.5,3274.600000000001,9361.0,0.0
27,7728.0,53424.0,148152.5,6589.5,3005.5999999999995,9361.0,0.0
28,4609.0,52248.0,157832.39999999997,6305.1,2151.100000000001,9361.0,0.0
29,910.0,53352.0,171345.29999999996,5652.3,1036.2,9361.0,0.0
30,0.0,50376.0,182193.19999999995,5652.3,293.7,9361.0,0.0
31,0.0,44904.0,189774.39999999997,3842.3,0.4,7226.0,0.0
32,0.0,42192.0,199282.79999999993,2889.3,0.4,5972.0,0.0
33,0.0,39000.0,207106.89999999994,2290.5,0.4,3577.0,0.0
34,0.0,35328.0,214253.69999999998,2022.0,0.4,1250.0,0.0
35,0.0,33456.0,210340.0,2022.0,0.0,1250.0,0.0
36,0.0,31584.0,201320.0,731.0,0.0,1250.0,0.0
37,0.0,27984.0,209680.0,0.0,0.0,1250.0,0.0
