,CCGT,Coal,Onshore,Offshore,PV,Nuclear,Recip_gas
0,31912.0,14475.0,8855.6,6983.8,3377.7999999999997,9361.0,930.0
1,31912.0,124011.0,8818.800000000001,6983.8,3377.7999999999997,9361.0,930.0
2,31912.0,208119.0,8793.4,6983.8,3377.7999999999997,9361.0,790.0
3,31912.0,290271.0,8778.9,6983.8,3377.7999999999997,9361.0,790.0
4,31912.0,372423.0,8772.800000000001,6983.8,3377.7999999999997,9361.0,680.0
5,31912.0,452619.0,8766.3,6983.8,3377.7999999999997,9361.0,560.0
6,31912.0,532815.0,8756.1,6983.8,3377.7999999999997,9361.0,550.0
7,31912.0,532815.0,8729.9,6983.8,3377.7999999999997,9361.0,550.0
8,17329.0,524865.0,8710.9,6983.8,3377.7999999999997,9361.0,0.0
9,17329.0,524865.0,8693.000000000002,6983.8,3377.7999999999997,9361.0,0.0
10,17329.0,524865.0,8666.7,6983.8,3377.7999999999997,9361.0,20.0
11,14652.0,520873.0,8602.2,6983.8,3377.7999999999997,9361.0,20.0
12,14593.0,520873.0,17250.0,6983.8,3377.7999999999997,9361.0,20.0
13,13261.0,520873.0,23936.199999999997,6983.8,3377.7999999999997,9361.0,20.0
14,7967.0,520873.0,31209.09999999999,6983.8,3377.7999999999997,9361.0,20.0
15,6587.0,520873.0,37782.69999999999,6983.8,3377.7999999999997,9361.0,20.0
16,6587.0,575081.0,45280.69999999999,6983.8,3377.7999999999997,9361.0,20.0
17,6587.0,592322.0,52654.999999999985,6983.8,3377.7999999999997,9361.0,20.0
18,6587.0,599088.0,61303.39999999999,6983.8,3377.7999999999997,9361.0,0.0
19,5387.0,604956.0,69320.99999999997,6983.8,3377.7999999999997,9361.0,0.0
20,4587.0,611176.0,77525.59999999998,6979.5,3377.7999999999997,9361.0,0.0
21,4587.0,614436.0,84216.20000000001,6979.5,3377.7999999999997,9361.0,0.0
22,4587.0,617044.0,91183.40000000002,6919.5,3377.7999999999997,9361.0,0.0
23,3347.0,622060.0,99020.40000000001,6859.5,3377.7999999999997,9361.0,0.0
24,3347.0,626524.0,107499.30000000002,6769.5,3377.7999999999997,9361.0,0.0
25,910.0,630988.0,115645.4,6679.5,3320.0000000000005,9361.0,0.0
26,910.0,626424.0,123749.3,6589.5,3274.600000000001,9361.0,0.0
27,910.0,625020.0,129132.5,6589.5,3005.5999999999995,9361.0,0.0
28,910.0,622160.0,135052.4,6305.1,2151.100000000001,9361.0,0.0
29,910.0,626524.0,140145.3,5652.3,1036.2,9361.0,0.0
30,910.0,634148.0,145153.19999999998,5652.3,293.7,9361.0,0.0
31,910.0,642976.0,148594.4,3842.3,0.4,9361.0,0.0
32,910.0,647640.0,153782.79999999996,2889.3,0.4,9361.0,0.0
33,910.0,652656.0,158674.89999999997,2290.5,0.4,9361.0,0.0
34,910.0,656368.0,161920.8,2022.0,0.4,9361.0,0.0
35,0.0,663440.0,165540.0,2022.0,0.0,9361.0,0.0
36,0.0,547084.0,169820.0,731.0,0.0,9361.0,0.0
37,0.0,461772.0,165960.0,0.0,0.0,9361.0,0.0
