,CCGT,Coal,Onshore,Offshore,PV,Nuclear,Recip_gas
0,31912.0,14475.0,8855.6,6983.8,3377.7999999999997,9361.0,930.0
1,31912.0,107211.0,8818.800000000001,6983.8,3377.7999999999997,9361.0,930.0
2,31912.0,176763.0,8793.4,6983.8,3377.7999999999997,9361.0,790.0
3,31912.0,244659.0,8778.9,6983.8,3377.7999999999997,9361.0,790.0
4,31912.0,310899.0,8772.800000000001,6983.8,3377.7999999999997,9361.0,680.0
5,31912.0,377139.0,8766.3,6983.8,3377.7999999999997,9361.0,680.0
6,31912.0,441723.0,8756.1,6983.8,3377.7999999999997,9361.0,670.0
7,31912.0,441723.0,8729.9,6983.8,3377.7999999999997,9361.0,670.0
8,10464.0,439750.0,8710.9,6983.8,3377.7999999999997,9361.0,0.0
9,10464.0,439750.0,8693.000000000002,6983.8,3377.7999999999997,9361.0,0.0
10,9544.0,439750.0,8666.7,6983.8,3377.7999999999997,9361.0,0.0
11,4500.0,437789.0,8602.2,6983.8,3377.7999999999997,9361.0,0.0
12,4441.0,435768.0,13630.0,6983.8,3377.7999999999997,9361.0,0.0
13,2242.0,433756.0,17236.2,6983.8,3377.7999999999997,9361.0,0.0
14,2242.0,433196.0,18429.100000000006,6983.8,3377.7999999999997,9361.0,0.0
15,2242.0,433196.0,19722.7,6983.8,3377.7999999999997,9361.0,0.0
16,2242.0,431188.0,22120.699999999997,6983.8,3377.7999999999997,9361.0,0.0
17,1332.0,429228.0,25554.999999999996,6983.8,3377.7999999999997,9361.0,0.0
18,1332.0,477480.0,28943.39999999999,6983.8,3377.7999999999997,9361.0,0.0
19,1332.0,492936.0,32340.99999999999,6983.8,3377.7999999999997,9361.0,0.0
20,1332.0,504528.0,36805.59999999999,6979.5,3377.7999999999997,9361.0,0.0
21,1332.0,511704.0,39596.200000000004,6979.5,3377.7999999999997,9361.0,0.0
22,1332.0,515016.0,43163.40000000001,6919.5,3377.7999999999997,9361.0,0.0
23,1332.0,519432.0,46400.400000000016,6859.5,3377.7999999999997,9361.0,0.0
24,1332.0,522192.0,48559.3,6769.5,3377.7999999999997,9361.0,0.0
25,1332.0,462576.0,51105.400000000016,6679.5,3320.0000000000005,9361.0,0.0
26,1332.0,466992.0,53729.30000000001,6589.5,3274.600000000001,9361.0,0.0
27,1332.0,459816.0,57772.50000000002,6589.5,3005.5999999999995,9361.0,0.0
28,1332.0,454848.0,59712.400000000016,6305.1,2151.100000000001,9361.0,0.0
29,1332.0,455952.0,61465.30000000002,5652.3,1036.2,9361.0,0.0
30,1332.0,462024.0,61533.20000000002,5652.3,293.7,9361.0,0.0
31,0.0,466992.0,62034.400000000016,3842.3,0.4,9361.0,0.0
32,0.0,425592.0,64042.800000000025,2889.3,0.4,9361.0,0.0
33,0.0,432768.0,66114.90000000001,2290.5,0.4,9361.0,0.0
34,0.0,438288.0,66820.79999999999,2022.0,0.4,9361.0,0.0
35,0.0,437184.0,67000.0,2022.0,0.0,9361.0,0.0
36,0.0,442704.0,69140.0,731.0,0.0,9361.0,0.0
37,0.0,445464.0,66180.0,0.0,0.0,9361.0,0.0
