,accepted_price,day,segment_demand,segment_hour,year
0,64.55585030996718,6,30047.878528446043,65.0,2013
1,64.54940135371226,6,29546.836079255077,130.0,2013
2,64.54940135371226,6,29363.09478047626,195.0,2013
3,64.54940135371226,6,29328.353778606317,260.0,2013
4,64.54940135371226,6,28723.088323805525,325.0,2013
5,64.4882197334168,6,28587.98442764464,390.0,2013
6,64.4882197334168,6,28547.839269928263,455.0,2013
7,64.54940135371226,6,28499.97388957411,520.0,2013
8,64.4882197334168,6,28467.548954495494,585.0,2013
9,62.301616182829,6,26986.810252572122,650.0,2013
10,62.301616182829,6,26383.860864562663,715.0,2013
11,60.37169798577596,6,24881.50553925355,780.0,2013
12,59.45050476555812,6,24585.048989963358,845.0,2013
13,45.348377342180825,6,22429.562829499315,910.0,2013
14,55.72342096484579,6,22267.438154106247,975.0,2013
15,43.59035148994754,6,16460.286685979245,1040.0,2013
16,43.225825291093365,6,14649.122455159519,1105.0,2013
17,31.801905744300736,6,10333.518000648754,1170.0,2013
18,22.53250734811353,6,7190.615364814533,1235.0,2013
19,13.044093107508449,6,6959.780707945351,1300.0,2013
20,10.90596695796604,6,5789.394956060143,1365.0,2013
21,10.90596695796604,6,4964.103156083041,1430.0,2013
22,10.90596695796604,6,4900.797330453366,1495.0,2013
23,10.47361460602617,6,4636.7657162417945,1560.0,2013
