,accepted_price,day,segment_demand,segment_hour,year
0,87.02560910269574,3,53469.780720307535,33.0,2013
1,87.02560910269574,3,52986.28542083034,66.0,2013
2,87.00786352441402,3,50970.53663551,99.0,2013
3,84.99958424352043,3,46887.48993367503,132.0,2013
4,82.95814625453313,3,46667.96173703742,165.0,2013
5,70.84112247855207,3,42088.976841988726,198.0,2013
6,70.84112247855207,3,41546.822186324964,231.0,2013
7,70.46976960924378,3,41503.27205824705,264.0,2013
8,70.46976960924378,3,40968.2276275756,297.0,2013
9,70.46976960924378,3,40713.14830597642,330.0,2013
10,70.25811602327614,3,40450.95875938493,363.0,2013
11,70.46976960924378,3,40394.07695944644,396.0,2013
12,68.89675251529198,3,40166.54975969246,429.0,2013
13,68.89675251529198,3,40033.23304108662,462.0,2013
14,65.10501602650803,3,33278.519298390565,495.0,2013
15,64.84937381546314,3,32747.918758339314,528.0,2013
16,57.43467800988987,3,25071.542101014864,561.0,2013
17,34.46305602471709,3,20268.585118708357,594.0,2013
18,34.46305602471709,3,19241.157607319325,627.0,2013
19,31.990698300654362,3,18211.95253968221,660.0,2013
20,31.472687913658874,3,16129.545395058944,693.0,2013
21,31.127663863326223,3,15016.795183762173,726.0,2013
22,31.127663863326223,3,13993.811562993336,759.0,2013
23,31.056095483257774,3,13471.210026058432,792.0,2013
