,accepted_price,segment_demand,segment_hour,year
14,59.955356144404035,35505.0,2303.33,2018
15,60.13026928669281,37480.0,1842.67,2018
16,62.15886875613753,39585.0,1382.08,2018
17,66.8227197664696,42206.0,921.42,2018
18,71.47600785969686,45209.0,460.75,2018
19,87.0240208859276,52152.0,0.08,2018
0,40.34953804870871,17568.0,8752.5,2018
1,45.68745077252649,21964.0,8291.83,2018
2,46.900459326636394,23127.0,7831.17,2018
3,47.23195944146216,24327.0,7370.5,2018
4,48.45926834201827,25520.0,6909.92,2018
5,50.24383915002972,26760.0,6449.25,2018
6,50.33920626782291,27888.0,5988.58,2018
7,51.28496753545606,28935.0,5527.92,2018
8,51.64949786954875,29865.0,5067.25,2018
9,53.55283935927506,30721.0,4606.58,2018
10,53.633543114593614,31567.0,4146.0,2018
11,54.20474806027354,32315.0,3685.33,2018
12,54.370560227022175,33188.0,3224.67,2018
13,54.61972322430814,34182.0,2764.0,2018
14,55.57118736489559,35505.0,2303.33,2018
15,56.02898008996787,37480.0,1842.67,2018
16,59.26153479082634,39585.0,1382.08,2018
17,62.45271219838183,42206.0,921.42,2018
18,69.28359643367456,45209.0,460.75,2018
19,86.97282163174512,52152.0,0.08,2018
0,27.467777812118175,17568.0,8752.5,2018
1,44.74650012283919,21964.0,8291.83,2018
2,46.14720313405348,23127.0,7831.17,2018
3,48.06448823528613,24327.0,7370.5,2018
4,51.03656280411896,25520.0,6909.92,2018
5,52.391330103723725,26760.0,6449.25,2018
6,52.61608566455213,27888.0,5988.58,2018
7,54.599394536546036,28935.0,5527.92,2018
8,54.85085570763267,29865.0,5067.25,2018
9,55.188137885274195,30721.0,4606.58,2018
10,56.698086829033564,31567.0,4146.0,2018
11,57.29975178882548,32315.0,3685.33,2018
12,57.29975178882548,33188.0,3224.67,2018
13,58.01108586161346,34182.0,2764.0,2018
14,59.105206231465765,35505.0,2303.33,2018
15,59.238346819953804,37480.0,1842.67,2018
16,60.1852281691176,39585.0,1382.08,2018
17,66.37725890017316,42206.0,921.42,2018
18,67.67832159625942,45209.0,460.75,2018
19,87.03773823484342,52152.0,0.08,2018
0,34.72229377011719,17568.0,8752.5,2018
1,45.9269124958966,21964.0,8291.83,2018
2,46.75502556024759,23127.0,7831.17,2018
3,47.634261448964686,24327.0,7370.5,2018
4,50.401903011826015,25520.0,6909.92,2018
5,53.3998283630113,26760.0,6449.25,2018
6,53.69890948361539,27888.0,5988.58,2018
7,54.694921999137584,28935.0,5527.92,2018
8,55.96264138711236,29865.0,5067.25,2018
9,56.09350131597661,30721.0,4606.58,2018
10,56.09350131597661,31567.0,4146.0,2018
11,56.735677864538935,32315.0,3685.33,2018
12,56.811713710602056,33188.0,3224.67,2018
13,56.90584839470406,34182.0,2764.0,2018
14,57.84415577651995,35505.0,2303.33,2018
15,58.739255623402464,37480.0,1842.67,2018
16,62.24522135346691,39585.0,1382.08,2018
17,64.32625791190694,42206.0,921.42,2018
18,66.66576711130645,45209.0,460.75,2018
19,87.65805626296438,52152.0,0.08,2018
0,40.00832145452941,17568.0,8752.5,2018
1,47.46549597171063,21964.0,8291.83,2018
2,48.77246068955228,23127.0,7831.17,2018
3,50.68659631470347,24327.0,7370.5,2018
4,52.23437652232864,25520.0,6909.92,2018
5,54.608528555365346,26760.0,6449.25,2018
6,54.895441927412065,27888.0,5988.58,2018
7,55.3548764042986,28935.0,5527.92,2018
8,56.3521146071164,29865.0,5067.25,2018
9,56.46924187185934,30721.0,4606.58,2018
10,57.6642521537131,31567.0,4146.0,2018
11,59.109890335371865,32315.0,3685.33,2018
12,60.521059692409864,33188.0,3224.67,2018
13,61.153572562419534,34182.0,2764.0,2018
14,61.69854668658379,35505.0,2303.33,2018
15,63.475833790109135,37480.0,1842.67,2018
16,63.93285355659294,39585.0,1382.08,2018
17,68.98207212879724,42206.0,921.42,2018
18,71.15039836882784,45209.0,460.75,2018
19,87.00283888086186,52152.0,0.08,2018
0,43.049514133509255,17568.0,8752.5,2018
1,45.778929843694044,21964.0,8291.83,2018
2,46.397237684606104,23127.0,7831.17,2018
3,49.31412419694687,24327.0,7370.5,2018
4,50.166010036455496,25520.0,6909.92,2018
5,50.1728953403543,26760.0,6449.25,2018
6,50.49902118463624,27888.0,5988.58,2018
7,50.90970576220361,28935.0,5527.92,2018
8,51.376063316418715,29865.0,5067.25,2018
9,55.9021654571608,30721.0,4606.58,2018
10,56.19670897377373,31567.0,4146.0,2018
11,57.50653810904891,32315.0,3685.33,2018
12,57.95017405650773,33188.0,3224.67,2018
13,58.701722972283264,34182.0,2764.0,2018
14,60.24616805239505,35505.0,2303.33,2018
15,62.64093806345646,37480.0,1842.67,2018
16,62.85054382670745,39585.0,1382.08,2018
17,67.01336673915566,42206.0,921.42,2018
18,67.40725423654088,45209.0,460.75,2018
19,295.6875137946185,52152.0,0.08,2018
0,43.38487593848039,17568.0,8752.5,2018
1,48.19170189960824,21964.0,8291.83,2018
2,48.29858675277259,23127.0,7831.17,2018
3,48.443418437866235,24327.0,7370.5,2018
4,48.55058291397852,25520.0,6909.92,2018
5,48.84702541073077,26760.0,6449.25,2018
6,50.04151634900066,27888.0,5988.58,2018
7,53.501941516565324,28935.0,5527.92,2018
8,54.44635539982592,29865.0,5067.25,2018
9,55.18596404727631,30721.0,4606.58,2018
10,56.649856127644945,31567.0,4146.0,2018
11,56.683720191805364,32315.0,3685.33,2018
12,56.683720191805364,33188.0,3224.67,2018
13,56.989206548158954,34182.0,2764.0,2018
14,58.64711143771173,35505.0,2303.33,2018
15,59.440801863306326,37480.0,1842.67,2018
16,61.9662672400534,39585.0,1382.08,2018
17,66.21783016898826,42206.0,921.42,2018
18,71.74377959568058,45209.0,460.75,2018
19,88.70458460802436,52152.0,0.08,2018
0,41.611509211888944,17568.0,8752.5,2018
1,45.311676960070415,21964.0,8291.83,2018
2,48.514648209271904,23127.0,7831.17,2018
3,49.915587590398545,24327.0,7370.5,2018
4,52.05915118955724,25520.0,6909.92,2018
5,54.0999266569282,26760.0,6449.25,2018
6,54.85508464809869,27888.0,5988.58,2018
7,55.531735817091935,28935.0,5527.92,2018
8,55.95001553416999,29865.0,5067.25,2018
9,56.799366321381726,30721.0,4606.58,2018
10,56.799366321381726,31567.0,4146.0,2018
11,56.80914293243071,32315.0,3685.33,2018
12,56.8246157731723,33188.0,3224.67,2018
13,56.98372139620986,34182.0,2764.0,2018
14,59.83604685616628,35505.0,2303.33,2018
15,62.814523803659064,37480.0,1842.67,2018
16,63.76581552543989,39585.0,1382.08,2018
17,66.62967740620934,42206.0,921.42,2018
18,68.78607691276987,45209.0,460.75,2018
19,296.7762156919445,52152.0,0.08,2018
0,37.39507238377484,17568.0,8752.5,2018
1,48.971297566288015,21964.0,8291.83,2018
2,48.971297566288015,23127.0,7831.17,2018
3,49.669727327559194,24327.0,7370.5,2018
4,52.002453686396244,25520.0,6909.92,2018
5,52.68624594791881,26760.0,6449.25,2018
6,53.714377620184415,27888.0,5988.58,2018
7,53.9058911318418,28935.0,5527.92,2018
8,53.9058911318418,29865.0,5067.25,2018
9,54.31290831827195,30721.0,4606.58,2018
10,54.82098430217096,31567.0,4146.0,2018
11,55.06952512289737,32315.0,3685.33,2018
12,55.06952512289737,33188.0,3224.67,2018
13,55.77016774863714,34182.0,2764.0,2018
14,56.811244722331,35505.0,2303.33,2018
15,57.164210679691884,37480.0,1842.67,2018
16,60.43409202430283,39585.0,1382.08,2018
17,65.14162767304167,42206.0,921.42,2018
18,69.30687097213004,45209.0,460.75,2018
19,86.98984561761084,52152.0,0.08,2018
0,42.384593890881355,17568.0,8752.5,2018
1,53.29723060851881,21964.0,8291.83,2018
2,53.29723060851881,23127.0,7831.17,2018
3,54.542725276664875,24327.0,7370.5,2018
4,56.70257218009038,25520.0,6909.92,2018
5,57.13096838951791,26760.0,6449.25,2018
6,57.281637230237756,27888.0,5988.58,2018
7,57.342436042094405,28935.0,5527.92,2018
8,57.67483078400587,29865.0,5067.25,2018
9,58.31886028863754,30721.0,4606.58,2018
10,58.6101171993375,31567.0,4146.0,2018
11,59.15258216904429,32315.0,3685.33,2018
12,59.985112596832614,33188.0,3224.67,2018
13,60.046220163069286,34182.0,2764.0,2018
14,60.23330817361439,35505.0,2303.33,2018
15,61.6985449967889,37480.0,1842.67,2018
16,64.14151143608377,39585.0,1382.08,2018
17,65.71261602337049,42206.0,921.42,2018
18,67.19608460527344,45209.0,460.75,2018
19,87.05354157174395,52152.0,0.08,2018
0,41.13989189574451,17568.0,8752.5,2018
1,45.35208741471033,21964.0,8291.83,2018
2,46.230687293171705,23127.0,7831.17,2018
3,46.92879862688282,24327.0,7370.5,2018
4,47.99213049648392,25520.0,6909.92,2018
5,52.111256816504294,26760.0,6449.25,2018
6,53.543594617923276,27888.0,5988.58,2018
7,53.909540516966054,28935.0,5527.92,2018
8,55.87727218070774,29865.0,5067.25,2018
9,57.23045947503754,30721.0,4606.58,2018
10,58.18732488147338,31567.0,4146.0,2018
11,58.210107227997916,32315.0,3685.33,2018
12,58.314934460394966,33188.0,3224.67,2018
13,58.473986575660845,34182.0,2764.0,2018
14,59.299484793128336,35505.0,2303.33,2018
15,60.54847012868052,37480.0,1842.67,2018
16,65.3144746432254,39585.0,1382.08,2018
17,69.25851648364711,42206.0,921.42,2018
18,70.55971386915036,45209.0,460.75,2018
19,87.01919958011194,52152.0,0.08,2018
0,38.444589262262696,17568.0,8752.5,2018
1,51.4325659707902,21964.0,8291.83,2018
2,53.68943736796184,23127.0,7831.17,2018
3,54.837411203840155,24327.0,7370.5,2018
4,54.86863737977169,25520.0,6909.92,2018
5,54.946200864381126,26760.0,6449.25,2018
6,55.49551400145861,27888.0,5988.58,2018
7,56.783197402412775,28935.0,5527.92,2018
8,56.783197402412775,29865.0,5067.25,2018
9,57.37603063210138,30721.0,4606.58,2018
10,57.697898771175126,31567.0,4146.0,2018
11,58.32264915371288,32315.0,3685.33,2018
12,58.8146184320404,33188.0,3224.67,2018
13,59.71964857235201,34182.0,2764.0,2018
14,60.22526163190213,35505.0,2303.33,2018
15,61.36066901962534,37480.0,1842.67,2018
16,66.28031097688654,39585.0,1382.08,2018
17,71.73165265577872,42206.0,921.42,2018
18,82.29681607599967,45209.0,460.75,2018
19,86.9529851741507,52152.0,0.08,2018
0,42.499678959830334,17568.0,8752.5,2018
1,50.46451563364299,21964.0,8291.83,2018
2,51.607680087411005,23127.0,7831.17,2018
3,52.203328304118536,24327.0,7370.5,2018
4,52.43737580785531,25520.0,6909.92,2018
5,52.83700642971146,26760.0,6449.25,2018
6,52.85261776475452,27888.0,5988.58,2018
7,53.10111935350476,28935.0,5527.92,2018
8,54.06906282561632,29865.0,5067.25,2018
9,56.50738194752678,30721.0,4606.58,2018
10,57.6868088996116,31567.0,4146.0,2018
11,57.6868088996116,32315.0,3685.33,2018
12,58.46030557221754,33188.0,3224.67,2018
13,60.116632826184855,34182.0,2764.0,2018
14,60.16641021875061,35505.0,2303.33,2018
15,61.81010973098948,37480.0,1842.67,2018
16,62.81918604927884,39585.0,1382.08,2018
17,67.81001464688357,42206.0,921.42,2018
18,68.19122853835692,45209.0,460.75,2018
19,87.03970006559915,52152.0,0.08,2018
0,41.63823093803421,17568.0,8752.5,2018
1,46.93794591541795,21964.0,8291.83,2018
2,47.399608040652,23127.0,7831.17,2018
3,49.93189714376207,24327.0,7370.5,2018
4,49.93189714376207,25520.0,6909.92,2018
5,51.18986441600871,26760.0,6449.25,2018
6,51.22920510248748,27888.0,5988.58,2018
7,52.59639420911913,28935.0,5527.92,2018
8,53.24198868737911,29865.0,5067.25,2018
9,56.023067002043916,30721.0,4606.58,2018
10,56.184825666564585,31567.0,4146.0,2018
11,56.184825666564585,32315.0,3685.33,2018
12,56.44044475814359,33188.0,3224.67,2018
13,56.99115964543192,34182.0,2764.0,2018
14,58.69894521400581,35505.0,2303.33,2018
15,60.3432381081476,37480.0,1842.67,2018
16,60.872181999130966,39585.0,1382.08,2018
17,63.500669850410134,42206.0,921.42,2018
18,68.42142996069681,45209.0,460.75,2018
19,86.99382407302116,52152.0,0.08,2018
