Wall time,Step,Value
1591015998.441645,1000,160.33596801757812
1591016425.9857879,2000,158.52684020996094
1591016841.6643732,3000,138.37069702148438
1591017276.3596027,4000,125.19551849365234
1591017707.659143,5000,125.13909149169922
1591018123.5213683,6000,125.3965835571289
1591018551.7303028,7000,133.17379760742188
1591018991.0327926,8000,129.17849731445312
1591019411.069208,9000,123.2406005859375
1591019837.4552557,10000,130.73191833496094
1591020277.9800758,11000,131.51458740234375
1591020694.804784,12000,132.84913635253906
1591021132.0173287,13000,132.53704833984375
1591021568.7974126,14000,127.28406524658203
1591021990.9292953,15000,130.86268615722656
1591022432.6398008,16000,132.35401916503906
1591022866.4050078,17000,132.95834350585938
1591023293.951244,18000,106.46178436279297
1591023727.96381,19000,102.3232421875
1591024159.1090596,20000,106.10918426513672
1591024582.8250835,21000,109.47876739501953
1591025014.5175834,22000,111.56755828857422
1591025447.434432,23000,110.70057678222656
1591025856.6884892,24000,107.36430358886719
1591026276.8877304,25000,110.98062133789062
1591026709.758114,26000,113.74346160888672
1591027122.7225232,27000,114.38972473144531
1591027548.4758692,28000,150.4535369873047
1591027975.9718983,29000,158.86488342285156
1591028391.0191107,30000,167.9518280029297
1591028811.8700213,31000,201.83961486816406
1591029232.1087103,32000,181.9937744140625
1591029641.7745016,33000,149.15931701660156
1591030070.197319,34000,155.146240234375
1591030487.4720297,35000,181.8432159423828
1591030899.0301604,36000,171.8114013671875
1591031318.7349122,37000,161.87478637695312
1591031741.3393972,38000,155.9347381591797
1591032158.542661,39000,158.5133514404297
1591032580.109635,40000,162.52349853515625
1591033001.0395122,41000,162.69207763671875
1591033413.1187859,42000,135.3514404296875
1591033841.2729137,43000,144.8408660888672
1591034268.253608,44000,148.8969268798828
1591034692.574964,45000,149.7043914794922
1591035121.7495935,46000,150.86599731445312
1591035539.2126539,47000,150.17425537109375
1591035953.5686982,48000,144.119140625
1591036380.070942,49000,148.79063415527344
1591036800.585629,50000,153.18661499023438
1591037222.3289096,51000,145.45452880859375
1591037649.7998486,52000,150.56590270996094
1591038080.4241858,53000,147.44302368164062
1591038497.5859606,54000,146.0365447998047
1591038924.7251995,55000,154.74618530273438
1591039346.5416608,56000,148.7066650390625
1591039761.0577447,57000,145.8690643310547
1591040183.1010222,58000,147.2397918701172
1591040617.4254355,59000,149.8289337158203
1591041038.8831253,60000,150.64381408691406
1591041456.7847936,61000,150.62814331054688
1591041882.2901163,62000,147.03857421875
1591042295.0101824,63000,149.87619018554688
1591042712.3390577,64000,152.54400634765625
1591043139.4046602,65000,153.25955200195312
1591043553.4373817,66000,152.5238494873047
1591043982.5276012,67000,147.5808563232422
1591044405.0782514,68000,151.07847595214844
1591044813.4532654,69000,151.7269287109375
1591045247.1308122,70000,153.51585388183594
1591045684.3656352,71000,154.68800354003906
1591046105.1917322,72000,148.0235137939453
1591046527.2633145,73000,152.69073486328125
1591046948.4882987,74000,157.4752197265625
1591047363.6009998,75000,149.59933471679688
1591047781.5619986,76000,153.9607391357422
1591048203.3497434,77000,150.8041229248047
1591048609.910247,78000,149.6753692626953
1591049044.2148423,79000,159.21334838867188
1591049466.6692295,80000,152.52996826171875
1591049881.6657324,81000,149.63511657714844
1591050317.8499184,82000,151.19032287597656
1591050734.7887797,83000,153.40870666503906
1591051148.2563214,84000,155.00941467285156
