,id,run_number,time_taken,timestamp_start,timestamp_end,reward,individual_m_1,individual_c_1,individual_m_2,individual_c_2,individual_m_3,individual_c_3,individual_m_4,individual_c_4,individual_m_5,individual_c_5,individual_m_6,individual_c_6,individual_m_7,individual_c_7,individual_m_8,individual_c_8,individual_m_9,individual_c_9,individual_m_10,individual_c_10,individual_m_11,individual_c_11,individual_m_12,individual_c_12,individual_m_13,individual_c_13,individual_m_14,individual_c_14,individual_m_15,individual_c_15,individual_m_16,individual_c_16,individual_m_17,individual_c_17,attr_nuclear_sub,attr_future_price_uncertainty_c,attr_future_price_uncertainty_m,coal,nuclear,ccgt,wind,solar
10,11,1,0.0,0.0,0.0,99999999.0,0.00031884983237,-0.73631861909188,0.00209712982421,23.07044885965119,0.00031186137859,42.69700506175066,0.00265571137783,9.01647982467887,0.00074931253359,41.7551526457172,0.00069945404354,44.23597179912242,0.00112984727097,20.70920170727779,0.00146497482622,2.95757834258766,0.00115397383717,-5.34033862065828,0.00023439078896,36.87863119936343,0.00287960866401,-15.24935326007066,0.00231475836916,4.86299317037319,0.00024881810015,27.73230483932365,0.00267083126902,-22.23546394104842,0.00071754698435,33.32566278622755,0.00205753950263,-19.60481715624859,0.00224826318282,2.05749245314547,131.50235083834824,0.00046354527547,0.00053155420526,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0
11,12,1,0.0,0.0,0.0,99999999.0,0.00156925181369,17.18127793664264,0.00268364671408,46.19691356647337,0.00245009733376,10.07673785135837,0.00089715692171,8.60031028249669,0.00131121520926,47.4335453613577,2.417664176e-05,-9.9028414934864,0.00033824132781,49.1317841152935,0.00231604726968,-28.91090821314879,0.00274228104291,0.67658365693347,0.00272037652542,-24.09439344269603,0.00110565611009,-16.76834024903273,0.0019937144546,8.75473398639019,7.954366431e-05,-21.29603013026346,0.00021453360014,5.52595373256522,0.00224383841556,11.27110150363208,0.00254924908021,-16.60947459884113,0.00237215594079,24.4387081844728,124.13460995962133,0.0008949911096,0.00030132022804,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0
12,13,1,0.0,0.0,0.0,99999999.0,0.00117308246832,42.26076268713084,0.00047292356111,-27.10051397958917,9.951011875e-05,12.93793188140782,0.00057392589257,32.69978325057199,0.00165804155804,49.1044339721178,0.0025653082405,31.04273831109639,4.215880054e-05,-4.30685698633482,0.00038449211912,34.18805069555131,0.00045339341588,0.0,0.00148355621859,-20.14765479489157,0.00051181038091,34.72548137451899,0.00192849722515,8.2903698721919,0.00281039024479,-26.7268452521884,0.0013342088975,-17.13512835966704,0.00203065949487,27.64476647516909,0.00167707902578,-14.72665372089543,0.0003295745237,0.0,118.77221940867464,0.00084002485712,0.00080972557749,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0
13,14,1,0.0,0.0,0.0,99999999.0,0.00139491438287,8.70184128779515,0.00295596765983,0.03669237448954,0.0003176358314,0.0443377192833,0.00254485405059,22.97488560011405,0.00096358770292,22.89069387396069,0.00221987794125,41.73220386098103,0.00012493067117,-5.34568750646901,0.00054922208075,9.94903690698428,0.00111111174002,41.84769680390852,0.00299260669459,22.02076280118151,0.00270386485516,39.02630977254765,0.00173860558268,17.11937604897594,0.00223383080306,4.31961804988602,0.00096487515838,20.90969983390454,0.00067333726128,39.43094007749876,0.00113844419599,26.98199627691363,0.00273626449119,-3.22768914505523,132.87112241513677,0.00017322902687,0.00068162765857,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0
14,15,1,0.0,0.0,0.0,99999999.0,0.00258794176684,-19.83189433838247,0.00146115880334,49.38866647986005,0.00062241130543,24.48416355981355,0.00275759723425,-22.86750991186494,0.00122570293934,-27.51302242850774,0.00011105492711,10.2064310682055,0.00104803491048,49.91901665795223,0.00107107043336,25.07915199933014,0.00291227229504,32.00532793766205,0.00092367173777,46.58485731501028,0.00145484878632,41.71445326099716,0.0016546561005,-14.07297358598847,0.00297165761107,-29.99040619842934,0.00071381596154,26.28147289681068,0.00163697245445,-1.83845005942641,0.00032624025609,6.16530309143393,0.00153662253906,48.97032464420627,105.07600787993904,0.00075444226894,0.00085607144324,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0
15,16,1,0.0,0.0,0.0,99999999.0,0.00162688551747,24.23676004122842,0.00089262948857,-13.49865600756075,0.00013462809877,-13.25226912640825,0.001600971015,37.78742989951169,0.00141401522807,-12.75359959125418,0.00248051246446,-12.82989584468269,0.00083410789708,-27.02284310551885,0.00026661557773,45.90087474635632,0.0004025560949,-16.50327275413227,0.00121797220108,-21.87347804941957,0.00071973989872,24.09087293239001,0.00042304289398,44.60785642064572,0.00050418593542,39.01077073004474,0.00258042956568,48.58575319632431,3.1409355e-06,-17.13993515416716,0.00153980229107,49.69239937487187,0.00096999733287,37.81904665735324,146.96280380809887,0.00077322436188,5.677044965e-05,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0
16,17,1,0.0,0.0,0.0,99999999.0,0.0002497076646,14.80722557047109,0.00258930219133,25.24740339417395,0.00074259451647,-9.80511253429233,0.00226778276513,27.15156376269104,0.00204687896821,-7.57263477465341,0.00282805992479,-15.96936882711817,0.00054258833842,13.71408912581718,0.00273356108259,-10.50164087873301,0.00107321923343,18.04410711547184,0.00236140739167,-5.15050748590813,0.00172017273216,1.63645209004483,0.00243623383579,-22.31497486200183,0.00281173297995,-28.43249896943184,0.00200085099101,-1.90111892372556,0.00146787834628,18.16932007710187,0.00236437128091,36.679195131048,0.00282895409468,8.66041080236543,76.52373331156757,0.0003276081002,0.00047490420868,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0
17,18,1,0.0,0.0,0.0,99999999.0,0.00081198338247,-20.69964903877871,0.00209381119904,-14.05479374607149,0.00131635112544,-15.9574057007353,0.00173698680159,20.91865824234282,0.00065152997154,-29.18267245373033,0.0022540863138,15.24177000563294,0.00167665514713,43.47774664748171,0.00175840439611,-14.4901398010465,0.00110137633025,1.55577913276439,0.00209834049973,42.27041901515412,0.00098652516927,41.3684851912774,0.00219671273804,11.20340266401573,0.00248105980889,19.38910077492571,0.00063835752689,-14.56831294314894,0.00062175025999,44.88099441187949,0.0021251786305,39.76551014302446,0.00133278708435,-16.53817533044368,79.16779270278812,0.00068284916332,0.00014221366863,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0
18,19,1,0.0,0.0,0.0,99999999.0,0.00139491438287,8.70184128779515,0.00295596765983,0.03669237448954,9.951011875e-05,12.93793188140782,0.00057392589257,22.97488560011405,0.00096358770292,22.89069387396069,0.00221987794125,41.73220386098103,0.00012493067117,-5.34568750646901,0.00054922208075,9.94903690698428,0.00111111174002,41.84769680390852,0.00299260669459,22.02076280118151,0.00270386485516,39.02630977254765,0.00173860558268,17.11937604897594,0.00223383080306,4.31961804988602,0.00096487515838,20.90969983390454,0.00067333726128,39.43094007749876,0.00113844419599,26.98199627691363,0.00273626449119,-3.22768914505523,132.87112241513677,0.0,0.00068162765857,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0
19,20,1,0.0,0.0,0.0,99999999.0,0.0002620152926,7.42021178332917,0.00018659073579,15.23512863058485,0.00297163451275,28.19595855305551,0.00268430060726,-29.55061609907084,0.00287894904739,44.23955054471659,0.00254803555362,-23.72614175880498,0.00275892895206,22.46082250293851,0.00125572552088,42.35045690145964,0.00283892294878,-1.60463720740281,0.00131474809788,1.84458705743238,0.00055615738151,24.19967159652558,0.00169955226134,18.72376973132045,0.00236989332168,26.90309262446837,0.00036164004918,-11.00559166480466,0.00260405662989,13.23976931568005,0.00075508694992,49.92385710189383,0.00254639887068,4.5574902056678,147.02692328651605,0.00052980058997,0.00084817551315,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0
20,21,1,36107.88006962801,1571294675.7408159,1571330783.6208851,7.037612273565175,0.00121256259168,46.85037739256387,0.0029982421515,28.9229765616468,0.00106156336814,18.37033767006376,0.00228312539654,40.74731543938266,0.00240464711411,34.43480109190594,0.00284186482574,-20.88014916953091,0.00083410789708,-27.02284310551885,0.00026661557773,45.90087474635632,0.0004025560949,-16.50327275413227,0.00121797220108,-21.87347804941957,0.00071973989872,24.09087293239001,0.00042304289398,5.26288570922149,0.00209189353332,-5.91173171312952,0.00240696026847,-5.0144941135222,0.00021183142493,-1.29658413335784,0.00039441444392,-11.41659250225168,0.00219888388243,12.6335729432946,120.21276910611674,0.0005481249937,0.00059945111227,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0
21,22,1,0.0,0.0,0.0,99999999.0,0.00258794176684,-19.83189433838247,0.00146115880334,49.38866647986005,0.00062241130543,-13.25226912640825,0.001600971015,37.78742989951169,0.00141401522807,-12.75359959125418,0.00248051246446,-12.82989584468269,0.00016104706555,8.15032953348701,0.00200271495761,-12.5461853755818,0.00155518243668,39.7911329705228,0.00027449937576,8.42878689508516,0.00111989525697,19.81640207212787,0.00224091998324,44.60785642064572,0.00050418593542,39.01077073004474,0.00258042956568,48.58575319632431,3.1409355e-06,-17.13993515416716,0.00153980229107,49.69239937487187,0.00096999733287,48.97032464420627,105.07600787993904,0.00075444226894,0.00085607144324,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0
22,23,1,0.0,0.0,0.0,99999999.0,0.0020126759277,-14.98575096743396,0.00117412420694,-10.13537184910628,0.00092204666963,-11.4026547463205,0.0013590124119,-24.65296294851418,0.00238497432118,-5.46805702525694,0.00145531480847,-15.96936882711817,0.00167665514713,43.47774664748171,0.00175840439611,-14.4901398010465,0.00110137633025,1.55577913276439,0.00209834049973,42.27041901515412,0.00098652516927,41.3684851912774,0.00219671273804,11.20340266401573,0.00281173297995,-28.43249896943184,0.00200085099101,-1.90111892372556,0.00146787834628,18.16932007710187,0.00236437128091,36.679195131048,0.00282895409468,8.66041080236543,76.52373331156757,0.00049265852218,0.00074073132008,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0
23,24,1,0.0,0.0,0.0,99999999.0,0.0002497076646,14.80722557047109,0.00258930219133,25.24740339417395,0.00074259451647,-9.80511253429233,0.00226778276513,27.15156376269104,0.00204687896821,-7.57263477465341,0.00282805992479,-26.75993208787791,0.00094395600495,7.56938919742637,0.00297388212327,-5.45463189616033,8.189745019e-05,9.2999332155365,0.00269822688894,30.82799221329528,0.00056743248124,-4.25273010761383,0.00017938025403,-16.00124662519603,0.00059725443028,-25.85566077558442,0.00027106348685,-26.98426459095768,0.00218078441322,38.93957781646958,0.00121333560418,-4.40967815788983,0.00134936733916,2.98954519025516,143.42672148177684,0.0003276081002,0.00047490420868,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0
24,25,1,0.0,0.0,0.0,99999999.0,0.00162688551747,24.23676004122842,0.00089262948857,-13.49865600756075,0.00013462809877,24.48416355981355,0.00275759723425,-22.86750991186494,0.00122570293934,-27.51302242850774,0.00011105492711,10.2064310682055,0.00104803491048,49.91901665795223,0.00107107043336,25.07915199933014,0.00291227229504,32.00532793766205,0.00092367173777,46.58485731501028,0.00145484878632,41.71445326099716,0.0016546561005,-14.07297358598847,0.00297165761107,-29.99040619842934,0.00071381596154,26.28147289681068,0.00163697245445,-1.83845005942641,0.00032624025609,6.16530309143393,0.00153662253906,37.81904665735324,146.96280380809887,0.00077322436188,5.677044965e-05,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0
25,26,1,0.0,0.0,0.0,99999999.0,0.00206426216647,24.64592549034339,0.00245884978203,-28.16088745789345,0.00134219606729,23.30578092853648,0.0017676427447,2.37522777195412,0.00203832013144,-15.6826357325492,0.00164477112435,-29.06225165471168,0.00086643518394,-11.54016441065489,0.0003889317476,-22.05611664211945,0.00295301324745,28.66895074807171,0.00106711265844,-1.99501775051728,0.00038371074103,41.39273954685743,0.00246910547076,13.29551980884383,0.0027206517729,39.03462600356426,0.00157307427644,11.31200739741226,0.00145695193089,42.83294628248217,0.00256920422459,-24.24449060145556,0.00142609237016,-9.2818052009948,103.33951473763108,0.00033712067003,6.770136838e-05,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0
26,27,1,0.0,0.0,0.0,99999999.0,0.0023759534019,19.8953968961142,0.00035781385381,-2.28099828217728,0.00208589776722,27.40074248812536,0.00200808080797,19.47531160114231,0.00173140965862,-24.55754887133379,0.00269943759502,14.49537648888411,0.00137183788182,4.06517381707678,7.762800873e-05,21.22555376950299,0.0003089259569,1.73899445501664,0.00147405915047,27.50546894360471,0.00148657307576,14.09204613672971,0.00056356776796,26.01414168359331,0.00016748091658,13.04073756088616,0.00285325686392,41.09578111506266,0.00141656506234,5.19374575388323,0.00189977332698,10.26578268238367,0.0005866134163,-4.13899886815,94.2818580597956,0.00088875396894,0.00053486730097,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0
27,28,1,0.0,0.0,0.0,99999999.0,0.00106003450198,42.31843013081607,0.00054051890366,26.8003087222339,0.00018765731606,25.18900985629806,3.322311633e-05,-28.82976419334533,0.00197518478197,1.65201116679944,0.00142758897165,6.07195330367862,0.00131879563571,16.408285873677,0.00134686324593,23.01587414002093,0.00165154366774,-9.75141200192076,0.00215412471457,-9.37109322046291,0.00134057474253,45.15310511635809,0.00073941593307,33.03793945471772,0.00113474215265,-26.03893931078888,0.00122944784275,31.85477245016173,0.00209132827635,-5.89212990884764,0.0027910999702,3.32413630907524,0.00241370046663,-0.80497994154469,140.6969741484534,0.00037068793108,0.00063786823154,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0
28,29,1,0.0,0.0,0.0,99999999.0,0.0002497076646,20.59102758309582,0.00026534192216,-7.97309804391299,0.00243479007066,35.18829250214461,0.00210697059715,43.96273895771765,0.00077711618545,-7.57263477465341,0.00282805992479,-15.96936882711817,0.00167665514713,43.47774664748171,0.00175840439611,-14.4901398010465,0.00110137633025,1.55577913276439,0.00209834049973,42.27041901515412,0.00098652516927,41.3684851912774,0.00219671273804,11.20340266401573,0.00281173297995,-28.43249896943184,0.00200085099101,-1.90111892372556,0.00146787834628,18.16932007710187,0.00236437128091,36.679195131048,0.00282895409468,8.66041080236543,76.52373331156757,0.0003276081002,0.00047490420868,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0
29,30,1,0.0,0.0,0.0,99999999.0,0.00294098600319,14.80722557047109,0.00258930219133,25.24740339417395,0.00074259451647,-9.80511253429233,0.00226778276513,27.15156376269104,0.00204687896821,42.78131842071993,0.00247111019256,4.77690310109119,0.00096752940962,5.41664636098206,6.55460867e-05,-28.97646224120779,0.00164634400591,13.4959163317862,5.826803697e-05,10.17872932286785,0.00031235393959,-5.3295073489975,0.0023491698787,-19.89960660748056,0.00043806986212,7.05288492541691,0.00039892722455,-8.54835085989645,0.00250416305837,12.62406491787588,0.00195887516354,26.20059743670443,0.00097305213865,-27.03160520601913,9.18750917361712,0.00021364916044,0.00014348582019,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0
30,31,1,0.0,0.0,0.0,99999999.0,0.00080401867178,-20.60890318683399,0.00067870658131,1.86199473663874,0.00218696092532,1.9484568311405,0.00143239250602,3.2812013747013,0.00102959120608,24.43712122605379,0.00286559137187,26.19264093490319,0.00253421322792,-8.32605663739421,0.00187838076104,-20.55716141077862,0.00194604240624,13.29323423373174,0.00233191198335,26.72450835656647,0.00062283122808,21.74363718565526,0.00252215498053,27.23651007071877,0.00279838704817,38.94690609079493,0.00191973199326,45.98469730269484,0.00179429112527,-7.43912887335928,0.00297420318192,22.10283625252617,0.00041686602129,3.85489651599974,100.82010035636303,0.00038572982847,0.00013247734957,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0
31,32,1,0.0,0.0,0.0,99999999.0,0.00139491438287,8.70184128779515,0.00295596765983,0.03669237448954,9.951011875e-05,12.93793188140782,0.00057392589257,22.97488560011405,0.00096358770292,22.89069387396069,0.00221987794125,41.73220386098103,0.00012493067117,-5.34568750646901,0.00054922208075,9.94903690698428,0.00111111174002,41.84769680390852,0.00299260669459,22.02076280118151,0.00270386485516,39.02630977254765,0.00173860558268,17.11937604897594,0.00223383080306,4.31961804988602,0.00096487515838,20.90969983390454,0.00067333726128,39.43094007749876,0.00113844419599,26.98199627691363,0.00273626449119,-3.22768914505523,132.87112241513677,0.00017322902687,0.00068162765857,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0
32,33,1,0.0,0.0,0.0,99999999.0,0.00139491438287,8.70184128779515,0.00295596765983,0.03669237448954,9.951011875e-05,12.93793188140782,0.00057392589257,22.97488560011405,0.00096358770292,22.89069387396069,0.00221987794125,41.73220386098103,0.00012493067117,-5.34568750646901,0.0,9.94903690698428,0.00111111174002,13.29323423373174,0.00233191198335,26.72450835656647,0.00270386485516,39.02630977254765,0.00173860558268,17.11937604897594,0.00223383080306,4.31961804988602,0.00096487515838,20.90969983390454,0.00067333726128,39.43094007749876,0.00113844419599,26.98199627691363,0.00273626449119,-3.22768914505523,132.87112241513677,0.00017322902687,0.00068162765857,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0
33,34,1,0.0,0.0,0.0,99999999.0,0.00080401867178,-20.60890318683399,0.00067870658131,1.86199473663874,0.00218696092532,1.9484568311405,0.00143239250602,3.2812013747013,0.00102959120608,24.43712122605379,0.00286559137187,26.19264093490319,0.00253421322792,-8.32605663739421,0.00187838076104,-20.55716141077862,0.00194604240624,41.84769680390852,0.00299260669459,22.02076280118151,0.00062283122808,21.74363718565526,0.00252215498053,27.23651007071877,0.00279838704817,38.94690609079493,0.00191973199326,45.98469730269484,0.00179429112527,-7.43912887335928,0.00297420318192,22.10283625252617,0.00041686602129,3.85489651599974,100.82010035636303,0.00038572982847,0.00013247734957,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0
34,35,1,0.0,0.0,0.0,99999999.0,0.0008106240383,29.12788878432637,0.00024943203658,18.17532676907172,0.00149146608481,22.83200699402444,0.00206314598006,39.22015286890928,0.00270958595976,20.43534268175303,0.00119395627867,-21.66232260866717,0.00179199205267,-29.37047674929383,0.00090778930912,19.39635643652946,0.00233800128534,-11.40841586021729,0.00123898958457,26.59622535369372,0.00082975525389,36.18340607449612,0.00036440647984,2.63309071824586,0.00086821750653,31.11167090490388,0.00140599919094,32.81849792379333,0.00200686172127,39.5817526321234,0.00075624829383,-9.7710669532413,0.00189476083738,-11.47139954417401,119.32413028467083,0.00049945433465,0.00082223686518,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0
35,36,1,0.0,0.0,0.0,99999999.0,0.0002497076646,14.80722557047109,0.00258930219133,25.24740339417395,0.00074259451647,-9.80511253429233,0.00226778276513,27.15156376269104,0.00204687896821,-7.57263477465341,0.00282805992479,-15.96936882711817,0.00167665514713,0.0,0.00175840439611,0.0,0.00110137633025,1.55577913276439,0.00209834049973,42.27041901515412,0.00098652516927,41.3684851912774,0.0,11.20340266401573,0.00281173297995,0.0,0.00200085099101,-1.90111892372556,0.00146787834628,18.16932007710187,0.00236437128091,36.679195131048,0.00282895409468,8.66041080236543,76.52373331156757,0.0003276081002,0.00047490420868,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0
36,37,1,0.0,0.0,0.0,99999999.0,0.00146889670893,43.1736348399795,0.00021693906174,21.26490572295274,0.0023696281957,2.44276478046317,0.00108141756813,17.97087764338538,1.54918024e-06,-9.45892414520196,0.00278239386267,-2.47083267943961,0.00077116275833,-16.55858790939382,0.00030555913648,49.35728786153337,0.00153198281095,40.81497219164989,0.0023675162537,12.51162202810149,0.00148400669862,9.13630410236577,0.00237709767261,-19.53559315996288,0.00177218953201,38.93665118088993,0.00117095184311,49.75910953199345,0.00107792790232,13.07302995461569,0.00044776393341,2.32701812582708,0.00282691725827,7.27605274294384,43.54724419211323,0.00079431815656,0.00095486763346,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0
