,CCGT,Coal,Onshore,Offshore,PV,Nuclear,Recip_gas,Carbon_tax,total_genco_wealth:
0,31912.0,14475.0,8766.3,6983.8,3377.7999999999997,9361.0,680.0,20,-201105270346.56494
1,49912.0,14475.0,18896.09999999999,6983.8,3409.7999999999997,9361.0,1290.0,20,-890657038221.155
2,49912.0,14475.0,18869.89999999999,6983.8,3457.7999999999997,9361.0,1290.0,20,-1601181508183.3547
3,49912.0,14475.0,18850.899999999994,6983.8,3521.8,9361.0,1280.0,20,-2262512159918.214
4,49912.0,14475.0,18832.999999999993,6983.8,3537.8,9361.0,1580.0,20,-2898784409515.103
5,49912.0,14475.0,18806.699999999993,6983.8,3585.8,9361.0,1840.0,20,-3538886847973.6553
6,49912.0,14475.0,18742.199999999997,6983.8,3633.8000000000006,9361.0,2120.0,20,-4180343478342.403
7,108286.0,14475.0,28509.99999999999,6983.8,3697.8,9361.0,2380.0,20,-4547361430741.634
8,131983.0,14112.0,37916.19999999999,6983.8,3809.8000000000006,9361.0,1980.0,20,-4758405783872.452
9,161688.0,14112.0,48629.1,6983.8,3905.7999999999997,9361.0,2260.0,20,-4864124400801.955
10,190143.0,14112.0,59182.69999999999,6983.8,3953.7999999999997,9361.0,2460.0,20,-4956346156318.83
11,222543.0,11531.0,69360.69999999998,6983.8,4017.7999999999997,9361.0,2200.0,20,-5060808793850.589
12,247197.0,11531.0,79934.99999999999,6983.8,4145.799999999999,9361.0,2300.0,20,-5180945857796.379
13,266400.0,3590.0,90523.40000000001,6983.8,4209.799999999999,9361.0,2380.0,20,-5318826448827.693
14,292800.0,3590.0,100661.00000000003,6983.8,4273.799999999999,9361.0,2560.0,20,-5440832283999.021
15,316800.0,3590.0,110325.60000000002,6979.5,4353.799999999999,9361.0,2700.0,20,-5578529905334.496
16,310800.0,1610.0,119596.20000000006,6979.5,4417.799999999998,9361.0,2720.0,20,-5722845008770.189
17,242400.0,1610.0,128783.40000000007,6919.5,4433.799999999998,9361.0,2820.0,20,-5870303413685.651
18,234000.0,0.0,138060.40000000005,6859.5,4497.799999999999,9361.0,2800.0,20,-6015121030924.093
19,258000.0,0.0,147079.30000000005,6769.5,4593.799999999998,9361.0,2780.0,20,-6140706236193.891
20,283200.0,0.0,156265.40000000002,6679.5,4599.999999999998,9361.0,2760.0,20,-6261155167498.066
21,277200.0,0.0,166749.30000000002,6589.5,4602.5999999999985,9361.0,2760.0,20,-6376085953304.933
22,260400.0,0.0,177792.50000000003,6589.5,4349.5999999999985,9361.0,2680.0,20,-6489901844292.642
23,228000.0,0.0,188592.40000000002,6305.1,3575.1,9361.0,2680.0,20,-6604071297403.75
24,195600.0,0.0,199825.30000000002,5652.3,2556.2000000000016,9361.0,2680.0,20,-6718672767627.624
25,194400.0,0.0,210673.19999999998,5652.3,1877.7,5951.0,2740.0,20,-6850780783928.4
26,196800.0,0.0,221694.4,3842.3,1616.4,3522.0,3080.0,20,-6982495176950.414
27,199200.0,0.0,233115.1,2889.3,1600.4,1254.0,3180.0,20,-7115174377389.164
28,201600.0,0.0,234923.1,2290.5,1616.4,1254.0,3160.0,20,-7280749753299.001
29,201600.0,0.0,238048.8,2022.0,1600.4,0.0,3120.0,20,-7445441423624.247
30,199200.0,0.0,250660.0,2022.0,1664.0,0.0,3020.0,20,-7622496894645.304
31,199200.0,0.0,254480.0,731.0,1648.0,0.0,2940.0,20,-7799003472525.259
32,196800.0,0.0,246180.0,0.0,1616.0,0.0,2900.0,20,-7974160061603.854
33,199200.0,0.0,239760.0,0.0,1616.0,0.0,2800.0,20,-8161144336624.343
34,198000.0,0.0,219880.0,0.0,1584.0,0.0,2900.0,20,-8346832846158.216
35,195600.0,0.0,223480.0,0.0,1504.0,0.0,2840.0,20,-8549681493598.46
36,192000.0,0.0,227760.0,0.0,1456.0,0.0,2920.0,20,-8706970800744.886
37,187200.0,0.0,230020.0,0.0,1440.0,0.0,2960.0,20,-8836078964597.498
