,CCGT,Coal,Onshore,Offshore,PV,Nuclear,Recip_gas,Carbon_tax,total_genco_wealth:
0,31912.0,14475.0,8766.3,6983.8,3377.7999999999997,9361.0,680.0,70,-113164676188.19968
1,34312.0,14475.0,25456.099999999988,6983.8,3633.8,9361.0,810.0,70,-207365657979.81885
2,34312.0,14475.0,25429.899999999987,6983.8,3841.8,9361.0,810.0,70,-277334515998.64325
3,34312.0,14475.0,25410.899999999987,6983.8,4017.7999999999997,9361.0,800.0,70,-359189009963.0706
4,34312.0,14475.0,25392.999999999993,6983.8,4145.799999999999,9361.0,820.0,70,-439965146774.4079
5,34312.0,14475.0,25366.699999999993,6983.8,4337.799999999999,9361.0,820.0,70,-519761539912.44147
6,34312.0,14475.0,25302.199999999993,6983.8,4561.799999999998,9361.0,320.0,70,-594316863367.5482
7,79487.0,14475.0,119690.00000000004,6983.8,4897.799999999998,9361.0,420.0,70,-1141503349469.3171
8,87992.0,11544.0,136556.2,6983.8,5169.799999999997,9361.0,500.0,70,-1699187213049.8967
9,100756.0,11544.0,194349.10000000003,6983.8,5393.7999999999965,9361.0,580.0,70,-2298783787357.5967
10,112450.0,11544.0,256142.6999999999,6983.8,5681.7999999999965,9361.0,520.0,70,-2971816185576.7783
11,125689.0,7623.0,316800.6999999998,6983.8,5937.799999999996,9361.0,600.0,70,-3643528041386.171
12,134507.0,7623.0,366914.9999999997,6983.8,6193.799999999994,9361.0,660.0,70,-4304180243581.718
13,124996.0,3631.0,416823.3999999998,6983.8,6497.799999999996,9361.0,600.0,70,-4958612770594.324
14,128867.0,3631.0,428620.9999999997,6983.8,6785.799999999995,9361.0,620.0,70,-5608257728411.758
15,83537.0,3631.0,438569.2999999998,6979.5,7093.399999999996,4831.0,620.0,70,-6227628599382.3545
16,79395.0,2021.0,432645.8999999998,6349.5,7433.799999999995,2327.0,620.0,70,-6839270133453.932
17,70840.0,2021.0,370714.2999999999,2922.3,7752.599999999995,2327.0,600.0,70,-7443083813056.716
18,62285.0,0.0,385402.89999999985,2862.3,8040.599999999997,2327.0,600.0,70,-8038516617532.633
19,56401.0,0.0,338560.19999999995,1979.3,8267.699999999995,2327.0,580.0,70,-8629323001246.849
20,51059.0,0.0,312367.89999999997,1979.3,8544.899999999996,1207.0,600.0,70,-9215011636043.303
21,48388.0,0.0,337987.89999999997,1889.3,8837.199999999995,0.0,560.0,70,-9791500788468.648
22,50130.0,0.0,363911.89999999997,1889.3,8839.899999999998,0.0,580.0,70,-10361388539603.566
23,51872.0,0.0,389550.49999999994,1799.3,8278.399999999998,0.0,540.0,70,-10927313260476.09
24,50401.0,0.0,399920.8999999999,1236.5,7458.299999999997,0.0,600.0,70,-11480486513935.88
25,48659.0,0.0,347391.0,1206.5,7107.599999999999,0.0,600.0,70,-12030703756993.463
26,46917.0,0.0,353690.6,898.5,7088.4,0.0,620.0,70,-12575387890117.066
27,43704.0,0.0,373493.89999999997,853.5,7040.4,0.0,580.0,70,-13118369639728.914
28,40220.0,0.0,370672.3,853.5,7168.4,0.0,580.0,70,-13492099047792.512
29,36078.0,0.0,366980.0,804.0,7248.4,0.0,620.0,70,-13860454616038.225
30,34878.0,0.0,349160.0,372.0,7360.0,0.0,580.0,70,-14222721214473.375
31,33678.0,0.0,347420.0,0.0,7520.0,0.0,580.0,70,-14583849263131.648
32,33949.0,0.0,274440.0,0.0,7568.0,0.0,500.0,70,-15156936171260.445
33,34220.0,0.0,272180.0,0.0,7536.0,0.0,540.0,70,-15723688455501.273
34,34491.0,0.0,273380.0,0.0,7552.0,0.0,520.0,70,-16288174328067.21
35,34491.0,0.0,275940.0,0.0,7648.0,0.0,540.0,70,-16845688260262.244
36,33562.0,0.0,237780.0,0.0,7728.0,0.0,540.0,70,-17403676195580.684
37,32091.0,0.0,259500.0,0.0,7872.0,0.0,520.0,70,-17995567608346.09
