,CCGT,Coal,Onshore,Offshore,PV,Nuclear,Recip_gas
0,31912.0,14475.0,8766.3,6983.8,3377.7999999999997,9361.0,680.0
1,31912.0,14475.0,26416.099999999988,6983.8,3681.8,9361.0,670.0
2,31912.0,14475.0,26389.899999999987,6983.8,3937.8,9361.0,670.0
3,31912.0,14475.0,26370.899999999987,6983.8,4273.799999999999,9361.0,660.0
4,31912.0,14475.0,26352.999999999993,6983.8,4577.799999999998,9361.0,660.0
5,31912.0,14475.0,26326.699999999993,6983.8,5025.799999999998,9361.0,660.0
6,31912.0,14475.0,26262.199999999993,6983.8,5393.799999999997,9361.0,660.0
7,30286.0,14475.0,78869.99999999997,6983.8,5681.799999999997,9361.0,660.0
8,29036.0,14475.0,78816.19999999997,6983.8,5681.799999999997,9361.0,660.0
9,27361.0,14475.0,78769.09999999999,6983.8,5681.799999999997,9361.0,660.0
10,24616.0,14475.0,78642.69999999997,6983.8,5681.799999999997,9361.0,660.0
11,24616.0,14475.0,78600.69999999997,6983.8,5681.799999999997,9361.0,660.0
12,20737.0,14475.0,78574.99999999997,6983.8,5681.799999999997,9361.0,660.0
13,19009.0,14475.0,78503.39999999998,6983.8,5681.799999999997,9361.0,660.0
14,16584.0,14475.0,78441.0,6983.8,5681.799999999997,9361.0,660.0
15,15364.0,14475.0,78305.59999999999,6979.5,5681.799999999997,9361.0,660.0
16,14788.0,14475.0,77936.20000000001,6979.5,5681.799999999997,9361.0,660.0
17,12992.0,14475.0,77703.40000000002,6919.5,5681.799999999997,9361.0,120.0
18,10872.0,14475.0,77260.40000000002,6859.5,5681.799999999997,9361.0,0.0
19,10464.0,14475.0,76779.30000000002,6769.5,5681.799999999997,9361.0,0.0
20,10464.0,14475.0,76145.40000000001,6679.5,5623.999999999997,9361.0,0.0
21,10464.0,14475.0,75849.3,6589.5,5578.599999999997,9361.0,0.0
22,10464.0,14475.0,75672.5,6589.5,5309.599999999997,9361.0,0.0
23,9544.0,13915.0,75292.4,6305.1,4455.099999999999,9361.0,0.0
24,4500.0,13915.0,74925.29999999999,5652.3,3340.200000000001,9361.0,0.0
25,4441.0,13915.0,74113.2,5652.3,2597.7000000000003,9361.0,0.0
26,910.0,11903.0,72994.39999999998,3842.3,2304.4,9361.0,0.0
27,910.0,11903.0,72742.79999999999,2889.3,2000.4,9361.0,0.0
28,910.0,9895.0,72454.9,2290.5,1744.4,9361.0,0.0
29,910.0,9895.0,71300.79999999999,2022.0,1408.4,9361.0,0.0
30,0.0,9895.0,70300.0,2022.0,1104.0,9361.0,0.0
31,0.0,7935.0,52640.0,731.0,656.0,9361.0,0.0
32,0.0,7935.0,0.0,0.0,288.0,9361.0,0.0
