N2EX Day Ahead Auction Prices in GBP/MWh,,,,,,,,,
UK time,CET/CEST time,13/01/2018,12/01/2018,11/01/2018,10/01/2018,09/01/2018,08/01/2018,07/01/2018,06/01/2018
23 - 00,00 - 01,"51,00","48,89","47,93","44,56","43,52","42,81","47,98","54,82"
00 - 01,01 - 02,"48,86","45,99","45,51","46,45","44,15","42,34","50,00","54,38"
01 - 02,02 - 03,"56,01","45,89","44,16","45,99","44,82","42,50","47,00","49,43"
02 - 03,03 - 04,"45,90","45,23","44,01","44,60","43,06","42,05","44,91","45,41"
03 - 04,04 - 05,"42,64","44,05","43,33","44,42","43,00","42,01","42,09","43,10"
04 - 05,05 - 06,"39,82","42,57","43,03","44,48","43,03","41,42","41,31","39,99"
05 - 06,06 - 07,"37,00","43,40","43,17","45,81","44,30","42,11","41,07","35,00"
06 - 07,07 - 08,"40,54","48,43","48,43","57,55","55,00","48,59","41,83","39,06"
07 - 08,08 - 09,"42,32","53,06","52,55","53,46","53,52","46,56","41,42","42,59"
08 - 09,09 - 10,"45,00","60,20","54,14","61,50","53,44","55,44","43,51","44,95"
09 - 10,10 - 11,"53,45","61,94","60,10","58,82","54,99","59,00","49,09","49,15"
10 - 11,11 - 12,"52,10","58,50","60,08","55,00","55,66","55,10","53,06","60,06"
11 - 12,12 - 13,"55,36","54,50","53,99","52,00","54,80","54,14","50,76","55,29"
12 - 13,13 - 14,"58,00","52,11","55,40","51,00","54,51","55,00","55,00","54,30"
13 - 14,14 - 15,"54,55","49,12","53,10","50,00","50,74","55,00","55,00","46,07"
14 - 15,15 - 16,"46,10","47,00","51,85","50,24","49,60","52,66","54,42","44,04"
15 - 16,16 - 17,"50,00","48,11","61,00","56,44","50,11","46,82","48,84","44,07"
16 - 17,17 - 18,"56,00","57,51","83,89","75,94","69,98","59,18","61,10","55,00"
17 - 18,18 - 19,"79,92","79,89","100,00","101,79","82,99","75,72","91,66","78,09"
18 - 19,19 - 20,"68,89","60,43","81,00","87,94","66,02","63,92","66,82","68,17"
19 - 20,20 - 21,"49,42","54,92","60,10","72,45","56,10","60,00","58,93","55,10"
20 - 21,21 - 22,"56,90","51,52","60,20","64,66","51,00","46,55","53,05","55,04"
21 - 22,22 - 23,"52,02","44,34","56,51","53,90","54,10","53,06","48,94","50,92"
22 - 23,23 - 00,"48,55","41,39","46,91","48,00","44,15","42,39","41,92","44,42"
,,,,,,,,,
Min,,"37,00","41,39","43,03","44,42","43,00","41,42","41,07","35,00"
Max,,"79,92","79,89","100,00","101,79","82,99","75,72","91,66","78,09"
Average,,"51,26","51,62","56,27","56,96","52,61","51,02","51,24","50,35"
UK time,CET/CEST time,13/01/2018,12/01/2018,11/01/2018,10/01/2018,09/01/2018,08/01/2018,07/01/2018,06/01/2018
